zone,type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Eswatini,Energy,2051.47058875,2139.7058825,2227.9411762500004,2316.17647,2404.4117650000003,2492.64705875,2580.8823525000003,2669.1176474999997,2757.35294125,2845.588235,2933.82353,3022.0588237499996,3110.2941175,3198.5294112499996,3286.76470625,3375.0,3463.23529375,3551.4705887500004,3639.7058825,3727.9411762500004,3816.17647,3904.411765,3992.64705875,4080.8823525000003,4169.117647499999,4257.35294125,4345.588235,4433.823530000001,4522.05882375,4610.2941175,4698.52941125
Mozambique,Energy,7051.25,7780.0,8176.25,8662.5,9483.75,10113.75,10888.75,11605.0,12332.5,12878.2153875,13437.923475,13869.544525,14315.158274999998,14773.6883625,15247.2875125,15735.955725,16239.6930125,16759.575712500002,17295.60385,17847.7774125,18418.2491125,18988.720825,19559.192525000002,20129.6642375,20700.1359375,21270.60765,21841.0793625,22411.5510625,22982.022775,23552.494475,24122.966187500002
Zimbabwe,Energy,12985.0,13360.0,14263.75,14878.75,15452.5,16157.5,17172.5,17671.25,18202.5,18723.75,19278.75,19780.1228375,20453.4408625,20983.739062499997,21703.6590375,22264.4895625,22942.628475,23450.429174999997,23971.0855875,24499.776825,25041.3237625,25582.8707125,26124.4176625,26665.9646125,27207.5115625,27749.0585125,28290.605462499996,28832.1524125,29373.699362500003,29915.2463125,30456.7932625
Botswana,Energy,4432.5,4666.25,4991.25,5460.0,5757.5,5766.25,6236.25,6712.5,6846.25,6993.75,6925.0,6961.25,7027.5,7007.5,7070.0,7172.5,7337.5,7542.380951249999,7532.5,7742.82582875,7688.75,7903.43871125,8124.122056249999,8350.96742125,8584.1468625,8823.837244999999,9070.22036875,9323.4831125,9583.8175725,9851.42120625,10126.496988750001
Namibia,Energy,5050.0,5032.5,5120.0,5282.5,5481.25,5662.5,5807.5,5951.25,6036.25,6122.5,6207.5,6293.75,6387.5,6462.5,6552.5,6643.75,6736.25,6840.0,6920.0,7013.75,7111.25,7212.5,7313.75,7425.0,7552.4751612499995,7682.1388625,7814.02867875,7948.18282875,8084.64018625,8223.440295,8364.62337625
Zambia,Energy,19343.75,20346.25,21348.75,22351.25,23353.75,24356.25,25358.75,30751.875,36145.0,41538.125,46931.25,48602.375,50273.5,51944.625,53615.75,55286.875,56958.0,58629.125,60300.25,61971.375,63642.5,65652.0,67661.5,69671.0,71680.5,73690.0,75699.5,77709.0,79718.5,81728.0,83737.5
Angola,Energy,15936.580725,16322.448875,16714.458575,17687.387025,20815.6093125,25621.9165125,27719.4260375,30049.630687499997,30938.4874625,32050.803350000002,32914.97865,33771.4105625,34623.1275375,35491.1188875,36344.8760875,37202.191825,38059.507562499995,38916.823300000004,39774.1390375,40631.454775000006,41488.77051249999,42364.1754375,43258.0512375,44170.78765,45102.782625,46054.4425,47026.182212499996,48018.42545,49031.6048125,50066.162075,51122.5482875
Tanzania,Energy,0.0,0.0,12050.8375,13342.787499999999,15382.1875,17977.375,21253.449999999997,24485.4875,28226.9875,30527.7375,33578.537500000006,35698.3125,37027.625,38174.5125,39285.475,40400.025,41462.45,42580.612499999996,43643.3,45796.2125,46979.775,48159.399999999994,49263.3125,50467.712499999994,51592.6875,52833.7125,53992.5,55286.025,56832.0625,0.0,0.0
DRC,Energy,9434.902399999999,9797.2026525,10173.41523375,10564.07437875,10969.734835,11390.9726525,11828.3860025,12282.596025,12754.2477125,13244.010825000001,13752.5808375,14280.679950000002,14829.058050000001,15398.493887499999,15989.79605,16603.8042125,17241.3903,17903.459687500002,18590.9525375,19304.8451125,20046.1511625,20787.457225,21528.763275,22270.069325,23011.375374999996,23752.681425000002,24493.9874875,25235.2935375,25976.5995875,26717.9056375,27459.2116875
Malawi,Energy,2551.25,2871.25,2933.75,3195.0,3576.25,4150.0,4832.5,5098.75,5475.0,6017.5,6415.0,6895.0,7433.75,8060.0,8627.5,9287.5,9958.75,10690.0,11485.0,12353.75,13298.75,14356.25,15512.5,16443.25,17429.845,18475.6357,19584.1738375,20759.224275,22004.777725,23325.064387500002,24724.568250000004
DRC_South,Energy,3411.3476,3576.5473475,3671.58476625,3758.4256212499995,4082.7651650000003,4186.527347499999,4345.3639975,4461.153974999999,4660.7522875,4792.239175000001,4937.41916,5386.820054999999,5568.441945,5755.256116250001,6266.4539512500005,6478.6957825,7038.6097012499995,7277.790313750001,7891.54746125,8160.15488375,8438.84883125,8717.54277875,8996.236726250001,9274.930673750001,9553.62462125,9832.318568749999,10111.01251625,10389.706463749999,10668.40041125,10947.09435875,11225.788306249999
Mozal,Energy,11003.04878,11030.487805,11057.926828750002,11085.36585375,11112.8048775,11140.243902499999,11167.68292625,11195.121951250001,11222.560974999999,11250.0,11277.439025000001,11304.878048749999,11332.31707375,11359.756097500001,11387.1951225,11414.63414625,11442.073171249998,11469.512195,11496.95122,11524.39024375,11551.82926875,11579.2682925,11606.7073175,11634.14634125,11661.58536625,11689.024389999999,11716.463415,11743.90243875,11771.34146375,11798.7804875,11826.2195125
