zone,scenario,year,q,d,exporter,direction,variant,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,n_floored,raw_mean_usd
Bulgaria,VERY_LOW,2024,Q3,d4,Türkiye,export,REF,77.4834,73.1168,78.4111,83.7335,99.7850,119.6501,115.9020,94.0502,74.5224,56.9717,60.7479,60.5512,65.4707,74.6723,80.5757,94.4813,122.9579,131.5692,135.6829,108.4057,92.8509,66.9043,77.1273,74.2225,0,88.3269
Bulgaria,VERY_LOW,2024,Q3,d5,Türkiye,export,REF,84.6611,84.9798,78.1018,35.3168,35.3168,69.0314,69.1344,79.8073,54.7134,35.3168,45.1837,58.5553,77.2961,85.2233,89.0184,101.1342,120.4560,143.0574,146.1309,125.3661,110.1861,91.5297,96.1118,90.0210,0,83.5687
Bulgaria,VERY_LOW,2024,Q3,d6,Türkiye,export,REF,87.5472,85.6169,87.7253,92.1106,107.6841,135.0364,111.4230,94.4344,88.9996,102.6804,112.1632,112.1539,112.1632,112.1632,155.6886,185.2616,208.0784,208.3876,203.9086,177.9713,125.1318,109.0710,100.5533,96.1398,0,125.5039
Bulgaria,VERY_LOW,2024,Q3,d7,Türkiye,export,REF,94.9218,93.9379,94.9123,103.8797,137.7256,130.9883,71.8424,51.0309,56.9623,7.2711,7.2337,16.5760,65.2083,90.9018,100.0661,128.3364,169.9691,250.5450,169.1820,125.8533,106.1099,85.7013,97.5829,91.4453,0,97.8410
Bulgaria,VERY_LOW,2024,Q4,d1,Türkiye,export,REF,98.2295,92.8509,94.5656,113.8217,157.1317,184.8774,139.4310,121.5711,94.3970,74.5505,76.5745,68.9564,79.4138,133.7057,151.6125,172.0212,206.9259,231.9635,180.5482,138.6907,130.4542,100.3566,69.9216,56.4750,0,123.7103
Bulgaria,VERY_LOW,2024,Q4,d2,Türkiye,export,REF,63.8870,61.0571,46.0926,61.8255,74.0071,96.2523,112.1632,112.1632,112.1632,112.1632,112.1632,112.1632,112.1632,112.1632,112.1632,122.6768,144.8283,135.5423,144.3598,115.3678,112.1539,49.3723,35.0450,86.8538,0,98.2829
Bulgaria,VERY_LOW,2024,Q4,d3,Türkiye,export,REF,89.0839,82.7402,63.2217,54.0575,74.3350,54.4510,84.1177,50.0001,37.9404,6.8870,1.5178,0.0100,6.8870,62.3597,86.8538,108.5556,112.1539,94.9218,82.6746,78.7672,44.9682,24.7937,7.2056,21.2612,1,55.3240
Bulgaria,VERY_LOW,2024,Q4,d4,Türkiye,export,REF,82.9370,84.6893,87.4722,95.0810,141.6986,160.9642,157.1317,120.6903,86.3197,69.9122,63.5122,57.8057,65.9298,86.1323,130.9883,160.1489,279.0029,269.6418,162.7538,131.2881,103.9079,75.5250,72.4421,81.8782,0,117.8272
Bulgaria,VERY_LOW,2024,Q4,d5,Türkiye,export,REF,80.9692,80.0696,82.5153,91.5390,120.2873,136.3388,142.7669,137.4539,134.9894,129.0205,120.6903,110.3641,109.9050,114.9649,122.0583,130.9508,153.6647,162.2854,130.4167,112.6224,107.5249,96.0837,95.8119,88.7279,0,116.3342
Bulgaria,VERY_LOW,2024,Q4,d6,Türkiye,export,REF,50.2812,36.3194,36.3099,54.9008,67.5789,109.5488,125.9282,107.0470,81.7844,77.4928,69.3219,66.2390,67.5227,74.0820,96.7958,100.7970,112.1539,105.2479,87.0225,72.5921,48.8194,40.4985,19.5558,40.6766,0,72.8549
Bulgaria,VERY_LOW,2024,Q4,d7,Türkiye,export,REF,40.9858,36.3662,26.0681,48.8944,94.9498,112.1632,157.6283,165.4619,121.8522,112.1539,108.5088,110.2235,112.1539,127.2683,159.3243,204.2646,164.7029,136.5824,114.0560,126.4156,112.1539,62.3034,30.7628,18.0377,0,104.3034
Bulgaria,VERY_LOW,2025,Q1,d1,Türkiye,export,REF,52.6854,81.4867,61.1224,123.9330,133.5664,151.2322,173.6652,169.0148,143.1639,135.8061,139.2242,139.0802,137.8119,144.0184,152.4285,168.7180,197.7532,218.7470,203.8156,174.8524,167.0989,135.8061,135.8061,135.4104,0,144.8436
Bulgaria,VERY_LOW,2025,Q1,d2,Türkiye,export,REF,74.5247,67.9675,64.7743,78.6803,100.6545,166.9641,163.8249,155.1269,159.8222,163.1863,153.8946,150.2158,152.5454,192.5093,269.4326,323.7251,294.1952,282.9697,227.4540,227.9217,168.7900,159.7323,121.8732,123.6092,0,168.5164
Bulgaria,VERY_LOW,2025,Q1,d3,Türkiye,export,REF,3.2950,0.0100,0.0100,0.5336,27.9228,125.0933,138.1178,134.0072,118.2574,42.8091,6.5781,15.8248,23.7042,75.1004,110.2700,142.2464,146.5639,140.7623,137.9739,118.2663,116.2785,13.6390,42.9620,18.2264,2,70.6296
Bulgaria,VERY_LOW,2025,Q1,d4,Türkiye,export,REF,76.5216,73.3824,74.2009,82.0624,101.2752,126.4516,123.4023,110.0451,15.8248,6.6051,6.6051,6.6051,6.6051,6.6051,6.6051,6.6051,59.9351,115.6129,116.0896,102.8313,93.9085,82.3951,77.6729,78.3025,0,64.8396
Bulgaria,VERY_LOW,2025,Q1,d5,Türkiye,export,REF,92.3883,92.6761,92.9010,100.8435,102.9932,130.3733,160.4698,175.6800,152.5365,149.1454,130.3463,127.8908,130.3373,135.1315,147.6703,167.5487,203.3120,182.7319,191.2680,156.5751,130.3643,108.2911,88.0079,87.5762,0,134.8774
Bulgaria,VERY_LOW,2025,Q1,d6,Türkiye,export,REF,113.1303,100.9244,99.0085,110.7287,122.2420,141.5718,164.2387,193.1029,101.7609,150.7645,142.5072,83.6364,91.4439,89.2672,131.1288,135.7791,142.5702,163.9238,159.5434,135.1945,119.7685,108.5249,98.0821,108.2281,0,125.2946
Bulgaria,VERY_LOW,2025,Q1,d7,Türkiye,export,REF,104.0545,96.7778,96.2291,101.9947,114.7224,130.7421,160.6407,159.6693,131.0029,117.5018,70.7649,87.2524,79.2740,99.9710,115.6578,119.5076,131.6326,147.3105,164.5174,133.4855,126.9733,107.1398,100.8344,101.8508,0,116.6461
Bulgaria,VERY_LOW,2025,Q2,d1,Türkiye,export,REF,50.4637,52.2177,50.4637,52.2177,50.6526,60.8707,65.7908,57.2817,45.0848,45.4715,41.1631,22.7957,11.2824,12.5056,26.3397,35.3794,88.1518,114.7673,115.8377,105.8985,99.0175,96.0223,85.3724,86.9824,0,61.3346
Bulgaria,VERY_LOW,2025,Q2,d2,Türkiye,export,REF,79.1031,80.2813,81.3158,84.0502,97.6053,92.2354,9.3665,6.5781,6.5781,6.5781,6.5781,6.5781,6.5781,11.6332,73.7872,87.1623,101.5450,111.0885,117.3938,109.6763,102.8133,92.7122,101.8059,95.4825,0,65.3553
Bulgaria,VERY_LOW,2025,Q2,d3,Türkiye,export,REF,76.0718,75.4152,76.9982,85.7411,88.1698,90.6343,90.8233,90.7693,76.6834,75.1093,79.4898,70.6570,75.7660,89.3481,92.8831,94.9068,103.4699,125.1203,133.8362,124.0680,105.1070,95.3656,94.1872,90.2746,0,91.7040
Bulgaria,VERY_LOW,2025,Q2,d4,Türkiye,export,REF,89.0603,90.4275,89.6539,103.7128,125.1653,148.7766,131.3807,109.6673,103.7037,99.8090,96.1482,93.2339,87.6751,95.1228,95.3116,98.3339,106.5282,123.6182,130.9760,119.5795,110.2070,89.3930,68.8580,63.5870,0,102.9137
Bulgaria,VERY_LOW,2025,Q2,d5,Türkiye,export,REF,105.6196,103.9646,104.1895,103.8477,105.7726,104.7832,108.4530,98.7656,87.7830,76.0898,71.5564,51.8129,47.3065,48.2059,64.3966,75.5051,101.4551,114.7404,117.8796,111.5203,101.2752,94.0254,86.1729,71.4574,0,89.8574
Bulgaria,VERY_LOW,2025,Q2,d6,Türkiye,export,REF,60.8616,60.9966,63.5241,75.1093,94.2053,99.0354,87.7380,75.4422,65.2960,60.8707,60.1421,60.4119,61.4013,64.2437,68.2643,78.3025,87.5492,115.0821,132.5500,111.4572,88.6825,77.8348,68.6151,61.6082,0,78.3010
Bulgaria,VERY_LOW,2025,Q2,d7,Türkiye,export,REF,78.1046,74.3538,75.0374,80.5512,88.5475,122.6557,126.3257,125.1114,110.7557,88.6734,88.6734,52.6404,24.2888,53.9087,62.2019,74.3897,107.7424,126.4156,153.8767,110.6747,96.4270,86.6676,81.5047,72.6718,0,90.0917
Bulgaria,VERY_LOW,2025,Q3,d1,Türkiye,export,REF,84.3470,83.0788,82.6560,91.3359,120.7309,132.0553,110.3330,91.7228,82.0084,78.3025,72.6718,67.1849,63.3262,105.5207,98.5318,116.8541,141.6528,231.4117,139.2331,102.8852,91.7587,83.9782,84.4009,82.4042,0,101.5994
Bulgaria,VERY_LOW,2025,Q3,d2,Türkiye,export,REF,0.0100,0.0100,0.0100,42.9170,93.8005,122.9976,126.4605,104.2615,82.7729,77.8977,67.5448,66.2945,73.4723,80.6412,85.4983,110.5218,169.4287,312.9404,203.1141,110.1800,92.5053,77.0073,99.6921,94.9698,3,95.4132
Bulgaria,VERY_LOW,2025,Q3,d3,Türkiye,export,REF,24.0550,16.1396,16.1396,11.5972,20.3311,18.1634,24.7746,13.4952,2.0178,0.0100,0.0100,0.0100,0.0100,0.0100,5.9215,36.3328,94.1963,116.7192,117.5108,117.2229,73.1125,62.4358,62.3637,16.1486,5,34.9132
Bulgaria,VERY_LOW,2025,Q3,d4,Türkiye,export,REF,74.2908,70.0993,75.1814,80.2904,95.6985,114.7673,111.1695,90.1936,71.4485,54.6013,58.2262,58.0373,62.7596,71.5924,77.2591,90.6074,117.9425,126.2087,130.1575,103.9737,89.0423,64.1357,73.9490,71.1606,0,84.6997
Bulgaria,VERY_LOW,2025,Q3,d5,Türkiye,export,REF,81.1808,81.4867,74.8844,33.8144,33.8144,66.1775,66.2765,76.5216,52.4335,33.8144,43.2858,56.1214,74.1110,81.7205,85.3634,96.9936,115.5409,137.2364,140.1866,120.2542,105.6827,87.7741,92.1725,86.3259,0,80.1322
Bulgaria,VERY_LOW,2025,Q3,d6,Türkiye,export,REF,83.9512,82.0983,84.1222,88.3317,103.2810,129.5368,106.8699,90.5624,85.3454,98.4778,107.5805,107.5716,107.5805,107.5805,149.3612,177.7488,199.6511,199.9479,195.6484,170.7508,120.0293,104.6123,96.4360,92.1994,0,120.3865
Bulgaria,VERY_LOW,2025,Q3,d7,Türkiye,export,REF,91.0302,90.0857,91.0211,99.6291,132.1183,125.6510,68.8759,48.8986,54.5922,6.8929,6.8570,15.8248,62.5077,87.1714,95.9683,123.1055,163.0694,240.4154,162.3138,120.7219,101.7699,82.1793,93.5847,87.6931,0,93.8324
Bulgaria,VERY_LOW,2025,Q4,d1,Türkiye,export,REF,94.2053,89.0423,90.6883,109.1726,150.7465,177.3801,133.7554,116.6113,90.5264,71.4755,73.4183,66.1056,76.1438,128.2595,145.4485,165.0391,198.5448,222.5788,173.2244,133.0447,125.1384,96.2471,67.0321,54.1245,0,118.6647
Bulgaria,VERY_LOW,2025,Q4,d2,Türkiye,export,REF,61.2394,58.5230,44.1583,59.2605,70.9538,92.3074,107.5805,107.5805,107.5805,107.5805,107.5805,107.5805,107.5805,107.5805,107.5805,117.6727,138.9363,130.0225,138.4866,110.6567,107.5716,47.3065,33.5535,83.2856,0,94.2566
Bulgaria,VERY_LOW,2025,Q4,d3,Türkiye,export,REF,85.4264,79.3369,60.6007,51.8039,71.2686,52.1816,80.6591,47.9091,36.3328,6.5241,1.3702,0.0100,6.5241,59.7733,83.2856,104.1176,107.5716,91.0302,79.2740,75.5231,43.0790,23.7132,6.8300,20.3222,1,53.0197
Bulgaria,VERY_LOW,2025,Q4,d4,Türkiye,export,REF,79.5258,81.2078,83.8792,91.1830,135.9321,154.4254,150.7465,115.7658,82.7729,67.0231,60.8796,55.4018,63.2003,82.5930,125.6510,153.6428,267.7326,258.7468,156.1433,125.9388,99.6561,72.4109,69.4516,78.5094,0,113.0175
Bulgaria,VERY_LOW,2025,Q4,d5,Türkiye,export,REF,77.6369,76.7734,79.1210,87.7830,115.3790,130.7870,136.9575,131.8574,129.4918,123.7621,115.7658,105.8535,105.4128,110.2700,117.0790,125.6150,147.4184,155.6936,125.1024,108.0213,103.1282,92.1455,91.8846,85.0846,0,111.5843
Bulgaria,VERY_LOW,2025,Q4,d6,Türkiye,export,REF,48.1789,34.7768,34.7677,52.6134,64.7833,105.0709,120.7938,102.6694,78.4194,74.2998,66.4564,63.4971,64.7294,71.0258,92.8291,96.6699,107.5716,100.9424,83.4475,69.5955,46.7758,38.7884,18.6851,38.9594,0,69.8478
Bulgaria,VERY_LOW,2025,Q4,d7,Türkiye,export,REF,39.2562,34.8217,24.9365,46.8478,91.0571,107.5805,151.2232,158.7429,116.8811,107.5716,104.0726,105.7186,107.5716,122.0801,152.8513,195.9902,158.0142,131.0209,109.3974,121.2616,107.5716,59.7193,29.4429,17.2279,0,100.0358
Bulgaria,VERY_LOW,2026,Q1,d1,Türkiye,export,REF,50.3944,77.9928,58.4791,118.6662,127.8972,144.8251,166.3211,161.8651,137.0938,130.0434,133.3187,133.1807,131.9654,137.9127,145.9715,161.5806,189.4031,209.5200,195.2123,167.4588,160.0292,130.0434,130.0434,129.6642,0,138.7034
Bulgaria,VERY_LOW,2026,Q1,d2,Türkiye,export,REF,71.3216,65.0383,61.9784,75.3036,96.3600,159.9000,156.8919,148.5572,153.0563,156.2799,147.3764,143.8512,146.0835,184.3782,258.0886,310.1135,281.8169,271.0603,217.8633,218.3115,161.6496,152.9702,116.6924,118.3559,0,161.3874
Bulgaria,VERY_LOW,2026,Q1,d3,Türkiye,export,REF,3.0670,0.0100,0.0100,0.4209,26.6661,119.7780,132.2585,128.3196,113.2276,40.9307,6.2129,15.0734,22.6237,71.8732,105.5738,136.2147,140.3518,134.7926,132.1206,113.2362,111.3314,12.9790,41.0771,17.3747,2,67.5891
Bulgaria,VERY_LOW,2026,Q1,d4,Türkiye,export,REF,73.2350,70.2269,71.0113,78.5444,96.9547,121.0796,118.1576,105.3583,15.0734,6.2388,6.2388,6.2388,6.2388,6.2388,6.2388,6.2388,57.3414,110.6936,111.1504,98.4459,89.8957,78.8632,74.3382,74.9416,0,62.0410
Bulgaria,VERY_LOW,2026,Q1,d5,Türkiye,export,REF,88.4391,88.7149,88.9303,96.5411,98.6010,124.8375,153.6769,168.2518,146.0750,142.8255,124.8116,122.4586,124.8030,129.3970,141.4120,160.4601,194.7297,175.0092,183.1888,149.9449,124.8288,103.6776,84.2416,83.8279,0,129.1535
Bulgaria,VERY_LOW,2026,Q1,d6,Türkiye,export,REF,108.3147,96.6186,94.7827,106.0134,117.0458,135.5682,157.2884,184.9470,97.4202,144.3770,136.4646,80.0527,87.5341,85.4483,125.5614,130.0175,136.5250,156.9867,152.7892,129.4573,114.6756,103.9017,93.8950,103.6173,0,119.9709
Bulgaria,VERY_LOW,2026,Q1,d7,Türkiye,export,REF,99.6180,92.6452,92.1194,97.6442,109.8403,125.1909,153.8407,152.9099,125.4408,112.5036,67.7187,83.5176,75.8725,95.7050,110.7366,114.4256,126.0441,141.0672,157.5555,127.8197,121.5795,102.5744,96.5324,97.5064,0,111.6837
Bulgaria,VERY_LOW,2026,Q2,d1,Türkiye,export,REF,48.2655,49.9462,48.2655,49.9462,48.4465,58.2378,62.9525,54.7988,43.1113,43.4819,39.3534,21.7531,10.7208,11.8929,25.1491,33.8113,84.3794,109.8834,110.9090,101.3849,94.7913,91.9212,81.7162,83.2590,0,58.6824
Bulgaria,VERY_LOW,2026,Q2,d2,Türkiye,export,REF,75.7087,76.8378,77.8290,80.4492,93.4382,88.2925,8.8849,6.2129,6.2129,6.2129,6.2129,6.2129,6.2129,11.0569,70.6148,83.4314,97.2133,106.3581,112.4001,105.0050,98.4286,88.7494,97.4633,91.4040,0,62.5351
Bulgaria,VERY_LOW,2026,Q2,d3,Türkiye,export,REF,72.8041,72.1748,73.6918,82.0695,84.3967,86.7583,86.9394,86.8876,73.3901,71.8818,76.0793,67.6154,72.5110,85.5258,88.9131,90.8524,99.0578,119.8039,128.1558,118.7955,100.6265,91.2920,90.1628,86.4136,0,87.7833
Bulgaria,VERY_LOW,2026,Q2,d4,Türkiye,export,REF,85.2500,86.5601,85.8189,99.2905,119.8470,142.4721,125.8028,104.9963,99.2818,95.5498,92.0419,89.2493,83.9227,91.0593,91.2403,94.1363,101.9883,118.3646,125.4150,114.4945,105.5135,85.5689,65.8915,60.8407,0,98.5248
Bulgaria,VERY_LOW,2026,Q2,d5,Türkiye,export,REF,101.1177,99.5319,99.7473,99.4198,101.2643,100.3162,103.8327,94.5500,84.0261,72.8213,68.4772,49.5583,45.2402,46.1021,61.6165,72.2610,97.1271,109.8575,112.8656,106.7719,96.9547,90.0077,82.4833,68.3824,0,86.0139
Bulgaria,VERY_LOW,2026,Q2,d6,Türkiye,export,REF,58.2292,58.3585,60.7804,71.8818,90.1802,94.8085,83.9830,72.2007,62.4783,58.2378,57.5396,57.7982,58.7463,61.4700,65.3227,74.9416,83.8020,110.1850,126.9233,106.7115,84.8880,74.4934,65.6588,58.9446,0,74.9401
Bulgaria,VERY_LOW,2026,Q2,d7,Türkiye,export,REF,74.7520,71.1578,71.8128,77.0963,84.7587,117.4423,120.9589,119.7954,106.0393,84.8793,84.8793,50.3513,23.1839,51.5666,59.5134,71.1922,103.1519,121.0451,147.3592,105.9617,92.3090,82.9573,78.0100,69.5461,0,86.2383
Bulgaria,VERY_LOW,2026,Q3,d1,Türkiye,export,REF,80.7336,79.5184,79.1133,87.4306,115.5978,126.4492,105.6342,87.8013,78.4927,74.9416,69.5461,64.2883,60.5908,101.0229,94.3260,111.8830,135.6458,221.6558,133.3273,98.4975,87.8357,80.3802,80.7853,78.8719,0,97.2654
Bulgaria,VERY_LOW,2026,Q3,d2,Türkiye,export,REF,0.0100,0.0100,0.0100,41.0340,89.7923,117.7699,121.0881,99.8163,79.2253,74.5537,64.6332,63.4351,70.3131,77.1826,81.8368,105.8152,162.2616,299.7792,194.5401,105.4877,88.5511,73.7004,95.4378,90.9128,3,91.3376
Bulgaria,VERY_LOW,2026,Q3,d3,Türkiye,export,REF,22.9599,15.3750,15.3750,11.0224,19.3915,17.3144,23.6494,12.8411,1.8431,0.0100,0.0100,0.0100,0.0100,0.0100,5.5837,34.7249,90.1715,111.7537,112.5122,112.2364,69.9684,59.7375,59.6685,15.3837,5,33.3645
Bulgaria,VERY_LOW,2026,Q3,d4,Türkiye,export,REF,71.0974,67.0810,71.9508,76.8464,91.6109,109.8834,106.4357,86.3360,68.3739,52.2303,55.7038,55.5228,60.0478,68.5117,73.9418,86.7325,112.9259,120.8468,124.6307,99.5405,85.2328,61.3665,70.7699,68.0980,0,81.0716
Bulgaria,VERY_LOW,2026,Q3,d5,Türkiye,export,REF,77.6997,77.9928,71.6663,32.3116,32.3116,63.3230,63.4179,73.2350,50.1531,32.3116,41.3874,53.6869,70.9251,78.2168,81.7076,92.8520,110.6246,131.4139,134.2409,115.1410,101.1781,84.0175,88.2323,82.6298,0,76.6949
Bulgaria,VERY_LOW,2026,Q3,d6,Türkiye,export,REF,80.3543,78.5788,80.5182,84.5518,98.8767,124.0360,102.3158,86.6894,81.6903,94.2742,102.9967,102.9881,102.9967,102.9967,143.0323,170.2343,191.2217,191.5061,187.3862,163.5285,114.9255,100.1524,92.3177,88.2580,0,115.2678
Bulgaria,VERY_LOW,2026,Q3,d7,Türkiye,export,REF,87.1376,86.2326,87.1290,95.3774,126.5096,120.3125,65.9087,46.7658,52.2216,6.5146,6.4802,15.0734,59.8065,83.4400,91.8695,117.8732,156.1679,230.2834,155.4439,115.5892,97.4288,78.6564,89.5854,83.9399,0,89.8228
Bulgaria,VERY_LOW,2026,Q4,d1,Türkiye,export,REF,90.1802,85.2328,86.8100,104.5223,144.3598,169.8809,128.0783,111.6503,86.6549,68.3997,70.2614,63.2541,72.8730,122.8120,139.2831,158.0554,190.1616,213.1918,165.8988,127.3973,119.8212,92.1367,64.1419,51.7734,0,113.6180
Bulgaria,VERY_LOW,2026,Q4,d2,Türkiye,export,REF,58.5912,55.9882,42.2235,56.6949,67.8998,88.3615,102.9967,102.9967,102.9967,102.9967,102.9967,102.9967,102.9967,102.9967,102.9967,112.6673,133.0428,124.5013,132.6119,105.9444,102.9881,45.2402,32.0616,79.7165,0,90.2293
Bulgaria,VERY_LOW,2026,Q4,d3,Türkiye,export,REF,81.7679,75.9327,57.9792,49.5498,68.2014,49.9117,77.1998,45.8176,34.7249,6.1612,1.2225,0.0100,6.1612,57.1863,79.7165,99.6784,102.9881,87.1376,75.8725,72.2783,41.1892,22.6323,6.4543,19.3829,1,50.7148
Bulgaria,VERY_LOW,2026,Q4,d4,Türkiye,export,REF,76.1138,77.7255,80.2854,87.2841,130.1641,147.8850,144.3598,110.8401,79.2253,64.1332,58.2464,52.9974,60.4701,79.0529,120.3125,147.1351,256.4596,247.8491,149.5311,120.5882,95.4033,69.2961,66.4604,75.1399,0,108.2066
Bulgaria,VERY_LOW,2026,Q4,d5,Türkiye,export,REF,74.3038,73.4763,75.7259,84.0261,110.4694,125.2339,131.1467,126.2596,123.9928,118.5025,110.8401,101.3419,100.9196,105.5738,112.0985,120.2780,141.1707,149.1003,119.7867,103.4191,98.7303,88.2064,87.9564,81.4404,0,106.8333
Bulgaria,VERY_LOW,2026,Q4,d6,Türkiye,export,REF,46.0762,33.2338,33.2252,50.3255,61.9871,100.5920,115.6581,98.2907,75.0536,71.1061,63.5903,60.7546,61.9353,67.9688,88.8614,92.5418,102.9881,96.6359,79.8717,66.5983,44.7317,37.0779,17.8143,37.2417,0,66.8400
Bulgaria,VERY_LOW,2026,Q4,d7,Türkiye,export,REF,37.5261,33.2769,23.8045,44.8006,87.1634,102.9967,144.8166,152.0221,111.9089,102.9881,99.6353,101.2125,102.9881,116.8907,146.3766,187.7137,151.3239,125.4581,104.7378,116.1064,102.9881,57.1345,28.1227,16.4179,0,95.7671
Bulgaria,VERY_LOW,2027,Q1,d1,Türkiye,export,REF,48.1034,74.4988,55.8357,113.3994,122.2281,138.4181,158.9771,154.7153,131.0238,124.2807,127.4132,127.2813,126.1189,131.8070,139.5145,154.4433,181.0530,200.2930,186.6090,160.0652,152.9594,124.2807,124.2807,123.9180,0,132.5632
Bulgaria,VERY_LOW,2027,Q1,d2,Türkiye,export,REF,68.1184,62.1090,59.1825,71.9269,92.0655,152.8358,149.9589,141.9875,146.2905,149.3736,140.8582,137.4866,139.6216,176.2471,246.7446,296.5018,269.4387,259.1509,208.2727,208.7013,154.5092,146.2081,111.5117,113.1026,0,154.2585
Bulgaria,VERY_LOW,2027,Q1,d3,Türkiye,export,REF,2.8389,0.0100,0.0100,0.3082,25.4094,114.4628,126.3992,122.6321,108.1979,39.0522,5.8478,14.3220,21.5432,68.6460,100.8777,130.1830,134.1398,128.8228,126.2674,108.2060,106.3843,12.3189,39.1923,16.5230,2,64.5487
Bulgaria,VERY_LOW,2027,Q1,d4,Türkiye,export,REF,69.9485,67.0715,67.8217,75.0264,92.6343,115.7076,112.9130,100.6716,14.3220,5.8725,5.8725,5.8725,5.8725,5.8725,5.8725,5.8725,54.7476,105.7743,106.2112,94.0604,85.8830,75.3314,71.0036,71.5807,0,59.2423
Bulgaria,VERY_LOW,2027,Q1,d5,Türkiye,export,REF,84.4898,84.7536,84.9597,92.2386,94.2088,119.3017,146.8841,160.8237,139.6134,136.5056,119.2770,117.0265,119.2687,123.6624,135.1538,153.3716,186.1474,167.2865,175.1095,143.3147,119.2934,99.0642,80.4753,80.0796,0,123.4296
Bulgaria,VERY_LOW,2027,Q1,d6,Türkiye,export,REF,103.4991,92.3128,90.5569,101.2981,111.8496,129.5647,150.3381,176.7912,93.0795,137.9895,130.4220,76.4690,83.6243,81.6294,119.9941,124.2559,130.4797,150.0495,146.0351,123.7202,109.5827,99.2784,89.7079,99.0064,0,114.6473
Bulgaria,VERY_LOW,2027,Q1,d7,Türkiye,export,REF,95.1815,88.5126,88.0097,93.2937,104.9582,119.6397,147.0407,146.1505,119.8787,107.5054,64.6726,79.7829,72.4710,91.4390,105.8155,109.3436,120.4557,134.8240,150.5936,122.1539,116.1857,98.0090,92.2304,93.1619,0,106.7212
Bulgaria,VERY_LOW,2027,Q2,d1,Türkiye,export,REF,46.0674,47.6748,46.0674,47.6748,46.2404,55.6050,60.1141,52.3158,41.1378,41.4922,37.5437,20.7106,10.1591,11.2801,23.9586,32.2432,80.6071,104.9994,105.9804,96.8714,90.5652,87.8202,78.0599,79.5355,0,56.0302
Bulgaria,VERY_LOW,2027,Q2,d2,Türkiye,export,REF,72.3143,73.3942,74.3422,76.8482,89.2710,84.3497,8.4033,5.8478,5.8478,5.8478,5.8478,5.8478,5.8478,10.4806,67.4425,79.7004,92.8816,101.6278,107.4064,100.3336,94.0439,84.7866,93.1207,87.3255,0,59.7150
Bulgaria,VERY_LOW,2027,Q2,d3,Türkiye,export,REF,69.5363,68.9345,70.3853,78.3979,80.6237,82.8823,83.0555,83.0060,70.0968,68.6542,72.6688,64.5738,69.2560,81.7035,84.9432,86.7979,94.6457,114.4875,122.4753,113.5231,96.1460,87.2184,86.1384,82.5526,0,83.8626
Bulgaria,VERY_LOW,2027,Q2,d4,Türkiye,export,REF,81.4398,82.6928,81.9838,94.8682,114.5287,136.1677,120.2249,100.3253,94.8600,91.2906,87.9356,85.2647,80.1703,86.9958,87.1689,89.9387,97.4485,113.1109,119.8540,109.4096,100.8200,81.7447,62.9251,58.0944,0,94.1360
Bulgaria,VERY_LOW,2027,Q2,d5,Türkiye,export,REF,96.6158,95.0991,95.3052,94.9919,96.7560,95.8492,99.2125,90.3344,80.2692,69.5528,65.3981,47.3038,43.1739,43.9982,58.8364,69.0169,92.7992,104.9746,107.8516,102.0235,92.6343,85.9901,78.7936,65.3074,0,82.1703
Bulgaria,VERY_LOW,2027,Q2,d6,Türkiye,export,REF,55.5967,55.7204,58.0368,68.6542,86.1550,90.5816,80.2280,68.9592,59.6606,55.6050,54.9372,55.1845,56.0913,58.6962,62.3810,71.5807,80.0549,105.2879,121.2966,101.9658,81.0935,71.1520,62.7025,56.2809,0,71.5793
Bulgaria,VERY_LOW,2027,Q2,d7,Türkiye,export,REF,71.3993,67.9618,68.5883,73.6415,80.9698,112.2288,115.5922,114.4793,101.3229,81.0852,81.0852,48.0622,22.0790,49.2246,56.8250,67.9947,98.5613,115.6746,140.8417,101.2487,88.1911,79.2470,74.5153,66.4203,0,82.3850
Bulgaria,VERY_LOW,2027,Q3,d1,Türkiye,export,REF,77.1202,75.9579,75.5705,83.5253,110.4648,120.8432,100.9354,83.8798,74.9770,71.5807,66.4203,61.3918,57.8554,96.5251,90.1201,106.9118,129.6389,211.8998,127.4214,94.1098,83.9127,76.7822,77.1696,75.3397,0,92.9314
Bulgaria,VERY_LOW,2027,Q3,d2,Türkiye,export,REF,0.0100,0.0100,0.0100,39.1511,85.7840,112.5421,115.7158,95.3711,75.6776,71.2097,61.7215,60.5757,67.1539,73.7240,78.1753,101.1085,155.0945,286.6180,185.9661,100.7953,84.5970,70.3936,91.1835,86.8557,3,87.2620
Bulgaria,VERY_LOW,2027,Q3,d3,Türkiye,export,REF,21.8647,14.6105,14.6105,10.4476,18.4519,16.4653,22.5242,12.1870,1.6684,0.0100,0.0100,0.0100,0.0100,0.0100,5.2460,33.1169,86.1467,106.7882,107.5137,107.2498,66.8242,57.0393,56.9733,14.6188,5,31.8159
Bulgaria,VERY_LOW,2027,Q3,d4,Türkiye,export,REF,67.9041,64.0627,68.7202,73.4024,87.5234,104.9994,101.7020,82.4784,65.2992,49.8593,53.1814,53.0083,57.3361,65.4311,70.6244,82.8577,107.9093,115.4849,119.1039,95.1073,81.4233,58.5973,67.5908,65.0353,0,77.4434
