uni_0,uni_1,uni_2,value
NorthWest,PV,2040,978.5033503541158
NorthWest,PV,2041,978.5033503541158
NorthWest,PV,2042,978.5033503541158
NorthWest,PV,2043,978.5033503541158
NorthWest,PV,2044,978.5033503541158
NorthWest,PV,2045,978.5033503541158
NorthWest,PV,2046,978.5033503541158
NorthWest,PV,2047,978.5033503541158
NorthWest,PV,2048,978.5033503541158
NorthWest,PV,2049,978.5033503541158
NorthWest,PV,2050,978.5033503541158
NorthWest,PV,2051,978.5033503541158
NorthWest,PV,2052,978.5033503541158
NorthWest,PV,2053,978.5033503541158
CenterAna,PV,2024,3300.0000000000005
CenterAna,PV,2025,3300.0000000000005
CenterAna,PV,2026,3300.0000000000005
CenterAna,PV,2027,3300.0000000000005
CenterAna,PV,2028,3300.0000000000005
CenterAna,PV,2029,3300.0000000000005
CenterAna,PV,2030,3300.0000000000005
CenterAna,PV,2031,3300.0000000000005
CenterAna,PV,2032,3300.0000000000005
CenterAna,PV,2033,3300.0000000000005
CenterAna,PV,2034,3300.0000000000005
CenterAna,PV,2035,3300.0000000000005
CenterAna,PV,2036,3300.0000000000005
CenterAna,PV,2037,3300.0000000000005
CenterAna,PV,2038,3300.0000000000005
CenterAna,PV,2039,3300.0000000000005
CenterAna,PV,2040,3300.0000000000005
CenterAna,PV,2041,3300.0000000000005
CenterAna,PV,2042,3300.0000000000005
CenterAna,PV,2043,3300.0000000000005
CenterAna,PV,2044,3300.0000000000005
CenterAna,PV,2045,3300.0000000000005
CenterAna,PV,2046,3300.0000000000005
CenterAna,PV,2047,3300.0000000000005
CenterAna,PV,2048,3300.0000000000005
CenterAna,PV,2049,3300.0000000000005
CenterAna,PV,2050,3300.0000000000005
CenterAna,PV,2051,3300.0000000000005
CenterAna,PV,2052,3300.0000000000005
CenterAna,PV,2053,3300.0000000000005
CenterBlack,PV,2024,666.0611883719513
CenterBlack,PV,2025,666.0611883719513
CenterBlack,PV,2026,666.0611883719513
CenterBlack,PV,2027,666.0611883719513
CenterBlack,PV,2028,666.0611883719513
CenterBlack,PV,2029,666.0611883719513
CenterBlack,PV,2030,666.0611883719513
CenterBlack,PV,2031,666.0611883719513
CenterBlack,PV,2032,666.0611883719513
CenterBlack,PV,2033,666.0611883719513
CenterBlack,PV,2034,666.0611883719513
CenterBlack,PV,2035,666.0611883719513
CenterBlack,PV,2036,666.0611883719513
CenterBlack,PV,2037,666.0611883719513
CenterBlack,PV,2038,666.0611883719513
CenterBlack,PV,2039,666.0611883719513
CenterBlack,PV,2040,666.0611883719513
CenterBlack,PV,2041,666.0611883719513
CenterBlack,PV,2042,666.0611883719513
CenterBlack,PV,2043,666.0611883719513
CenterBlack,PV,2044,666.0611883719513
CenterBlack,PV,2045,666.0611883719513
CenterBlack,PV,2046,666.0611883719513
CenterBlack,PV,2047,666.0611883719513
CenterBlack,PV,2048,666.0611883719513
CenterBlack,PV,2049,666.0611883719513
CenterBlack,PV,2050,666.0611883719513
CenterBlack,PV,2051,666.0611883719513
CenterBlack,PV,2052,666.0611883719513
CenterBlack,PV,2053,666.0611883719513
Trakia,PV,2024,272.37528016426984
Trakia,PV,2025,272.37528016426984
Trakia,PV,2026,272.37528016426984
Trakia,PV,2027,272.37528016426984
Trakia,PV,2028,272.37528016426984
Trakia,PV,2029,272.37528016426984
Trakia,PV,2030,272.37528016426984
Trakia,PV,2031,272.37528016426984
Trakia,PV,2032,272.37528016426984
Trakia,PV,2033,272.37528016426984
Trakia,PV,2034,272.37528016426984
Trakia,PV,2035,272.37528016426984
Trakia,PV,2036,272.37528016426984
Trakia,PV,2037,272.37528016426984
Trakia,PV,2038,272.37528016426984
Trakia,PV,2039,272.37528016426984
Trakia,PV,2040,272.37528016426984
Trakia,PV,2041,272.37528016426984
Trakia,PV,2042,272.37528016426984
Trakia,PV,2043,272.37528016426984
Trakia,PV,2044,272.37528016426984
Trakia,PV,2045,272.37528016426984
Trakia,PV,2046,272.37528016426984
Trakia,PV,2047,272.37528016426984
Trakia,PV,2048,272.37528016426984
Trakia,PV,2049,272.37528016426984
Trakia,PV,2050,272.37528016426984
Trakia,PV,2051,272.37528016426984
Trakia,PV,2052,272.37528016426984
Trakia,PV,2053,272.37528016426984
