gen,zone,tech,fuel,Status,StYr,RetrYr,Capacity,DescreteCap,fuel2,HeatRate2,BuildLimitperYear,Life,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,Capex,FOMperMW,VOM,ReserveCost
Maramvya,Burundi,PV,Solar,3,2027,2055,50,,,,,,,,,,,,,,,
Candidate_PV_BUR,Burundi,PV,Solar,3,2030,2060,3000,,,,,,,,,,,,,,,
Candidate_BESS_BUR,Burundi,Storage,Battery,3,2030,2055,3000,,,,,,,,,,,,,,,
Candidate_CSP_BUR,Burundi,CSPPlant,CSP,3,2030,2050,80,,,,,,,,,,,,,,,
Dama015,Burundi,ROR,Water,3,2027,2055,5,,,,,,,,,,,,,,,
Kabu16,Burundi,ROR,Water,3,2027,2055,20,,,,,,,,,,,,,,,
Kabu23,Burundi,ROR,Water,3,2027,2055,16,,,,,,,,,,,,,,,
Kirasa-karonge,Burundi,ROR,Water,3,2022,2055,16,,,,,,,,,,,,,,,
Mpanda,Burundi,ROR,Water,3,2027,2055,10,,,,,,,,,,,,,,,
Mule037_(Mulembwe),Burundi,ROR,Water,3,2027,2055,9,,,,,,,,,,,,,,,
Mulembwe,Burundi,ROR,Water,3,2027,2055,17,,,,,,,,,,,,,,,
Mushara,Burundi,ROR,Water,3,2027,2055,3,,,,,,,,,,,,,,,
Sigu011,Burundi,ROR,Water,3,2027,2055,12,,,,,,,,,,,,,,,
Waga_Kanka,Burundi,ROR,Water,3,2027,2055,1,,,,,,,,,,,,,,,
Kayanza,Burundi,ST,Peat,3,2027,2055,15,,,,,,,,,,,,,,,
Jiji,Burundi,ROR,Water,3,2027,2055,33,,,,,,,,,,,,,,,
Ruvyironza,Burundi,ReservoirHydro,Water,3,2027,2055,2,,,,,,,,,,,,,,,
Dechets_Municipaux,Burundi,ST,Waste,3,2028,2055,15,,,,,,,,,,,,,,,
Gikuka,Burundi,ReservoirHydro,Water,3,2030,2055,3,,,,,,,,,,,,,,,
BAMBARI,CAF,OCGT,Diesel,1,,,1.2,,,,,,,,,,,,,,,
SIBUT,CAF,OCGT,Diesel,1,,,0.11,,,,,,,,,,,,,,,
PAOUA,CAF,OCGT,Diesel,1,,,0.24,,,,,,,,,,,,,,,
NDELE,CAF,OCGT,Diesel,1,,,0.05,,,,,,,,,,,,,,,
MONGOUMBA,CAF,OCGT,Diesel,1,,,0.1,,,,,,,,,,,,,,,
M'BALI,CAF,OCGT,Diesel,1,,,0.22,,,,,,,,,,,,,,,
M'BAIKI,CAF,OCGT,Diesel,1,,,0.12,,,,,,,,,,,,,,,
KEMBE,CAF,OCGT,Diesel,1,,,0.15,,,,,,,,,,,,,,,
KAGA.BANDORO,CAF,OCGT,Diesel,1,,,0.12,,,,,,,,,,,,,,,
CARNOT.ENERCA,CAF,OCGT,Diesel,1,,,0.98,,,,,,,,,,,,,,,
BOZOUM,CAF,OCGT,Diesel,1,,,0.16,,,,,,,,,,,,,,,
BOUAR,CAF,OCGT,Diesel,1,,,1.25,,,,,,,,,,,,,,,
BOSSANGOA,CAF,OCGT,Diesel,1,,,0.43,,,,,,,,,,,,,,,
BODA,CAF,OCGT,Diesel,1,,,0.18,,,,,,,,,,,,,,,
BERBERATI,CAF,OCGT,Diesel,1,,,2.35,,,,,,,,,,,,,,,
BANGUI.ENERCA,CAF,OCGT,Diesel,1,,,30.4,,,,,,,,,,,,,,,
BANGASSOU,CAF,OCGT,Diesel,1,,,0.16,,,,,,,,,,,,,,,
BAMBARI,CAF,OCGT,Diesel,1,,,1.52,,,,,,,,,,,,,,,
PALAMBO,CAF,ROR,Water,2,,,30,,,,,,,,,,,,,,,
kotto,CAF,ROR,Water,2,,,60,,,,,,,,,,,,,,,
Lobaye,CAF,ROR,Water,2,,,60,,,,,,,,,,,,,,,
Candidate_PV_CAF,CAF,PV,Solar,3,2030,2055,100000,,,,,,,,,,,,,,,
Candidate_BESS_CAF,CAF,Storage,Battery,3,2030,2055,100000,,,,,,,,,,,,,,,
Candidate_Wind_CAF,CAF,OnshoreWind,Wind,3,2030,2055,700,,,,,,,,,,,,,,,
Candidate_CSP_CAF,CAF,CSPPlant,CSP,3,2030,2055,50000,,,,,,,,,,,,,,,
TOUTOUBOU,CAF,ROR,Water,3,2030,2055,0.7,,,,,,,,,,,,,,,
LOAME_,CAF,ROR,Water,2,,,0.45,,,,,,,,,,,,,,,
BOALI-I_Rebuild,CAF,ROR,Water,1,,,8.75,,,,,,,,,,,,,,,
MOBAYE,CAF,ROR,Water,1,,,0.4,,,,,,,,,,,,,,,
MBECKO,CAF,ROR,Water,2,,,1,,,,,,,,,,,,,,,
LANCREMO,CAF,ROR,Water,2,,,50,,,,,,,,,,,,,,,
DIMOLI,CAF,ROR,Water,2,,,200,,,,,,,,,,,,,,,
BOALI-III,CAF,ROR,Water,3,2030,2055,10,,,,,,,,,,,,,,,
BOALI-II,CAF,ROR,Water,1,,,19.8,,,,,,,,,,,,,,,
BAIDOU,CAF,ROR,Water,2,,,4.5,,,,,,,,,,,,,,,
DANZI2,CAF,PV,Solar,2,,,15,,,,,,,,,,,,,,,
Bouar solar,CAF,PV,Solar,3,2030,2055,5,,,,,,,,,,,,,,,
Bossangoa solar,CAF,PV,Solar,3,2030,2055,5,,,,,,,,,,,,,,,
Berberati solar,CAF,PV,Solar,3,2030,2055,1,,,,,,,,,,,,,,,
Bambari solar,CAF,PV,Solar,3,2030,2055,1,,,,,,,,,,,,,,,
Sakai solar,CAF,PV,Solar,3,2030,2055,15,,,,,,,,,,,,,,,
Danzi solar,CAF,PV,Solar,3,2030,2055,25,,,,,,,,,,,,,,,
Kousseri,Cameroon,OCGT,Diesel,,,,9.6,,,,,,,,,,,,,,,
Djamboutou,Cameroon,OCGT,Diesel,,,,20,,,,,,,,,,,,,,,
Maroua,Cameroon,OCGT,Diesel,,,,10,,,,,,,,,,,,,,,
MamfeNguti,Cameroon,OCGT,Diesel,,,,8,,,,,,,,,,,,,,,
NewRIN,Cameroon,OCGT,Diesel,,,,25,,,,,,,,,,,,,,,
Ngaoundere,Cameroon,OCGT,Diesel,2,,,10,,,,,,,,,,,,,,,
OYOMABANG-II,Cameroon,OCGT,Diesel,1,,,9.6,,,,,,,,,,,,,,,
MBALMAYO.EDC,Cameroon,OCGT,Diesel,1,,,10,,,,,,,,,,,,,,,
LIMBE,Cameroon,OCGT,Diesel,1,,,10.62,,,,,,,,,,,,,,,
EBOLOWA.EDC,Cameroon,OCGT,Diesel,1,,,10,,,,,,,,,,,,,,,
DOUALA.BASSA,Cameroon,OCGT,Diesel,1,,,14.14,,,,,,,,,,,,,,,
BAMENDA,Cameroon,OCGT,Diesel,1,,,20,,,,,,,,,,,,,,,
AHALA,Cameroon,OCGT,Diesel,1,,,66,,,,,,,,,,,,,,,
YASSA-DIBAMBA,Cameroon,OCGT,HFO,1,,,86,,,,,,,,,,,,,,,
OYOMABANG-I,Cameroon,OCGT,HFO,1,,,18,,,,,,,,,,,,,,,
CAPE.LIMBOH,Cameroon,OCGT,HFO,1,,,82,,,,,,,,,,,,,,,
LITTORAL.POWER,Cameroon,OCGT,Gas,3,,,150,,,,,,,,,,,,,,,
LIMBE.ERANOVE,Cameroon,OCGT,Gas,3,,,1200,,,,,,,,,,,,,,,
KRIBI.2,Cameroon,OCGT,Gas,3,,,114,,,,,,,,,,,,,,,
KRIBI,Cameroon,OCGT,Gas,1,,,216,,,,,,,,,,,,,,,
ALTAAQA.LOGBABA,Cameroon,OCGT,Gas,1,,,29.9,,,,,,,,,,,,,,,
ALTAAQA.BASSA,Cameroon,OCGT,Gas,1,,,20.8,,,,,,,,,,,,,,,
Zoulabot,Cameroon,ROR,Water,,,,71,,,,,,,,,,,,,,,
Zoukomanbale,Cameroon,ROR,Water,,,,30,,,,,,,,,,,,,,,
Yenga,Cameroon,ROR,Water,1,,,113,,,,,,,,,,,,,,,
Song_Ndong,Cameroon,ROR,Water,3,,,270,,,,,,,,,,,,,,,
Song_Mbong,Cameroon,ROR,Water,2,,,94,,,,,,,,,,,,,,,
SONG_MBENGUE,Cameroon,ROR,Water,1,,,0,,,,,,,,,,,,,,,
Song_Loulou,Cameroon,ROR,Water,3,,,384,,,,,,,,,,,,,,,
Nyazom,Cameroon,ROR,Water,,,,367,,,,,,,,,,,,,,,
NGOILA,Cameroon,ROR,Water,2,,,84,,,,,,,,,,,,,,,
Ndjock ,Cameroon,ROR,Water,1,,,117,,,,,,,,,,,,,,,
NACHTIGAL_AVAL,Cameroon,ROR,Water,2,,,260,,,,,,,,,,,,,,,
Nachtigal_Amont,Cameroon,ROR,Water,3,,,420,,,,,,,,,,,,,,,
Mouila_Mogue,Cameroon,ROR,Water,2,,,498,,,,,,,,,,,,,,,
MENCHUM_BAMENDA,Cameroon,ROR,Water,,,,72,,,,,,,,,,,,,,,
MEMVE_ELE,Cameroon,ROR,Water,,,,211,,,,,,,,,,,,,,,
Mbinjal,Cameroon,ROR,Water,,,,83,,,,,,,,,,,,,,,
Mbam_Amont,Cameroon,ROR,Water,3,,,149,,,,,,,,,,,,,,,
MBAKAOU_MINI,Cameroon,ROR,Water,3,,,1.4,,,,,,,,,,,,,,,
Mandourou,Cameroon,ROR,Water,3,,,70,,,,,,,,,,,,,,,
Makay,Cameroon,ROR,Water,3,,,350,,,,,,,,,,,,,,,
LOM-PANGAR,Cameroon,ReservoirHydro,Water,,,,30,,,,,,,,,,,,,,,
LAGDO,Cameroon,ReservoirHydro,Water,3,,,72,,,,,,,,,,,,,,,
Kikot_Aval,Cameroon,ROR,Water,,,,659,,,,,,,,,,,,,,,
KIKOT,Cameroon,ROR,Water,3,,,450,,,,,,,,,,,,,,,
Kastina_Ala,Cameroon,ROR,Water,3,,,285,,,,,,,,,,,,,,,
HYDRO-MEKIN,Cameroon,ROR,Water,,,,15,,,,,,,,,,,,,,,
Grand_Eweng_Ngodi,Cameroon,ROR,Water,3,,,1080,,,,,,,,,,,,,,,
Edea_Amont,Cameroon,ROR,Water,3,,,474,,,,,,,,,,,,,,,
Edea,Cameroon,ROR,Water,3,,,276.2,,,,,,,,,,,,,,,
Colomines,Cameroon,ROR,Water,3,,,12,,,,,,,,,,,,,,,
Chutes_de_Nki,Cameroon,ROR,Water,3,,,403,,,,,,,,,,,,,,,
CHOLLET_(DJA_RIVER),Cameroon,ROR,Water,3,,,300,,,,,,,,,,,,,,,
BINI_A_WARAK,Cameroon,ReservoirHydro,Water,3,,,75,,,,,,,,,,,,,,,
Bayomen,Cameroon,ROR,Water,2,,,470,,,,,,,,,,,,,,,
FORZI.AKWAYA,Cameroon,,Biomass,0,,,50,,,,,,,,,,,,,,,
Candidate_PV_Cameroon,Cameroon,PV,Solar,3,2030,2055,70000,,,,,,,,,,,,,,,
Candidate_BESS_Cameroon,Cameroon,Storage,Battery,3,2030,2055,70000,,,,,,,,,,,,,,,
Candidate_Wind_Cameroon,Cameroon,OnshoreWind,Wind,3,2030,2055,20000,,,,,,,,,,,,,,,
Candidate_CSP_Cameroon,Cameroon,CSPPlant,CSP,3,2030,2055,40000,,,,,,,,,,,,,,,
Mbalmayo_JCM_Solar_Grid,Cameroon,PV,Solar,3,,,72,,,,,,,,,,,,,,,
GUIDER_MAROUA_RENT,Cameroon,PV,Solar,3,,,30,,,,,,,,,,,,,,,
P166,Cameroon,PV,Solar,3,,,36,,,,,,,,,,,,,,,
Ngaoundere_GDS_Orion,Cameroon,PV,Solar,3,,,30,,,,,,,,,,,,,,,
Garoua_Kunson,Cameroon,PV,Solar,3,,,30,,,,,,,,,,,,,,,
Maroua_MAECI_PV,Cameroon,PV,Solar,3,,,60,,,,,,,,,,,,,,,
Ngaoundere_Rubis_Solar_PV,Cameroon,PV,Solar,3,,,30,,,,,,,,,,,,,,,
SYNOHYDRO Lagdo PV ,Cameroon,PV,Solar,3,,,20,,,,,,,,,,,,,,,
Garoua_GSC_ENERGY,Cameroon,PV,Solar,3,,,50,,,,,,,,,,,,,,,
SOUTH.GRID.SOLAR,Cameroon,PV,Solar,0,,,60,,,,,,,,,,,,,,,
NGAOUNDERE.SOLAR,Cameroon,PV,Solar,0,,,10,,,,,,,,,,,,,,,
MAROUA.SOLAR,Cameroon,PV,Solar,3,,,15,,,,,,,,,,,,,,,
GUIDER.SOLAR,Cameroon,PV,Solar,3,,,10,,,,,,,,,,,,,,,
GAROUA.SOLAR,Cameroon,PV,Solar,3,,,30,,,,,,,,,,,,,,,
CEC_Mateve,Congo,GT,Gas,1,2010,2040,484,,,,,,,,,,,,,,,
CEC_Mateve_New,Congo,CCGT,Gas,2,2026,2051,500,,,,,,,,,,,,,,,
Djeno,Congo,GT,Gas,1,2010,2041,50,,,,,,,,,,,,,,,
Gas_CCGT_Generic,Congo,CCGT,Gas,2,2028,2053,"100,000",,,,,,,,,,,,,,,
Gas_OCGT_Generic,Congo,GT,Gas,2,2028,2053,"100,000",,,,,,,,,,,,,,,
ImportRDC,Congo,ReservoirHydro,Water,1,2011,2051,1,,,,,,,,,,,,,,,
OYALA,EquatorialGuinea,OCGT,Oil,,,,36,,,,,,,,,,,,,,,
Diesel_Generators_Mongomo+ANiso+Annobon+Evinayong+Ebibeyin,EquatorialGuinea,,Oil,1,,,13.44,,,,,,,,,,,,,,,
SIPOPO,EquatorialGuinea,,Oil,1,,,22,,,,,,,,,,,,,,,
SEMU,EquatorialGuinea,,Oil,1,,,7.2,,,,,,,,,,,,,,,
SAN.JOAQUIM.BATA,EquatorialGuinea,,Oil,1,,,2,,,,,,,,,,,,,,,
BATA,EquatorialGuinea,,HFO,1,,,24.8,,,,,,,,,,,,,,,
BATA,EquatorialGuinea,OCGT,Oil,,,,,,,,,,,,,,,,,,,
Akoga,EquatorialGuinea,OCGT,Gas,,,,38,,,,,,,,,,,,,,,
PUNTA.EUROPA,EquatorialGuinea,,Oil,1,,,156.5,,,,,,,,,,,,,,,
Candidate_PV_EquatorialGuinea,EquatorialGuinea,PV,Solar,3,2030,2055,4000,,,,,,,,,,,,,,,
Candidate_BESS_EquatorialGuinea,EquatorialGuinea,Storage,Battery,3,2030,2055,4000,,,,,,,,,,,,,,,
SENDJE,EquatorialGuinea,,Water,3,,,200,,,,,,,,,,,,,,,
RIABA,EquatorialGuinea,,Water,1,,,3.2,,,,,,,,,,,,,,,
MUSOLA,EquatorialGuinea,,Water,1,,,0.55,,,,,,,,,,,,,,,
DJIBLOHO,EquatorialGuinea,,Water,1,,,120,,,,,,,,,,,,,,,
BICOMO,EquatorialGuinea,,Water,1,,,3.2,,,,,,,,,,,,,,,
Grand Poubara,Gabon,Run of River (fil de l'eau),Water,1,2009,2049,161,,,,,,,,,,,,,,,
Interior_FV,Gabon,D_DIESEL,Diesel,1,2023,2029,5.21,,,,,,,,,,,,,,,
Poubara 1,Gabon,Run of River (fil de l'eau),Water,1,1975,2030,18.2,,,,,,,,,,,,,,,
Poubara 2,Gabon,Run of River (fil de l'eau),Water,1,1975,2030,18.2,,,,,,,,,,,,,,,
Alenakiri G1,Gabon,Gas Turbine,Gas,1,2013,2032,14.75,,,,,,,,,,,,,,,
Alenakiri G2,Gabon,Gas Turbine,Gas,1,2013,2032,14.75,,,,,,,,,,,,,,,
Alenakiri G3,Gabon,Gas Turbine,Gas,1,2013,2032,14.75,,,,,,,,,,,,,,,
Alenakiri G4,Gabon,Gas Turbine,Gas,1,2013,2032,14.75,,,,,,,,,,,,,,,
Interior_LV,Gabon,D_DIESEL,Diesel,1,2023,2029,34.4,,,,,,,,,,,,,,,
Kinguele,Gabon,Run of River (fil de l'eau),Water,1,1972,2040,54.8,,,,,,,,,,,,,,,
Owendo 1,Gabon,Gas Turbine,Gas,1,2007,2026,25,,,,,,,,,,,,,,,
Owendo 2,Gabon,Gas Turbine,Gas,1,2015,2026,20,,,,,,,,,,,,,,,
Owendo 3,Gabon,Gas Turbine,Gas,1,2019,2026,60,,,,,,,,,,,,,,,
Owendo MD G4,Gabon,Gas Turbine,Gas,1,2007,2026,14.5,,,,,,,,,,,,,,,
Owendo MD G5,Gabon,Gas Turbine,Gas,1,2007,2026,14.5,,,,,,,,,,,,,,,
Owendo TAG1,Gabon,Gas Turbine,Gas,1,2020,2026,18,,,,,,,,,,,,,,,
Owendo TAG4,Gabon,Gas Turbine,Gas,1,2010,2029,13,,,,,,,,,,,,,,,
Tchimbele,Gabon,Run of River (fil de l'eau),Water,1,1980,2040,32.9,,,,,,,,,,,,,,,
Bongolo,Gabon,Run of River (fil de l'eau),Water,1,1992,2022,5,,,,,,,,,,,,,,,
Interior_Diesel_PG,Gabon,D_DIESEL,Diesel,1,2023,2029,1.03,,,,,,,,,,,,,,,
Interior_Gas_PG,Gabon,Gas Turbine,Gas,1,2023,2029,4.83,,,,,,,,,,,,,,,
Interior_L,Gabon,D_DIESEL,Diesel,1,2023,2029,8.56,,,,,,,,,,,,,,,
Interior_N,Gabon,D_DIESEL,Diesel,1,2023,2029,7.95,,,,,,,,,,,,,,,
Cap Lopez G1,Gabon,Gas Turbine,Gas,1,2016,2035,14.75,,,,,,,,,,,,,,,
Cap Lopez G2,Gabon,Gas Turbine,Gas,1,2016,2035,14.75,,,,,,,,,,,,,,,
PortGentil TAG3,Gabon,Gas Turbine,Gas,1,2010,2029,13,,,,,,,,,,,,,,,
Ayeme,Gabon,PV,PV,2,2025,2049,65,,,,,,,,,,,,,,,
Kinguele aval,Gabon,STO HY,Water,2,2025,2074,34.3,,,,,,,,,,,,,,,
Candidate_PV_Gabon,Gabon,PV,Solar,3,2030,2055,40000,,,,,,,,,,,,,,,
Candidate_BESS_Gabon,Gabon,Storage,Battery,3,2030,2055,40000,,,,,,,,,,,,,,,
Akieni,Gabon,Water,Water,3,2030,2079,120.75,,,,,,,,,,,,,,,
Angouma,Gabon,Water,Water,3,2030,2079,133.3,,,,,,,,,,,,,,,
Combined cycle gas turbine_FV,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
Diesel Gen 5_FV,Gabon,Diesel,Diesel,3,2027,2046,10000,,,,,,,,,,,,,,,
Grand Poubara-Retro,Gabon,Water,Water,3,2050,2099,161,,,,,,,,,,,,,,,
Lebombi,Gabon,Water,Water,3,2030,2079,88,,,,,,,,,,,,,,,
Liboka,Gabon,Water,Water,3,2030,2079,93,,,,,,,,,,,,,,,
Lifouta,Gabon,Water,Water,3,2030,2079,140,,,,,,,,,,,,,,,
Mafoula-Matato,Gabon,Water,Water,3,2030,2079,93,,,,,,,,,,,,,,,
MAG_FV,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
Mpassa,Gabon,Water,Water,3,2030,2079,70,,,,,,,,,,,,,,,
Nguene,Gabon,Water,Water,3,2030,2079,90,,,,,,,,,,,,,,,
Poubara 1-Retro,Gabon,Water,Water,3,2031,2080,18.2,,,,,,,,,,,,,,,
Poubara 2-Retro,Gabon,Water,Water,3,2031,2080,18.2,,,,,,,,,,,,,,,
Poubara Phase 2,Gabon,Water,Water,3,2030,2079,119,,,,,,,,,,,,,,,
Souka Minimal,Gabon,Water,Water,3,2030,2079,90,,,,,,,,,,,,,,,
TAG Aero_FV,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
TAG_FV,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
Wind_Gen_FV,Gabon,Wind,Wind,3,2027,2056,5620,,,,,,,,,,,,,,,
Alenakiri G1-Retro,Gabon,Gas,Gas,3,2033,2057,14.75,,,,,,,,,,,,,,,
Alenakiri G2-Retro,Gabon,Gas,Gas,3,2033,2057,14.75,,,,,,,,,,,,,,,
Alenakiri G3-Retro,Gabon,Gas,Gas,3,2033,2057,14.75,,,,,,,,,,,,,,,
Alenakiri G4-Retro,Gabon,Gas,Gas,3,2033,2057,14.75,,,,,,,,,,,,,,,
Biomass_gen,Gabon,Biomass,Biomass,3,2030,2059,5,,,,,,,,,,,,,,,
Booue,Gabon,Water,Water,3,2027,2076,375,,,,,,,,,,,,,,,
Boundji,Gabon,Water,Water,3,2027,2076,72,,,,,,,,,,,,,,,
Combined cycle gas turbine_LV,Gabon,Gas,Gas,3,2027,2056,10000,,,,,,,,,,,,,,,
Diesel Gen 5_LV,Gabon,Diesel,Diesel,3,2027,2046,10000,,,,,,,,,,,,,,,
Faga,Gabon,Water,Water,3,2027,2076,39,,,,,,,,,,,,,,,
Ibola,Gabon,Water,Water,3,2027,2076,64,,,,,,,,,,,,,,,
Imperatrice,Gabon,Water,Water,3,2027,2076,92,,,,,,,,,,,,,,,
Karpowership_LV,Gabon,Diesel,Diesel,3,2027,2046,110,,,,,,,,,,,,,,,
Kinguele-Retro,Gabon,Water,Water,3,2041,2090,54.8,,,,,,,,,,,,,,,
Kongue,Gabon,Water,Water,3,2027,2076,104,,,,,,,,,,,,,,,
Kouata-Mango,Gabon,Water,Water,3,2027,2076,70,,,,,,,,,,,,,,,
Lolo,Gabon,Water,Water,3,2027,2076,60,,,,,,,,,,,,,,,
MAG_LV,Gabon,Gas,Gas,3,2027,2046,10000,,,,,,,,,,,,,,,
Mingouli,Gabon,Water,Water,3,2027,2076,94,,,,,,,,,,,,,,,
Nenguembani,Gabon,Water,Water,3,2027,2076,78,,,,,,,,,,,,,,,
Ngoulmendjim,Gabon,Water,Water,3,2027,2076,83,,,,,,,,,,,,,,,
Omvan-Aval,Gabon,Water,Water,3,2027,2076,30,,,,,,,,,,,,,,,
Owendo 1-Retro,Gabon,Gas,Gas,3,2027,2051,25,,,,,,,,,,,,,,,
Owendo 2-Retro,Gabon,Gas,Gas,3,2027,2051,20,,,,,,,,,,,,,,,
Owendo 3-Retro,Gabon,Gas,Gas,3,2027,2051,60,,,,,,,,,,,,,,,
Owendo MD G4-Retro,Gabon,Gas,Gas,3,2027,2051,14.5,,,,,,,,,,,,,,,
Owendo MD G5-Retro,Gabon,Gas,Gas,3,2027,2051,14.5,,,,,,,,,,,,,,,
Owendo TAG1-Retro,Gabon,Gas,Gas,3,2027,2051,18,,,,,,,,,,,,,,,
Owendo TAG4-Retro,Gabon,Gas,Gas,3,2030,2054,13,,,,,,,,,,,,,,,
