gen,zone,tech,fuel,Status,StYr,RetrYr,Capacity,DescreteCap,fuel2,HeatRate2,BuildLimitperYear,Life,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,Capex,FOMperMW,VOM,ReserveCost
Hydrodroaggregated3,Congo,ReservoirHydro,Water,3,2026,2050,244,,,,244,,,,,,,,,,,
Ibabanga,Congo,ReservoirHydro,Water,3,2026,2050,300,,,,300,,,,,,,,,,,
Ibenga,Congo,ReservoirHydro,Water,3,2051,2050,18,,,,18,,,,,,,,,,,
Ibola,Gabon,ROR,Water,3,2027,2050,64,,,,64,,,,,,,,,,,
Igotchi,Gabon,ROR,Water,3,2030,2050,17,,,,17,,,,,,,,,,,
Imboulou,Congo,ReservoirHydro,Water,1,2011,2050,120,,,,,,,,,,,,,,,
Imperatrice (Mouila),Gabon,ROR,Water,3,2027,2050,92,,,,92,,,,,,,,,,,
Inga 1,DRC,ReservoirHydro,Water,1,1974,2050,351,,,,,,,,,,,,,,,
Inga 2,DRC,ReservoirHydro,Water,1,1982,2050,1424,,,,,,,,,,,,,,,
Inga 3,DRC,ReservoirHydro,Water,3,2037,2050,2800,,,,2800,,,,,,,,,,,
Iroungou,Gabon,ROR,Water,3,2030,2050,35.5,,,,35.5,,,,,,,,,,,
Jiji,Burundi,ROR,Water,3,2027,2050,33,,,,33,,,,,,,,,,,
Kabu,Burundi,ROR,Water,3,2027,2050,20,,,,20,,,,,,,,,,,
Kabu 2,Burundi,ROR,Water,3,2027,2050,16,,,,16,,,,,,,,,,,
Kakamoeka,Congo,ReservoirHydro,Water,3,2026,2050,700,,,,700,,,,,,,,,,,
Kastina,Cameroon,ROR,Water,3,2030,2050,285,,,,285,,,,,,,,,,,
Kayanza,Burundi,BiomassPlant,Biomass,3,2027,2050,15,,,,15,,,,,,,,,,,
Kayenzi,Burundi,ROR,Water,1,2022,2050,8,,,,,,,,,,,,,,,
Kikot,Cameroon,ROR,Water,3,2030,2050,450,,,,450,,,,,,,,,,,
Kikot Aval,Cameroon,ROR,Water,3,2030,2050,659,,,,659,,,,,,,,,,,
Kilubi,DRC_South,ReservoirHydro,Water,1,1954,2050,11,,,,,,,,,,,,,,,
Kinguele,Gabon,ROR,Water,1,1972,2040,54.8,,,,,,,,,,,,,,,
Kingueleretro,Gabon,ROR,Water,3,2041,2050,54.8,,,,54.8,,,,,,,,,,,
Kiniangui,Congo,ReservoirHydro,Water,3,2051,2050,715,,,,715,,,,,,,,,,,
Kirasakaronge,Burundi,ROR,Water,3,2022,2050,16,,,,16,,,,,,,,,,,
Kiteke,Congo,ReservoirHydro,Water,3,2051,2050,510,,,,510,,,,,,,,,,,
Kiwaba Nzogi,Angola,OnshoreWind,Wind,3,2026,2050,104,,,,1000,,,,,,,,,,,
Kongue,Gabon,ROR,Water,3,2027,2050,104,,,,104,,,,,,,,,,,
Koni,DRC_South,ReservoirHydro,Water,1,1950,2050,42,,,,,,,,,,,,,,,
Kotto,CAF,ROR,Water,2,2030,2050,60,,,,60,,,,,,,,,,,
Kouatamango,Gabon,ROR,Water,3,2027,2050,70,,,,70,,,,,,,,,,,
Kouembali,Congo,ReservoirHydro,Water,3,2028,2050,150,,,,150,,,,,,,,,,,
Lagdo,Cameroon,ReservoirHydro,Water,3,2030,2050,72,,,,72,,,,,,,,,,,
Lancremo,CAF,ROR,Water,2,2030,2050,50,,,,50,,,,,,,,,,,
Lauca,Angola,ReservoirHydro,Water,1,2017,2050,2070,,,,,,,,,,,,,,,
Lebombi,Gabon,ROR,Water,3,2030,2050,88,,,,88,,,,,,,,,,,
Liboka,Gabon,ROR,Water,3,2030,2050,93,,,,93,,,,,,,,,,,
Lifouta,Gabon,ROR,Water,3,2030,2050,140,,,,140,,,,,,,,,,,
Linzolo,Congo,ReservoirHydro,Water,3,2051,2050,555,,,,555,,,,,,,,,,,
Liouesso,Congo,ReservoirHydro,Water,1,2017,2050,19,,,,,,,,,,,,,,,
Lobaye,CAF,ROR,Water,2,2030,2050,60,,,,60,,,,,,,,,,,
Lolo,Gabon,ROR,Water,3,2027,2050,60,,,,60,,,,,,,,,,,
Lom-Pangar,Cameroon,ReservoirHydro,Water,3,2030,2050,30,,,,30,,,,,,,,,,,
Loufoulakari,Congo,ReservoirHydro,Water,3,2051,2050,54,,,,54,,,,,,,,,,,
Mafoulamatato,Gabon,ROR,Water,3,2030,2050,93,,,,93,,,,,,,,,,,
Makay,Cameroon,ROR,Water,3,2030,2050,350,,,,350,,,,,,,,,,,
Malembo,Angola,OCGT,Gas,1,2012,2050,105,,,,,,,,,,,,,,,
Mandourou,Cameroon,ROR,Water,3,2030,2050,70,,,,70,,,,,,,,,,,
Maramvya,Burundi,PV,Solar,3,2027,2050,50,,,,1000,,,,,,,,,,,
Mbam Amont,Cameroon,ROR,Water,3,2030,2050,149,,,,149,,,,,,,,,,,
Mbandza Ndounga,Congo,ReservoirHydro,Water,3,2051,2050,630,,,,630,,,,,,,,,,,
Mbecko 1,CAF,ROR,Water,2,2030,2050,1,,,,1,,,,,,,,,,,
Mbinjal,Cameroon,ROR,Water,3,2030,2050,83,,,,83,,,,,,,,,,,
Memve'ele,Cameroon,ROR,Water,3,2030,2050,211,,,,211,,,,,,,,,,,
Menchum Bamenda,Cameroon,ROR,Water,3,2030,2050,72,,,,72,,,,,,,,,,,
Mingouli,Gabon,ROR,Water,3,2027,2050,94,,,,94,,,,,,,,,,,
Mitoungou,Gabon,ROR,Water,3,2030,2050,1039,,,,1039,,,,,,,,,,,
Moanga Mapita 1,Congo,ReservoirHydro,Water,3,2051,2050,80,,,,80,,,,,,,,,,,
Moanga Mapita 2,Congo,ReservoirHydro,Water,3,2026,2050,137,,,,137,,,,,,,,,,,
Motaba,Congo,ReservoirHydro,Water,3,2051,2050,24,,,,24,,,,,,,,,,,
Mouila Mogue,Cameroon,ROR,Water,2,2030,2050,498,,,,498,,,,,,,,,,,
Moukouloukou,Congo,ReservoirHydro,Water,1,1979,2050,56,,,,,,,,,,,,,,,
Moukouloukou 1,Congo,ReservoirHydro,Water,3,2026,2050,74,,,,74,,,,,,,,,,,
Moukouloukou 2,Congo,ReservoirHydro,Water,3,2028,2050,410,,,,410,,,,,,,,,,,
Mourala,Congo,ReservoirHydro,Water,3,2051,2050,70,,,,70,,,,,,,,,,,
Mpanda,Burundi,ROR,Water,3,2027,2050,10,,,,10,,,,,,,,,,,
Mpassa,Gabon,ROR,Water,3,2030,2050,70,,,,70,,,,,,,,,,,
Mpoukou,Congo,ReservoirHydro,Water,3,2028,2050,180,,,,180,,,,,,,,,,,
Mubuga,Burundi,PV,Solar,1,2022,2050,8,,,,,,,,,,,,,,,
Mugere,Burundi,ROR,Water,1,2022,2050,8,,,,,,,,,,,,,,,
Mule,Burundi,ROR,Water,3,2027,2050,9,,,,9,,,,,,,,,,,
Mulembwe,Burundi,ROR,Water,3,2027,2050,17,,,,17,,,,,,,,,,,
Mushara,Burundi,ROR,Water,3,2027,2050,3,,,,3,,,,,,,,,,,
Mwadingusha,DRC_South,ReservoirHydro,Water,1,1954,2050,68,,,,,,,,,,,,,,,
Nachtigal Amont,Cameroon,ROR,Water,3,2030,2050,420,,,,420,,,,,,,,,,,
Nachtigal Aval,Cameroon,ROR,Water,2,2030,2050,260,,,,260,,,,,,,,,,,
Ndjock,Cameroon,ROR,Water,1,2025,2050,117,,,,,,,,,,,,,,,
Nenguembani,Gabon,ROR,Water,3,2027,2050,78,,,,78,,,,,,,,,,,
Ngaoundere,Cameroon,OCGT,Diesel,2,2030,2050,10,,,,10,,,,,,,,,,,
Ngoila,Cameroon,ROR,Water,2,2030,2050,84,,,,84,,,,,,,,,,,
Ngoulmendjim,Gabon,ROR,Water,3,2027,2050,83,,,,83,,,,,,,,,,,
Nguene,Gabon,ROR,Water,3,2030,2050,90,,,,90,,,,,,,,,,,
Nseke,DRC_South,ReservoirHydro,Water,1,1957,2050,260,,,,,,,,,,,,,,,
Ntoula,Congo,ReservoirHydro,Water,3,2051,2050,535,,,,535,,,,,,,,,,,
Nyanga,Congo,ReservoirHydro,Water,3,2028,2050,200,,,,200,,,,,,,,,,,
Nyazom,Cameroon,ROR,Water,3,2030,2050,367,,,,367,,,,,,,,,,,
Nyemanga,Burundi,ROR,Water,1,2022,2050,3,,,,,,,,,,,,,,,
Nzilo,DRC_South,ReservoirHydro,Water,1,1954,2050,108,,,,,,,,,,,,,,,
Nzongo,DRC,ReservoirHydro,Water,1,1965,2050,75,,,,,,,,,,,,,,,
Nzongoii,DRC,ReservoirHydro,Water,1,2022,2050,150,,,,,,,,,,,,,,,
Nzoro,DRC,ReservoirHydro,Water,3,2024,2050,108,,,,108,,,,,,,,,,,
Omvanamon,Gabon,ROR,Water,3,2030,2050,52.5,,,,52.5,,,,,,,,,,,
Omvanaval,Gabon,ROR,Water,3,2027,2050,30,,,,30,,,,,,,,,,,
Ouyama,Gabon,ROR,Water,3,2030,2050,12,,,,12,,,,,,,,,,,
Ouyama,Gabon,ReservoirHydro,Water,3,2030,2050,12,,,,12,,,,,,,,,,,
Oyala,EquatorialGuinea,OCGT,Diesel,3,2030,2050,36,,,,36,,,,,,,,,,,
Palambo,CAF,ROR,Water,2,2030,2050,30,,,,30,,,,,,,,,,,
Poubara 1 Rebuild,Gabon,ROR,Water,3,2031,2050,18.2,,,,18.2,,,,,,,,,,,
Poubara 2,Gabon,ROR,Water,1,1975,2030,18.2,,,,,,,,,,,,,,,
Poubara 2 Rebuild,Gabon,ROR,Water,3,2031,2050,18.2,,,,18.2,,,,,,,,,,,
Poubara_phase_2,Gabon,ROR,Water,3,2030,2050,119,,,,119,,,,,,,,,,,
PV_Angola_2024,Angola,PV,Solar,2,2024,2050,172,,,,172,,,,,,,,,,,
PV_Angola_2026,Angola,PV,Solar,2,2026,2050,658,,,,658,,,,,,,,,,,
PV_CAF_2030,CAF,PV,Solar,2,2030,2050,15,,,,15,,,,,,,,,,,
PV_Congo_2025,Congo,PV,Solar,2,2025,2050,50,,,,50,,,,,,,,,,,
PV_DRC_2025,DRC,PV,Solar,2,2025,2050,200,,,,200,,,,,,,,,,,
PV_DRC_South_2025,DRC_South,PV,Solar,2,2025,2050,100,,,,100,,,,,,,,,,,
PV_Gabon_2025,Gabon,PV,Solar,2,2025,2049,65,,,,65,,,,,,,,,,,
Quilengue,Angola,ReservoirHydro,Water,3,2040,2050,210,,,,210,,,,,,,,,,,
Rusumo,Burundi,ReservoirHydro,Water,2,2024,2050,27,,,,27,,,,,,,,,,,
Ruvyironza,Burundi,ReservoirHydro,Water,3,2027,2050,2,,,,2,,,,,,,,,,,
Ruzb,Burundi,ReservoirHydro,Water,1,2022,2050,15,,,,,,,,,,,,,,,
Ruzizi 1 (Burundi),Burundi,ROR,Water,1,2022,2050,4,,,,,,,,,,,,,,,
Ruzizi 1,DRC,ReservoirHydro,Water,1,1972,2050,40,,,,,,,,,,,,,,,
Ruzizi 2 (Burundi),Burundi,ROR,Water,1,2022,2050,12,,,,,,,,,,,,,,,
Ruzizi 3,DRC,ReservoirHydro,Water,3,2031,2050,206,,,,206,,,,,,,,,,,
Ruzizi 4,DRC,ReservoirHydro,Water,3,2035,2050,270,,,,270,,,,,,,,,,,
Rwegura,Burundi,ReservoirHydro,Water,1,2022,2050,18,,,,,,,,,,,,,,,
Sendje,EquatorialGuinea,ReservoirHydro,Water,3,2030,2050,200,,,,200,,,,,,,,,,,
Sigu,Burundi,ROR,Water,3,2027,2050,12,,,,12,,,,,,,,,,,
Sindara,Gabon,ROR,Water,3,2027,2050,90,,,,90,,,,,,,,,,,
Smallhydrodro_hydro_drc,DRC,ReservoirHydro,Water,1,2000,2050,187,,,,,,,,,,,,,,,
Sombwe,DRC,ReservoirHydro,Water,3,2024,2050,300,,,,300,,,,,,,,,,,
Song Ndong,Cameroon,ROR,Water,3,2030,2050,270,,,,270,,,,,,,,,,,
Song-Loulou,Cameroon,ROR,Water,3,2030,2050,384,,,,384,,,,,,,,,,,
Song-Mbong,Cameroon,ROR,Water,2,2030,2050,94,,,,94,,,,,,,,,,,
Souka,Gabon,ROR,Water,3,2030,2050,90,,,,90,,,,,,,,,,,
Sounda Gorge,Congo,ReservoirHydro,Water,3,2028,2050,600,,,,600,,,,,,,,,,,
Soyo,Angola,CCGT,Gas,1,2017,2050,750,,,,,,,,,,,,,,,
Tchimbele,Gabon,ReservoirHydro,Water,1,1980,2040,32.9,,,,,,,,,,,,,,,
Tchimbeleretro,Gabon,ROR,Water,3,2041,2050,32.9,,,,32.9,,,,,,,,,,,
Toutoubou,CAF,ROR,Water,3,2030,2050,0.7,,,,0.7,,,,,,,,,,,
Tsengueleledi,Gabon,ROR,Water,3,2027,2050,164.8,,,,164.8,,,,,,,,,,,
Vuka,Angola,ReservoirHydro,Water,3,2032,2050,121,,,,121,,,,,,,,,,,
Wind_gen_fv,Gabon,OnshoreWind,Wind,3,2027,2050,5620,,,,1000,,,,,,,,,,,
Yenga,Cameroon,ROR,Water,1,2025,2050,113,,,,,,,,,,,,,,,
Zenzo 1,Angola,ReservoirHydro,Water,3,2035,2050,570,,,,570,,,,,,,,,,,
Zoukomanbalé,Cameroon,ROR,Water,3,2030,2050,30,,,,30,,,,,,,,,,,
Zoulabot,Cameroon,ROR,Water,3,2030,2050,71,,,,71,,,,,,,,,,,
