,,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Ethiopia,Diesel,12.24455091,18.16208832,27.6906545,24.83881351,21.41748202,21.08605704,20.7551282,20.42420384,20.09327953,19.76235522,19.43143091,19.37575375,19.32012087,19.26448839,19.20885591,19.15322344,19.15321441,19.15321433,19.15321433,19.15321433,19.15321433,19.09759088,19.04195849,18.98632601,18.93069354,18.87506106,18.81386624,18.75267053,18.6914748,18.63027908,18.56908336
Ethiopia,Gas,1089.1098,1089.1098,1089.1098,1089.1098,1089.1098,1089.1098,13.21333344,13.02579087,12.83824829,12.65070571,12.46316313,12.4316349,12.40010667,12.36857844,12.33705021,12.30552198,12.30552198,12.30552198,12.30552198,12.30552198,12.30552198,12.27399375,12.24246552,12.21093729,12.17940906,12.14788083,12.11319977,12.07851872,12.04383767,12.00915661,11.97447556
Ethiopia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,HFO,9.296249626,14.03705797,16.14380789,14.55439651,12.6488484,12.46453758,12.28023145,12.09592536,11.91161927,11.72731319,11.5430071,11.51202254,11.4810384,11.45005427,11.41907013,11.388086,11.38808591,11.38808591,11.38808591,11.38808591,11.38808591,11.35710186,11.32611772,11.29513359,11.26414945,11.23316532,11.19908277,11.16500022,11.13091768,11.09683513,11.06275258
Ethiopia,LFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Coal,5.713805282,8.419158858,13.6504244,10.01305653,8.936540354,8.268841348,7.601149963,6.933458647,6.265767332,5.598076017,4.930384701,4.892167492,4.853950963,4.81573444,4.777517917,4.739301395,4.721375965,4.703450672,4.685525381,4.66760009,4.649674799,4.63498536,4.620295783,4.605606204,4.590916626,4.576227048,4.56248844,4.548749818,4.535011197,4.521272575,4.507533953
Kenya,Diesel,12.24455091,18.16208832,27.6906545,24.83881351,21.41748202,21.08605704,20.7551282,20.42420384,20.09327953,19.76235522,19.43143091,19.37575375,19.32012087,19.26448839,19.20885591,19.15322344,19.15321441,19.15321433,19.15321433,19.15321433,19.15321433,19.09759088,19.04195849,18.98632601,18.93069354,18.87506106,18.81386624,18.75267053,18.6914748,18.63027908,18.56908336
Kenya,Gas,1089.1098,1089.1098,1089.1098,1089.1098,1089.1098,1089.1098,13.21333344,13.02579087,12.83824829,12.65070571,12.46316313,12.4316349,12.40010667,12.36857844,12.33705021,12.30552198,12.30552198,12.30552198,12.30552198,12.30552198,12.30552198,12.27399375,12.24246552,12.21093729,12.17940906,12.14788083,12.11319977,12.07851872,12.04383767,12.00915661,11.97447556
Kenya,GasCCS,0,0,0,0,0,0,13.21333344,13.02579087,12.83824829,12.65070571,12.46316313,12.4316349,12.40010667,12.36857844,12.33705021,12.30552198,12.30552198,12.30552198,12.30552198,12.30552198,12.30552198,12.27399375,12.24246552,12.21093729,12.17940906,12.14788083,12.11319977,12.07851872,12.04383767,12.00915661,11.97447556
Kenya,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,HFO,9.296249626,14.03705797,16.14380789,14.55439651,12.6488484,12.46453758,12.28023145,12.09592536,11.91161927,11.72731319,11.5430071,11.51202254,11.4810384,11.45005427,11.41907013,11.388086,11.38808591,11.38808591,11.38808591,11.38808591,11.38808591,11.35710186,11.32611772,11.29513359,11.26414945,11.23316532,11.19908277,11.16500022,11.13091768,11.09683513,11.06275258
Kenya,LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Uranium,0,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384,1.370971384
Libya,Coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,Diesel,10.63262714,16.14995988,26.43824737,20.23165166,19.09521629,18.49713671,18.46998235,18.44284793,18.41571363,18.38857933,18.36144503,18.33431073,18.1623216,17.99032744,17.81833326,17.64633907,17.47434488,17.3023507,17.13035651,16.95836232,16.78636814,16.61437395,16.44237977,16.27038558,16.09839139,15.92639721,15.75440302,15.58240883,15.41041465,15.23842046,15.06642628
Libya,Gas,0,6.767334202,6.32429573,6.1,5.964876566,5.964876566,6.405161241,5.551397453,5.178219277,4.805041102,4.431862926,4.393856138,4.35584935,4.317842563,4.279835775,4.241828987,4.203822199,4.165815412,4.127808624,4.089801836,4.051795048,4.013788261,4,4,4,4,4,4,4,4,4
Libya,HFO,6.352825051,11.6079867,14.17383915,13.36529276,12.62114083,12.22944753,12.21167398,12.19390266,12.17613142,12.15836018,12.14058894,12.12281771,12.01017305,11.89752784,11.78488261,11.67223739,11.55959216,11.44694694,11.33430171,11.22165649,11.10901126,10.99636603,10.88372081,10.77107558,10.65843036,10.54578513,10.43313991,10.32049468,10.20784945,10.09520423,9.982559002
Libya,LFO,6.749876617,12.33348586,15.0597041,14.20062356,13.40996213,12.993788,12.9749036,12.95602158,12.93713963,12.91825769,12.89937575,12.88049381,12.76080886,12.64112333,12.52143778,12.40175222,12.28206667,12.16238112,12.04269557,11.92301002,11.80332446,11.68363891,11.56395336,11.44426781,11.32458225,11.2048967,11.08521115,10.9655256,10.84584004,10.72615449,10.60646894
Libya,LNG,6.749876617,12.33348586,15.0597041,14.20062356,13.40996213,12.993788,12.9749036,12.95602158,12.93713963,12.91825769,12.89937575,12.88049381,12.76080886,12.64112333,12.52143778,12.40175222,12.28206667,12.16238112,12.04269557,11.92301002,11.80332446,11.68363891,11.56395336,11.44426781,11.32458225,11.2048967,11.08521115,10.9655256,10.84584004,10.72615449,10.60646894
Rwanda,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Coal,5.713805282,8.419158858,13.6504244,10.01305653,8.936540354,8.268841348,7.601149963,6.933458647,6.265767332,5.598076017,4.930384701,4.892167492,4.853950963,4.81573444,4.777517917,4.739301395,4.721375965,4.703450672,4.685525381,4.66760009,4.649674799,4.63498536,4.620295783,4.605606204,4.590916626,4.576227048,4.56248844,4.548749818,4.535011197,4.521272575,4.507533953
Rwanda,Diesel,12.69259425,18.30838809,30.1937764,24.26409253,22.95922571,22.27369814,22.24205003,22.21095916,22.17988453,22.14881037,22.11773623,22.08666209,21.8898357,21.69287245,21.49590521,21.29893786,21.10197051,20.90500315,20.70803579,20.51106844,20.31410108,20.11713373,19.92016637,19.72319901,19.52623166,19.3292643,19.13229695,18.93532959,18.73836223,18.54139488,18.34442752
Rwanda,Gas,6.444168055,6.167149317,5.763403273,5.559,5.435860464,5.328453938,5.226997562,5.133174778,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028
Rwanda,HFO,7.731512979,13.51650202,15.92238252,14.98682942,14.21381685,13.80694863,13.78847795,13.77001828,13.75155899,13.73309971,13.71464043,13.69618115,13.57917746,13.46217109,13.34516462,13.22815815,13.11115168,12.99414521,12.87713874,12.76013227,12.6431258,12.52611934,12.40911287,12.2921064,12.17509993,12.05809346,11.94108699,11.82408052,11.70707405,11.59006758,11.47306111
Rwanda,Methane,7.088584861,6.783864248,6.3397436,6.1149,5.97944651,5.861299332,5.749697318,5.646492256,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431,5.543762431
Rwanda,Peat,5.713805282,8.419158858,13.6504244,10.01305653,8.936540354,8.268841348,7.601149963,6.933458647,6.265767332,5.598076017,4.930384701,4.892167492,4.853950963,4.81573444,4.777517917,4.739301395,4.721375965,4.703450672,4.685525381,4.66760009,4.649674799,4.63498536,4.620295783,4.605606204,4.590916626,4.576227048,4.56248844,4.548749818,4.535011197,4.521272575,4.507533953
SOMALIA,Diesel,10.75423732,16.28276204,26.59191945,20.37053092,19.23157859,18.6322517,18.60502513,18.57783473,18.55064461,18.5234545,18.49626439,18.46907428,18.2967355,18.12438762,17.95203966,17.77969171,17.60734376,17.43499581,17.26264785,17.0902999,16.91795195,16.74560399,16.57325604,16.40090809,16.22856014,16.05621218,15.88386423,15.71151628,15.53916832,15.36682037,15.19447242
SOMALIA,HFO,6.961773274,11.39936881,12.88416967,11.63278794,10.99310969,10.65640939,10.64113015,10.62585391,10.61057777,10.59530163,10.5800255,10.56474937,10.46792043,10.37109076,10.27426107,10.17743137,10.08060168,9.983771981,9.886942286,9.790112591,9.693282896,9.596453201,9.499623506,9.40279381,9.305964115,9.20913442,9.112304725,9.01547503,8.918645335,8.821815639,8.724985944
SOMALIA,HybridDiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SomaliaROC,Diesel,10.75423732,16.28276204,26.59191945,20.37053092,19.23157859,18.6322517,18.60502513,18.57783473,18.55064461,18.5234545,18.49626439,18.46907428,18.2967355,18.12438762,17.95203966,17.77969171,17.60734376,17.43499581,17.26264785,17.0902999,16.91795195,16.74560399,16.57325604,16.40090809,16.22856014,16.05621218,15.88386423,15.71151628,15.53916832,15.36682037,15.19447242
SomaliaROC,HFO,6.961773274,11.39936881,12.88416967,11.63278794,10.99310969,10.65640939,10.64113015,10.62585391,10.61057777,10.59530163,10.5800255,10.56474937,10.46792043,10.37109076,10.27426107,10.17743137,10.08060168,9.983771981,9.886942286,9.790112591,9.693282896,9.596453201,9.499623506,9.40279381,9.305964115,9.20913442,9.112304725,9.01547503,8.918645335,8.821815639,8.724985944
SomaliaROC,HybridDiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somaliland,Diesel,10.75423732,16.28276204,26.59191945,20.37053092,19.23157859,18.6322517,18.60502513,18.57783473,18.55064461,18.5234545,18.49626439,18.46907428,18.2967355,18.12438762,17.95203966,17.77969171,17.60734376,17.43499581,17.26264785,17.0902999,16.91795195,16.74560399,16.57325604,16.40090809,16.22856014,16.05621218,15.88386423,15.71151628,15.53916832,15.36682037,15.19447242
Somaliland,HFO,6.961773274,11.39936881,12.88416967,11.63278794,10.99310969,10.65640939,10.64113015,10.62585391,10.61057777,10.59530163,10.5800255,10.56474937,10.46792043,10.37109076,10.27426107,10.17743137,10.08060168,9.983771981,9.886942286,9.790112591,9.693282896,9.596453201,9.499623506,9.40279381,9.305964115,9.20913442,9.112304725,9.01547503,8.918645335,8.821815639,8.724985944
Somaliland,HybridDiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SouthSudan,Diesel,10.75423732,16.28276204,26.59191945,20.37053092,19.23157859,18.6322517,18.60502513,18.57783473,18.55064461,18.5234545,18.49626439,18.46907428,18.2967355,18.12438762,17.95203966,17.77969171,17.60734376,17.43499581,17.26264785,17.0902999,16.91795195,16.74560399,16.57325604,16.40090809,16.22856014,16.05621218,15.88386423,15.71151628,15.53916832,15.36682037,15.19447242
SouthSudan,HFO,6.961773274,11.39936881,12.88416967,11.63278794,10.99310969,10.65640939,10.64113015,10.62585391,10.61057777,10.59530163,10.5800255,10.56474937,10.46792043,10.37109076,10.27426107,10.17743137,10.08060168,9.983771981,9.886942286,9.790112591,9.693282896,9.596453201,9.499623506,9.40279381,9.305964115,9.20913442,9.112304725,9.01547503,8.918645335,8.821815639,8.724985944
Sudan,Coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Diesel,10.75423732,16.28276204,26.59191945,20.37053092,19.23157859,18.6322517,18.60502513,18.57783473,18.55064461,18.5234545,18.49626439,18.46907428,18.2967355,18.12438762,17.95203966,17.77969171,17.60734376,17.43499581,17.26264785,17.0902999,16.91795195,16.74560399,16.57325604,16.40090809,16.22856014,16.05621218,15.88386423,15.71151628,15.53916832,15.36682037,15.19447242
Sudan,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,HFO,6.961773274,11.39936881,12.88416967,11.63278794,10.99310969,10.65640939,10.64113015,10.62585391,10.61057777,10.59530163,10.5800255,10.56474937,10.46792043,10.37109076,10.27426107,10.17743137,10.08060168,9.983771981,9.886942286,9.790112591,9.693282896,9.596453201,9.499623506,9.40279381,9.305964115,9.20913442,9.112304725,9.01547503,8.918645335,8.821815639,8.724985944
Sudan,LFO,6.961773274,11.39936881,12.88416967,11.63278794,10.99310969,10.65640939,10.64113015,10.62585391,10.61057777,10.59530163,10.5800255,10.56474937,10.46792043,10.37109076,10.27426107,10.17743137,10.08060168,9.983771981,9.886942286,9.790112591,9.693282896,9.596453201,9.499623506,9.40279381,9.305964115,9.20913442,9.112304725,9.01547503,8.918645335,8.821815639,8.724985944
Sudan,LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Coal,5.713805282,8.419158858,13.6504244,10.01305653,8.936540354,8.268841348,7.601149963,6.933458647,6.265767332,5.598076017,4.930384701,4.892167492,4.853950963,4.81573444,4.777517917,4.739301395,4.721375965,4.703450672,4.685525381,4.66760009,4.649674799,4.63498536,4.620295783,4.605606204,4.590916626,4.576227048,4.56248844,4.548749818,4.535011197,4.521272575,4.507533953
Tanzania,Diesel,12.53292118,18.13425469,29.98903883,24.0688917,22.76806136,22.08451313,22.05305199,22.02204994,21.99106006,21.96007049,21.92908094,21.89809139,21.70177638,21.50534828,21.30891718,21.112486,20.91605481,20.71962363,20.52319244,20.32676126,20.13033008,19.93389889,19.73746771,19.54103652,19.34460534,19.14817416,18.95174297,18.75531179,18.55888061,18.36244942,18.16601824
Tanzania,Gas,6.444168055,6.167149317,5.763403273,5.559,5.435860464,5.328453938,5.226997562,5.133174778,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028
Tanzania,HFO,7.573107273,13.29888339,15.72300471,14.80193356,14.03221183,13.62707393,13.60868275,13.59030156,13.57192073,13.5535399,13.53515907,13.51677825,13.4002716,13.28376251,13.16725333,13.05074415,12.93423497,12.8177258,12.70121662,12.58470744,12.46819826,12.35168908,12.23517991,12.11867073,12.00216155,11.88565237,11.76914319,11.65263402,11.53612484,11.41961566,11.30310648
Uganda,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Coal,5.713805282,8.419158858,13.6504244,10.01305653,8.936540354,8.268841348,7.601149963,6.933458647,6.265767332,5.598076017,4.930384701,4.892167492,4.853950963,4.81573444,4.777517917,4.739301395,4.721375965,4.703450672,4.685525381,4.66760009,4.649674799,4.63498536,4.620295783,4.605606204,4.590916626,4.576227048,4.56248844,4.548749818,4.535011197,4.521272575,4.507533953
Uganda,Diesel,12.53292118,18.13425469,29.98903883,24.0688917,22.76806136,22.08451313,22.05305199,22.02204994,21.99106006,21.96007049,21.92908094,21.89809139,21.70177638,21.50534828,21.30891718,21.112486,20.91605481,20.71962363,20.52319244,20.32676126,20.13033008,19.93389889,19.73746771,19.54103652,19.34460534,19.14817416,18.95174297,18.75531179,18.55888061,18.36244942,18.16601824
Uganda,Gas,6.444168055,6.167149317,5.763403273,5.559,5.435860464,5.328453938,5.226997562,5.133174778,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028,5.039784028
Uganda,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,HFO,7.573107273,13.29888339,15.72300471,14.80193356,14.03221183,13.62707393,13.60868275,13.59030156,13.57192073,13.5535399,13.53515907,13.51677825,13.4002716,13.28376251,13.16725333,13.05074415,12.93423497,12.8177258,12.70121662,12.58470744,12.46819826,12.35168908,12.23517991,12.11867073,12.00216155,11.88565237,11.76914319,11.65263402,11.53612484,11.41961566,11.30310648
