gen,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Wind_NewH_AL,m3,d6,0.16833,0.12851,0.10679,0.1086,0.11403,0.1086,0.09231,0.05611,0.0181,0.04887,0.11946,0.17014,0.21358,0.26245,0.30951,0.30408,0.26788,0.24073,0.23168,0.22263,0.19729,0.16833,0.15747,0.16833
Wind_NewH_AL,m3,d7,0.30227,0.34933,0.41268,0.43078,0.40182,0.34752,0.25521,0.2172,0.21901,0.24254,0.24978,0.21177,0.22625,0.18824,0.13756,0.14299,0.13756,0.12851,0.13213,0.14299,0.14842,0.13937,0.13756,0.15023
Wind_NewH_AL,m4,d1,0.68056,0.75658,0.81812,0.83984,0.8326,0.82717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wind_NewH_AL,m4,d2,0.26064,0.28055,0.29322,0.30951,0.31675,0.29322,0.24435,0.21358,0.19005,0.16652,0.15385,0.15385,0.14118,0.10498,0.0543,0.02172,0.02353,0.02715,0.03258,0.02715,0.01991,0.01629,0.0181,0.0181
Wind_NewH_AL,m4,d3,0.08326,0.08688,0.0905,0.08869,0.08145,0.07059,0.04163,0.02534,0.00905,0.00362,0.01086,0.02172,0.03258,0.08507,0.11222,0.11403,0.09774,0.0543,0.02353,0.01086,0.00724,0.01448,0.02534,0.03258
Wind_NewH_AL,m4,d4,0.16471,0.181,0.18281,0.20272,0.22444,0.21539,0.23892,0.28779,0.32218,0.36743,0.44345,0.52309,0.56291,0.53214,0.47965,0.44707,0.36562,0.36381,0.44707,0.42535,0.41268,0.34028,0.34933,0.34752
Wind_NewH_AL,m4,d5,0.12127,0.14842,0.17014,0.19186,0.21901,0.2534,0.27874,0.29322,0.28779,0.24616,0.17738,0.0905,0.03982,0.0543,0.07059,0.07783,0.08326,0.08507,0.0905,0.09955,0.08688,0.06335,0.04525,0.04525
Wind_NewH_AL,m4,d6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wind_NewH_AL,m4,d7,0.17014,0.21358,0.24435,0.23711,0.20091,0.17919,0.19186,0.24435,0.42716,0.71495,0.54662,0.29865,0.1991,0.20453,0.28055,0.38372,0.42897,0.41811,0.37286,0.32399,0.26245,0.21358,0.17919,0.14842
Wind_NewH_AL,m5,d1,0.03077,0.03258,0.03982,0.07421,0.15023,0.15023,0.14299,0.19729,0.26788,0.35838,0.46879,0.56291,0.62626,0.6697,0.72581,0.71495,0.62083,0.58825,0.5611,0.52309,0.49232,0.47241,0.45612,0.45069
Wind_NewH_AL,m5,d2,0.01448,0.01086,0.01086,0.01629,0.03077,0.03801,0.02896,0.01991,0.02534,0.03982,0.0543,0.09593,0.11765,0.0905,0.07421,0.07059,0.07059,0.05792,0.04525,0.04163,0.03982,0.02896,0.02172,0.0181
Wind_NewH_AL,m5,d3,0.08507,0.07421,0.06878,0.06516,0.06516,0.07059,0.08688,0.09593,0.11584,0.1448,0.18824,0.22987,0.26788,0.2896,0.28417,0.26426,0.22444,0.16471,0.10317,0.05611,0.03077,0.02172,0.02715,0.03258
Wind_NewH_AL,m5,d4,0.15385,0.21539,0.26788,0.29503,0.34933,0.44707,0.5792,0.73124,0.90862,1,1,1,1,1,1,1,1,1,1,1,1,0.9231,0.78373,0.58825
Wind_NewH_AL,m5,d5,1,1,0.95025,0.86156,0.82717,0.71495,0.67332,0.70228,0.79821,0.82174,0.78373,0.79459,0.71857,0.64255,0.53576,0.45069,0.31313,0.24435,0.26969,0.27512,0.24616,0.23349,0.22987,0.2896
Wind_NewH_AL,m5,d6,0.08145,0.0905,0.09593,0.09593,0.08326,0.04525,0.01991,0.0362,0.04344,0.04887,0.06516,0.10498,0.12308,0.11765,0.10317,0.0905,0.08326,0.08688,0.07421,0.05792,0.04525,0.03439,0.03258,0.0362
Wind_NewH_AL,m5,d7,0.10498,0.11765,0.15204,0.18281,0.19005,0.13756,0.12308,0.11222,0.07783,0.0905,0.11584,0.0724,0.05792,0.11041,0.15928,0.20272,0.2896,0.41811,0.47784,0.53757,0.47241,0.50318,0.39277,0.35114
Wind_NewH_AL,m6,d1,0.05792,0.05249,0.0543,0.06154,0.06697,0.07602,0.08326,0.07421,0.08688,0.13394,0.20996,0.29322,0.36019,0.39096,0.37467,0.32942,0.26969,0.20272,0.16109,0.12308,0.09231,0.07421,0.06516,0.06697
Wind_NewH_AL,m6,d2,0.47422,0.53395,0.51404,0.41087,0.32399,0.31675,0.17557,0.03077,0.10498,0.21358,0.28236,0.32942,0.36743,0.40001,0.43802,0.4344,0.37648,0.3077,0.24978,0.19186,0.14661,0.13394,0.12851,0.12308
Wind_NewH_AL,m6,d3,0.15747,0.15566,0.14842,0.13575,0.12308,0.11403,0.11765,0.11041,0.0905,0.07421,0.05973,0.05249,0.04163,0.03439,0.03077,0.03077,0.03258,0.03439,0.02534,0.02172,0.02715,0.05792,0.0905,0.11041
Wind_NewH_AL,m6,d4,0.32761,0.27512,0.23168,0.21901,0.22806,0.20453,0.17557,0.09955,0.05792,0.07421,0.10317,0.11222,0.10317,0.08145,0.08145,0.0905,0.09231,0.07421,0.04706,0.02534,0.02715,0.04887,0.0724,0.08507
Wind_NewH_AL,m6,d5,0.05973,0.06516,0.0724,0.08507,0.08869,0.06154,0.06697,0.12489,0.20272,0.27512,0.33847,0.39639,0.43621,0.45431,0.45069,0.43259,0.40182,0.35476,0.28055,0.21358,0.20091,0.21358,0.23168,0.22987
Wind_NewH_AL,m6,d6,0.17557,0.15204,0.13756,0.1267,0.12851,0.08326,0.03258,0.01991,0.07602,0.17195,0.21358,0.32218,0.46155,0.47422,0.29322,0.13394,0.0724,0.11222,0.06697,0.04344,0.06335,0.08145,0.09774,0.13394
Wind_NewH_AL,m6,d7,0.71495,0.70771,0.64798,0.55748,0.43983,0.35657,0.19367,0.05611,0.12851,0.24254,0.34752,0.43259,0.48146,0.51585,0.55205,0.59368,0.58463,0.48508,0.40363,0.35295,0.3439,0.39458,0.43621,0.46336
Wind_NewH_AL,m7,d1,0.01629,0.01267,0.01086,0.01086,0.02172,0.00724,0.00362,0.01267,0.04887,0.11584,0.19548,0.23711,0.23892,0.22082,0.19367,0.16833,0.13756,0.10679,0.06335,0.03258,0.01991,0.01629,0.01991,0.02353
Wind_NewH_AL,m7,d2,0.34933,0.2896,0.23168,0.1991,0.17014,0.20272,0.25159,0.30227,0.33847,0.36381,0.38553,0.41087,0.41992,0.41449,0.37648,0.33847,0.27512,0.17014,0.09774,0.06516,0.0543,0.06335,0.07783,0.10317
Wind_NewH_AL,m7,d3,0.07421,0.06516,0.0543,0.05068,0.04887,0.03077,0.03077,0.05973,0.10679,0.15385,0.18462,0.20091,0.20996,0.22625,0.2534,0.27331,0.26969,0.24978,0.22625,0.20634,0.20272,0.20272,0.19186,0.18281
Wind_NewH_AL,m7,d4,0.04344,0.03982,0.03982,0.04887,0.07059,0.03801,0.02896,0.01991,0.04163,0.09774,0.16652,0.22806,0.25702,0.31313,0.36381,0.28598,0.21358,0.20091,0.17557,0.15747,0.18643,0.20272,0.19548,0.181
Wind_NewH_AL,m7,d5,0.07964,0.06878,0.05792,0.05973,0.05068,0.01629,0.00543,0.01991,0.09955,0.19548,0.27512,0.32037,0.34752,0.33847,0.31675,0.2534,0.181,0.12489,0.0905,0.07059,0.08145,0.09412,0.04887,0.02534
Wind_NewH_AL,m7,d6,0.01086,0.01629,0.02715,0.05068,0.08688,0.12308,0.15747,0.19005,0.15928,0.11222,0.09412,0.08145,0.07964,0.11403,0.20634,0.31132,0.38553,0.46155,0.54662,0.61721,0.64255,0.60092,0.53576,0.45974
Wind_NewH_AL,m7,d7,0.2715,0.27331,0.26064,0.25521,0.2353,0.21901,0.16833,0.09955,0.1448,0.30227,0.53033,0.75658,0.93034,1,1,1,1,1,0.94844,0.74753,0.52128,0.42716,0.36381,0.3077
Wind_NewH_AL,m8,d1,0.08145,0.08688,0.10498,0.13756,0.17557,0.15204,0.15385,0.20815,0.26788,0.30589,0.32037,0.31856,0.29322,0.25521,0.20091,0.15385,0.12308,0.09955,0.06335,0.04163,0.03801,0.05068,0.06697,0.07059
Wind_NewH_AL,m8,d2,0.03439,0.03439,0.03982,0.04525,0.06154,0.06154,0.07421,0.08507,0.11041,0.13032,0.13756,0.14299,0.15204,0.17195,0.19186,0.20815,0.21539,0.21358,0.19186,0.16652,0.13756,0.11765,0.10679,0.10679
Wind_NewH_AL,m8,d3,0.15023,0.1629,0.18462,0.20453,0.20091,0.17919,0.1448,0.19367,0.32761,0.45069,0.55929,0.64436,0.71495,0.77106,0.79821,0.7783,0.70771,0.55929,0.43802,0.34571,0.27331,0.23168,0.20091,0.17557
Wind_NewH_AL,m8,d4,0.38553,0.37648,0.36924,0.35114,0.30227,0.24073,0.0905,0.02534,0.0905,0.22806,0.39458,0.56653,0.71314,0.80726,0.85975,0.85251,0.7602,0.56291,0.40363,0.30046,0.26245,0.25702,0.24254,0.22263
Wind_NewH_AL,m8,d5,0.07059,0.06697,0.06335,0.06516,0.07421,0.06335,0.05249,0.04344,0.02715,0.04525,0.08145,0.13032,0.20453,0.22625,0.21177,0.18643,0.16109,0.1267,0.09593,0.06878,0.05068,0.03982,0.03258,0.02715
Wind_NewH_AL,m8,d6,0.15566,0.15928,0.17919,0.15566,0.15023,0.15023,0.14661,0.09955,0.05249,0.03982,0.07059,0.19548,0.24616,0.26969,0.29141,0.28598,0.26607,0.27331,0.26064,0.2353,0.21539,0.2172,0.19005,0.14661
Wind_NewH_AL,m8,d7,0.11403,0.12308,0.1267,0.12308,0.11946,0.09231,0.06697,0.04525,0.02896,0.04706,0.09774,0.14118,0.18281,0.2172,0.22444,0.21539,0.20634,0.19548,0.18281,0.16833,0.15928,0.15204,0.13937,0.13394
Wind_NewH_AL,m9,d1,0.10136,0.08145,0.08326,0.09774,0.1267,0.15204,0.24073,0.3258,0.34571,0.32399,0.36381,0.37105,0.32399,0.23349,0.13032,0.05611,0.03258,0.03077,0.03439,0.04706,0.06878,0.09593,0.11222,0.12308
Wind_NewH_AL,m9,d2,0.22444,0.22444,0.26969,0.32761,0.39277,0.44164,0.53757,0.65522,0.76925,0.90681,1,1,1,1,1,0.9231,0.84346,0.89414,0.92853,0.95025,0.97921,0.95749,0.89595,0.78192
Wind_NewH_AL,m9,d3,0.09593,0.08326,0.0905,0.10679,0.12851,0.14118,0.15204,0.14842,0.11403,0.05249,0.01086,0.00543,0.05611,0.14118,0.21358,0.20996,0.19186,0.18824,0.17919,0.16833,0.1629,0.17557,0.20815,0.24435
Wind_NewH_AL,m9,d4,0.28779,0.26607,0.2534,0.24616,0.24435,0.24073,0.22806,0.15928,0.10498,0.13937,0.20634,0.31856,0.47784,0.65341,0.80002,0.85432,0.86156,0.82717,0.72038,0.57377,0.45069,0.38553,0.32399,0.29141
Wind_NewH_AL,m9,d5,0.0362,0.02715,0.02715,0.03258,0.04163,0.05068,0.02534,0.01086,0.00724,0.02353,0.10136,0.20815,0.30589,0.33304,0.32399,0.28236,0.24073,0.20453,0.17195,0.15023,0.13213,0.12308,0.1086,0.09593
Wind_NewH_AL,m9,d6,0.6516,0.5068,0.37648,0.26064,0.19186,0.17014,0.1629,0.19367,0.29865,0.48327,0.68056,0.79097,0.84346,0.84708,0.79278,0.67513,0.51404,0.3982,0.31313,0.24435,0.19548,0.16833,0.15385,0.15023
Wind_NewH_AL,m9,d7,0.00905,0.00905,0.00905,0.01448,0.02353,0.0362,0.02715,0.02172,0.04525,0.08326,0.12308,0.14299,0.13213,0.11222,0.09774,0.08507,0.07421,0.04525,0.02353,0.02172,0.02534,0.02896,0.02896,0.0362
Wind_NewH_AL,m10,d1,0.02715,0.02534,0.02534,0.03258,0.04525,0.05973,0.05792,0.03077,0.01991,0.01086,0.01267,0.02172,0.0543,0.10498,0.13937,0.13756,0.11403,0.07421,0.04525,0.03258,0.02715,0.01991,0.01448,0.01448
Wind_NewH_AL,m10,d2,0.0362,0.05249,0.07964,0.12308,0.17195,0.21901,0.24978,0.22444,0.22082,0.21177,0.20272,0.20453,0.20634,0.20634,0.20272,0.21539,0.22082,0.21539,0.20453,0.19186,0.181,0.18281,0.17376,0.16109
Wind_NewH_AL,m10,d3,0.23168,0.13394,0.08326,0.06697,0.08145,0.09955,0.0724,0.03982,0.0181,0.01629,0.03439,0.14842,0.29141,0.44888,0.60997,0.68961,0.73486,0.72581,0.64798,0.53938,0.45974,0.40725,0.39277,0.36381
Wind_NewH_AL,m10,d4,0.04706,0.06878,0.10136,0.15385,0.21901,0.27693,0.27512,0.27512,0.37286,0.42535,0.45431,0.43983,0.42173,0.40725,0.36562,0.30227,0.28236,0.31494,0.36562,0.37286,0.34571,0.31675,0.29141,0.26426
Wind_NewH_AL,m10,d5,0.02172,0.02534,0.03258,0.04344,0.05611,0.06697,0.0724,0.04887,0.02534,0.00724,0.00543,0.01629,0.01991,0.02715,0.04163,0.06516,0.06335,0.05611,0.0543,0.05792,0.05973,0.0543,0.04163,0.03258
Wind_NewH_AL,m10,d6,0.09955,0.09774,0.09593,0.09955,0.11222,0.13032,0.14299,0.1086,0.0724,0.04525,0.02353,0.02534,0.03982,0.06878,0.15566,0.15928,0.07602,0.03439,0.05792,0.07964,0.07964,0.06878,0.0724,0.08688
Wind_NewH_AL,m10,d7,0.08869,0.09412,0.0905,0.07964,0.06516,0.05068,0.04525,0.02715,0.02534,0.02534,0.02534,0.03439,0.04706,0.05611,0.05792,0.05249,0.03801,0.02353,0.01086,0.00724,0.00905,0.01267,0.01991,0.02715
Wind_NewH_AL,m11,d1,0.33485,0.2534,0.19367,0.1448,0.1086,0.08688,0.08869,0.10498,0.15747,0.19367,0.2172,0.2353,0.22082,0.1991,0.14118,0.12308,0.14299,0.18281,0.22263,0.26969,0.33485,0.41087,0.49594,0.55929
Wind_NewH_AL,m11,d2,1,0.98283,0.84346,0.72038,0.58282,0.43983,0.35657,0.32942,0.36019,0.38734,0.41811,0.43259,0.40363,0.34028,0.26788,0.22263,0.21539,0.25702,0.33304,0.42173,0.51223,0.60997,0.6516,0.64436
Wind_NewH_AL,m11,d3,0.3982,0.32761,0.26607,0.21539,0.22806,0.2896,0.39458,0.55929,0.78192,0.96292,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wind_NewH_AL,m11,d4,1,0.95206,0.91767,0.89595,0.90681,0.88509,0.70228,0.50499,0.52309,0.62988,0.78192,0.93396,1,1,1,1,1,1,1,1,1,0.90862,0.71495,0.54662
Wind_NewH_AL,m11,d5,0.92129,0.94663,0.94482,0.93396,0.90138,0.88871,0.88509,0.85794,0.94663,1,1,1,1,1,0.95387,0.97921,1,1,1,1,1,1,1,0.93939
Wind_NewH_AL,m11,d6,1,1,1,0.87061,0.61721,0.42716,0.21177,0.15204,0.10498,0.11041,0.181,0.34933,0.41087,0.42173,0.40363,0.362,0.30227,0.26969,0.25159,0.24073,0.22082,0.20091,0.17376,0.14299
Wind_NewH_AL,m11,d7,0.12308,0.11584,0.11041,0.10498,0.1086,0.10679,0.09412,0.06335,0.03077,0.01267,0.01086,0.01991,0.05068,0.07964,0.11765,0.12851,0.11222,0.08326,0.0543,0.03801,0.02715,0.01991,0.01991,0.03077
Wind_NewH_AL,m12,d1,0.0905,0.07602,0.05792,0.04887,0.0543,0.05792,0.06697,0.0724,0.07421,0.09412,0.13756,0.17919,0.22263,0.24435,0.24797,0.23892,0.24797,0.30046,0.35476,0.3982,0.41268,0.41087,0.38915,0.36019
Wind_NewH_AL,m12,d2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8688,0.79278,0.89052,1,1,1,1,1,1,1
Wind_NewH_AL,m12,d3,0.60092,0.58825,0.56834,0.52309,0.48146,0.44345,0.40363,0.35838,0.32399,0.28236,0.24254,0.19367,0.13032,0.06335,0.0181,0.01448,0.01267,0.01086,0.02715,0.06335,0.11403,0.1629,0.17738,0.19005
Wind_NewH_AL,m12,d4,0.13032,0.17738,0.23711,0.27693,0.27331,0.22987,0.17557,0.15566,0.1629,0.15023,0.1267,0.11403,0.13756,0.16652,0.17919,0.17376,0.15385,0.13394,0.12308,0.12308,0.11222,0.08869,0.05973,0.04525
Wind_NewH_AL,m12,d5,0.51947,0.51404,0.51042,0.50861,0.52671,0.56291,0.60997,0.67151,0.71133,0.65522,0.58463,0.5792,0.60997,0.62083,0.63169,0.70228,0.76925,0.8326,0.8688,0.94482,1,1,1,1
Wind_NewH_AL,m12,d6,0.32399,0.31675,0.34028,0.30227,0.2534,0.20996,0.16833,0.12489,0.10679,0.15023,0.25883,0.37829,0.45793,0.50861,0.5792,0.67513,0.71495,0.71133,0.69685,0.64255,0.55205,0.43621,0.36562,0.34933
Wind_NewH_AL,m12,d7,1,1,1,1,1,0.9774,0.9412,0.89052,0.87061,0.85432,0.78011,0.71857,0.6878,0.66427,0.70771,0.83079,0.94301,0.92853,0.86156,0.72038,0.57739,0.47422,0.45612,0.45069
Wind_NewL_AL,m1,d1,0.02175,0.02175,0.02436,0.02958,0.04959,0.08352,0.12267,0.15225,0.17748,0.22098,0.25404,0.28101,0.30972,0.34017,0.34974,0.38454,0.45675,0.53244,0.609,0.66555,0.72384,0.76473,0.78648,0.74124
Wind_NewL_AL,m1,d2,0.11223,0.0957,0.06786,0.04698,0.04089,0.03045,0.02088,0.02088,0.0261,0.02349,0.02349,0.03132,0.05742,0.09744,0.13659,0.16095,0.17922,0.2001,0.21837,0.21489,0.18879,0.15834,0.13485,0.10701
Wind_NewL_AL,m1,d3,0.12441,0.10614,0.0957,0.09918,0.1044,0.09918,0.09135,0.07221,0.03045,0.04698,0.05046,0.04785,0.03567,0.02088,0.01392,0.0087,0.00957,0.01392,0.01914,0.03654,0.07308,0.15312,0.26535,0.38454
Wind_NewL_AL,m1,d4,0.48546,0.53244,0.53331,0.48372,0.41673,0.36627,0.3567,0.34887,0.3915,0.47763,0.55854,0.59421,0.59508,0.57942,0.53505,0.49764,0.48024,0.42717,0.33582,0.23229,0.174,0.15225,0.16008,0.15747
Wind_NewL_AL,m1,d5,0.0261,0.02349,0.0174,0.01479,0.02088,0.02175,0.02697,0.03045,0.03306,0.04263,0.06786,0.09483,0.12093,0.14268,0.16965,0.18879,0.20184,0.21837,0.2349,0.24882,0.25752,0.27405,0.28536,0.28536
Wind_NewL_AL,m1,d6,0.17487,0.17313,0.17661,0.15834,0.16095,0.18966,0.19836,0.19401,0.17835,0.14529,0.10353,0.08178,0.07482,0.08613,0.10875,0.13137,0.13833,0.12876,0.10266,0.10266,0.09396,0.06351,0.03306,0.02175
Wind_NewL_AL,m1,d7,0.5481,0.55332,0.54288,0.54636,0.57681,0.6264,0.65859,0.67686,0.72036,0.76125,0.78213,0.79779,0.78735,0.76386,0.7308,0.6699,0.61248,0.55332,0.48633,0.41847,0.33408,0.25143,0.18357,0.13833
Wind_NewL_AL,m2,d1,0.261,0.27057,0.29145,0.31929,0.36279,0.40716,0.46719,0.5046,0.57507,0.64293,0.66555,0.6699,0.65772,0.62814,0.60726,0.62031,0.63771,0.65337,0.67425,0.69774,0.72297,0.74385,0.7656,0.77343
Wind_NewL_AL,m2,d2,0.06786,0.08265,0.09744,0.10005,0.09222,0.08265,0.07569,0.06438,0.05916,0.05046,0.04698,0.05133,0.05742,0.0609,0.05916,0.05394,0.04524,0.03654,0.02697,0.01827,0.01131,0.00957,0.0087,0.0087
Wind_NewL_AL,m2,d3,0.55593,0.46806,0.35148,0.27927,0.24186,0.23838,0.24795,0.24621,0.22968,0.21663,0.18879,0.15573,0.14964,0.13485,0.13485,0.13833,0.14268,0.14442,0.15747,0.18444,0.18444,0.18792,0.21837,0.2436
Wind_NewL_AL,m2,d4,0.53592,0.55767,0.58464,0.64902,0.70818,0.73515,0.72993,0.74037,0.75864,0.7482,0.71253,0.67599,0.65076,0.62205,0.58377,0.55593,0.56028,0.58464,0.58725,0.57507,0.52548,0.48633,0.47676,0.43761
Wind_NewL_AL,m2,d5,0.38889,0.35148,0.34278,0.3219,0.30885,0.32799,0.3393,0.34626,0.36192,0.36279,0.35061,0.35322,0.3828,0.43326,0.47763,0.50025,0.4959,0.48372,0.45936,0.41064,0.38019,0.36366,0.35235,0.34887
Wind_NewL_AL,m2,d6,0.03654,0.03393,0.03306,0.03306,0.03045,0.0261,0.02262,0.01479,0.0087,0.00783,0.00609,0.00435,0.00522,0.00609,0.01131,0.01479,0.00957,0.00348,0.00261,0.00348,0.00522,0.00783,0.01044,0.01305
Wind_NewL_AL,m2,d7,0.12876,0.13659,0.14181,0.13311,0.1218,0.11136,0.09831,0.07569,0.05742,0.04611,0.04959,0.06699,0.10005,0.12963,0.15486,0.17052,0.17313,0.15921,0.14616,0.13659,0.12963,0.12702,0.12093,0.10527
Wind_NewL_AL,m3,d1,0.34887,0.34626,0.33321,0.32973,0.32625,0.31668,0.3045,0.31929,0.31668,0.28014,0.24186,0.21837,0.1914,0.16182,0.13659,0.10962,0.08787,0.07569,0.07395,0.07656,0.07134,0.05829,0.04785,0.03915
Wind_NewL_AL,m3,d2,0.10005,0.11397,0.14094,0.174,0.20619,0.23229,0.23664,0.261,0.30189,0.31755,0.28971,0.2175,0.12702,0.04698,0.04437,0.08178,0.11049,0.13485,0.15312,0.19053,0.24186,0.25578,0.24099,0.22968
Wind_NewL_AL,m3,d3,0.08004,0.06612,0.07482,0.08004,0.09135,0.12093,0.1392,0.14703,0.16704,0.19401,0.20793,0.20358,0.17835,0.14529,0.11745,0.0957,0.08961,0.09657,0.11397,0.12789,0.12702,0.13572,0.12615,0.09744
Wind_NewL_AL,m3,d4,0.01827,0.01914,0.01827,0.01566,0.01305,0.01305,0.01131,0.01305,0.03567,0.05046,0.06525,0.07917,0.08787,0.09831,0.10179,0.09309,0.09309,0.09135,0.08961,0.09483,0.10614,0.12876,0.15399,0.17313
Wind_NewL_AL,m3,d5,0.18444,0.19401,0.20271,0.21663,0.23403,0.2523,0.25317,0.28275,0.32799,0.34713,0.3567,0.36366,0.36105,0.35583,0.348,0.34365,0.35583,0.38019,0.4002,0.41064,0.40977,0.41673,0.42369,0.40629
Wind_NewL_AL,m3,d6,0.08091,0.06177,0.05133,0.0522,0.05481,0.0522,0.04437,0.02697,0.0087,0.02349,0.05742,0.08178,0.10266,0.12615,0.14877,0.14616,0.12876,0.11571,0.11136,0.10701,0.09483,0.08091,0.07569,0.08091
Wind_NewL_AL,m3,d7,0.14529,0.16791,0.19836,0.20706,0.19314,0.16704,0.12267,0.1044,0.10527,0.11658,0.12006,0.10179,0.10875,0.09048,0.06612,0.06873,0.06612,0.06177,0.06351,0.06873,0.07134,0.06699,0.06612,0.07221
