c,f,y,value
SouthSudan,HFO,2036,26.05676956775392
SouthSudan,Battery,2030,16.341506052397733
SouthSudan,Battery,2036,24.782462554828275
Sudan,Diesel,2030,0.0046858711598886
Sudan,Diesel,2036,0.0015478845523333
Sudan,Gas,2024,1419.9088238013294
Sudan,Gas,2030,1403.178490032088
Sudan,Gas,2036,1105.9367553179795
Sudan,Solar,2030,0.0182259979308125
Sudan,Solar,2036,0.0309225900527222
Sudan,Water,2024,11131.016315045128
Sudan,Water,2030,16620.055694818486
Sudan,Water,2036,29959.838773452582
Sudan,HFO,2024,1956.2281534582687
Sudan,HFO,2030,1670.1447252732532
Sudan,HFO,2036,1435.4874314847327
Sudan,Battery,2030,207.60106684815025
Sudan,Battery,2036,400.5598206922229
Sudan,Biomass,2030,1737.4375493800292
Sudan,Biomass,2036,3119.770340059637
Sudan,Coal,2024,3579.5654407326283
Sudan,Coal,2030,3769.3716307148416
Sudan,Coal,2036,3003.570488287186
Sudan,LFO,2024,2031.8966670703592
Sudan,LFO,2030,4166.531462554033
Sudan,LFO,2036,3821.8899647471776
Tanzania,Diesel,2024,0.0271036295148825
Tanzania,Diesel,2030,0.0063131272693249
Tanzania,Diesel,2036,0.0078522806720926
Tanzania,Gas,2024,4042.407735739334
Tanzania,Gas,2030,1104.1967999387946
Tanzania,Gas,2036,1815.8863357685773
Tanzania,Solar,2030,3.7246198821894687
Tanzania,Solar,2036,3.720603600115989
Tanzania,Water,2024,4001.619607642951
Tanzania,Water,2030,22758.01768126027
Tanzania,Water,2036,46022.07266175629
Tanzania,HFO,2024,0.0067260844811465
Tanzania,HFO,2030,0.0021653160205258
Tanzania,HFO,2036,0.0031593879223272
Tanzania,Battery,2030,0.0238459880176264
Tanzania,Battery,2036,0.0942641831665074
Tanzania,Geothermal,2030,0.0131574795677756
Tanzania,Geothermal,2036,0.0157119186328551
Tanzania,Biomass,2024,109.761722292586
Tanzania,Biomass,2030,610.9676262619892
Tanzania,Biomass,2036,610.9641247902605
Tanzania,Coal,2030,0.044722656346962
Tanzania,Coal,2036,0.0560090544532288
Uganda,Diesel,2030,0.000633652345627
Uganda,Diesel,2036,0.0009011136569331
Uganda,Gas,2030,0.3870972252456827
Uganda,Gas,2036,0.2199576832191212
Uganda,Solar,2024,108.98583750531664
Uganda,Solar,2030,130.79324841193736
Uganda,Solar,2036,130.78610674663165
Uganda,Water,2024,7789.382206046183
Uganda,Water,2030,8058.050862549392
Uganda,Water,2036,12552.73539687289
Uganda,HFO,2024,0.0150076552577593
Uganda,HFO,2030,0.0040035846586493
Uganda,HFO,2036,0.0054548535261297
Uganda,Battery,2030,0.0473422172351266
Uganda,Battery,2036,0.1391235238410909
Uganda,Geothermal,2030,85.88578534085948
Uganda,Geothermal,2036,85.87592193358208
Uganda,Biomass,2024,475.77768701640406
Uganda,Biomass,2030,1984.5147226529796
Uganda,Biomass,2036,1891.8429806872016
