c,f,y,value
Djibouti,Diesel,2030,2.04656653012818e-05
Djibouti,Diesel,2036,3.376458846772812e-05
Djibouti,Gas,2030,0.1682977907626664
Djibouti,Gas,2036,0.3382821009957037
Djibouti,Solar,2030,0.0369567608769179
Djibouti,Solar,2036,0.2060707206434493
Djibouti,HFO,2024,0.0882981790983793
Djibouti,HFO,2030,0.0145910965786919
Djibouti,HFO,2036,0.0661251342782027
Djibouti,Battery,2030,0.3094335882946665
Djibouti,Battery,2036,0.0390696178931694
Djibouti,Geothermal,2024,0.5179671054532513
Djibouti,Geothermal,2030,0.2601014736121522
Djibouti,Geothermal,2036,0.5089250355618095
Djibouti,Biomass,2030,0.3012599175347733
Djibouti,Biomass,2036,0.845497582660981
DRC,Diesel,2030,0.0160653381305936
DRC,Diesel,2036,0.0137353432711858
DRC,Solar,2030,0.4523517004847813
DRC,Solar,2036,0.3302391859471041
DRC,Water,2024,0.6518808536994674
DRC,Water,2030,0.6594952356964224
DRC,Water,2036,0.6617876287404502
DRC,HFO,2030,0.0210821465257333
DRC,HFO,2036,0.0173153616419756
DRC,Battery,2030,0.075750765786675
DRC,Battery,2036,0.0418087866445228
DRC,Biomass,2030,0.8500107492490577
DRC,Biomass,2036,0.8500104984121776
Egypt,Diesel,2030,0.0520539772314074
Egypt,Diesel,2036,0.018637338544847
Egypt,Gas,2024,0.4759867972940852
Egypt,Gas,2030,0.5841147471167166
Egypt,Gas,2036,0.583450303013595
Egypt,Solar,2024,0.1803537846185505
Egypt,Solar,2030,0.1803543929515315
Egypt,Solar,2036,0.1803543151300707
Egypt,Water,2024,0.5632214955971114
Egypt,Water,2030,0.5632216505836392
Egypt,Water,2036,0.7753980383901117
Egypt,HFO,2024,2.901297234093806e-06
Egypt,HFO,2030,1.1938548667086418e-06
Egypt,HFO,2036,1.8800913058500887e-06
Egypt,Battery,2030,0.2422329320725141
Egypt,Battery,2036,0.0612097812275564
Egypt,Uranium,2030,0.9400003192712746
Egypt,Uranium,2036,0.9450003160381356
Egypt,Biomass,2030,0.961435378681918
Egypt,Biomass,2036,0.8500020606582055
Ethiopia,Diesel,2024,1.2608544791030154e-05
Ethiopia,Diesel,2030,3.230624527114328e-06
Ethiopia,Diesel,2036,5.528874783961508e-06
Ethiopia,Solar,2024,0.1874390832688653
Ethiopia,Solar,2030,2.179175815543881e-05
Ethiopia,Solar,2036,0.2494052655593201
Ethiopia,Water,2024,0.5908704930185094
Ethiopia,Water,2030,0.4268928665575893
Ethiopia,Water,2036,0.6186261957376897
Ethiopia,HFO,2030,0.0554150405197096
Ethiopia,HFO,2036,0.0461125221671197
Ethiopia,Battery,2030,0.4305422386631768
Ethiopia,Battery,2036,0.3397551335571366
Ethiopia,Geothermal,2024,0.2352008078686847
Ethiopia,Geothermal,2030,0.2062021434820652
Ethiopia,Geothermal,2036,0.5592331696076951
Ethiopia,Biomass,2024,0.474292681923842
Ethiopia,Biomass,2030,5.422537943462236e-05
Ethiopia,Biomass,2036,0.6010503003179993
Libya,Diesel,2030,0.0275403351642704
Libya,Diesel,2036,0.0192473735341017
Libya,Gas,2024,0.5014868775614671
Libya,Gas,2030,0.4147264837885692
Libya,Gas,2036,0.4211670748084036
Libya,Solar,2024,0.4149640169989816
Libya,Solar,2030,0.4150325709874702
Libya,Solar,2036,0.4149361291333773
Libya,HFO,2030,0.0354619601814466
Libya,HFO,2036,0.0242062442139708
Libya,Battery,2030,0.1147883264705474
Libya,Battery,2036,0.0695828393322298
Rwanda,Diesel,2024,1.979397154591433e-05
Rwanda,Diesel,2030,6.048383808981804e-06
Rwanda,Diesel,2036,7.078493668587868e-06
Rwanda,Gas,2024,0.0184194384305052
Rwanda,Gas,2030,0.0917164499467069
Rwanda,Gas,2036,0.0157240878024272
Rwanda,Solar,2024,0.222583855501555
Rwanda,Solar,2030,0.2227619384391011
Rwanda,Solar,2036,0.2227127362255795
Rwanda,Water,2024,0.5836941717211405
Rwanda,Water,2030,0.5885269084837979
Rwanda,Water,2036,0.8517347706812038
Rwanda,Peat,2024,4.685728002463388e-05
Rwanda,Peat,2030,0.3623379098350608
Rwanda,Peat,2036,0.1824487207880208
Rwanda,HFO,2024,3.4705366347191895e-05
Rwanda,HFO,2030,1.2940359281258491e-05
Rwanda,HFO,2036,1.772145084298852e-05
Rwanda,Battery,2030,0.0745626252811482
Rwanda,Battery,2036,0.0376544375868308
Rwanda,Biomass,2030,0.8500254838672642
Rwanda,Biomass,2036,0.8500250559277333
Rwanda,Methane,2024,0.3156056025913247
Rwanda,Methane,2030,0.1459354659060246
Rwanda,Methane,2036,0.1135974052195233
Somalia,Diesel,2030,0.0226078883279729
Somalia,Diesel,2036,0.0478967201179268
Somalia,Gas,2030,0.4470938358910311
Somalia,Gas,2036,0.7368841527714078
Somalia,Solar,2030,0.2809248418289617
Somalia,Solar,2036,0.2294586285746068
Somalia,Water,2030,0.8627993564767628
Somalia,Water,2036,0.9468621620030284
Somalia,HFO,2030,0.0205380465646507
Somalia,HFO,2036,0.2387618834502573
Somalia,Battery,2030,0.2713775076371577
Somalia,Battery,2036,0.0492132947823347
SouthSudan,Diesel,2024,0.8407138671975216
SouthSudan,Diesel,2030,0.0319296718150503
SouthSudan,Diesel,2036,0.0098719122372923
SouthSudan,Solar,2030,0.2301142753691452
SouthSudan,Solar,2036,0.2300508848346454
SouthSudan,Water,2030,0.8051416487523899
SouthSudan,Water,2036,0.7714629910754597
SouthSudan,HFO,2030,0.4137383987545842
SouthSudan,HFO,2036,0.0422879188871557
SouthSudan,Battery,2030,0.0201730812997008
SouthSudan,Battery,2036,0.0141899454315362
Sudan,Diesel,2030,0.0324930279247681
Sudan,Diesel,2036,0.0110280106645533
Sudan,Gas,2024,0.7645756999016378
Sudan,Gas,2030,0.7555669477643274
Sudan,Gas,2036,0.5955117360848946
Sudan,Solar,2030,0.2806318943499143
Sudan,Solar,2036,0.2318302319741391
Sudan,Water,2024,0.7710339580732373
Sudan,Water,2030,0.7782053840933665
Sudan,Water,2036,0.8660466208703053
Sudan,HFO,2024,0.2949983040266898
Sudan,HFO,2030,0.2123024984715663
Sudan,HFO,2036,0.3554341186915862
Sudan,Battery,2030,0.0273192762447412
Sudan,Battery,2036,0.0294264563329284
Sudan,Biomass,2030,0.8000027385881519
Sudan,Biomass,2036,0.718249676750857
Sudan,Coal,2024,0.8513045663842818
Sudan,Coal,2030,0.8605871303001921
Sudan,Coal,2036,0.6857466868235584
Sudan,LFO,2024,0.5064447037622278
Sudan,LFO,2030,0.2607541676954608
Sudan,LFO,2036,0.1425877216942649
Tanzania,Diesel,2024,7.145546499120114e-05
Tanzania,Diesel,2030,1.590847806537835e-05
Tanzania,Diesel,2036,2.402743219427818e-05
Tanzania,Gas,2024,0.3538819557437717
Tanzania,Gas,2030,0.0966564083182289
Tanzania,Gas,2036,0.1088540485488394
Tanzania,Solar,2030,0.2414541086505343
Tanzania,Solar,2036,0.2404110408750278
Tanzania,Water,2024,0.5853958192876496
Tanzania,Water,2030,0.5717886443640469
Tanzania,Water,2036,0.7270297031782563
Tanzania,HFO,2024,1.2187585129279095e-05
Tanzania,HFO,2030,3.923419194844745e-06
Tanzania,HFO,2036,5.724018854365923e-06
Tanzania,Battery,2030,0.2490520534535578
Tanzania,Battery,2036,0.0849918331864809
Tanzania,Geothermal,2030,1.4265176425985626
Tanzania,Geothermal,2036,1.1727773625160562
Tanzania,Biomass,2024,0.626493848701975
Tanzania,Biomass,2030,0.6457202674416291
Tanzania,Biomass,2036,0.6457186499062583
Tanzania,Coal,2030,1.2890569213109853
Tanzania,Coal,2036,0.375444428201424
Uganda,Diesel,2030,0.0161344989415184
Uganda,Diesel,2036,0.0136671960751259
Uganda,Gas,2030,0.2454046459093689
Uganda,Gas,2036,0.1016457469711208
Uganda,Solar,2024,0.2488261130258371
Uganda,Solar,2030,0.2488351678046923
Uganda,Solar,2036,0.2488212216151558
Uganda,Water,2024,0.5136018494592169
Uganda,Water,2030,0.5185574141197241
Uganda,Water,2036,0.6251548939561079
Uganda,HFO,2024,1.713202654995355e-05
Uganda,HFO,2030,4.570040697690704e-06
Uganda,HFO,2036,6.226390490207563e-06
Uganda,Battery,2030,0.0781727674055097
Uganda,Battery,2036,0.0428275052089032
Uganda,Geothermal,2030,0.9800871050614068
Uganda,Geothermal,2036,0.9800778514599836
Uganda,Biomass,2024,0.5657482584285165
Uganda,Biomass,2030,0.7078912130232211
Uganda,Biomass,2036,0.6748382250414047
