c,f,y,value
Djibouti,Biomass,2036,0.0332433465057033
DRC,Diesel,2030,5.94900284642594e-07
DRC,Diesel,2036,8.361632965776128e-07
DRC,Solar,2030,5.44409717831633e-06
DRC,Solar,2036,5.442810836417199e-06
DRC,Water,2024,0.9999999815293952
DRC,Water,2030,0.584976598316903
DRC,Water,2036,0.5874190721181419
DRC,HFO,2030,9.973590959811845e-07
DRC,HFO,2036,1.376687031769234e-06
DRC,Battery,2030,4.545952119554695e-05
DRC,Battery,2036,0.0001957102129213
DRC,Biomass,2030,0.414970896444529
DRC,Biomass,2036,0.4123775527053699
Egypt,Diesel,2030,2.533688974558493e-09
Egypt,Diesel,2036,3.618003109837175e-09
Egypt,Gas,2024,0.916679918303556
Egypt,Gas,2030,0.8575749134849088
Egypt,Gas,2036,0.7256889207808975
Egypt,Solar,2024,0.0166399127934583
Egypt,Solar,2030,0.0133419650484629
Egypt,Solar,2036,0.0114094629233312
Egypt,Water,2024,0.0666800509639132
Egypt,Water,2030,0.0534641768486281
Egypt,Water,2036,0.125175778553496
Egypt,HFO,2024,1.1789135015171893e-07
Egypt,HFO,2030,1.4886280201288364e-08
Egypt,HFO,2036,2.0047678482095563e-08
Egypt,Battery,2030,8.809841220251284e-08
Egypt,Battery,2036,2.3546847625004599e-07
Egypt,Uranium,2030,0.075618649473223
Egypt,Uranium,2036,0.1300185407793662
Egypt,Biomass,2030,1.8958813227083915e-07
Egypt,Biomass,2036,0.0077070377960298
Ethiopia,Diesel,2024,4.234687939553985e-07
Ethiopia,Diesel,2030,1.1429111457607757e-07
Ethiopia,Diesel,2036,5.6909733256886864e-08
Ethiopia,Solar,2024,0.0729345879442019
Ethiopia,Solar,2030,4.465807452608098e-06
Ethiopia,Solar,2036,0.0297416363283542
Ethiopia,Water,2024,0.901977907397968
Ethiopia,Water,2030,0.9730799640897796
Ethiopia,Water,2036,0.904779333668996
Ethiopia,HFO,2030,2.0257927698774363e-08
Ethiopia,HFO,2036,1.8899551704199733e-08
Ethiopia,Battery,2030,1.1895682941082072e-06
Ethiopia,Battery,2036,8.230088630522491e-07
Ethiopia,Geothermal,2024,0.0202302242976623
Ethiopia,Geothermal,2030,0.0269106781090206
Ethiopia,Geothermal,2036,0.0424677297982813
Ethiopia,Biomass,2024,0.0048568564238124
Ethiopia,Biomass,2030,3.5676301629929398e-06
Ethiopia,Biomass,2036,0.0230104012429343
Libya,Diesel,2030,1.41240540941269e-08
Libya,Diesel,2036,1.5663071526323872e-08
Libya,Gas,2024,0.9985226278048478
Libya,Gas,2030,0.998972426840644
Libya,Gas,2036,0.9992387327660808
Libya,Solar,2024,0.0014773719242052
Libya,Solar,2030,0.0010269364034772
Libya,Solar,2036,0.0007601240824128
Libya,HFO,2030,2.2418134072020564e-08
Libya,HFO,2036,2.518312876197308e-08
Libya,Battery,2030,6.000256629593303e-07
Libya,Battery,2036,1.102166581784276e-06
Rwanda,Diesel,2024,8.988855563677389e-06
Rwanda,Diesel,2030,1.5037057482384603e-06
Rwanda,Diesel,2036,5.416052637628085e-07
Rwanda,Gas,2024,0.00682685584569
Rwanda,Gas,2030,0.0187810969761922
Rwanda,Gas,2036,0.0012567392844598
Rwanda,Solar,2024,0.0327179915628238
Rwanda,Solar,2030,0.0179742605561895
Rwanda,Solar,2036,0.0068341724683311
Rwanda,Water,2024,0.9603653539384608
Rwanda,Water,2030,0.5379644635786159
Rwanda,Water,2036,0.8811450053257104
Rwanda,Peat,2024,4.7597469536373e-05
Rwanda,Peat,2030,0.2844390155706447
Rwanda,Peat,2036,0.0558268773747171
Rwanda,HFO,2024,8.294963753717914e-06
Rwanda,HFO,2030,1.6935136892270412e-06
Rwanda,HFO,2036,9.041794099643582e-07
Rwanda,Battery,2030,3.6161218474209855e-05
Rwanda,Battery,2036,5.531883748573724e-05
Rwanda,Biomass,2030,0.1407960544813823
Rwanda,Biomass,2036,0.0548787671766057
Rwanda,Methane,2024,2.490372199220669e-05
Rwanda,Methane,2030,5.742931396061294e-06
Rwanda,Methane,2036,1.6708372479269438e-06
Somalia,Diesel,2030,5.512049019728235e-06
Somalia,Diesel,2036,4.203855258988358e-06
Somalia,Gas,2030,0.8660139203168633
Somalia,Gas,2036,0.753412031189844
Somalia,Solar,2030,1.8324312772486306e-05
Somalia,Solar,2036,0.1138883958926078
Somalia,Water,2030,2.0718825554343583e-05
Somalia,Water,2036,0.0726210125938152
Somalia,HFO,2030,3.881846141714827e-06
Somalia,HFO,2036,0.0224453274860368
Somalia,Battery,2030,0.1339376301611163
Somalia,Battery,2036,0.0376290264813954
SouthSudan,Diesel,2024,0.999999985078713
SouthSudan,Diesel,2030,0.0059302923499832
SouthSudan,Diesel,2036,0.0013609462145645
SouthSudan,Solar,2030,0.0093961976102398
SouthSudan,Solar,2036,0.0069723810709539
SouthSudan,Water,2030,0.9214953237069552
SouthSudan,Water,2036,0.9828782334953572
SouthSudan,HFO,2030,0.0593724059960252
SouthSudan,HFO,2036,0.0045043617102075
SouthSudan,Battery,2030,0.0038057780078935
SouthSudan,Battery,2036,0.0042840757802443
Sudan,Diesel,2030,1.584437927866358e-07
Sudan,Diesel,2036,3.612578345150325e-08
Sudan,Gas,2024,0.0705768659948615
Sudan,Gas,2030,0.047445803422942
Sudan,Gas,2036,0.0258112477919933
Sudan,Solar,2030,6.162773454377178e-07
Sudan,Solar,2036,7.216964536019588e-07
Sudan,Water,2024,0.5532695013123436
Sudan,Water,2030,0.5619754728114975
Sudan,Water,2036,0.6992269844286129
Sudan,HFO,2024,0.0972347307993893
Sudan,HFO,2030,0.0564727573049998
Sudan,HFO,2036,0.0335025684047289
Sudan,Battery,2030,0.007019633979598
Sudan,Battery,2036,0.0093485895442825
Sudan,Biomass,2030,0.0587481357597192
Sudan,Biomass,2036,0.0728117271753375
Sudan,Coal,2024,0.1779230512520375
Sudan,Coal,2030,0.1274541098579846
Sudan,Coal,2036,0.0700997609140938
Sudan,LFO,2024,0.1009958501443157
Sudan,LFO,2030,0.1408833118039894
Sudan,LFO,2036,0.0891983636853257
Tanzania,Diesel,2024,3.324039512431613e-06
Tanzania,Diesel,2030,2.5792082600277573e-07
Tanzania,Diesel,2036,1.6206034144853756e-07
Tanzania,Gas,2024,0.4957684000062969
Tanzania,Gas,2030,0.0451116124481817
Tanzania,Gas,2036,0.0374774122188837
Tanzania,Solar,2030,0.0001521681720608
Tanzania,Solar,2036,7.678817339940616e-05
Tanzania,Water,2024,0.4907660681467926
Tanzania,Water,2030,0.9297716437710994
Tanzania,Water,2036,0.9498326818908744
Tanzania,HFO,2024,8.248995053229906e-07
Tanzania,HFO,2030,8.846330396104542e-08
Tanzania,HFO,2036,6.520544881698537e-08
Tanzania,Battery,2030,9.7422032916123e-07
Tanzania,Battery,2036,1.945483910760476e-06
Tanzania,Geothermal,2030,5.37544683238773e-07
Tanzania,Geothermal,2036,3.242725272800976e-07
Tanzania,Biomass,2024,0.0134613816814741
Tanzania,Biomass,2030,0.0249608899209308
Tanzania,Biomass,2036,0.0126094645378906
Tanzania,Coal,2030,1.827130037769716e-06
Tanzania,Coal,2036,1.1559503369714632e-06
Uganda,Diesel,2030,6.17613918525654e-08
Uganda,Diesel,2036,6.146077489344765e-08
Uganda,Gas,2030,3.772993752556793e-05
Uganda,Gas,2036,1.5002291387330891e-05
Uganda,Solar,2024,0.0130145385050605
Uganda,Solar,2030,0.0127482729647996
Uganda,Solar,2036,0.00892031255336
Uganda,Water,2024,0.9301686987199216
Uganda,Water,2030,0.7854092868500306
Uganda,Water,2036,0.8561637464800268
Uganda,HFO,2024,1.7921384254468307e-06
Uganda,HFO,2030,3.902249595131826e-07
Uganda,HFO,2036,3.7205020927904353e-07
Uganda,Battery,2030,4.614393444617216e-06
Uganda,Battery,2036,9.488969027815624e-06
Uganda,Geothermal,2030,0.0083711923101187
Uganda,Geothermal,2036,0.0058571975534032
Uganda,Biomass,2024,0.0568149694424429
Uganda,Biomass,2030,0.1934284505830406
Uganda,Biomass,2036,0.129033817959757
