g,y,value
NGSC_GENC_DJI,2036,1.0
DSRC_GENC_DJI,2024,1.0
DSRC_GENC_DJI,2030,1.0
DSRC_GENC_DJI,2036,1.0
HFRC_GENC_DJI,2024,1.0
HFRC_GENC_DJI,2030,1.0
HFRC_GENC_DJI,2036,1.0
HYRO_GENC_DJI,2024,0.5
HYRO_GENC_DJI,2030,0.5
HYRO_GENC_DJI,2036,0.5
HYDM_GENC_DJI,2024,1.0
HYDM_GENC_DJI,2030,1.0
HYDM_GENC_DJI,2036,1.0
Batt_GENC_DJI,2024,1.0
Batt_GENC_DJI,2030,1.0
Batt_GENC_DJI,2036,1.0
BMST_GENC_DRE,2024,1.0
BMST_GENC_DRE,2030,1.0
BMST_GENC_DRE,2036,1.0
NGCC_GENC_DRE,2024,1.0
NGCC_GENC_DRE,2030,1.0
NGCC_GENC_DRE,2036,1.0
COSC_GENC_DRE,2024,1.0
COSC_GENC_DRE,2030,1.0
COSC_GENC_DRE,2036,1.0
NGSC_GENC_DRE,2024,1.0
NGSC_GENC_DRE,2030,1.0
NGSC_GENC_DRE,2036,1.0
DSRC_GENC_DRE,2024,1.0
DSRC_GENC_DRE,2030,1.0
DSRC_GENC_DRE,2036,1.0
HFRC_GENC_DRE,2024,1.0
HFRC_GENC_DRE,2030,1.0
HFRC_GENC_DRE,2036,1.0
HYRO_GENC_DRE,2024,0.5
HYRO_GENC_DRE,2030,0.5
HYRO_GENC_DRE,2036,0.5
HYDM_GENC_DRE,2024,1.0
HYDM_GENC_DRE,2030,1.0
HYDM_GENC_DRE,2036,1.0
Batt_GENC_DRE,2024,1.0
Batt_GENC_DRE,2030,1.0
Batt_GENC_DRE,2036,1.0
BMST_GENC_EGY,2024,1.0
BMST_GENC_EGY,2030,1.0
BMST_GENC_EGY,2036,1.0
NGCC_GENC_EGY,2024,1.0
NGCC_GENC_EGY,2030,1.0
NGCC_GENC_EGY,2036,1.0
COSC_GENC_EGY,2024,1.0
COSC_GENC_EGY,2030,1.0
COSC_GENC_EGY,2036,1.0
NGSC_GENC_EGY,2024,1.0
NGSC_GENC_EGY,2030,1.0
NGSC_GENC_EGY,2036,1.0
DSRC_GENC_EGY,2024,1.0
DSRC_GENC_EGY,2030,1.0
DSRC_GENC_EGY,2036,1.0
HFRC_GENC_EGY,2024,1.0
HFRC_GENC_EGY,2030,1.0
HFRC_GENC_EGY,2036,1.0
HYRO_GENC_EGY,2024,0.5
HYRO_GENC_EGY,2030,0.5
HYRO_GENC_EGY,2036,0.5
HYDM_GENC_EGY,2024,1.0
HYDM_GENC_EGY,2030,1.0
HYDM_GENC_EGY,2036,1.0
Batt_GENC_EGY,2024,1.0
Batt_GENC_EGY,2030,1.0
Batt_GENC_EGY,2036,1.0
BMST_GENC_ETH,2024,1.0
BMST_GENC_ETH,2030,1.0
BMST_GENC_ETH,2036,1.0
NGCC_GENC_ETH,2024,1.0
NGCC_GENC_ETH,2030,1.0
NGCC_GENC_ETH,2036,1.0
COSC_GENC_ETH,2024,1.0
COSC_GENC_ETH,2030,1.0
COSC_GENC_ETH,2036,1.0
GOCV_GENC_ETH,2024,1.0
GOCV_GENC_ETH,2030,1.0
GOCV_GENC_ETH,2036,1.0
NGSC_GENC_ETH,2024,1.0
NGSC_GENC_ETH,2030,1.0
NGSC_GENC_ETH,2036,1.0
DSRC_GENC_ETH,2024,1.0
DSRC_GENC_ETH,2030,1.0
DSRC_GENC_ETH,2036,1.0
HFRC_GENC_ETH,2024,1.0
HFRC_GENC_ETH,2030,1.0
HFRC_GENC_ETH,2036,1.0
HYRO_GENC_ETH,2024,0.5
HYRO_GENC_ETH,2030,0.5
HYRO_GENC_ETH,2036,0.5
HYDM_GENC_ETH,2024,1.0
HYDM_GENC_ETH,2030,1.0
HYDM_GENC_ETH,2036,1.0
Batt_GENC_ETH,2024,1.0
Batt_GENC_ETH,2030,1.0
Batt_GENC_ETH,2036,1.0
BMST_GENC_KEN,2024,1.0
BMST_GENC_KEN,2030,1.0
BMST_GENC_KEN,2036,1.0
NGCC_GENC_KEN,2024,1.0
NGCC_GENC_KEN,2030,1.0
NGCC_GENC_KEN,2036,1.0
COSC_GENC_KEN,2024,1.0
COSC_GENC_KEN,2030,1.0
COSC_GENC_KEN,2036,1.0
GOCV_GENC_KEN,2024,1.0
GOCV_GENC_KEN,2030,1.0
GOCV_GENC_KEN,2036,1.0
NGSC_GENC_KEN,2024,1.0
NGSC_GENC_KEN,2030,1.0
NGSC_GENC_KEN,2036,1.0
DSRC_GENC_KEN,2024,1.0
DSRC_GENC_KEN,2030,1.0
DSRC_GENC_KEN,2036,1.0
HFRC_GENC_KEN,2024,1.0
HFRC_GENC_KEN,2030,1.0
HFRC_GENC_KEN,2036,1.0
HYRO_GENC_KEN,2024,0.5
HYRO_GENC_KEN,2030,0.5
HYRO_GENC_KEN,2036,0.5
HYDM_GENC_KEN,2024,1.0
HYDM_GENC_KEN,2030,1.0
HYDM_GENC_KEN,2036,1.0
Batt_GENC_KEN,2024,1.0
Batt_GENC_KEN,2030,1.0
Batt_GENC_KEN,2036,1.0
BMST_GENC_LIB,2024,1.0
BMST_GENC_LIB,2030,1.0
BMST_GENC_LIB,2036,1.0
NGCC_GENC_LIB,2024,1.0
NGCC_GENC_LIB,2030,1.0
NGCC_GENC_LIB,2036,1.0
COSC_GENC_LIB,2024,1.0
COSC_GENC_LIB,2030,1.0
COSC_GENC_LIB,2036,1.0
NGSC_GENC_LIB,2024,1.0
NGSC_GENC_LIB,2030,1.0
NGSC_GENC_LIB,2036,1.0
DSRC_GENC_LIB,2024,1.0
DSRC_GENC_LIB,2030,1.0
DSRC_GENC_LIB,2036,1.0
HFRC_GENC_LIB,2024,1.0
HFRC_GENC_LIB,2030,1.0
HFRC_GENC_LIB,2036,1.0
HYRO_GENC_LIB,2024,0.5
HYRO_GENC_LIB,2030,0.5
HYRO_GENC_LIB,2036,0.5
HYDM_GENC_LIB,2024,1.0
HYDM_GENC_LIB,2030,1.0
HYDM_GENC_LIB,2036,1.0
Batt_GENC_LIB,2024,1.0
Batt_GENC_LIB,2030,1.0
Batt_GENC_LIB,2036,1.0
BMST_GENC_MOG,2024,1.0
BMST_GENC_MOG,2030,1.0
BMST_GENC_MOG,2036,1.0
NGCC_GENC_MOG,2024,1.0
NGCC_GENC_MOG,2030,1.0
NGCC_GENC_MOG,2036,1.0
COSC_GENC_MOG,2024,1.0
COSC_GENC_MOG,2030,1.0
COSC_GENC_MOG,2036,1.0
NGSC_GENC_MOG,2024,1.0
NGSC_GENC_MOG,2030,1.0
NGSC_GENC_MOG,2036,1.0
DSRC_GENC_MOG,2024,1.0
DSRC_GENC_MOG,2030,1.0
DSRC_GENC_MOG,2036,1.0
HFRC_GENC_MOG,2024,1.0
HFRC_GENC_MOG,2030,1.0
HFRC_GENC_MOG,2036,1.0
HYRO_GENC_MOG,2024,0.5
HYRO_GENC_MOG,2030,0.5
HYRO_GENC_MOG,2036,0.5
HYDM_GENC_MOG,2024,1.0
HYDM_GENC_MOG,2030,1.0
HYDM_GENC_MOG,2036,1.0
Batt_GENC_MOG,2024,1.0
Batt_GENC_MOG,2030,1.0
Batt_GENC_MOG,2036,1.0
BMST_GENC_RWA,2024,1.0
BMST_GENC_RWA,2030,1.0
BMST_GENC_RWA,2036,1.0
NGCC_GENC_RWA,2024,1.0
NGCC_GENC_RWA,2030,1.0
NGCC_GENC_RWA,2036,1.0
COSC_GENC_RWA,2024,1.0
COSC_GENC_RWA,2030,1.0
COSC_GENC_RWA,2036,1.0
NGSC_GENC_RWA,2024,1.0
NGSC_GENC_RWA,2030,1.0
NGSC_GENC_RWA,2036,1.0
DSRC_GENC_RWA,2024,1.0
DSRC_GENC_RWA,2030,1.0
DSRC_GENC_RWA,2036,1.0
HFRC_GENC_RWA,2024,1.0
HFRC_GENC_RWA,2030,1.0
HFRC_GENC_RWA,2036,1.0
HYRO_GENC_RWA,2024,0.5
HYRO_GENC_RWA,2030,0.5
HYRO_GENC_RWA,2036,0.5
HYDM_GENC_RWA,2024,1.0
HYDM_GENC_RWA,2030,1.0
HYDM_GENC_RWA,2036,1.0
Batt_GENC_RWA,2024,1.0
Batt_GENC_RWA,2030,1.0
Batt_GENC_RWA,2036,1.0
BMST_GENC_SOM,2024,1.0
BMST_GENC_SOM,2030,1.0
BMST_GENC_SOM,2036,1.0
NGCC_GENC_SOM,2024,1.0
NGCC_GENC_SOM,2030,1.0
NGCC_GENC_SOM,2036,1.0
COSC_GENC_SOM,2024,1.0
COSC_GENC_SOM,2030,1.0
COSC_GENC_SOM,2036,1.0
NGSC_GENC_SOM,2024,1.0
NGSC_GENC_SOM,2030,1.0
NGSC_GENC_SOM,2036,1.0
DSRC_GENC_SOM,2024,1.0
DSRC_GENC_SOM,2030,1.0
DSRC_GENC_SOM,2036,1.0
HFRC_GENC_SOM,2024,1.0
HFRC_GENC_SOM,2030,1.0
HFRC_GENC_SOM,2036,1.0
HYRO_GENC_SOM,2024,0.5
HYRO_GENC_SOM,2030,0.5
HYRO_GENC_SOM,2036,0.5
HYDM_GENC_SOM,2024,1.0
HYDM_GENC_SOM,2030,1.0
HYDM_GENC_SOM,2036,1.0
Batt_GENC_SOM,2024,1.0
Batt_GENC_SOM,2030,1.0
Batt_GENC_SOM,2036,1.0
BMST_GENC_SOR,2024,1.0
BMST_GENC_SOR,2030,1.0
BMST_GENC_SOR,2036,1.0
NGCC_GENC_SOR,2024,1.0
NGCC_GENC_SOR,2030,1.0
NGCC_GENC_SOR,2036,1.0
COSC_GENC_SOR,2024,1.0
COSC_GENC_SOR,2030,1.0
COSC_GENC_SOR,2036,1.0
NGSC_GENC_SOR,2024,1.0
NGSC_GENC_SOR,2030,1.0
NGSC_GENC_SOR,2036,1.0
DSRC_GENC_SOR,2024,1.0
DSRC_GENC_SOR,2030,1.0
DSRC_GENC_SOR,2036,1.0
HFRC_GENC_SOR,2024,1.0
HFRC_GENC_SOR,2030,1.0
HFRC_GENC_SOR,2036,1.0
HYRO_GENC_SOR,2024,0.5
HYRO_GENC_SOR,2030,0.5
HYRO_GENC_SOR,2036,0.5
HYDM_GENC_SOR,2024,1.0
HYDM_GENC_SOR,2030,1.0
HYDM_GENC_SOR,2036,1.0
Batt_GENC_SOR,2024,1.0
Batt_GENC_SOR,2030,1.0
Batt_GENC_SOR,2036,1.0
DSRC_GENC_SOU,2024,1.0
DSRC_GENC_SOU,2030,1.0
DSRC_GENC_SOU,2036,1.0
HFRC_GENC_SOU,2024,1.0
HFRC_GENC_SOU,2030,1.0
HFRC_GENC_SOU,2036,1.0
HYRO_GENC_SOU,2024,0.5
HYRO_GENC_SOU,2030,0.5
HYRO_GENC_SOU,2036,0.5
HYDM_GENC_SOU,2024,1.0
HYDM_GENC_SOU,2030,1.0
HYDM_GENC_SOU,2036,1.0
Batt_GENC_SOU,2024,1.0
Batt_GENC_SOU,2030,1.0
Batt_GENC_SOU,2036,1.0
BMST_GENC_SUD,2024,1.0
BMST_GENC_SUD,2030,1.0
BMST_GENC_SUD,2036,1.0
DSRC_GENC_SUD,2024,1.0
DSRC_GENC_SUD,2030,1.0
DSRC_GENC_SUD,2036,1.0
HFRC_GENC_SUD,2024,1.0
HFRC_GENC_SUD,2030,1.0
HFRC_GENC_SUD,2036,1.0
HYRO_GENC_SUD,2024,0.5
HYRO_GENC_SUD,2030,0.5
HYRO_GENC_SUD,2036,0.5
HYDM_GENC_SUD,2024,1.0
HYDM_GENC_SUD,2030,1.0
HYDM_GENC_SUD,2036,1.0
Batt_GENC_SUD,2024,1.0
Batt_GENC_SUD,2030,1.0
Batt_GENC_SUD,2036,1.0
BMST_GENC_TAN,2024,1.0
BMST_GENC_TAN,2030,1.0
BMST_GENC_TAN,2036,1.0
NGCC_GENC_TAN,2024,1.0
NGCC_GENC_TAN,2030,1.0
NGCC_GENC_TAN,2036,1.0
COSC_GENC_TAN,2024,1.0
COSC_GENC_TAN,2030,1.0
COSC_GENC_TAN,2036,1.0
GOCV_GENC_TAN,2024,1.0
GOCV_GENC_TAN,2030,1.0
GOCV_GENC_TAN,2036,1.0
NGSC_GENC_TAN,2024,1.0
NGSC_GENC_TAN,2030,1.0
NGSC_GENC_TAN,2036,1.0
DSRC_GENC_TAN,2024,1.0
DSRC_GENC_TAN,2030,1.0
DSRC_GENC_TAN,2036,1.0
HFRC_GENC_TAN,2024,1.0
HFRC_GENC_TAN,2030,1.0
HFRC_GENC_TAN,2036,1.0
HYRO_GENC_TAN,2024,0.5
HYRO_GENC_TAN,2030,0.5
HYRO_GENC_TAN,2036,0.5
HYDM_GENC_TAN,2024,1.0
HYDM_GENC_TAN,2030,1.0
HYDM_GENC_TAN,2036,1.0
Batt_GENC_TAN,2024,1.0
Batt_GENC_TAN,2030,1.0
Batt_GENC_TAN,2036,1.0
BMST_GENC_UGA,2024,1.0
BMST_GENC_UGA,2030,1.0
BMST_GENC_UGA,2036,1.0
NGCC_GENC_UGA,2024,1.0
NGCC_GENC_UGA,2030,1.0
NGCC_GENC_UGA,2036,1.0
COSC_GENC_UGA,2024,1.0
COSC_GENC_UGA,2030,1.0
COSC_GENC_UGA,2036,1.0
GOCV_GENC_UGA,2024,1.0
GOCV_GENC_UGA,2030,1.0
GOCV_GENC_UGA,2036,1.0
NGSC_GENC_UGA,2024,1.0
NGSC_GENC_UGA,2030,1.0
NGSC_GENC_UGA,2036,1.0
DSRC_GENC_UGA,2024,1.0
DSRC_GENC_UGA,2030,1.0
DSRC_GENC_UGA,2036,1.0
HFRC_GENC_UGA,2024,1.0
HFRC_GENC_UGA,2030,1.0
HFRC_GENC_UGA,2036,1.0
HYRO_GENC_UGA,2024,0.5
HYRO_GENC_UGA,2030,0.5
HYRO_GENC_UGA,2036,0.5
HYDM_GENC_UGA,2024,1.0
HYDM_GENC_UGA,2030,1.0
HYDM_GENC_UGA,2036,1.0
Batt_GENC_UGA,2024,1.0
Batt_GENC_UGA,2030,1.0
Batt_GENC_UGA,2036,1.0
