z,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
KAZ_S,Q2,d2,0.617835,0.560425,0.523923,0.514536,0.527003,0.546051,0.52997,0.537966,0.563691,0.610486,0.630665,0.632517,0.635605,0.62765,0.625806,0.632145,0.638451,0.643269,0.643779,0.667305,0.708157,0.728774,0.714027,0.674266
KAZ_S,Q2,d3,0.710866,0.658412,0.623826,0.611302,0.608473,0.613033,0.625313,0.655526,0.681025,0.729622,0.758857,0.764435,0.760708,0.750691,0.743366,0.747029,0.749042,0.749931,0.756221,0.779279,0.823478,0.829299,0.80329,0.761905
KAZ_S,Q3,d1,0.674994,0.624788,0.56585,0.552995,0.550813,0.545477,0.536503,0.55348,0.584768,0.654378,0.702401,0.745574,0.81106,0.758913,0.762066,0.774921,0.795052,0.792869,0.774436,0.742663,0.730536,0.750424,0.761824,0.72326
KAZ_S,Q3,d2,0.621561,0.567768,0.532296,0.522106,0.514294,0.514811,0.51715,0.535682,0.565247,0.607689,0.637186,0.651905,0.66219,0.65815,0.657464,0.665426,0.666045,0.669524,0.669045,0.675559,0.705934,0.730897,0.71652,0.67733
KAZ_S,Q3,d3,0.648273,0.59253,0.552332,0.539656,0.529191,0.527318,0.522901,0.53394,0.569029,0.630172,0.668567,0.694758,0.707038,0.708844,0.71329,0.725625,0.726687,0.721887,0.709642,0.700183,0.700799,0.728966,0.739012,0.703898
KAZ_S,Q4,d1,0.770798,0.737812,0.705312,0.699491,0.700461,0.686878,0.692942,0.758671,0.804996,0.840893,0.895222,0.902741,0.874848,0.877031,0.875576,0.888188,0.889886,0.895464,0.936697,0.949309,0.944215,0.908804,0.876304,0.829008
KAZ_S,Q4,d2,0.683483,0.63183,0.600283,0.596006,0.584809,0.590007,0.601019,0.63761,0.666012,0.702684,0.727747,0.732622,0.736131,0.723664,0.716186,0.728992,0.734069,0.739745,0.755348,0.812022,0.827472,0.814027,0.783911,0.742906
KAZ_S,Q4,d3,0.746398,0.688964,0.656504,0.649842,0.642962,0.64943,0.66011,0.702021,0.745485,0.790783,0.817892,0.827884,0.822815,0.812216,0.807357,0.81241,0.819775,0.840521,0.874501,0.904398,0.894203,0.875115,0.843795,0.802239
KGZ_N,Q1,d1,0.769011,0.750475,0.747148,0.74192,0.750475,0.845057,0.903042,0.937262,0.965304,0.94249,0.95865,0.940589,0.935837,0.93251,0.922053,0.944867,0.993821,1,0.994297,0.984791,0.956274,0.913023,0.888308,0.817966
KGZ_N,Q1,d2,0.618076,0.602327,0.596656,0.599561,0.613237,0.660182,0.713911,0.742622,0.772457,0.775795,0.753543,0.738075,0.726959,0.721461,0.730643,0.750627,0.783853,0.820051,0.81412,0.800402,0.776994,0.738701,0.688267,0.645686
KGZ_N,Q1,d3,0.690505,0.673902,0.669328,0.668589,0.682245,0.739554,0.802144,0.833038,0.864237,0.870575,0.858164,0.844402,0.837558,0.829806,0.832805,0.855059,0.896103,0.908312,0.894054,0.878602,0.857805,0.821768,0.770902,0.729373
KGZ_N,Q2,d1,0.564639,0.538023,0.537548,0.535646,0.569392,0.64211,0.681559,0.726711,0.745722,0.752376,0.750951,0.744772,0.721008,0.731464,0.73289,0.749525,0.776141,0.784221,0.796103,0.784696,0.753327,0.727662,0.639259,0.609316
KGZ_N,Q2,d2,0.337452,0.324842,0.368805,0.349651,0.331195,0.365859,0.403834,0.431401,0.451125,0.454373,0.455783,0.45084,0.448416,0.442094,0.443172,0.45968,0.486011,0.525048,0.555434,0.54897,0.52565,0.472433,0.410821,0.364797
KGZ_N,Q2,d3,0.555387,0.538561,0.533682,0.535044,0.556907,0.62199,0.653897,0.68826,0.702361,0.700475,0.692047,0.684173,0.676663,0.666952,0.668314,0.681543,0.697323,0.728042,0.768584,0.751901,0.72717,0.686264,0.626109,0.582811
KGZ_N,Q3,d1,0.295627,0.285646,0.281369,0.279943,0.287072,0.340779,0.371198,0.427281,0.461027,0.49097,0.495247,0.489544,0.5,0.507129,0.493821,0.498099,0.489544,0.488593,0.500951,0.51616,0.525665,0.494297,0.43346,0.373574
KGZ_N,Q3,d2,0.283439,0.268561,0.261438,0.264027,0.281569,0.331712,0.374406,0.408051,0.431309,0.441859,0.445893,0.44229,0.442084,0.439439,0.436912,0.443235,0.452228,0.461452,0.494697,0.506473,0.477205,0.420896,0.359147,0.313244
KGZ_N,Q3,d3,0.300974,0.280381,0.271876,0.276785,0.282632,0.319298,0.371861,0.41745,0.448657,0.462871,0.470795,0.468412,0.471639,0.466861,0.462365,0.464879,0.462477,0.46613,0.470889,0.506404,0.495747,0.446974,0.381548,0.331443
KGZ_N,Q4,d1,0.669202,0.637833,0.632605,0.619772,0.647338,0.712452,0.763783,0.798954,0.81749,0.8327,0.831274,0.820342,0.823194,0.778517,0.827947,0.842681,0.875475,0.875475,0.869772,0.843156,0.820817,0.770913,0.708175,0.673004
KGZ_N,Q4,d2,0.414829,0.398527,0.390605,0.391999,0.411534,0.476188,0.51448,0.532224,0.546467,0.544645,0.541477,0.530466,0.530545,0.529468,0.528612,0.549778,0.579626,0.660963,0.659902,0.648574,0.609316,0.555846,0.494914,0.451505
KGZ_N,Q4,d3,0.57115,0.550792,0.54398,0.54718,0.56608,0.632969,0.666841,0.700444,0.719867,0.722703,0.71551,0.704103,0.702202,0.695754,0.704278,0.726521,0.787136,0.803897,0.795421,0.777075,0.745659,0.704468,0.653676,0.607304
KGZ_S,Q1,d1,0.809037,0.814152,0.803069,0.787724,0.839727,0.927536,0.97613,0.969309,0.942882,0.8815,0.88491,0.84399,0.820119,0.818414,0.838022,0.88491,0.976982,1,0.984655,0.971014,0.961637,0.913896,0.868713,0.818414
KGZ_S,Q1,d2,0.665872,0.659091,0.656243,0.67029,0.694141,0.757266,0.80768,0.798206,0.776021,0.749438,0.726769,0.694625,0.685383,0.68734,0.690847,0.725897,0.788421,0.851701,0.853987,0.844552,0.823956,0.777164,0.723301,0.677691
KGZ_S,Q1,d3,0.729506,0.720261,0.720148,0.735209,0.76266,0.827148,0.888036,0.879189,0.856001,0.825026,0.803296,0.787004,0.775637,0.769366,0.776906,0.812485,0.889704,0.930681,0.920602,0.905769,0.883546,0.845581,0.795794,0.754741
KGZ_S,Q2,d1,0.546462,0.561807,0.587383,0.592498,0.610401,0.716965,0.748508,0.724638,0.700767,0.699915,0.699915,0.69821,0.697357,0.690537,0.704177,0.727195,0.777494,0.784314,0.827792,0.799659,0.763853,0.707587,0.667519,0.638534
KGZ_S,Q2,d2,0.326883,0.333646,0.436829,0.398806,0.353481,0.363001,0.393777,0.392413,0.389969,0.389287,0.388235,0.375902,0.382012,0.383916,0.384797,0.418613,0.488178,0.565814,0.595197,0.568514,0.542825,0.46661,0.38869,0.331884
KGZ_S,Q2,d3,0.582864,0.571611,0.572094,0.57684,0.613157,0.698522,0.720546,0.701506,0.677806,0.652685,0.635578,0.622393,0.610742,0.602018,0.600256,0.625973,0.6948,0.752202,0.809349,0.798977,0.770787,0.715374,0.655584,0.604945
KGZ_S,Q3,d1,0.328218,0.319693,0.314578,0.329923,0.358909,0.421995,0.462916,0.474851,0.471441,0.468031,0.475703,0.467178,0.461211,0.442455,0.451833,0.456095,0.4237,0.495311,0.538789,0.543052,0.563512,0.481671,0.404945,0.386189
KGZ_S,Q3,d2,0.277538,0.26898,0.270696,0.283495,0.317113,0.376576,0.415208,0.416869,0.410856,0.40868,0.413369,0.410407,0.401725,0.386301,0.388926,0.402712,0.446662,0.492182,0.539395,0.545161,0.482725,0.399942,0.337237,0.28806
KGZ_S,Q3,d3,0.301241,0.294465,0.295329,0.307376,0.331864,0.376823,0.420099,0.433695,0.437598,0.442422,0.450251,0.450992,0.441165,0.430767,0.428445,0.438989,0.46351,0.487683,0.509423,0.544824,0.513562,0.439595,0.367254,0.328622
KGZ_S,Q4,d1,0.627451,0.613811,0.622336,0.635976,0.693095,0.826939,0.84399,0.839727,0.756181,0.761296,0.792839,0.746803,0.724638,0.741688,0.746803,0.796249,0.900256,0.919864,0.899403,0.873828,0.815857,0.763853,0.690537,0.642796
KGZ_S,Q4,d2,0.38241,0.373714,0.369224,0.374055,0.412163,0.519892,0.569537,0.550242,0.513015,0.488718,0.480591,0.476329,0.469878,0.457346,0.464876,0.500114,0.612219,0.722705,0.718386,0.665871,0.598892,0.523132,0.459335,0.410685
KGZ_S,Q4,d3,0.623814,0.616993,0.613043,0.623842,0.657346,0.751094,0.806365,0.788889,0.751236,0.718386,0.692953,0.678886,0.672009,0.665303,0.681813,0.727792,0.833305,0.893777,0.876243,0.85206,0.81202,0.753879,0.707417,0.657403
NEPS_AFG,Q1,d1,0.69752,0.69752,0.69752,0.69752,0.69752,0.69752,0.711199,0.711199,0.711199,0.711199,0.711199,0.812329,0.812329,0.812329,0.80583,0.80583,0.80583,0.999352,0.999352,0.999352,0.999352,0.983252,0.983252,0.983252
NEPS_AFG,Q1,d2,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_AFG,Q1,d3,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_AFG,Q2,d1,0.578884,0.578884,0.578884,0.578884,0.578884,0.578884,0.588952,0.588952,0.588952,0.588952,0.588952,0.674166,0.674166,0.674166,0.668773,0.668773,0.668773,0.84136,0.84136,0.84136,0.84136,0.859337,0.859337,0.859337
NEPS_AFG,Q2,d2,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_AFG,Q2,d3,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_AFG,Q3,d1,0.537475,0.537475,0.537475,0.537475,0.537475,0.537475,0.546822,0.546822,0.546822,0.546822,0.546822,0.625982,0.625982,0.625982,0.620635,0.620635,0.620635,0.781956,0.781956,0.781956,0.781956,0.797501,0.797501,0.797501
NEPS_AFG,Q3,d2,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_AFG,Q3,d3,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_AFG,Q4,d1,0.67364,0.67364,0.67364,0.67364,0.67364,0.67364,0.685356,0.685356,0.685356,0.685356,0.685356,0.784519,0.784519,0.784519,0.778243,0.778243,0.778243,0.979079,0.979079,0.979079,0.979079,1,1,1
NEPS_AFG,Q4,d2,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
NEPS_AFG,Q4,d3,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
NEPS_TAJ,Q1,d1,0.69752,0.69752,0.69752,0.69752,0.69752,0.69752,0.711199,0.711199,0.711199,0.711199,0.711199,0.812329,0.812329,0.812329,0.80583,0.80583,0.80583,0.999352,0.999352,0.999352,0.999352,0.983252,0.983252,0.983252
NEPS_TAJ,Q1,d2,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_TAJ,Q1,d3,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_TAJ,Q2,d1,0.578884,0.578884,0.578884,0.578884,0.578884,0.578884,0.588952,0.588952,0.588952,0.588952,0.588952,0.674166,0.674166,0.674166,0.668773,0.668773,0.668773,0.84136,0.84136,0.84136,0.84136,0.859337,0.859337,0.859337
NEPS_TAJ,Q2,d2,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_TAJ,Q2,d3,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_TAJ,Q3,d1,0.537475,0.537475,0.537475,0.537475,0.537475,0.537475,0.546822,0.546822,0.546822,0.546822,0.546822,0.625982,0.625982,0.625982,0.620635,0.620635,0.620635,0.781956,0.781956,0.781956,0.781956,0.797501,0.797501,0.797501
NEPS_TAJ,Q3,d2,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_TAJ,Q3,d3,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_TAJ,Q4,d1,0.67364,0.67364,0.67364,0.67364,0.67364,0.67364,0.685356,0.685356,0.685356,0.685356,0.685356,0.784519,0.784519,0.784519,0.778243,0.778243,0.778243,0.979079,0.979079,0.979079,0.979079,1,1,1
NEPS_TAJ,Q4,d2,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
NEPS_TAJ,Q4,d3,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
NEPS_TKM,Q1,d1,0.69752,0.69752,0.69752,0.69752,0.69752,0.69752,0.711199,0.711199,0.711199,0.711199,0.711199,0.812329,0.812329,0.812329,0.80583,0.80583,0.80583,0.999352,0.999352,0.999352,0.999352,0.983252,0.983252,0.983252
NEPS_TKM,Q1,d2,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_TKM,Q1,d3,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_TKM,Q2,d1,0.578884,0.578884,0.578884,0.578884,0.578884,0.578884,0.588952,0.588952,0.588952,0.588952,0.588952,0.674166,0.674166,0.674166,0.668773,0.668773,0.668773,0.84136,0.84136,0.84136,0.84136,0.859337,0.859337,0.859337
NEPS_TKM,Q2,d2,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_TKM,Q2,d3,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_TKM,Q3,d1,0.537475,0.537475,0.537475,0.537475,0.537475,0.537475,0.546822,0.546822,0.546822,0.546822,0.546822,0.625982,0.625982,0.625982,0.620635,0.620635,0.620635,0.781956,0.781956,0.781956,0.781956,0.797501,0.797501,0.797501
NEPS_TKM,Q3,d2,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_TKM,Q3,d3,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_TKM,Q4,d1,0.67364,0.67364,0.67364,0.67364,0.67364,0.67364,0.685356,0.685356,0.685356,0.685356,0.685356,0.784519,0.784519,0.784519,0.778243,0.778243,0.778243,0.979079,0.979079,0.979079,0.979079,1,1,1
NEPS_TKM,Q4,d2,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
NEPS_TKM,Q4,d3,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
NEPS_UZB,Q1,d1,0.69752,0.69752,0.69752,0.69752,0.69752,0.69752,0.711199,0.711199,0.711199,0.711199,0.711199,0.812329,0.812329,0.812329,0.80583,0.80583,0.80583,0.999352,0.999352,0.999352,0.999352,0.983252,0.983252,0.983252
NEPS_UZB,Q1,d2,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_UZB,Q1,d3,0.515892,0.515892,0.515892,0.515892,0.515892,0.515892,0.526009,0.526009,0.526009,0.526009,0.526009,0.600805,0.600805,0.600805,0.595999,0.595999,0.595999,0.73913,0.73913,0.73913,0.73913,0.727222,0.727222,0.727222
NEPS_UZB,Q2,d1,0.578884,0.578884,0.578884,0.578884,0.578884,0.578884,0.588952,0.588952,0.588952,0.588952,0.588952,0.674166,0.674166,0.674166,0.668773,0.668773,0.668773,0.84136,0.84136,0.84136,0.84136,0.859337,0.859337,0.859337
NEPS_UZB,Q2,d2,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_UZB,Q2,d3,0.428148,0.428148,0.428148,0.428148,0.428148,0.428148,0.435594,0.435594,0.435594,0.435594,0.435594,0.498619,0.498619,0.498619,0.49463,0.49463,0.49463,0.622277,0.622277,0.622277,0.622277,0.635573,0.635573,0.635573
NEPS_UZB,Q3,d1,0.537475,0.537475,0.537475,0.537475,0.537475,0.537475,0.546822,0.546822,0.546822,0.546822,0.546822,0.625982,0.625982,0.625982,0.620635,0.620635,0.620635,0.781956,0.781956,0.781956,0.781956,0.797501,0.797501,0.797501
NEPS_UZB,Q3,d2,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_UZB,Q3,d3,0.397521,0.397521,0.397521,0.397521,0.397521,0.397521,0.404434,0.404434,0.404434,0.404434,0.404434,0.462982,0.462982,0.462982,0.459027,0.459027,0.459027,0.578342,0.578342,0.578342,0.578342,0.589839,0.589839,0.589839
NEPS_UZB,Q4,d1,0.67364,0.67364,0.67364,0.67364,0.67364,0.67364,0.685356,0.685356,0.685356,0.685356,0.685356,0.784519,0.784519,0.784519,0.778243,0.778243,0.778243,0.979079,0.979079,0.979079,0.979079,1,1,1
NEPS_UZB,Q4,d2,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
NEPS_UZB,Q4,d3,0.49823,0.49823,0.49823,0.49823,0.49823,0.49823,0.506895,0.506895,0.506895,0.506895,0.506895,0.580237,0.580237,0.580237,0.575595,0.575595,0.575595,0.724136,0.724136,0.724136,0.724136,0.739609,0.739609,0.739609
PAK_KAR,Q1,d1,0.898108,0.898108,0.898108,0.898108,0.898108,0.898108,0.909366,0.909366,0.909366,0.909366,0.909366,0.977598,0.977598,0.977598,1,1,1,0.965319,0.965319,0.965319,0.965319,0.96225,0.96225,0.96225
PAK_KAR,Q1,d2,0.898108,0.898108,0.898108,0.898108,0.898108,0.898108,0.909366,0.909366,0.909366,0.909366,0.909366,0.977598,0.977598,0.977598,1,1,1,0.965319,0.965319,0.965319,0.965319,0.96225,0.96225,0.96225
PAK_KAR,Q1,d3,0.898108,0.898108,0.898108,0.898108,0.898108,0.898108,0.909366,0.909366,0.909366,0.909366,0.909366,0.977598,0.977598,0.977598,1,1,1,0.965319,0.965319,0.965319,0.965319,0.96225,0.96225,0.96225
PAK_KAR,Q2,d1,0.787465,0.787465,0.787465,0.787465,0.787465,0.787465,0.799933,0.799933,0.799933,0.799933,0.799933,0.863793,0.863793,0.863793,0.874634,0.874634,0.874634,0.873325,0.873325,0.873325,0.873325,0.8694,0.8694,0.8694
PAK_KAR,Q2,d2,0.787465,0.787465,0.787465,0.787465,0.787465,0.787465,0.799933,0.799933,0.799933,0.799933,0.799933,0.863793,0.863793,0.863793,0.874634,0.874634,0.874634,0.873325,0.873325,0.873325,0.873325,0.8694,0.8694,0.8694
PAK_KAR,Q2,d3,0.787465,0.787465,0.787465,0.787465,0.787465,0.787465,0.799933,0.799933,0.799933,0.799933,0.799933,0.863793,0.863793,0.863793,0.874634,0.874634,0.874634,0.873325,0.873325,0.873325,0.873325,0.8694,0.8694,0.8694
PAK_KAR,Q3,d1,0.513962,0.513962,0.513962,0.513962,0.513962,0.513962,0.584747,0.584747,0.584747,0.584747,0.584747,0.617933,0.617933,0.617933,0.611174,0.611174,0.611174,0.638439,0.638439,0.638439,0.638439,0.599137,0.599137,0.599137
