Plants,Zone,Type,fuel1,StYr,RetrYr,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize,Error,HydroCapacityFactor,HydroCapacityFactorQ1,HydroCapacityFactorQ2,HydroCapacityFactorQ3,HydroCapacityFactorQ4
Sto_ZMB,Zambia,STORAGE,Battery,2026,2055,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,,3,0,0,0,0,26402.2,,,,,
SwazilandBiomass_BIO_SWZ,Eswatini,ST,Biomass,2030,2080,35,0.3,11.1842406,0.33,0.33,0,0.8,48000,3,0,4.423148479,30,35,35,0,,3,0,0,0,35,52296.36739,,,,,
Tanwat_Bio_TZA,Tanzania,ST,Biomass,2011,2051,2.7,0.3,10.8998955,1,1,0,0.8,48000,3,0,0,30,,,0,,1,0,0,0,2.7,52147.6999,,,,,
TanzaniaBiomass_BIO_TZA,Tanzania,ST,Biomass,2024,2074,32,0.3,10,0.33,0.33,0,0.8,100000,3,0,4.423148479,30,32,32,0,,3,0,0,0,32,104281.1831,,,,,
TanzaniaSolarPV_REN_TZA,Tanzania,PV,PV,2024,2060,150,0,0,1,1,0,0,15000,0,0,0.8,25,150,150,0,,2,0,0,1,0,19584.8,,,,,
Taveta_HY_TZA,Tanzania,ROR,Water,2030,2060,0,0,0,1,1,0,0.275,46500,0.55,0,4.8604,50,0,0,0,,3,0,0,0,0,50675.6854,0.54952297,0.67675399,0.786577927,0.387725345,0.352377166
"Tedzani_I,_II,_III_HY_MWI",Malawi,ROR,Water,2000,2060,102,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,,1,0,0,0,0,44980.41108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Tedzani_IV_HY_MWI,Malawi,ROR,Water,2021,2060,19.1,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,,1,0,0,0,0,44918.51108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Tegeta,Tanzania,GT,Gas,2009,2029,42,0.06,8.34,0.09,0.09,0,0.4,6900,4.5,0,0,30,,,0,,1,0,0.06,0,0,11037.54,,,,,
TegetaIPTL_TH_TZA,Tanzania,ICE,HFO,2002,2027,23.92,0.06,12.321621,1,1,0,0.4,8000,6.4,0,0,30,,,0,,1,0,0,0,0,12132.10162,,,,,
Temane_TH_MOZ,Mozambique,GT,Gas,2000,2055,1.86,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0,30,,,0,7,1,11.11544727,0.45,0,0,12132.70089,,,,,
Temane2_TH_MOZ,Mozambique,GT,Gas,2014,2064,9.2,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0,30,,,0,7,1,11.11544727,0.45,0,0,12163.04089,,,,,
Tete_TH_MOZ,Mozambique,ST,Coal,2025,2075,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49163.4565,,,,,
TPC_BIO_TZA,Tanzania,ST,Biomass,2010,2051,7.5,0.3,10.8998955,0.33,0.33,0,0.8,48000,3,0,0,30,,,0,,1,0,0,0,7.5,52150.1599,,,,,
Tsate_HY_MOZ,Mozambique,ROR,Water,2027,2060,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,,3,0,0,0,0,50666.20528,0.812882758,,,,
TumulodoCacador_HY_AGO,Angola,ROR,Water,2055,2095,450,0,0,1,1,0,0.3475,46500,0.55,0,4.248837209,50,450,450,0,,3,0,0,0,0,52084.14634,0.695,,,,
Tutuka_TH_ZAF,South_Africa,ST,Coal,1985,2030,3510,,8.979618258,,,,,,,,0,,,,0,,1,0,0.05,0,610,52581.36962,,,,,
Ubongo_I,Tanzania,GT,Gas,2007,2027,98,0.2,8.978,0.3,0.3,0,0.2,5900,4.5,0,0,30,,,0,,1,0,0.05,0,0,10090.528,,,,,
Ubungo_II,Tanzania,GT,Gas,2012,2055,126,0.2,10.232,0.1,0.1,0,0.2,5700,4.5,0,0,30,,,0,,1,0,0.05,0,0,9952.382,,,,,
Ubungo_III,Tanzania,GT,Gas,2022,2055,112,0.2,10.232,0.1,0.1,0,0.2,5700,4.5,0,0,30,,,0,,1,0,0.05,0,0,9948.382,,,,,
Upper_Kihansi,Tanzania,ROR,Water,2030,2060,47,0,0,1,1,0,0.26,4090,0.5,0,2.392,50,47,47,0,,3,0,0,0,0,8404.152,0.244546779,0.238376675,0.355584132,0.216783842,0.1589963
Vanderkloof_HY_ZAF,South_Africa,ROR,Water,1977,2060,240,0,0,1,1,0,0.185,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50846.735,0.37,,,,
VanEck_TH_NAM,Namibia,ST,Coal,1972,2040,33,,11.373804,,,,,,,,0,,,,0,,1,0,0.1,0,33,49109.8138,,,,,
VictoriaFalls_HY_ZMB,Zambia,ROR,Water,1968,2060,108,0,0,1,1,0,0.436146831,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50712.98615,0.872293662,0.98412575,1,0.749224648,0.755846854
Vuka_HY_AGO,Angola,ROR,Water,2032,2060,121,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,121,121,0,,3,0,0,0,0,51038.92066,0.38,,,,
WanieRukula_HY_ZAR,DRC,ROR,Water,2024,2060,0,0,0,1,1,0,0.193435172,46500,0.55,0,4.248837209,50,0,0,0,,3,0,0,0,0,50669.99227,0.38687345,,,,
Waste_to_energy_(Blantyre)_BM_MWI,Malawi,ST,Biomass,2031,2060,10,0.3,10,1,1,0,0.01,100000,10,0,7.2,30,10,10,0,,3,0,0,0,0,104220.51,,,,,
Wind_2030_MWI,Malawi,WIND,OnshoreWind,2030,2060,350,0,0,1,1,0,0,28000,0,0,1.6,30,50,350,0,,3,0,0,1,0,32899.6,,,,,
Wind_Tanzania,Tanzania,WIND,OnshoreWind,2027,2051,6000,0,0,1,1,0,0,40000,0,0,1.806,30,100,6000,0,,3,0,0,1,0,56235.806,,,,,
Wovwe_additional_HY_MWI,Malawi,ROR,Water,2027,2060,4.5,0,0,1,1,0,0.325077306,40737.536,0.55,0,3.536,50,4.5,4.5,0,,2,0,0,0,0,44923.44708,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Wovwe_HY_MWI,Malawi,ROR,Water,2000,2060,4.35,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,,1,0,0,0,0,44882.76108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
ZambiaCoal_TH_ZMB,Zambia,ST,Coal,2032,2082,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49181.4565,,,,,
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84,0.2,9.7,1,1,0,0.2,17000,4,0,0,30,0,0,0,,1,0,0,0,0,21250.1,,,,,
Zenzo_HY_AGO,Angola,ROR,Water,2035,2075,570,0,0,1,1,0,0.3325,46500,0.55,0,4.248837209,50,570,570,0,,3,0,0,0,0,52404.13134,0.665,,,,
ZimbabweNG_TH_ZWE,Zimbabwe,ICE,HFO,2024,2054,500,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0.933810376,30,500,500,0,,3,0,0.06,0,0,13653.26926,,,,,
ZPCSolarCSP_TH_ZWE,Zimbabwe,CSP,CSP,2024,2064,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,0,0,0,,3,0,0,0,0,26156.6,,,,,
