z,q,d,t,y,value
Gambia,m1,d2,t9,2025,194.998996484507
Gambia,m1,d2,t9,2030,139.39997067370408
Gambia,m1,d2,t10,2025,194.99900937850643
Gambia,m1,d2,t10,2030,139.39994994537852
Gambia,m1,d2,t11,2025,194.99900613002518
Gambia,m1,d2,t11,2030,139.39991098872767
Gambia,m1,d2,t12,2025,194.99898104347275
Gambia,m1,d2,t12,2030,139.399851481855
Gambia,m1,d2,t13,2025,194.998955978267
Gambia,m1,d2,t13,2030,139.39970371344452
Gambia,m1,d2,t14,2025,194.99900390326275
Gambia,m1,d2,t14,2030,139.39985703785868
Gambia,m1,d2,t15,2025,194.99900833244905
Gambia,m1,d2,t15,2030,139.39992891808697
Gambia,m1,d2,t16,2025,194.99905453212904
Gambia,m1,d2,t16,2030,139.39997456544356
Gambia,m1,d2,t17,2025,194.99903671006052
Gambia,m1,d2,t17,2030,139.39995392341422
Gambia,m1,d2,t18,2025,194.9990689014404
Gambia,m1,d2,t18,2030,139.3999963934562
Gambia,m1,d2,t19,2025,194.99915080673426
Gambia,m1,d2,t19,2030,139.40005771352958
Gambia,m1,d2,t20,2025,194.99935411391988
Gambia,m1,d2,t20,2030,139.40032553221718
Gambia,m1,d2,t21,2025,194.99942401177708
Gambia,m1,d2,t21,2030,139.4005053600296
Gambia,m1,d2,t22,2025,194.99938768941314
Gambia,m1,d2,t22,2030,139.4003996170143
Gambia,m1,d2,t23,2025,194.99930536903824
Gambia,m1,d2,t23,2030,139.40024196732986
Gambia,m1,d2,t24,2025,194.99916268114322
Gambia,m1,d2,t24,2030,139.4000867889918
Gambia,m1,d3,t1,2025,194.9990869094912
Gambia,m1,d3,t1,2030,139.40003698218604
Gambia,m1,d3,t2,2025,194.9990498168533
Gambia,m1,d3,t2,2030,139.40001777975164
Gambia,m1,d3,t3,2025,194.99901413744317
Gambia,m1,d3,t3,2030,139.40000433814902
Gambia,m1,d3,t4,2025,194.9989887063159
Gambia,m1,d3,t4,2030,139.3999971550937
Gambia,m1,d3,t5,2025,194.99897499036072
Gambia,m1,d3,t5,2030,139.39999390446138
Gambia,m1,d3,t6,2025,194.99898845789775
Gambia,m1,d3,t6,2030,139.39999696987616
Gambia,m1,d3,t7,2025,194.9989949058966
Gambia,m1,d3,t7,2030,139.39999855023092
Gambia,m1,d3,t8,2025,194.99902367523754
Gambia,m1,d3,t8,2030,139.4000039460885
Gambia,m1,d3,t9,2025,194.9989979107443
Gambia,m1,d3,t9,2030,139.3999170444005
Gambia,m1,d3,t10,2025,194.9989994949992
Gambia,m1,d3,t10,2030,139.39900758343728
Gambia,m1,d3,t11,2025,194.9989920539833
Gambia,m1,d3,t11,2030,125.4649004463865
Gambia,m1,d3,t12,2025,194.99904051462687
Gambia,m1,d3,t12,2030,139.3998888332788
Gambia,m1,d3,t13,2025,194.99905147061568
Gambia,m1,d3,t13,2030,139.39991058349997
Gambia,m1,d3,t14,2025,194.99903077524593
Gambia,m1,d3,t14,2030,125.46559975792175
Gambia,m1,d3,t15,2025,194.99900946468722
Gambia,m1,d3,t15,2030,139.39877491079523
Gambia,m1,d3,t16,2025,194.9990271191808
Gambia,m1,d3,t16,2030,139.38533628837848
Gambia,m1,d3,t17,2025,194.99901966221782
Gambia,m1,d3,t17,2030,139.39955735047107
Gambia,m1,d3,t18,2025,194.99906848488595
Gambia,m1,d3,t18,2030,139.3999566207795
Gambia,m1,d3,t19,2025,194.99915244669754
Gambia,m1,d3,t19,2030,139.40006128011368
Gambia,m1,d3,t20,2025,194.99951812905348
Gambia,m1,d3,t20,2030,139.40094861216613
Gambia,m1,d3,t21,2025,194.99949896329463
Gambia,m1,d3,t21,2030,139.40078670214285
Gambia,m1,d3,t22,2025,194.99953626502753
Gambia,m1,d3,t22,2030,139.40099917317676
Gambia,m1,d3,t23,2025,194.99940463469966
Gambia,m1,d3,t23,2030,139.40038277255212
Gambia,m1,d3,t24,2025,194.99922341966482
Gambia,m1,d3,t24,2030,139.40010666224478
Gambia,m1,d4,t1,2025,194.9991433133279
Gambia,m1,d4,t1,2030,139.40007532917937
Gambia,m1,d4,t2,2025,194.99906153168408
Gambia,m1,d4,t2,2030,139.40002339269054
Gambia,m1,d4,t3,2025,194.99904362543646
Gambia,m1,d4,t3,2030,139.40001512013595
Gambia,m1,d4,t4,2025,194.9990258499958
Gambia,m1,d4,t4,2030,139.40000820518588
Gambia,m1,d4,t5,2025,194.99900142908908
Gambia,m1,d4,t5,2030,139.4000005201811
Gambia,m1,d4,t6,2025,194.9990075605853
Gambia,m1,d4,t6,2030,139.40000221493983
Gambia,m1,d4,t7,2025,194.99903728569478
Gambia,m1,d4,t7,2030,139.40001222743348
Gambia,m1,d4,t8,2025,194.99892809220427
Gambia,m1,d4,t8,2030,139.39998529457083
Gambia,m1,d4,t9,2025,194.99906519910985
Gambia,m1,d4,t9,2030,139.40002137627985
Gambia,m1,d4,t10,2025,194.99910942450998
Gambia,m1,d4,t10,2030,139.40004497997737
Gambia,m1,d4,t11,2025,194.99910940032612
Gambia,m1,d4,t11,2030,139.4000449506008
Gambia,m1,d4,t12,2025,194.99910937710249
Gambia,m1,d4,t12,2030,139.40004492367598
Gambia,m1,d4,t13,2025,194.99910935462427
Gambia,m1,d4,t13,2030,139.40004489831992
Gambia,m1,d4,t14,2025,194.99911631070833
Gambia,m1,d4,t14,2030,139.40004914494017
Gambia,m1,d4,t15,2025,194.99912349353534
Gambia,m1,d4,t15,2030,139.40005367237893
Gambia,m1,d4,t16,2025,194.9990959278478
Gambia,m1,d4,t16,2030,139.40003704978653
Gambia,m1,d4,t17,2025,194.99913089452943
Gambia,m1,d4,t17,2030,139.4000584714318
Gambia,m1,d4,t18,2025,194.99917276386103
Gambia,m1,d4,t18,2030,139.4000884573285
Gambia,m1,d4,t19,2025,194.99916449364983
Gambia,m1,d4,t19,2030,139.40008573093075
Gambia,m1,d4,t20,2025,194.99938835630658
Gambia,m1,d4,t20,2030,139.4004018715694
Gambia,m1,d4,t21,2025,194.99946118081758
Gambia,m1,d4,t21,2030,139.40065793821805
Gambia,m1,d4,t22,2025,194.99946074558517
Gambia,m1,d4,t22,2030,139.4006556145174
Gambia,m1,d4,t23,2025,194.99935273581778
Gambia,m1,d4,t23,2030,139.40032241379
Gambia,m1,d4,t24,2025,194.9992013644721
Gambia,m1,d4,t24,2030,139.4001202319747
Gambia,m1,d5,t1,2025,194.99910647440765
Gambia,m1,d5,t1,2030,139.40004845084297
Gambia,m1,d5,t2,2025,194.99907345016325
Gambia,m1,d5,t2,2030,139.40002883486218
Gambia,m1,d5,t3,2025,194.99903780433652
Gambia,m1,d5,t3,2030,139.4000124699691
Gambia,m1,d5,t4,2025,194.99901991188347
Gambia,m1,d5,t4,2030,139.40000594298675
Gambia,m1,d5,t5,2025,194.9990014275778
Gambia,m1,d5,t5,2030,139.40000029271803
Gambia,m1,d5,t6,2025,194.99903150305747
Gambia,m1,d5,t6,2030,139.40000978653433
Gambia,m1,d5,t7,2025,194.99903728424704
Gambia,m1,d5,t7,2030,139.4000118316097
Gambia,m1,d5,t8,2025,194.9990640658948
Gambia,m1,d5,t8,2030,139.40001747098535
Gambia,m1,d5,t9,2025,194.9990219053889
Gambia,m1,d5,t9,2030,139.39992341602618
Gambia,m1,d5,t10,2025,194.9989521443908
Gambia,m1,d5,t10,2030,57.709996577640894
Gambia,m1,d5,t11,2025,194.99895151351333
Gambia,m1,d5,t11,2030,57.709983130739566
Gambia,m1,d5,t12,2025,194.99874934382882
Gambia,m1,d5,t12,2030,57.709893677207205
Gambia,m1,d5,t13,2025,194.99878217416847
Gambia,m1,d5,t13,2030,57.70989749483541
Gambia,m1,d5,t14,2025,194.99879735971967
Gambia,m1,d5,t14,2030,57.70990147631572
Gambia,m1,d5,t15,2025,194.99876602324912
Gambia,m1,d5,t15,2030,57.70988164659273
Gambia,m1,d5,t16,2025,194.99874908079866
Gambia,m1,d5,t16,2030,57.709879941748525
Gambia,m1,d5,t17,2025,194.9986330848934
Gambia,m1,d5,t17,2030,57.70984925783872
Gambia,m1,d5,t18,2025,194.9989924928265
Gambia,m1,d5,t18,2030,57.71031130935603
Gambia,m1,d5,t19,2025,194.99907844414443
Gambia,m1,d5,t19,2030,139.3999880465917
Gambia,m1,d5,t20,2025,194.99948024763373
Gambia,m1,d5,t20,2030,139.40018316610613
Gambia,m1,d5,t21,2025,194.9995178499555
Gambia,m1,d5,t21,2030,139.4002142560848
Gambia,m1,d5,t22,2025,194.99949849860425
Gambia,m1,d5,t22,2030,139.40019841547053
Gambia,m1,d5,t23,2025,194.9993695557032
Gambia,m1,d5,t23,2030,139.40011782410463
Gambia,m1,d5,t24,2025,194.99922340354865
Gambia,m1,d5,t24,2030,139.40003909567986
Gambia,m1,d6,t1,2025,194.9991278119462
Gambia,m1,d6,t1,2030,139.4000627218682
Gambia,m1,d6,t2,2025,194.99907345532586
Gambia,m1,d6,t2,2030,139.40002884668297
Gambia,m1,d6,t3,2025,194.9990436288355
Gambia,m1,d6,t3,2030,139.4000147931973
Gambia,m1,d6,t4,2025,194.99904339305363
Gambia,m1,d6,t4,2030,139.40001456158362
Gambia,m1,d6,t5,2025,194.99904907371297
Gambia,m1,d6,t5,2030,139.40001683882264
Gambia,m1,d6,t6,2025,194.9990489867262
Gambia,m1,d6,t6,2030,139.40001669834206
Gambia,m1,d6,t7,2025,194.99905475653813
Gambia,m1,d6,t7,2030,139.4000190688203
Gambia,m1,d6,t8,2025,194.99905817676168
Gambia,m1,d6,t8,2030,139.4000149179559
Gambia,m1,d6,t9,2025,194.99900856377033
Gambia,m1,d6,t9,2030,139.39979835652503
Gambia,m1,d6,t10,2025,194.99897890405597
Gambia,m1,d6,t10,2030,57.709993379684704
Gambia,m1,d6,t11,2025,194.99896687527598
Gambia,m1,d6,t11,2030,57.70998072040309
Gambia,m1,d6,t12,2025,194.99889833417464
Gambia,m1,d6,t12,2030,57.70995382381104
Gambia,m1,d6,t13,2025,194.99885406310594
Gambia,m1,d6,t13,2030,57.70992515592709
Gambia,m1,d6,t14,2025,194.99890811728153
Gambia,m1,d6,t14,2030,57.70995054878466
Gambia,m1,d6,t15,2025,194.9988879120059
Gambia,m1,d6,t15,2030,57.709942124615544
Gambia,m1,d6,t16,2025,194.99890805017571
Gambia,m1,d6,t16,2030,57.70995531281748
Gambia,m1,d6,t17,2025,194.99891925644235
Gambia,m1,d6,t17,2030,57.70996880208812
Gambia,m1,d6,t18,2025,194.9989873456445
Gambia,m1,d6,t18,2030,57.71017761059841
Gambia,m1,d6,t19,2025,194.99910951217373
Gambia,m1,d6,t19,2030,139.39999216453685
Gambia,m1,d6,t20,2025,194.99937097249108
Gambia,m1,d6,t20,2030,139.40011802888054
Gambia,m1,d6,t21,2025,194.9994424555256
Gambia,m1,d6,t21,2030,139.40015807891314
Gambia,m1,d6,t22,2025,194.9994420274669
Gambia,m1,d6,t22,2030,139.4001564383055
Gambia,m1,d6,t23,2025,194.9993205980337
Gambia,m1,d6,t23,2030,139.40009177670035
Gambia,m1,d6,t24,2025,194.999201343149
Gambia,m1,d6,t24,2030,139.40003090209217
Gambia,m1,d7,t1,2025,194.99912046208456
Gambia,m1,d7,t1,2030,139.40005753942802
Gambia,m1,d7,t2,2025,194.99907953716365
Gambia,m1,d7,t2,2030,139.40003201553202
Gambia,m1,d7,t3,2025,194.99904362213474
Gambia,m1,d7,t3,2030,139.40001475598754
Gambia,m1,d7,t4,2025,194.99903172431672
Gambia,m1,d7,t4,2030,139.40001001324543
Gambia,m1,d7,t5,2025,194.99901375361236
Gambia,m1,d7,t5,2030,139.40000385582738
Gambia,m1,d7,t6,2025,194.99899496801052
Gambia,m1,d7,t6,2030,139.3999984327721
Gambia,m1,d7,t7,2025,194.99900125976004
Gambia,m1,d7,t7,2030,139.39999995041637
Gambia,m1,d7,t8,2025,194.99912891820733
Gambia,m1,d7,t8,2030,139.4000480468158
Gambia,m1,d7,t9,2025,194.99884136856537
Gambia,m1,d7,t9,2030,57.71008236827497
Gambia,m1,d7,t10,2025,194.99882238083376
Gambia,m1,d7,t10,2030,-0.999319195783861
Gambia,m1,d7,t11,2025,194.99884588321183
Gambia,m1,d7,t11,2030,-0.9995203384535921
Gambia,m1,d7,t12,2025,194.99853245099098
Gambia,m1,d7,t12,2030,-0.9998732748127586
Gambia,m1,d7,t13,2025,194.99738454422638
Gambia,m1,d7,t13,2030,-0.9999346723818393
Gambia,m1,d7,t14,2025,194.99872289302184
Gambia,m1,d7,t14,2030,-0.9997997071447738
Gambia,m1,d7,t15,2025,194.99874107802708
Gambia,m1,d7,t15,2030,-0.9997765063867711
Gambia,m1,d7,t16,2025,194.9986616958568
Gambia,m1,d7,t16,2030,-0.9998254584903501
Gambia,m1,d7,t17,2025,194.9988695307039
Gambia,m1,d7,t17,2030,-0.9993814478559416
Gambia,m1,d7,t18,2025,194.99895724233372
Gambia,m1,d7,t18,2030,57.710007245481506
Gambia,m1,d7,t19,2025,194.9991351218184
Gambia,m1,d7,t19,2030,139.39999250091032
Gambia,m1,d7,t20,2025,194.99927775955476
Gambia,m1,d7,t20,2030,139.40007474267887
Gambia,m1,d7,t21,2025,194.99937071748136
Gambia,m1,d7,t21,2030,139.4001166103605
Gambia,m1,d7,t22,2025,194.9993703213114
Gambia,m1,d7,t22,2030,139.40011532861044
Gambia,m1,d7,t23,2025,194.99926305089974
Gambia,m1,d7,t23,2030,139.40006588771072
Gambia,m1,d7,t24,2025,194.99917170797875
Gambia,m1,d7,t24,2030,139.4000211991938
Gambia,m1,d8,t1,2025,194.99908690790534
Gambia,m1,d8,t1,2030,139.40003652656827
Gambia,m1,d8,t2,2025,194.9990498119311
Gambia,m1,d8,t2,2030,139.40001752459534
Gambia,m1,d8,t3,2025,194.99902607359243
Gambia,m1,d8,t3,2030,139.40000809649064
Gambia,m1,d8,t4,2025,194.99900155534786
Gambia,m1,d8,t4,2030,139.40000035934594
Gambia,m1,d8,t5,2025,194.99894505709239
Gambia,m1,d8,t5,2030,139.39998794010458
Gambia,m1,d8,t6,2025,194.99878966041783
Gambia,m1,d8,t6,2030,139.39996885499116
Gambia,m1,d8,t7,2025,194.99901959515597
Gambia,m1,d8,t7,2030,139.4000053994071
Gambia,m1,d8,t8,2025,194.99901650901876
Gambia,m1,d8,t8,2030,139.39999904065115
Gambia,m1,d8,t9,2025,194.99882197488796
Gambia,m1,d8,t9,2030,57.71002961156572
Gambia,m1,d8,t10,2025,194.99870816411814
Gambia,m1,d8,t10,2030,-0.9998383067178498
Gambia,m1,d8,t11,2025,194.99872706944183
Gambia,m1,d8,t11,2030,-0.9998664102743465
Gambia,m1,d8,t12,2025,194.99820614442837
Gambia,m1,d8,t12,2030,-0.9999364241395392
Gambia,m1,d8,t13,2025,194.99791424038946
Gambia,m1,d8,t13,2030,-0.9999499707637891
Gambia,m1,d8,t14,2025,194.99874489456988
Gambia,m1,d8,t14,2030,-0.9998743310116494
Gambia,m1,d8,t15,2025,194.99872681732
Gambia,m1,d8,t15,2030,-0.9998790076075037
Gambia,m1,d8,t16,2025,194.99877816739325
Gambia,m1,d8,t16,2030,-0.999844821741722
Gambia,m1,d8,t17,2025,194.99876185541297
Gambia,m1,d8,t17,2030,-0.9998341496379402
Gambia,m1,d8,t18,2025,194.99886566901668
Gambia,m1,d8,t18,2030,57.70998757723818
Gambia,m1,d8,t19,2025,194.99914720122078
Gambia,m1,d8,t19,2030,139.39999068603333
Gambia,m1,d8,t20,2025,194.9992918910265
Gambia,m1,d8,t20,2030,139.40007930883212
Gambia,m1,d8,t21,2025,194.999321665009
Gambia,m1,d8,t21,2030,139.4000939617643
Gambia,m1,d8,t22,2025,194.99932130093228
Gambia,m1,d8,t22,2030,139.40009284392292
Gambia,m1,d8,t23,2025,194.99929066420694
Gambia,m1,d8,t23,2030,139.40007542584823
Gambia,m1,d8,t24,2025,194.999108362989
Gambia,m1,d8,t24,2030,139.4000034107907
Gambia,m1,d9,t1,2025,194.9990334144003
Gambia,m1,d9,t1,2030,139.40001131602654
Gambia,m1,d9,t2,2025,194.99903233587426
Gambia,m1,d9,t2,2030,139.4000105162317
Gambia,m1,d9,t3,2025,194.9990018136852
Gambia,m1,d9,t3,2030,139.40000054418476
Gambia,m1,d9,t4,2025,194.99899521055718
Gambia,m1,d9,t4,2030,139.39999866025963
Gambia,m1,d9,t5,2025,194.99897498981895
Gambia,m1,d9,t5,2030,139.39999376554093
Gambia,m1,d9,t6,2025,194.9990256170913
Gambia,m1,d9,t6,2030,139.40000762093217
Gambia,m1,d9,t7,2025,194.99904309894788
Gambia,m1,d9,t7,2030,139.40001397645324
Gambia,m1,d9,t8,2025,194.99905174654248
Gambia,m1,d9,t8,2030,139.40001066240688
Gambia,m1,d9,t9,2025,194.99892889422304
Gambia,m1,d9,t9,2030,57.71017124324344
Gambia,m1,d9,t10,2025,194.99889981394944
Gambia,m1,d9,t10,2030,-0.9962422534622262
Gambia,m1,d9,t11,2025,194.99887771562058
Gambia,m1,d9,t11,2030,-0.9967404639736364
Gambia,m1,d9,t12,2025,194.99885456121902
Gambia,m1,d9,t12,2030,-0.9969229176582302
Gambia,m1,d9,t13,2025,194.9987359823588
Gambia,m1,d9,t13,2030,-0.9990575038452721
Gambia,m1,d9,t14,2025,194.99887758715403
Gambia,m1,d9,t14,2030,-0.9969056136256249
Gambia,m1,d9,t15,2025,194.99882901858467
Gambia,m1,d9,t15,2030,-0.9970563242859246
Gambia,m1,d9,t16,2025,194.9988662199235
Gambia,m1,d9,t16,2030,-0.996887455382022
Gambia,m1,d9,t17,2025,194.9988882511463
Gambia,m1,d9,t17,2030,-0.9967381460473057
Gambia,m1,d9,t18,2025,194.99877899182195
Gambia,m1,d9,t18,2030,57.709983567367225
Gambia,m1,d9,t19,2025,194.99915560109602
Gambia,m1,d9,t19,2030,139.39999277627987
Gambia,m1,d9,t20,2025,194.99932189166518
Gambia,m1,d9,t20,2030,139.40009422599329
Gambia,m1,d9,t21,2025,194.99942398497691
Gambia,m1,d9,t21,2030,139.40014509333076
Gambia,m1,d9,t22,2025,194.9994235615581
Gambia,m1,d9,t22,2030,139.4001435153892
Gambia,m1,d9,t23,2025,194.99926305850056
Gambia,m1,d9,t23,2030,139.40006719299535
Gambia,m1,d9,t24,2025,194.9991456618405
Gambia,m1,d9,t24,2030,139.4000141223679
Gambia,m1,d10,t1,2025,194.99908691137585
Gambia,m1,d10,t1,2030,139.40003659104522
Gambia,m1,d10,t2,2025,194.99903818030944
Gambia,m1,d10,t2,2030,139.40001278629782
Gambia,m1,d10,t3,2025,194.99902014688072
Gambia,m1,d10,t3,2030,139.40000611473155
Gambia,m1,d10,t4,2025,194.99899521454864
Gambia,m1,d10,t4,2030,139.39999868462215
Gambia,m1,d10,t5,2025,194.99898855727344
Gambia,m1,d10,t5,2030,139.39999692333333
Gambia,m1,d10,t6,2025,194.99903150110003
Gambia,m1,d10,t6,2030,139.40000975034945
Gambia,m1,d10,t7,2025,194.9990665290714
Gambia,m1,d10,t7,2030,139.40002455347818
Gambia,m1,d10,t8,2025,194.99906406231287
Gambia,m1,d10,t8,2030,139.40001728232582
Gambia,m1,d10,t9,2025,194.99897668974344
Gambia,m1,d10,t9,2030,139.39955742846945
Gambia,m1,d10,t10,2025,194.99890636458835
Gambia,m1,d10,t10,2030,57.70996991592182
Gambia,m1,d10,t11,2025,194.99866612980512
Gambia,m1,d10,t11,2030,57.709480905424265
Gambia,m1,d10,t12,2025,194.99880803861632
Gambia,m1,d10,t12,2030,57.709817212573
Gambia,m1,d10,t13,2025,194.998893292533
Gambia,m1,d10,t13,2030,57.709896935201016
Gambia,m1,d10,t14,2025,194.99889326032735
Gambia,m1,d10,t14,2030,57.70989614737509
Gambia,m1,d10,t15,2025,194.99891294977502
Gambia,m1,d10,t15,2030,57.70991946680654
Gambia,m1,d10,t16,2025,194.99890327089403
Gambia,m1,d10,t16,2030,57.70991756854427
Gambia,m1,d10,t17,2025,194.99885998907635
Gambia,m1,d10,t17,2030,57.70989898016484
Gambia,m1,d10,t18,2025,194.99897323737693
Gambia,m1,d10,t18,2030,57.710040621835276
Gambia,m1,d10,t19,2025,194.99913438166578
Gambia,m1,d10,t19,2030,139.3999915857026
Gambia,m1,d10,t20,2025,194.9994613795323
Gambia,m1,d10,t20,2030,139.4001599560479
Gambia,m1,d10,t21,2025,194.99946112063228
Gambia,m1,d10,t21,2030,139.40016258354268
Gambia,m1,d10,t22,2025,194.99905411339395
Gambia,m1,d10,t22,2030,139.39999855089258
Gambia,m1,d10,t23,2025,194.9992906676745
Gambia,m1,d10,t23,2030,139.40007531912505
Gambia,m1,d10,t24,2025,194.9991626602799
Gambia,m1,d10,t24,2030,139.4000183581947
Gambia,m1,d11,t1,2025,194.9990932736574
Gambia,m1,d11,t1,2030,139.40004031969204
Gambia,m1,d11,t2,2025,194.99906152843516
Gambia,m1,d11,t2,2030,139.40002288962043
Gambia,m1,d11,t3,2025,194.99903780354663
Gambia,m1,d11,t3,2030,139.40001245500557
Gambia,m1,d11,t4,2025,194.99901991252673
Gambia,m1,d11,t4,2030,139.40000593275158
Gambia,m1,d11,t5,2025,194.99901376068908
Gambia,m1,d11,t5,2030,139.40000388549444
Gambia,m1,d11,t6,2025,194.9990489830599
Gambia,m1,d11,t6,2030,139.40001668919496
Gambia,m1,d11,t7,2025,194.99907859202048
Gambia,m1,d11,t7,2030,139.4000307810375
Gambia,m1,d11,t8,2025,194.9990700216404
Gambia,m1,d11,t8,2030,139.4000199680583
Gambia,m1,d11,t9,2025,194.99900552470487
Gambia,m1,d11,t9,2030,139.39975345244605
Gambia,m1,d11,t10,2025,194.99890711511208
Gambia,m1,d11,t10,2030,57.70998244674261
Gambia,m1,d11,t11,2025,194.99892735034476
Gambia,m1,d11,t11,2030,57.70997521836465
Gambia,m1,d11,t12,2025,194.99846281047817
Gambia,m1,d11,t12,2030,-0.9904971795105186
Gambia,m1,d11,t13,2025,194.99872055271575
Gambia,m1,d11,t13,2030,57.709765859875816
Gambia,m1,d11,t14,2025,194.99887929417145
Gambia,m1,d11,t14,2030,57.70991720632005
Gambia,m1,d11,t15,2025,194.99887926202408
Gambia,m1,d11,t15,2030,57.709921115314934
Gambia,m1,d11,t16,2025,194.9988899221011
Gambia,m1,d11,t16,2030,57.70993530039944
Gambia,m1,d11,t17,2025,194.99886910603132
Gambia,m1,d11,t17,2030,57.709938429820454
Gambia,m1,d11,t18,2025,194.99894758852184
Gambia,m1,d11,t18,2030,57.71004003475273
Gambia,m1,d11,t19,2025,194.9991504451484
Gambia,m1,d11,t19,2030,139.39999636338723
Gambia,m1,d11,t20,2025,194.99935410364716
Gambia,m1,d11,t20,2030,139.40011458442297
Gambia,m1,d11,t21,2025,194.99951785318208
Gambia,m1,d11,t21,2030,139.4002126905926
Gambia,m1,d11,t22,2025,194.9995362422511
Gambia,m1,d11,t22,2030,139.40022570728377
Gambia,m1,d11,t23,2025,194.99936956198843
Gambia,m1,d11,t23,2030,139.40011718985977
Gambia,m1,d11,t24,2025,194.99926036726043
Gambia,m1,d11,t24,2030,139.40005064016526
Gambia,m1,d12,t1,2025,194.9990932760454
Gambia,m1,d12,t1,2030,139.4000403840753
Gambia,m1,d12,t2,2025,194.99908574020807
Gambia,m1,d12,t2,2030,139.40003550819588
Gambia,m1,d12,t3,2025,194.9990552793285
Gambia,m1,d12,t3,2030,139.40001982452517
Gambia,m1,d12,t4,2025,194.99903757411087
Gambia,m1,d12,t4,2030,139.4000122760614
Gambia,m1,d12,t5,2025,194.99903743861015
Gambia,m1,d12,t5,2030,139.40001213682132
Gambia,m1,d12,t6,2025,194.99905482037826
Gambia,m1,d12,t6,2030,139.40001930697258
Gambia,m1,d12,t7,2025,194.99906654017002
Gambia,m1,d12,t7,2030,139.4000246984076
Gambia,m1,d12,t8,2025,194.99908907948844
Gambia,m1,d12,t8,2030,139.40003096031168
Gambia,m1,d12,t9,2025,194.99903960715625
Gambia,m1,d12,t9,2030,139.3999659239133
Gambia,m1,d12,t10,2025,194.99902186667774
Gambia,m1,d12,t10,2030,57.83668949229447
Gambia,m1,d12,t11,2025,194.99900924010416
Gambia,m1,d12,t11,2030,57.71106325833066
Gambia,m1,d12,t12,2025,194.99894196210175
Gambia,m1,d12,t12,2030,57.710014916677
Gambia,m1,d12,t13,2025,194.99882587560194
Gambia,m1,d12,t13,2030,57.71000661318906
Gambia,m1,d12,t14,2025,194.99903655656638
Gambia,m1,d12,t14,2030,57.710350826597235
Gambia,m1,d12,t15,2025,194.99894864991157
