z,y,q,d,uni,t,value
Gambia,2025,m1,d3,Demand,t12,82.05196535489355
Gambia,2025,m1,d3,Demand,t13,82.57617970035876
Gambia,2025,m1,d3,Demand,t14,84.14882281853187
Gambia,2025,m1,d3,Demand,t15,81.5277509276509
Gambia,2025,m1,d3,Demand,t16,83.62460847306664
Gambia,2025,m1,d3,Demand,t17,82.05196535489355
Gambia,2025,m1,d3,Demand,t18,82.05196535489355
Gambia,2025,m1,d3,Demand,t19,84.67303724577452
Gambia,2025,m1,d3,Demand,t20,97.77839670017939
Gambia,2025,m1,d3,Demand,t21,97.25418235471417
Gambia,2025,m1,d3,Demand,t22,98.30261112742205
Gambia,2025,m1,d3,Demand,t23,94.63311046383319
Gambia,2025,m1,d3,Demand,t24,88.34253790936337
Gambia,2025,m1,d4,Generation,t1,83.65436984960499
Gambia,2025,m1,d4,Generation,t2,77.34373711066505
Gambia,2025,m1,d4,Generation,t3,75.76797004311001
Gambia,2025,m1,d4,Generation,t4,74.193451728963
Gambia,2025,m1,d4,Generation,t5,72.09565798409969
Gambia,2025,m1,d4,Generation,t6,72.61929779681083
Gambia,2025,m1,d4,Generation,t7,75.23997643497572
Gambia,2025,m1,d4,Generation,t8,66.8522733547762
Gambia,2025,m1,d4,Generation,t9,77.86057935190782
Gambia,2025,m1,d4,Generation,t10,81.52990380628755
Gambia,2025,m1,d4,Generation,t11,81.52976261138907
Gambia,2025,m1,d4,Generation,t12,81.52964409929209
Gambia,2025,m1,d4,Generation,t13,81.5295425800136
Gambia,2025,m1,d4,Generation,t14,82.05366806670476
Gambia,2025,m1,d4,Generation,t15,82.57780355834856
Gambia,2025,m1,d4,Generation,t16,80.48087691388714
Gambia,2025,m1,d4,Generation,t17,83.10188261433669
Gambia,2025,m1,d4,Generation,t18,85.72289303680299
Gambia,2025,m1,d4,Generation,t19,85.1986228621738
Gambia,2025,m1,d4,Generation,t20,94.11017193651095
Gambia,2025,m1,d4,Generation,t21,96.20697557023476
Gambia,2025,m1,d4,Generation,t22,96.20692339755357
Gambia,2025,m1,d4,Generation,t23,93.0615841304347
Gambia,2025,m1,d4,Generation,t24,87.29516245286933
Gambia,2025,m1,d4,Unmet demand,t1,4.9904574986787196e-05
Gambia,2025,m1,d4,Unmet demand,t2,4.9892133378982226e-05
Gambia,2025,m1,d4,Unmet demand,t3,4.98888486034968e-05
Gambia,2025,m1,d4,Unmet demand,t4,4.9882722959504e-05
Gambia,2025,m1,d4,Unmet demand,t5,4.987744662843863e-05
Gambia,2025,m1,d4,Unmet demand,t6,4.987837906197449e-05
Gambia,2025,m1,d4,Unmet demand,t7,4.988396471953027e-05
Gambia,2025,m1,d4,Unmet demand,t8,4.986401424266702e-05
Gambia,2025,m1,d4,Unmet demand,t9,4.9889593317939216e-05
Gambia,2025,m1,d4,Unmet demand,t10,4.9897928460655194e-05
Gambia,2025,m1,d4,Unmet demand,t11,4.9897949099927766e-05
Gambia,2025,m1,d4,Unmet demand,t12,4.989793900178409e-05
Gambia,2025,m1,d4,Unmet demand,t13,4.989792288289172e-05
Gambia,2025,m1,d4,Unmet demand,t14,4.9899156286226444e-05
Gambia,2025,m1,d4,Unmet demand,t15,4.990040667539687e-05
Gambia,2025,m1,d4,Unmet demand,t16,4.98954324191476e-05
Gambia,2025,m1,d4,Unmet demand,t17,4.990168676683497e-05
Gambia,2025,m1,d4,Unmet demand,t18,4.9908716447341074e-05
Gambia,2025,m1,d4,Unmet demand,t19,4.990735036868063e-05
Gambia,2025,m1,d4,Unmet demand,t20,4.994030132197799e-05
Gambia,2025,m1,d4,Unmet demand,t21,4.994977219975206e-05
Gambia,2025,m1,d4,Unmet demand,t22,4.9948784544927806e-05
Gambia,2025,m1,d4,Unmet demand,t23,4.993245568946149e-05
Gambia,2025,m1,d4,Unmet demand,t24,4.990860481185105e-05
Gambia,2025,m1,d4,Storage Charge,t1,-0.029433832638242275
Gambia,2025,m1,d4,Storage Charge,t2,-0.009372866159801221
Gambia,2025,m1,d4,Storage Charge,t3,-0.006248718228645809
Gambia,2025,m1,d4,Storage Charge,t4,-0.004373323139417393
Gambia,2025,m1,d4,Storage Charge,t5,-0.003436862533440492
Gambia,2025,m1,d4,Storage Charge,t6,-0.0028623939959834042
Gambia,2025,m1,d4,Storage Charge,t7,-0.0024694650584496302
Gambia,2025,m1,d4,Storage Charge,t8,-0.002195358739950269
Gambia,2025,m1,d4,Storage Charge,t9,-0.001966193771626525
Gambia,2025,m1,d4,Storage Charge,t10,-0.0017905210704609864
Gambia,2025,m1,d4,Storage Charge,t11,-0.001649326197913869
Gambia,2025,m1,d4,Storage Charge,t12,-0.0015308140572819623
Gambia,2025,m1,d4,Storage Charge,t13,-0.0014292947186709097
Gambia,2025,m1,d4,Storage Charge,t14,-0.0013404192721244194
Gambia,2025,m1,d4,Storage Charge,t15,-0.0012616306107956956
Gambia,2025,m1,d4,Storage Charge,t16,-0.0011921891916345712
Gambia,2025,m1,d4,Storage Charge,t17,-0.0011263245865836206
Gambia,2025,m1,d4,Storage Charge,t18,-0.0010651844998164368
Gambia,2025,m1,d4,Storage Charge,t19,-0.0010093716197606653
Gambia,2025,m1,d4,Storage Charge,t20,-0.0009496841332866407
Gambia,2025,m1,d4,Storage Charge,t21,-0.0008960473753270903
Gambia,2025,m1,d4,Storage Charge,t22,-0.0008438713996303583
Gambia,2025,m1,d4,Storage Charge,t23,-0.0007905026417522296
Gambia,2025,m1,d4,Storage Charge,t24,-0.0007262005272208824
Gambia,2025,m1,d4,Demand,t1,83.62460847306664
Gambia,2025,m1,d4,Demand,t2,77.33403591859683
Gambia,2025,m1,d4,Demand,t3,75.76139280042372
Gambia,2025,m1,d4,Demand,t4,74.18874968225062
Gambia,2025,m1,d4,Demand,t5,72.09189213683487
Gambia,2025,m1,d4,Demand,t6,72.6161064823001
Gambia,2025,m1,d4,Demand,t7,75.23717837318105
Gambia,2025,m1,d4,Demand,t8,66.84974835507293
Gambia,2025,m1,d4,Demand,t9,77.85825034583948
Gambia,2025,m1,d4,Demand,t10,81.5277509276509
Gambia,2025,m1,d4,Demand,t11,81.5277509276509
Gambia,2025,m1,d4,Demand,t12,81.5277509276509
Gambia,2025,m1,d4,Demand,t13,81.5277509276509
Gambia,2025,m1,d4,Demand,t14,82.05196535489355
Gambia,2025,m1,d4,Demand,t15,82.57617970035876
Gambia,2025,m1,d4,Demand,t16,80.47932223672046
Gambia,2025,m1,d4,Demand,t17,83.10039412760143
Gambia,2025,m1,d4,Demand,t18,85.7214660184824
Gambia,2025,m1,d4,Demand,t19,85.19725159123973
Gambia,2025,m1,d4,Demand,t20,94.10889603659052
Gambia,2025,m1,d4,Demand,t21,96.2057535820063
Gambia,2025,m1,d4,Demand,t22,96.2057535820063
Gambia,2025,m1,d4,Demand,t23,93.06046726388266
Gambia,2025,m1,d4,Demand,t24,87.29410913665549
Gambia,2025,m1,d5,Generation,t1,81.03342659875884
Gambia,2025,m1,d5,Generation,t2,78.39217121542866
Gambia,2025,m1,d5,Generation,t3,75.2437644057015
Gambia,2025,m1,d5,Generation,t4,73.66924246584476
Gambia,2025,m1,d5,Generation,t5,72.095660283923
Gambia,2025,m1,d5,Generation,t6,74.71615340440998
Gambia,2025,m1,d5,Generation,t7,75.23997670666616
Gambia,2025,m1,d5,Generation,t8,77.86079569274945
Gambia,2025,m1,d5,Generation,t9,78.90900915781734
Gambia,2025,m1,d5,Generation,t10,82.57833984792669
Gambia,2025,m1,d5,Generation,t11,83.10241024932044
Gambia,2025,m1,d5,Generation,t12,74.19065810025567
Gambia,2025,m1,d5,Generation,t13,75.2389810049896
Gambia,2025,m1,d5,Generation,t14,75.76310450534268
Gambia,2025,m1,d5,Generation,t15,74.71459780267652
Gambia,2025,m1,d5,Generation,t16,74.19031289329166
Gambia,2025,m1,d5,Generation,t17,71.0449668271135
Gambia,2025,m1,d5,Generation,t18,81.00496546530792
Gambia,2025,m1,d5,Generation,t19,79.95647866644427
Gambia,2025,m1,d5,Generation,t20,96.731238807419
Gambia,2025,m1,d5,Generation,t21,97.77961570900713
Gambia,2025,m1,d5,Generation,t22,97.25535037767429
Gambia,2025,m1,d5,Generation,t23,93.5857977044007
Gambia,2025,m1,d5,Generation,t24,88.34359065341518
Gambia,2025,m1,d5,Unmet demand,t1,4.98975197464809e-05
Gambia,2025,m1,d5,Unmet demand,t2,4.9894437198110804e-05
Gambia,2025,m1,d5,Unmet demand,t3,4.988770584438006e-05
Gambia,2025,m1,d5,Unmet demand,t4,4.988157623084309e-05
Gambia,2025,m1,d5,Unmet demand,t5,4.987745438793116e-05
Gambia,2025,m1,d5,Unmet demand,t6,4.988298990113931e-05
Gambia,2025,m1,d5,Unmet demand,t7,4.9884041908557136e-05
Gambia,2025,m1,d5,Unmet demand,t8,4.988935289490526e-05
Gambia,2025,m1,d5,Unmet demand,t9,4.9881314402992247e-05
Gambia,2025,m1,d5,Unmet demand,t10,4.9868504345586715e-05
Gambia,2025,m1,d5,Unmet demand,t11,4.9868224276560395e-05
Gambia,2025,m1,d5,Unmet demand,t12,4.983690723464142e-05
Gambia,2025,m1,d5,Unmet demand,t13,4.984142422938506e-05
Gambia,2025,m1,d5,Unmet demand,t14,4.9843540835000276e-05
Gambia,2025,m1,d5,Unmet demand,t15,4.9838954607450324e-05
Gambia,2025,m1,d5,Unmet demand,t16,4.983650345061893e-05
Gambia,2025,m1,d5,Unmet demand,t17,4.982078420319589e-05
Gambia,2025,m1,d5,Unmet demand,t18,4.987551201800798e-05
Gambia,2025,m1,d5,Unmet demand,t19,4.989195169964978e-05
Gambia,2025,m1,d5,Unmet demand,t20,4.995262405757284e-05
Gambia,2025,m1,d5,Unmet demand,t21,4.995742114023128e-05
Gambia,2025,m1,d5,Unmet demand,t22,4.995387981211532e-05
Gambia,2025,m1,d5,Unmet demand,t23,4.993473173745688e-05
Gambia,2025,m1,d5,Unmet demand,t24,4.9911812844281254e-05
Gambia,2025,m1,d5,Storage Charge,t1,-0.02956214469073417
Gambia,2025,m1,d5,Storage Charge,t2,-0.009378327840095228
Gambia,2025,m1,d5,Storage Charge,t3,-0.006257443239315906
Gambia,2025,m1,d5,Storage Charge,t4,-0.004378422407212396
