uni_0,uni_1,uni_2,uni_3,uni_4,value
Nigeria,Wind,dry,1,t16,0.054
Nigeria,Wind,dry,1,t17,0.039
Nigeria,Wind,dry,1,t18,0.044
Nigeria,Wind,dry,1,t19,0.084
Nigeria,Wind,dry,1,t20,0.179
Nigeria,Wind,dry,1,t21,0.376
Nigeria,Wind,dry,1,t22,0.624
Nigeria,Wind,dry,1,t23,0.777
Nigeria,Wind,dry,1,t24,0.8200000000000001
Nigeria,Wind,dry,2,t01,0.788
Nigeria,Wind,dry,2,t02,0.774
Nigeria,Wind,dry,2,t03,0.773
Nigeria,Wind,dry,2,t04,0.806
Nigeria,Wind,dry,2,t05,0.846
Nigeria,Wind,dry,2,t06,0.875
Nigeria,Wind,dry,2,t07,0.8130000000000001
Nigeria,Wind,dry,2,t08,0.481
Nigeria,Wind,dry,2,t09,0.168
Nigeria,Wind,dry,2,t10,0.015
Nigeria,Wind,dry,2,t13,0.004
Nigeria,Wind,dry,2,t14,0.016
Nigeria,Wind,dry,2,t15,0.036
Nigeria,Wind,dry,2,t16,0.068
Nigeria,Wind,dry,2,t17,0.155
Nigeria,Wind,dry,2,t18,0.192
Nigeria,Wind,dry,2,t19,0.142
Nigeria,Wind,dry,2,t20,0.147
Nigeria,Wind,dry,2,t21,0.274
Nigeria,Wind,dry,2,t22,0.45
Nigeria,Wind,dry,2,t23,0.586
Nigeria,Wind,dry,2,t24,0.6950000000000001
Nigeria,Wind,dry,3,t01,0.025
Nigeria,Wind,dry,3,t02,0.027
Nigeria,Wind,dry,3,t03,0.028
Nigeria,Wind,dry,3,t04,0.029
Nigeria,Wind,dry,3,t05,0.026
Nigeria,Wind,dry,3,t06,0.019
Nigeria,Wind,dry,3,t07,0.014
Nigeria,Wind,dry,3,t08,0.026
Nigeria,Wind,dry,3,t09,0.002
Nigeria,Wind,dry,3,t12,0.001
Nigeria,Wind,dry,3,t13,0.001
Nigeria,Wind,dry,3,t14,0.003
Nigeria,Wind,dry,3,t15,0.006
Nigeria,Wind,dry,3,t16,0.013
Nigeria,Wind,dry,3,t17,0.026
Nigeria,Wind,dry,3,t18,0.041
Nigeria,Wind,dry,3,t19,0.032
Nigeria,Wind,dry,3,t20,0.015
Nigeria,Wind,dry,3,t21,0.014
Nigeria,Wind,dry,3,t22,0.009
Nigeria,Wind,dry,3,t23,0.006
Nigeria,Wind,dry,3,t24,0.007
Nigeria,Wind,dry,4,t01,0.921
Nigeria,Wind,dry,4,t02,0.927
Nigeria,Wind,dry,4,t03,0.93
Nigeria,Wind,dry,4,t04,0.935
Nigeria,Wind,dry,4,t05,0.936
Nigeria,Wind,dry,4,t06,0.937
Nigeria,Wind,dry,4,t07,0.902
Nigeria,Wind,dry,4,t08,0.774
Nigeria,Wind,dry,4,t09,0.712
Nigeria,Wind,dry,4,t10,0.616
Nigeria,Wind,dry,4,t11,0.325
Nigeria,Wind,dry,4,t12,0.12
Nigeria,Wind,dry,4,t13,0.041
Nigeria,Wind,dry,4,t14,0.013
Nigeria,Wind,dry,4,t15,0.005
Nigeria,Wind,dry,4,t16,0.006
Nigeria,Wind,dry,4,t17,0.019
Nigeria,Wind,dry,4,t18,0.076
Nigeria,Wind,dry,4,t19,0.234
Nigeria,Wind,dry,4,t20,0.471
Nigeria,Wind,dry,4,t21,0.649
Nigeria,Wind,dry,4,t22,0.746
Nigeria,Wind,dry,4,t23,0.799
Nigeria,Wind,dry,4,t24,0.84
Nigeria,Wind,wet,1,t01,0.086
Nigeria,Wind,wet,1,t02,0.057
Nigeria,Wind,wet,1,t03,0.037
Nigeria,Wind,wet,1,t04,0.032
Nigeria,Wind,wet,1,t05,0.047
Nigeria,Wind,wet,1,t06,0.086
Nigeria,Wind,wet,1,t07,0.087
Nigeria,Wind,wet,1,t08,0.091
Nigeria,Wind,wet,1,t09,0.233
Nigeria,Wind,wet,1,t10,0.282
Nigeria,Wind,wet,1,t11,0.228
Nigeria,Wind,wet,1,t12,0.157
Nigeria,Wind,wet,1,t13,0.111
Nigeria,Wind,wet,1,t14,0.087
Nigeria,Wind,wet,1,t15,0.078
Nigeria,Wind,wet,1,t16,0.073
Nigeria,Wind,wet,1,t17,0.079
Nigeria,Wind,wet,1,t18,0.129
Nigeria,Wind,wet,1,t19,0.162
Nigeria,Wind,wet,1,t20,0.143
Nigeria,Wind,wet,1,t21,0.097
Nigeria,Wind,wet,1,t22,0.063
Nigeria,Wind,wet,1,t23,0.053
Nigeria,Wind,wet,1,t24,0.058
Nigeria,Wind,wet,2,t01,0.006
Nigeria,Wind,wet,2,t02,0.008
Nigeria,Wind,wet,2,t03,0.01
Nigeria,Wind,wet,2,t04,0.006
Nigeria,Wind,wet,2,t05,0.001
Nigeria,Wind,wet,2,t19,0.004
Nigeria,Wind,wet,2,t20,0.011
Nigeria,Wind,wet,2,t21,0.017
Nigeria,Wind,wet,2,t22,0.016
Nigeria,Wind,wet,2,t23,0.009
Nigeria,Wind,wet,2,t24,0.003
Nigeria,Wind,wet,3,t01,0.192
Nigeria,Wind,wet,3,t02,0.192
Nigeria,Wind,wet,3,t03,0.205
Nigeria,Wind,wet,3,t04,0.209
Nigeria,Wind,wet,3,t05,0.231
Nigeria,Wind,wet,3,t06,0.231
Nigeria,Wind,wet,3,t07,0.162
Nigeria,Wind,wet,3,t08,0.208
Nigeria,Wind,wet,3,t09,0.21
Nigeria,Wind,wet,3,t10,0.218
Nigeria,Wind,wet,3,t11,0.233
Nigeria,Wind,wet,3,t12,0.238
Nigeria,Wind,wet,3,t13,0.229
Nigeria,Wind,wet,3,t14,0.211
Nigeria,Wind,wet,3,t15,0.188
Nigeria,Wind,wet,3,t16,0.167
Nigeria,Wind,wet,3,t17,0.139
Nigeria,Wind,wet,3,t18,0.108
Nigeria,Wind,wet,3,t19,0.073
Nigeria,Wind,wet,3,t20,0.044
Nigeria,Wind,wet,3,t21,0.022
Nigeria,Wind,wet,3,t22,0.011
Nigeria,Wind,wet,3,t23,0.006
Nigeria,Wind,wet,3,t24,0.006
Nigeria,Wind,wet,4,t01,0.301
Nigeria,Wind,wet,4,t02,0.354
Nigeria,Wind,wet,4,t03,0.408
Nigeria,Wind,wet,4,t04,0.464
Nigeria,Wind,wet,4,t05,0.484
Nigeria,Wind,wet,4,t06,0.472
Nigeria,Wind,wet,4,t07,0.343
Nigeria,Wind,wet,4,t08,0.238
Nigeria,Wind,wet,4,t09,0.382
Nigeria,Wind,wet,4,t10,0.531
Nigeria,Wind,wet,4,t11,0.618
Nigeria,Wind,wet,4,t12,0.65
Nigeria,Wind,wet,4,t13,0.635
Nigeria,Wind,wet,4,t14,0.579
Nigeria,Wind,wet,4,t15,0.454
Nigeria,Wind,wet,4,t16,0.264
Nigeria,Wind,wet,4,t17,0.164
Nigeria,Wind,wet,4,t18,0.143
Nigeria,Wind,wet,4,t19,0.118
Nigeria,Wind,wet,4,t20,0.081
Nigeria,Wind,wet,4,t21,0.056
Nigeria,Wind,wet,4,t22,0.073
Nigeria,Wind,wet,4,t23,0.135
Nigeria,Wind,wet,4,t24,0.188
Nigeria,Rooftop,dry,1,t07,0.14
Nigeria,Rooftop,dry,1,t08,0.396
Nigeria,Rooftop,dry,1,t09,0.596
Nigeria,Rooftop,dry,1,t10,0.6970000000000001
Nigeria,Rooftop,dry,1,t11,0.772
Nigeria,Rooftop,dry,1,t12,0.794
Nigeria,Rooftop,dry,1,t13,0.768
Nigeria,Rooftop,dry,1,t14,0.6880000000000001
Nigeria,Rooftop,dry,1,t15,0.548
Nigeria,Rooftop,dry,1,t16,0.344
Nigeria,Rooftop,dry,1,t17,0.104
Nigeria,Rooftop,dry,2,t07,0.166
Nigeria,Rooftop,dry,2,t08,0.426
Nigeria,Rooftop,dry,2,t09,0.624
Nigeria,Rooftop,dry,2,t10,0.684
Nigeria,Rooftop,dry,2,t11,0.74
Nigeria,Rooftop,dry,2,t12,0.747
Nigeria,Rooftop,dry,2,t13,0.686
Nigeria,Rooftop,dry,2,t14,0.617
Nigeria,Rooftop,dry,2,t15,0.467
Nigeria,Rooftop,dry,2,t16,0.254
Nigeria,Rooftop,dry,2,t17,0.063
Nigeria,Rooftop,dry,3,t06,0.005
Nigeria,Rooftop,dry,3,t07,0.148
Nigeria,Rooftop,dry,3,t08,0.363
Nigeria,Rooftop,dry,3,t09,0.542
Nigeria,Rooftop,dry,3,t10,0.67
Nigeria,Rooftop,dry,3,t11,0.738
Nigeria,Rooftop,dry,3,t12,0.76
Nigeria,Rooftop,dry,3,t13,0.721
Nigeria,Rooftop,dry,3,t14,0.639
Nigeria,Rooftop,dry,3,t15,0.504
Nigeria,Rooftop,dry,3,t16,0.321
Nigeria,Rooftop,dry,3,t17,0.119
Nigeria,Rooftop,dry,3,t18,0.002
Nigeria,Rooftop,dry,4,t07,0.177
Nigeria,Rooftop,dry,4,t08,0.463
Nigeria,Rooftop,dry,4,t09,0.668
Nigeria,Rooftop,dry,4,t10,0.798
Nigeria,Rooftop,dry,4,t11,0.863
Nigeria,Rooftop,dry,4,t12,0.879
Nigeria,Rooftop,dry,4,t13,0.845
Nigeria,Rooftop,dry,4,t14,0.765
Nigeria,Rooftop,dry,4,t15,0.631
Nigeria,Rooftop,dry,4,t16,0.432
Nigeria,Rooftop,dry,4,t17,0.167
Nigeria,Rooftop,wet,1,t06,0.007
Nigeria,Rooftop,wet,1,t07,0.109
Nigeria,Rooftop,wet,1,t08,0.267
Nigeria,Rooftop,wet,1,t09,0.422
Nigeria,Rooftop,wet,1,t10,0.54
Nigeria,Rooftop,wet,1,t11,0.6000000000000001
Nigeria,Rooftop,wet,1,t12,0.599
Nigeria,Rooftop,wet,1,t13,0.552
Nigeria,Rooftop,wet,1,t14,0.447
Nigeria,Rooftop,wet,1,t15,0.315
Nigeria,Rooftop,wet,1,t16,0.178
Nigeria,Rooftop,wet,1,t17,0.058
Nigeria,Rooftop,wet,1,t18,0.002
Nigeria,Rooftop,wet,2,t06,0.012
Nigeria,Rooftop,wet,2,t07,0.096
Nigeria,Rooftop,wet,2,t08,0.233
Nigeria,Rooftop,wet,2,t09,0.398
Nigeria,Rooftop,wet,2,t10,0.516
Nigeria,Rooftop,wet,2,t11,0.5690000000000001
Nigeria,Rooftop,wet,2,t12,0.5730000000000001
Nigeria,Rooftop,wet,2,t13,0.529
Nigeria,Rooftop,wet,2,t14,0.451
Nigeria,Rooftop,wet,2,t15,0.352
Nigeria,Rooftop,wet,2,t16,0.213
Nigeria,Rooftop,wet,2,t17,0.087
Nigeria,Rooftop,wet,2,t18,0.006
Nigeria,Rooftop,wet,3,t06,0.004
Nigeria,Rooftop,wet,3,t07,0.062
Nigeria,Rooftop,wet,3,t08,0.161
Nigeria,Rooftop,wet,3,t09,0.278
Nigeria,Rooftop,wet,3,t10,0.398
Nigeria,Rooftop,wet,3,t11,0.49
Nigeria,Rooftop,wet,3,t12,0.525
Nigeria,Rooftop,wet,3,t13,0.511
Nigeria,Rooftop,wet,3,t14,0.461
Nigeria,Rooftop,wet,3,t15,0.365
Nigeria,Rooftop,wet,3,t16,0.237
Nigeria,Rooftop,wet,3,t17,0.097
Nigeria,Rooftop,wet,3,t18,0.009
Nigeria,Rooftop,wet,4,t06,0.002
Nigeria,Rooftop,wet,4,t07,0.103
Nigeria,Rooftop,wet,4,t08,0.209
Nigeria,Rooftop,wet,4,t09,0.321
Nigeria,Rooftop,wet,4,t10,0.53
Nigeria,Rooftop,wet,4,t11,0.6890000000000001
Nigeria,Rooftop,wet,4,t12,0.649
Nigeria,Rooftop,wet,4,t13,0.521
Nigeria,Rooftop,wet,4,t14,0.365
Nigeria,Rooftop,wet,4,t15,0.231
Nigeria,Rooftop,wet,4,t16,0.111
Nigeria,Rooftop,wet,4,t17,0.028
Senegal,PV,dry,1,t08,0.009
Senegal,PV,dry,1,t09,0.148
Senegal,PV,dry,1,t10,0.36
Senegal,PV,dry,1,t11,0.538
Senegal,PV,dry,1,t12,0.553
Senegal,PV,dry,1,t13,0.477
Senegal,PV,dry,1,t14,0.54
Senegal,PV,dry,1,t15,0.537
Senegal,PV,dry,1,t16,0.439
Senegal,PV,dry,1,t17,0.266
Senegal,PV,dry,1,t18,0.087
Senegal,PV,dry,1,t19,0.002
Senegal,PV,dry,2,t08,0.04
Senegal,PV,dry,2,t09,0.332
Senegal,PV,dry,2,t10,0.56
Senegal,PV,dry,2,t11,0.713
Senegal,PV,dry,2,t12,0.801
Senegal,PV,dry,2,t13,0.841
Senegal,PV,dry,2,t14,0.8220000000000001
Senegal,PV,dry,2,t15,0.754
Senegal,PV,dry,2,t16,0.653
Senegal,PV,dry,2,t17,0.5
Senegal,PV,dry,2,t18,0.271
Senegal,PV,dry,2,t19,0.032
Senegal,PV,dry,3,t08,0.049
Senegal,PV,dry,3,t09,0.249
Senegal,PV,dry,3,t10,0.46
Senegal,PV,dry,3,t11,0.617
Senegal,PV,dry,3,t12,0.712
Senegal,PV,dry,3,t13,0.754
Senegal,PV,dry,3,t14,0.749
Senegal,PV,dry,3,t15,0.6940000000000001
Senegal,PV,dry,3,t16,0.599
Senegal,PV,dry,3,t17,0.438
Senegal,PV,dry,3,t18,0.232
Senegal,PV,dry,3,t19,0.041
Senegal,PV,dry,4,t08,0.029
Senegal,PV,dry,4,t09,0.293
Senegal,PV,dry,4,t10,0.535
Senegal,PV,dry,4,t11,0.6930000000000001
Senegal,PV,dry,4,t12,0.783
Senegal,PV,dry,4,t13,0.8140000000000001
Senegal,PV,dry,4,t14,0.802
Senegal,PV,dry,4,t15,0.742
Senegal,PV,dry,4,t16,0.578
Senegal,PV,dry,4,t17,0.383
Senegal,PV,dry,4,t18,0.151
Senegal,PV,dry,4,t19,0.005
Senegal,PV,wet,1,t08,0.063
Senegal,PV,wet,1,t09,0.24
Senegal,PV,wet,1,t10,0.421
Senegal,PV,wet,1,t11,0.5630000000000001
Senegal,PV,wet,1,t12,0.656
Senegal,PV,wet,1,t13,0.6970000000000001
Senegal,PV,wet,1,t14,0.6930000000000001
Senegal,PV,wet,1,t15,0.64
Senegal,PV,wet,1,t16,0.539
Senegal,PV,wet,1,t17,0.391
Senegal,PV,wet,1,t18,0.209
Senegal,PV,wet,1,t19,0.046
Senegal,PV,wet,2,t08,0.064
Senegal,PV,wet,2,t09,0.193
Senegal,PV,wet,2,t10,0.332
Senegal,PV,wet,2,t11,0.44
Senegal,PV,wet,2,t12,0.502
Senegal,PV,wet,2,t13,0.516
Senegal,PV,wet,2,t14,0.492
Senegal,PV,wet,2,t15,0.427
Senegal,PV,wet,2,t16,0.344
Senegal,PV,wet,2,t17,0.236
Senegal,PV,wet,2,t18,0.146
Senegal,PV,wet,2,t19,0.049
Senegal,PV,wet,3,t08,0.038
Senegal,PV,wet,3,t09,0.133
Senegal,PV,wet,3,t10,0.253
Senegal,PV,wet,3,t11,0.403
Senegal,PV,wet,3,t12,0.499
Senegal,PV,wet,3,t13,0.547
Senegal,PV,wet,3,t14,0.523
Senegal,PV,wet,3,t15,0.49
Senegal,PV,wet,3,t16,0.4
Senegal,PV,wet,3,t17,0.29
Senegal,PV,wet,3,t18,0.162
Senegal,PV,wet,3,t19,0.048
Senegal,PV,wet,4,t08,0.016
Senegal,PV,wet,4,t09,0.111
Senegal,PV,wet,4,t10,0.225
Senegal,PV,wet,4,t11,0.351
Senegal,PV,wet,4,t12,0.429
Senegal,PV,wet,4,t13,0.466
Senegal,PV,wet,4,t14,0.447
Senegal,PV,wet,4,t15,0.353
Senegal,PV,wet,4,t16,0.215
Senegal,PV,wet,4,t17,0.184
Senegal,PV,wet,4,t18,0.127
Senegal,PV,wet,4,t19,0.012
Senegal,Wind,dry,1,t01,0.593
Senegal,Wind,dry,1,t02,0.637
Senegal,Wind,dry,1,t03,0.674
Senegal,Wind,dry,1,t04,0.6920000000000001
Senegal,Wind,dry,1,t05,0.66
Senegal,Wind,dry,1,t06,0.647
Senegal,Wind,dry,1,t07,0.645
Senegal,Wind,dry,1,t08,0.588
Senegal,Wind,dry,1,t09,0.394
Senegal,Wind,dry,1,t10,0.62
Senegal,Wind,dry,1,t11,0.724
Senegal,Wind,dry,1,t12,0.717
Senegal,Wind,dry,1,t13,0.678
Senegal,Wind,dry,1,t14,0.663
Senegal,Wind,dry,1,t15,0.674
Senegal,Wind,dry,1,t16,0.681
Senegal,Wind,dry,1,t17,0.6920000000000001
Senegal,Wind,dry,1,t18,0.6960000000000001
Senegal,Wind,dry,1,t19,0.746
Senegal,Wind,dry,1,t20,0.772
Senegal,Wind,dry,1,t21,0.759
Senegal,Wind,dry,1,t22,0.748
Senegal,Wind,dry,1,t23,0.753
Senegal,Wind,dry,1,t24,0.75
Senegal,Wind,dry,2,t01,0.74
Senegal,Wind,dry,2,t02,0.707
Senegal,Wind,dry,2,t03,0.673
Senegal,Wind,dry,2,t04,0.712
Senegal,Wind,dry,2,t05,0.77
Senegal,Wind,dry,2,t06,0.776
Senegal,Wind,dry,2,t07,0.78
Senegal,Wind,dry,2,t08,0.783
Senegal,Wind,dry,2,t09,0.737
Senegal,Wind,dry,2,t10,0.931
Senegal,Wind,dry,2,t11,0.949
Senegal,Wind,dry,2,t12,0.933
Senegal,Wind,dry,2,t13,0.885
Senegal,Wind,dry,2,t14,0.834
Senegal,Wind,dry,2,t15,0.799
Senegal,Wind,dry,2,t16,0.766
Senegal,Wind,dry,2,t17,0.73
Senegal,Wind,dry,2,t18,0.68
Senegal,Wind,dry,2,t19,0.718
Senegal,Wind,dry,2,t20,0.808
Senegal,Wind,dry,2,t21,0.857
Senegal,Wind,dry,2,t22,0.866
Senegal,Wind,dry,2,t23,0.856
Senegal,Wind,dry,2,t24,0.834
Senegal,Wind,dry,3,t01,0.711
Senegal,Wind,dry,3,t02,0.674
Senegal,Wind,dry,3,t03,0.62
Senegal,Wind,dry,3,t04,0.526
Senegal,Wind,dry,3,t05,0.379
Senegal,Wind,dry,3,t06,0.248
Senegal,Wind,dry,3,t07,0.158
Senegal,Wind,dry,3,t08,0.067
Senegal,Wind,dry,3,t09,0.017
Senegal,Wind,dry,3,t10,0.025
Senegal,Wind,dry,3,t11,0.036
Senegal,Wind,dry,3,t12,0.019
Senegal,Wind,dry,3,t13,0.003
Senegal,Wind,dry,3,t14,0.002
Senegal,Wind,dry,3,t15,0.004
Senegal,Wind,dry,3,t16,0.012
Senegal,Wind,dry,3,t17,0.029
Senegal,Wind,dry,3,t18,0.053
Senegal,Wind,dry,3,t19,0.128
Senegal,Wind,dry,3,t20,0.272
Senegal,Wind,dry,3,t21,0.485
Senegal,Wind,dry,3,t22,0.682
Senegal,Wind,dry,3,t23,0.781
Senegal,Wind,dry,3,t24,0.795
Senegal,Wind,dry,4,t01,0.237
Senegal,Wind,dry,4,t02,0.204
Senegal,Wind,dry,4,t03,0.188
Senegal,Wind,dry,4,t04,0.201
Senegal,Wind,dry,4,t05,0.259
Senegal,Wind,dry,4,t06,0.327
Senegal,Wind,dry,4,t07,0.329
Senegal,Wind,dry,4,t08,0.277
Senegal,Wind,dry,4,t09,0.096
Senegal,Wind,dry,4,t10,0.038
Senegal,Wind,dry,4,t11,0.059
Senegal,Wind,dry,4,t12,0.087
Senegal,Wind,dry,4,t13,0.188
Senegal,Wind,dry,4,t14,0.231
Senegal,Wind,dry,4,t15,0.243
Senegal,Wind,dry,4,t16,0.249
Senegal,Wind,dry,4,t17,0.237
Senegal,Wind,dry,4,t18,0.254
Senegal,Wind,dry,4,t19,0.362
Senegal,Wind,dry,4,t20,0.41
Senegal,Wind,dry,4,t21,0.343
Senegal,Wind,dry,4,t22,0.185
Senegal,Wind,dry,4,t23,0.051
Senegal,Wind,dry,4,t24,0.002
Senegal,Wind,wet,1,t01,0.77
Senegal,Wind,wet,1,t02,0.774
Senegal,Wind,wet,1,t03,0.777
Senegal,Wind,wet,1,t04,0.768
Senegal,Wind,wet,1,t05,0.739
Senegal,Wind,wet,1,t06,0.686
Senegal,Wind,wet,1,t07,0.621
Senegal,Wind,wet,1,t08,0.411
Senegal,Wind,wet,1,t09,0.203
Senegal,Wind,wet,1,t10,0.277
Senegal,Wind,wet,1,t11,0.22
Senegal,Wind,wet,1,t12,0.146
Senegal,Wind,wet,1,t13,0.092
Senegal,Wind,wet,1,t14,0.057
Senegal,Wind,wet,1,t15,0.041
Senegal,Wind,wet,1,t16,0.037
Senegal,Wind,wet,1,t17,0.042
Senegal,Wind,wet,1,t18,0.057
Senegal,Wind,wet,1,t19,0.12
Senegal,Wind,wet,1,t20,0.334
Senegal,Wind,wet,1,t21,0.6000000000000001
Senegal,Wind,wet,1,t22,0.768
Senegal,Wind,wet,1,t23,0.8160000000000001
Senegal,Wind,wet,1,t24,0.8230000000000001
Senegal,Wind,wet,2,t01,0.391
Senegal,Wind,wet,2,t02,0.389
Senegal,Wind,wet,2,t03,0.379
Senegal,Wind,wet,2,t04,0.352
Senegal,Wind,wet,2,t05,0.306
Senegal,Wind,wet,2,t06,0.261
Senegal,Wind,wet,2,t07,0.221
Senegal,Wind,wet,2,t08,0.3
Senegal,Wind,wet,2,t09,0.447
Senegal,Wind,wet,2,t10,0.367
Senegal,Wind,wet,2,t11,0.263
Senegal,Wind,wet,2,t12,0.183
Senegal,Wind,wet,2,t13,0.132
Senegal,Wind,wet,2,t14,0.101
Senegal,Wind,wet,2,t15,0.083
Senegal,Wind,wet,2,t16,0.074
Senegal,Wind,wet,2,t17,0.071
Senegal,Wind,wet,2,t18,0.072
Senegal,Wind,wet,2,t19,0.114
Senegal,Wind,wet,2,t20,0.32
Senegal,Wind,wet,2,t21,0.519
Senegal,Wind,wet,2,t22,0.5660000000000001
Senegal,Wind,wet,2,t23,0.583
Senegal,Wind,wet,2,t24,0.59
Senegal,Wind,wet,3,t01,0.349
Senegal,Wind,wet,3,t02,0.33
Senegal,Wind,wet,3,t03,0.278
Senegal,Wind,wet,3,t04,0.213
Senegal,Wind,wet,3,t05,0.154
Senegal,Wind,wet,3,t06,0.14
Senegal,Wind,wet,3,t07,0.125
Senegal,Wind,wet,3,t08,0.138
Senegal,Wind,wet,3,t09,0.139
Senegal,Wind,wet,3,t10,0.109
Senegal,Wind,wet,3,t11,0.073
Senegal,Wind,wet,3,t12,0.03
Senegal,Wind,wet,3,t13,0.009
Senegal,Wind,wet,3,t14,0.002
Senegal,Wind,wet,3,t20,0.002
Senegal,Wind,wet,3,t21,0.061
Senegal,Wind,wet,3,t22,0.219
Senegal,Wind,wet,3,t23,0.292
Senegal,Wind,wet,3,t24,0.302
Senegal,Wind,wet,4,t01,0.309
Senegal,Wind,wet,4,t02,0.312
Senegal,Wind,wet,4,t03,0.294
Senegal,Wind,wet,4,t04,0.284
Senegal,Wind,wet,4,t05,0.31
Senegal,Wind,wet,4,t06,0.32
Senegal,Wind,wet,4,t07,0.313
Senegal,Wind,wet,4,t08,0.295
Senegal,Wind,wet,4,t09,0.169
Senegal,Wind,wet,4,t10,0.204
Senegal,Wind,wet,4,t11,0.311
Senegal,Wind,wet,4,t12,0.245
Senegal,Wind,wet,4,t13,0.128
Senegal,Wind,wet,4,t14,0.044
Senegal,Wind,wet,4,t15,0.003
Senegal,Wind,wet,4,t19,0.001
Senegal,Wind,wet,4,t20,0.008
Senegal,Wind,wet,4,t21,0.011
Senegal,Wind,wet,4,t22,0.015
Senegal,Wind,wet,4,t23,0.015
Senegal,Wind,wet,4,t24,0.016
Senegal,Rooftop,dry,1,t08,0.009
Senegal,Rooftop,dry,1,t09,0.148
Senegal,Rooftop,dry,1,t10,0.36
Senegal,Rooftop,dry,1,t11,0.538
Senegal,Rooftop,dry,1,t12,0.553
Senegal,Rooftop,dry,1,t13,0.477
Senegal,Rooftop,dry,1,t14,0.54
Senegal,Rooftop,dry,1,t15,0.537
Senegal,Rooftop,dry,1,t16,0.439
Senegal,Rooftop,dry,1,t17,0.266
Senegal,Rooftop,dry,1,t18,0.087
Senegal,Rooftop,dry,1,t19,0.002
Senegal,Rooftop,dry,2,t08,0.04
Senegal,Rooftop,dry,2,t09,0.332
Senegal,Rooftop,dry,2,t10,0.56
Senegal,Rooftop,dry,2,t11,0.713
Senegal,Rooftop,dry,2,t12,0.801
Senegal,Rooftop,dry,2,t13,0.841
Senegal,Rooftop,dry,2,t14,0.8220000000000001
Senegal,Rooftop,dry,2,t15,0.754
Senegal,Rooftop,dry,2,t16,0.653
Senegal,Rooftop,dry,2,t17,0.5
Senegal,Rooftop,dry,2,t18,0.271
Senegal,Rooftop,dry,2,t19,0.032
Senegal,Rooftop,dry,3,t08,0.049
Senegal,Rooftop,dry,3,t09,0.249
Senegal,Rooftop,dry,3,t10,0.46
Senegal,Rooftop,dry,3,t11,0.617
Senegal,Rooftop,dry,3,t12,0.712
Senegal,Rooftop,dry,3,t13,0.754
Senegal,Rooftop,dry,3,t14,0.749
Senegal,Rooftop,dry,3,t15,0.6940000000000001
Senegal,Rooftop,dry,3,t16,0.599
Senegal,Rooftop,dry,3,t17,0.438
Senegal,Rooftop,dry,3,t18,0.232
Senegal,Rooftop,dry,3,t19,0.041
Senegal,Rooftop,dry,4,t08,0.029
Senegal,Rooftop,dry,4,t09,0.293
Senegal,Rooftop,dry,4,t10,0.535
Senegal,Rooftop,dry,4,t11,0.6930000000000001
Senegal,Rooftop,dry,4,t12,0.783
Senegal,Rooftop,dry,4,t13,0.8140000000000001
Senegal,Rooftop,dry,4,t14,0.802
Senegal,Rooftop,dry,4,t15,0.742
Senegal,Rooftop,dry,4,t16,0.578
Senegal,Rooftop,dry,4,t17,0.383
Senegal,Rooftop,dry,4,t18,0.151
Senegal,Rooftop,dry,4,t19,0.005
Senegal,Rooftop,wet,1,t08,0.063
Senegal,Rooftop,wet,1,t09,0.24
Senegal,Rooftop,wet,1,t10,0.421
Senegal,Rooftop,wet,1,t11,0.5630000000000001
Senegal,Rooftop,wet,1,t12,0.656
Senegal,Rooftop,wet,1,t13,0.6970000000000001
Senegal,Rooftop,wet,1,t14,0.6930000000000001
Senegal,Rooftop,wet,1,t15,0.64
Senegal,Rooftop,wet,1,t16,0.539
Senegal,Rooftop,wet,1,t17,0.391
Senegal,Rooftop,wet,1,t18,0.209
Senegal,Rooftop,wet,1,t19,0.046
Senegal,Rooftop,wet,2,t08,0.064
Senegal,Rooftop,wet,2,t09,0.193
Senegal,Rooftop,wet,2,t10,0.332
Senegal,Rooftop,wet,2,t11,0.44
Senegal,Rooftop,wet,2,t12,0.502
Senegal,Rooftop,wet,2,t13,0.516
Senegal,Rooftop,wet,2,t14,0.492
Senegal,Rooftop,wet,2,t15,0.427
Senegal,Rooftop,wet,2,t16,0.344
Senegal,Rooftop,wet,2,t17,0.236
Senegal,Rooftop,wet,2,t18,0.146
Senegal,Rooftop,wet,2,t19,0.049
Senegal,Rooftop,wet,3,t08,0.038
Senegal,Rooftop,wet,3,t09,0.133
Senegal,Rooftop,wet,3,t10,0.253
Senegal,Rooftop,wet,3,t11,0.403
Senegal,Rooftop,wet,3,t12,0.499
Senegal,Rooftop,wet,3,t13,0.547
Senegal,Rooftop,wet,3,t14,0.523
Senegal,Rooftop,wet,3,t15,0.49
Senegal,Rooftop,wet,3,t16,0.4
Senegal,Rooftop,wet,3,t17,0.29
Senegal,Rooftop,wet,3,t18,0.162
Senegal,Rooftop,wet,3,t19,0.048
Senegal,Rooftop,wet,4,t08,0.016
Senegal,Rooftop,wet,4,t09,0.111
Senegal,Rooftop,wet,4,t10,0.225
Senegal,Rooftop,wet,4,t11,0.351
Senegal,Rooftop,wet,4,t12,0.429
Senegal,Rooftop,wet,4,t13,0.466
Senegal,Rooftop,wet,4,t14,0.447
Senegal,Rooftop,wet,4,t15,0.353
Senegal,Rooftop,wet,4,t16,0.215
Senegal,Rooftop,wet,4,t17,0.184
Senegal,Rooftop,wet,4,t18,0.127
