gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize,Unnamed: 26
Ruzizi3_HY_DRC,DRC,ReservoirHydro,Water,2031,2111,69.0,2,,,,,,0.31,,,0.0,4.248837209,50.0,110.0,0.0,,0.0,0.0,0.0,0.0,
Ruzizi4_HY_DRC,DRC,ReservoirHydro,Water,2035,2115,270.0,3,,,,,,0.31,,,0.0,4.248837209,50.0,270.0,0.0,,0.0,0.0,0.0,0.0,
CahoraBassa2_HY_MOZ,Mozambique,ReservoirHydro,Water,2000,2060,1375.0,1,,,,,,0.4,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
CahoraBassa_Extension_HY_MOZ,Mozambique,ReservoirHydro,Water,2034,2114,0.0,3,,,,,,0.4,,,0.0,4.251,50.0,1250.0,0.0,,0.0,0.0,0.0,0.0,
SA_SolarPrivate25_REN_ZAF,South_Africa,PV,Solar,2025,2055,1209.0,2,,0.0,,,,,,,,,,500.0,0.0,,0.0,0.0,1.0,0.0,
SA_SolarPrivate26_REN_ZAF,South_Africa,PV,Solar,2026,2056,3328.0,2,,0.0,,,,,,,,,,500.0,0.0,,0.0,0.0,1.0,0.0,
SA_SolarPrivate27_REN_ZAF,South_Africa,PV,Solar,2027,2057,2426.0,2,,0.0,,,,,,,,,,500.0,0.0,,0.0,0.0,1.0,0.0,
SA_SolarPrivate29_REN_ZAF,South_Africa,PV,Solar,2026,2056,24.0,2,,0.0,,,,,,,,,,500.0,0.0,,0.0,0.0,1.0,0.0,
SA_SolarPublicProcurement25_REN_ZAF,South_Africa,PV,Solar,2025,2055,150.0,2,,0.0,,,,,,,,,,500.0,0.0,,0.0,0.0,1.0,0.0,
SA_SolarPublicProcurement26_REN_ZAF,South_Africa,PV,Solar,2026,2056,225.0,2,,0.0,,,,,,,,,,500.0,0.0,,0.0,0.0,1.0,0.0,
SA_SolarPublicProcurement27_REN_ZAF,South_Africa,PV,Solar,2027,2057,360.0,2,,0.0,,,,,,,,,,500.0,0.0,,0.0,0.0,1.0,0.0,
SA_WindEskom28_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2060,70.0,2,,,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
SA_WindPrivate25_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2055,1117.0,2,,,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
SA_WindPrivate26_REN_ZAF,South_Africa,OnshoreWind,Wind,2026,2056,964.0,2,,,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
SA_WindPrivate27_REN_ZAF,South_Africa,OnshoreWind,Wind,2027,2057,2847.0,2,,,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
SA_WindPrivate28_REN_ZAF,South_Africa,OnshoreWind,Wind,2028,2058,700.0,2,,,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
SA_WindPrivate29_REN_ZAF,South_Africa,OnshoreWind,Wind,2029,2059,784.0,2,,,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
SA_WindPublicProcurement25_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2055,784.0,2,,,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
SACCGTNG_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,1875.0,3,,,,,,,,,,1.245080501,,938.0,0.0,7.0,7.1,0.05,0.0,0.0,
SACCGTNG2027_TH_ZAF,South_Africa,CCGT,Gas,2027,2057,1000.0,3,,,,,,,,,0.0,1.245080501,,1000.0,0.0,7.0,7.1,0.05,0.0,0.0,
SACCGTNG2028_TH_ZAF,South_Africa,CCGT,Gas,2028,2058,4000.0,3,,,,,,,,,0.0,1.245080501,,4000.0,0.0,7.0,7.1,0.05,0.0,0.0,
SACCGTNGcan_TH_ZAF,South_Africa,CCGT,LNG,2031,2061,3750.0,3,,,,,,,,,,1.245080501,,1875.0,0.0,7.0,7.1,0.05,0.0,0.0,
SACSP_REN_ZAF,South_Africa,CSPPlant,CSP,2019,2059,0.0,1,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,
SAGenericBiomass_BIO_ZAF,South_Africa,ST,Biomass,2024,2074,500.0,3,,10.0,0.33,0.33,,0.8,48000.0,,,4.423148479,,500.0,0.0,,0.0,0.0,0.0,500.0,
Salima_PV_MWI,Malawi,PV,Solar,2022,2052,60.0,1,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
SANuclear_NU_ZAF,South_Africa,ST,Uranium,2035,2073,8000.0,3,,9.2886066,0.1,0.1,0.0,0.0,100000.0,2.3,0.0,6.295957066,50.0,2000.0,0.0,,0.0,0.6,0.0,0.0,
SAOCGTNG_TH_ZAF,South_Africa,OCGT,Gas,2031,2061,700.0,3,,,,,,,,,,1.016815742,,700.0,0.0,7.0,9.7,0.05,0.0,0.0,
Sasolburg_TH_ZAF,South_Africa,OCGT,Gas,2012,2062,175.0,1,,9.990938997,,,,,,,,0.0,,,0.0,7.0,10.690939,0.05,0.0,0.0,
Secunda(SasolChemical)_TH_ZAF,South_Africa,ST,Coal,2010,2060,130.0,1,,12.08277112,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,130.0,
Secunda(SasolSynthetic)_TH_ZAF,South_Africa,OCGT,Gas,2010,2060,150.0,1,,11.49796803,,,,,,,,0.0,,,0.0,7.0,12.19796803,0.05,0.0,0.0,
Serengeti_Nkhotakota,Malawi,PV,Solar,2022,2052,21.0,1,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
SolarRound(PV)_ZMB,Zambia,PV,Solar,2019,2060,88.0,1,,0.0,,,,,,,,0.0,,,0.0,,0.0,0.0,1.0,0.0,
SolarRound(PV)New_ZMB,Zambia,PV,Solar,2023,2060,35.0,1,,0.0,,,,,,,,0.0,,,0.0,,0.0,0.0,1.0,0.0,
Sombwe_HY_DRC,DRC,ReservoirHydro,Water,2024,2104,300.0,3,,,,,,0.193435172,,,0.0,4.248837209,50.0,300.0,0.0,,0.0,0.0,0.0,0.0,
SreenbrasPH_HY_ZAF,South_Africa,Storage,Water,1988,2060,180.0,1,,0.0,1.0,1.0,0.0,0.8,46500.0,0.55,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
SwazilandBiomass_BIO_SWZ,Eswatini,ST,Biomass,2028,2080,35.0,3,,11.1842406,0.33,0.33,,0.8,48000.0,,,4.423148479,,35.0,0.0,,0.0,0.0,0.0,35.0,
"Tedzani_I,_II,_III_HY_MWI",Malawi,ReservoirHydro,Water,2000,2080,102.0,1,,,,,,0.325077306,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Tedzani_IV_HY_MWI,Malawi,ROR,Water,2021,2101,19.0,1,,,,,,0.325077306,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Temane_TH_MOZ,Mozambique,OCGT,Gas,2000,2055,1.0,1,,10.41544727,,,,,,,,0.0,,,0.0,7.0,11.11544727,0.45,0.0,0.0,
Temane2_TH_MOZ,Mozambique,OCGT,Gas,2014,2064,9.2,1,,10.41544727,,,,,,,,0.0,,,0.0,7.0,11.11544727,0.45,0.0,0.0,
Titan_TH_ZWE,Zimbabwe,ST,Coal,2026,2060,160.0,2,,,,,,,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Tutuka_TH_ZAF,South_Africa,ST,Coal,1985,2040,3510.0,1,,12.8,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,610.0,
Vanderkloof_HY_ZAF,South_Africa,ReservoirHydro,Water,1977,2060,240.0,1,,,,,,0.185,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
VanEck_TH_NAM,Namibia,ST,Coal,1972,2040,50.0,1,,15.9,,,,,,11.0,,0.0,50.0,,0.0,,0.0,0.1,0.0,33.0,
VictoriaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1968,2060,108.0,1,,,,,,0.436146831,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Vuka_HY_AGO,Angola,ReservoirHydro,Water,2032,2112,121.0,3,,,,,,0.121826136,,,0.0,4.248837209,50.0,121.0,0.0,,0.0,0.0,0.0,0.0,
Waste_to_energy_(Blantyre)_BM_MWI,Malawi,ST,Biomass,2031,2061,10.0,3,,10.0,,,,,,10.0,,7.2,,10.0,0.0,,0.0,0.0,0.0,0.0,
Wind_2030_MWI,Malawi,OnshoreWind,Wind,2030,2060,350.0,3,,0.0,1.0,1.0,,,,,,,,50.0,0.0,,0.0,0.0,1.0,0.0,
Wovwe_additional_HY_MWI,Malawi,ROR,Water,2027,2107,4.5,2,,,,,,0.325077306,,,0.0,3.536,50.0,5.0,0.0,,0.0,0.0,0.0,0.0,
Wovwe_HY_MWI,Malawi,ROR,Water,2000,2080,4.0,1,,,,,,0.325077306,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84.0,1,,9.7,1.0,1.0,0.0,0.2,17000.0,4.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Zenzo_HY_AGO,Angola,ReservoirHydro,Water,2038,2115,570.0,3,,,,,,0.3325,,,0.0,4.248837209,50.0,570.0,0.0,,0.0,0.0,0.0,0.0,
ZhongJinHeli_TH_ZWE,Zimbabwe,ST,Coal,2025,2060,100.0,2,,,,,,,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
ZhongXinIPP_Phase2_TH_ZWE,Zimbabwe,ST,Coal,2026,2060,270.0,2,,,,,,,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
ZhongXinIPP_TH_ZWE,Zimbabwe,ST,Coal,2022,2060,50.0,1,,,,,,,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
ZimbabweNG_TH_ZWE,Zimbabwe,ICE,HFO,2024,2054,0.0,3,,10.41544727,,,,,,,,0.933810376,,500.0,0.0,,0.0,0.06,0.0,0.0,
Zimplats_PV_ZWE,Zimbabwe,PV,Solar,2026,2060,180.0,2,,0.0,,,,,,,,,,600.0,0.0,,0.0,0.0,1.0,0.0,
ZPCSolarCSP_TH_ZWE,Zimbabwe,CSPPlant,CSP,2024,2064,0.0,3,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.8,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,
ZZEE_TH_ZWB,Zimbabwe,ST,Coal,2028,2060,270.0,3,,,,,,,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
SACCGTNG2029_TH_ZAF,South_Africa,CCGT,Gas,2029,2059,3000.0,2,,,,,,,,,0.0,1.245080501,,1500.0,0.0,7.0,7.1,0.05,0.0,0.0,
SACCGTNG2030_TH_ZAF,South_Africa,CCGT,Gas,2030,2060,3000.0,2,,,,,,,,,0.0,1.245080501,,1500.0,0.0,7.0,7.1,0.05,0.0,0.0,
Hale,Tanzania,ROR,Water,2024,2060,21.0,1,,,0.24,0.24,,0.13,16900.0,0.003,0.0,,,,,,,,,,
Kinyerezi_II,Tanzania,CCGT,Gas,2018,2044,248.0,1,,6.82,,,,,7800.0,4.0,0.0,,,,,,,,,,
Hydro_TZA_Candidate,Tanzania,ROR,Water,2030,2110,0.0,3,,,,,,0.45,40000.0,0.5,0.0,2.8,50.0,5000.0,,,,,,,
Songas,Tanzania,OCGT,Gas,2004,2034,189.0,1,,9.6,0.1,0.1,,,13300.0,,0.0,,,,,,,,,,
Kinyerezi_I_Ext,Tanzania,OCGT,Gas,2022,2047,185.0,1,,9.3,,,,,6300.0,,0.0,,,,,,,,,,
Iringa_Ibosa,Tanzania,ROR,Water,2028,2108,36.0,3,,,,,,0.34,4090.0,0.5,0.0,3.4,50.0,36.0,,,,,,,
Kinyerezi_I,Tanzania,OCGT,Gas,2015,2035,150.0,1,,9.3,,,,,6300.0,,0.0,,,,,,,,,,
Ubungo_II,Tanzania,OCGT,Gas,2012,2031,129.0,1,,10.23,0.1,0.1,,,5700.0,,0.0,,,,,,,,,,
Ubungo_III,Tanzania,OCGT,Gas,2022,2042,113.0,1,,10.23,0.1,0.1,,,5700.0,,0.0,,,,,,,,,,
Ubongo_I,Tanzania,ICE,Gas,2007,2027,102.0,1,,8.98,0.3,0.3,,0.2,5900.0,4.5,0.0,,30.0,,,,,,,,
Iringa_Nginayo,Tanzania,ROR,Water,2030,2110,52.0,3,,,,,,0.37,4090.0,0.5,0.0,2.4,50.0,52.0,,,,,,,
FuelOil_TZA,Tanzania,ICE,HFO,2013,2032,70.0,1,,10.8,,,,,,,0.0,,,,,,,,,,
JNHPP_1,Tanzania,ReservoirHydro,Water,2024,2060,940.0,1,,,0.13,0.13,,0.34,1640.0,0.5,0.0,,50.0,,,,,,,,
Diesel_TZA,Tanzania,ICE,Diesel,2013,2032,60.0,1,,10.8,0.16,0.16,,0.2,13300.0,4.5,0.0,,30.0,,,,,,,,
Tegeta,Tanzania,ICE,Gas,2009,2029,45.0,1,,8.34,0.09,0.09,,0.2,6900.0,4.5,0.0,,30.0,,,,,,,,
JNHPP_2,Tanzania,ReservoirHydro,Water,2028,2105,1175.0,2,,,0.13,0.13,,0.34,1640.0,0.5,0.0,1.3,50.0,1175.0,,,,,,,
Mtwara,Tanzania,OCGT,Gas,2018,2035,31.0,1,,8.34,0.3,0.3,,,8200.0,,0.0,,,,,,,,,,
Kakono,Tanzania,ROR,Water,2030,2110,87.0,3,,,,,,0.44,4090.0,0.5,0.0,3.2,50.0,87.0,,,,,,,
TPC_Bio,Tanzania,ST,Biomass,2010,2030,9.0,1,,11.5,0.0,0.0,,,,4.1,0.0,,,,,,,,,,
Kidatu,Tanzania,ReservoirHydro,Water,1975,2060,204.0,1,,,0.13,0.13,,0.34,1600.0,0.5,0.0,,50.0,,,,,,,,
Somanga,Tanzania,OCGT,Gas,2010,2030,8.0,1,,8.34,0.3,0.3,,,8200.0,,0.0,,,,,,,,,,
Small_PV,Tanzania,PV,Solar,2024,2060,7.0,1,,,,,,,,,0.0,,,,,,,,,,
Small_Wind,Tanzania,OnshoreWind,Wind,2024,2060,2.0,1,,,,,,,,,0.0,,,,,,,,,,
Tanwat_Bio,Tanzania,ST,Biomass,2010,2029,2.0,1,,11.5,0.08,0.08,,,,4.1,0.0,,,,,,,,,,
Bagamoyo,Tanzania,CCGT,Gas,2030,2060,200.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.21,30.0,200.0,,,,,0.05,,
Biomass_TZ_Candidate,Tanzania,ST,Biomass,2025,2060,32.0,3,,10.0,0.33,0.33,,,,3.0,0.0,4.4,,32.0,,,,,,,
Kidunda,Tanzania,ROR,Water,2028,2108,20.0,3,,,,,,0.3,16910.0,0.003,0.0,4.0,50.0,20.0,,,,,,,
Kihansi,Tanzania,ROR,Water,2000,2060,180.0,1,,,0.17,0.17,,0.31,2300.0,0.003,0.0,,,,,,,,,,
Kikonge,Tanzania,ReservoirHydro,Water,2032,2112,300.0,3,,,,,,0.34,1640.0,0.5,0.0,2.5,50.0,300.0,,,,,,,
Malagarasi,Tanzania,ROR,Water,2028,2108,50.0,2,,,,,,0.22,4090.0,0.5,0.0,2.9,50.0,50.0,,,,,,,
Kibo_Mining,Tanzania,ST,Coal,2060,2060,300.0,3,,9.24,,,,,,,0.0,,,,,,,,,,
Kiejo_Mbaka_I,Tanzania,ST,Geothermal,2050,2060,60.0,3,,,,,,,,,0.0,,,60.0,,,,,,,
Kiejo_Mbaka_II,Tanzania,ST,Geothermal,2050,2060,20.0,3,,,,,,,,,0.0,,,20.0,,,,,,,
Masigira,Tanzania,ROR,Water,2030,2110,118.0,3,,,,,,0.29,4090.0,0.5,0.0,2.88,50.0,118.0,,,,,,,
Kinyerezi_IV,Tanzania,CCGT,Gas,2030,2060,330.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.21,30.0,330.0,,,,,0.05,,
Kinyezeri_III_PH_I,Tanzania,OCGT,Gas,2030,2060,300.0,3,0.2,9.75,,,,0.2,8000.0,4.5,0.0,1.1,30.0,300.0,,,,,0.05,,
Kinyezeri_III_PH_II,Tanzania,CCGT,Gas,2030,2060,300.0,3,0.2,6.82,,,,0.2,30000.0,4.5,0.0,1.1,30.0,300.0,,,,,0.05,,
Kisaki,Tanzania,ST,Geothermal,2050,2060,300.0,3,,,,,,,,,0.0,,,300.0,,,,,,,
Kishapu_I,Tanzania,PV,Solar,2025,2060,50.0,2,,,,,,,,,0.0,0.9,,50.0,,,,,,,
Kishapu_II,Tanzania,PV,Solar,2026,2060,50.0,2,,,,,,,,,0.0,0.9,,50.0,,,,,,,
Kishapu_III,Tanzania,PV,Solar,2027,2060,50.0,2,,,,,,,,,0.0,0.9,,50.0,,,,,,,
Kiwira_I,Tanzania,ST,Coal,2060,2060,200.0,3,,9.24,,,,,,,0.0,,,,,,,,,,
Kiwira_II,Tanzania,ST,Coal,2060,2060,200.0,3,,9.24,,,,,,,0.0,,,,,,,,,,
Kiwira_III,Tanzania,ST,Coal,2060,2060,600.0,3,,9.24,,,,,,,0.0,,,,,,,,,,
Mnyera_Kisingo,Tanzania,ROR,Water,2030,2110,120.0,3,,,,,,0.37,2250.0,0.003,0.0,2.6,50.0,120.0,,,,,,,
Mchuchuma_I,Tanzania,ST,Coal,2060,2060,300.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
Mchuchuma_II,Tanzania,ST,Coal,2060,2060,300.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
Mchuchuma_III,Tanzania,ST,Coal,2060,2060,300.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
Mchuchuma_IV,Tanzania,ST,Coal,2060,2060,300.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
Mkuranga,Tanzania,CCGT,Gas,2030,2060,300.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.21,30.0,300.0,,,,,0.05,,
Mnyera_Kwanini,Tanzania,ROR,Water,2030,2110,144.0,3,,,,,,0.37,2250.0,0.003,0.0,1.1,50.0,144.0,,,,,,,
Mnyera_Mnyera,Tanzania,ROR,Water,2030,2110,137.0,3,,,,,,0.37,2250.0,0.003,0.0,2.0,50.0,137.0,,,,,,,
Mnyera_Pumbwe,Tanzania,ROR,Water,2030,2110,123.0,3,,,,,,0.37,2250.0,0.003,0.0,1.8,50.0,123.0,,,,,,,
Mnyera_Ruaha,Tanzania,ReservoirHydro,Water,2030,2110,60.0,3,,,,,,0.39,3380.0,0.003,0.0,4.3,50.0,60.0,,,,,,,
Mnyera_Taveta,Tanzania,ROR,Water,2030,2110,84.0,3,,,,,,0.49,3380.0,0.003,0.0,1.4,50.0,84.0,,,,,,,
Mpanga,Tanzania,ReservoirHydro,Water,2030,2110,160.0,3,,,,,,0.29,1640.0,0.5,0.0,2.43,50.0,160.0,,,,,,,
Mtwara_I,Tanzania,CCGT,Gas,2030,2060,300.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.21,30.0,300.0,,,,,0.05,,
Mtwara_II,Tanzania,CCGT,Gas,2030,2060,300.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.21,30.0,300.0,,,,,0.05,,
Natron,Tanzania,ST,Geothermal,2050,2060,60.0,3,,,,,,,,,0.0,,,60.0,,,,,,,
New_OnshoreWind_TZA,Tanzania,OnshoreWind,Wind,2025,2060,0.0,3,,,,,,,,,0.0,,,400.0,,,,,,,
New_PV_TZA,Tanzania,PV,Solar,2027,2052,0.0,3,,,,,,,14000.0,,0.0,0.8,25.0,250.0,,,,,,,
Ngaka_I,Tanzania,ST,Coal,2060,2060,200.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
Ngaka_II,Tanzania,ST,Coal,2060,2060,400.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
Ngozi_I,Tanzania,ST,Geothermal,2050,2060,30.0,3,,,,,,,,,0.0,,,30.0,,,,,,,
Ngozi_II,Tanzania,ST,Geothermal,2050,2060,30.0,3,,,,,,,,,0.0,,,30.0,,,,,,,
Mtera,Tanzania,ReservoirHydro,Water,1988,2060,80.0,1,,,0.25,0.25,,0.24,4100.0,0.5,0.0,,50.0,,,,,,,,
Rukwa_I,Tanzania,ST,Coal,2060,2060,300.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
Rukwa_II,Tanzania,ST,Coal,2060,2060,600.0,3,,9.73,,,,,,,0.0,,,,,,,,,,
New_Pangani_Falls,Tanzania,ROR,Water,1995,2060,68.0,1,,,0.25,0.25,,0.2,3400.0,0.003,0.0,,,,,,,,,,
Nyumba_Ya_Mungu,Tanzania,ReservoirHydro,Water,1968,2060,8.0,1,,,0.25,0.25,,0.29,15800.0,0.5,0.0,,50.0,,,,,,,,
Singida_II,Tanzania,OnshoreWind,Wind,2026,2060,75.0,3,,,,,,,,,0.0,,,75.0,,,,,,,
SingidaWind2_REN_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75.0,2,,,,,,,,,0.0,,,,,,,,,,
Ruhudji,Tanzania,ReservoirHydro,Water,2032,2112,358.0,3,,,,,,0.43,1640.0,0.5,0.0,1.1,50.0,358.0,,,,,,,
Rumakali,Tanzania,ReservoirHydro,Water,2030,2110,222.0,2,,,,,,0.31,1640.0,0.5,0.0,2.2,50.0,222.0,,,,,,,
SmallPV_2025,Tanzania,PV,Solar,2025,2060,70.0,2,,,,,,,,,0.0,0.9,,70.0,,,,,,,
SmallPV_2026,Tanzania,PV,Solar,2026,2060,48.0,2,,,,,,,,,0.0,0.9,,48.0,,,,,,,
Somanga_Mtama,Tanzania,CCGT,Gas,2030,2060,345.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.3,30.0,345.0,,,,,0.05,,
Somanga_PPP,Tanzania,CCGT,Gas,2030,2060,300.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.1,30.0,300.0,,,,,0.05,,
Somanga_Tanesco,Tanzania,CCGT,Gas,2030,2060,450.0,3,0.2,6.75,,,,0.2,30000.0,4.5,0.0,1.1,30.0,450.0,,,,,0.05,,
Rusumo_HY_TZA,Tanzania,ROR,Water,2025,2105,27.0,2,,,0.2,0.2,,0.18,1640.0,0.5,0.0,4.2,50.0,27.0,,,,,,,
SmallHydro_2025,Tanzania,ReservoirHydro,Water,2025,2105,14.0,2,,,0.25,0.25,,0.29,15800.0,0.5,0.0,4.2,,14.0,,,,,,,
SmallHydro_2026,Tanzania,ReservoirHydro,Water,2026,2106,15.0,2,,,0.25,0.25,,0.29,15800.0,0.5,0.0,4.2,,15.0,,,,,,,
BESS_TZA_Candidate,Tanzania,Storage,Battery,2027,2047,0.0,3,0.0,0.0,1.0,1.0,0.0,0.75,40000.0,0.0,0.0,0.3,20.0,250.0,50000.0,0.0,,0.0,0.0,0.0,0.0
SmallHydro_2027,Tanzania,ReservoirHydro,Water,2027,2107,27.0,2,,,0.25,0.25,,0.29,15800.0,0.5,0.0,4.2,,27.0,,,,,,,
SmallHydro_TZA,Tanzania,ROR,Water,2016,2060,40.0,1,,,0.25,0.25,,0.22,15800.0,0.5,0.0,,,,,,,,,,
Songwe_Manolo,Tanzania,ReservoirHydro,Water,2030,2110,88.0,3,,,,,,0.38,4090.0,0.5,0.0,3.1,50.0,88.0,,,,,,,
Songwe_Sofre,Tanzania,ReservoirHydro,Water,2030,2110,80.0,3,,,,,,0.34,4090.0,0.5,0.0,3.0,50.0,80.0,,,,,,,
Upper_Kihansi,Tanzania,ROR,Water,2030,2110,47.0,3,,,,,,0.17,4090.0,0.5,0.0,1.8,50.0,47.0,,,,,,,
