country,zone,attribute,resolution,year,RETRADE_P1,baseline
Egypt,Egypt,Net interchange: GWh,,2036.0,,6001.6
Burundi,Burundi,Net interchange: GWh,,2024.0,236.5,236.5
DRC,Drc_E,Net interchange Ratio: GWh,,2036.0,,0.2
Egypt,Egypt,Net interchange Ratio: GWh,,2036.0,,0.0
Sudan,Sudan,Net interchange Ratio: GWh,,2036.0,0.0,0.2
Burundi,Burundi,Net interchange Ratio: GWh,,2024.0,0.2,0.2
Libya,Libya,Net interchange Ratio: GWh,,2024.0,0.0,0.0
Sudan,Sudan,Net interchange Ratio: GWh,,2030.0,0.1,0.1
Sudan,Sudan,Net interchange Ratio: GWh,,2024.0,0.1,0.1
DRC,Drc_E,Net interchange Ratio: GWh,,2024.0,0.1,0.1
Somalia,Somaliland,Net interchange Ratio: GWh,,2036.0,0.5,0.7
Somalia,Somaliland,Net interchange Ratio: GWh,,2030.0,1.1,1.1
Tanzania,Tanzania,Net interchange Ratio: GWh,,2036.0,0.1,0.1
SouthSudan,SouthSudan,Net interchange Ratio: GWh,,2024.0,0.0,0.0
SouthSudan,SouthSudan,Net interchange Ratio: GWh,,2036.0,,0.3
Libya,Libya,Net interchange Ratio: GWh,,2030.0,0.0,0.0
Kenya,Kenya,Net interchange Ratio: GWh,,2036.0,0.2,0.3
Libya,Libya,Net interchange Ratio: GWh,,2036.0,0.0,0.0
Djibouti,Djibouti,Net interchange Ratio: GWh,,2024.0,0.9,0.9
Djibouti,Djibouti,Net interchange Ratio: GWh,,2036.0,0.7,1.0
Tanzania,Tanzania,Net interchange Ratio: GWh,,2030.0,0.1,0.1
Djibouti,Djibouti,Net interchange Ratio: GWh,,2030.0,1.0,1.0
Tanzania,Tanzania,Net interchange Ratio: GWh,,2024.0,0.4,0.4
Rwanda,Rwanda,Net interchange Ratio: GWh,,2024.0,0.5,0.5
Rwanda,Rwanda,Net interchange Ratio: GWh,,2036.0,0.2,0.5
Rwanda,Rwanda,Net interchange Ratio: GWh,,2030.0,0.5,0.4
Burundi,Burundi,Emissions: MtCO2,,2024.0,0.2,0.2
Egypt,Egypt,Emissions: MtCO2,,2036.0,80.0,78.0
Somalia,Mogadishu,Emissions: MtCO2,,2036.0,1.1,1.1
Libya,Libya,Emissions: MtCO2,,2036.0,32.6,31.9
Somalia,Mogadishu,Emissions: MtCO2,,2030.0,0.3,0.3
Somalia,SomaliaROC,Emissions: MtCO2,,2030.0,0.1,0.1
Burundi,Burundi,Emissions: MtCO2,,2030.0,1.3,1.3
Somalia,SomaliaROC,Emissions: MtCO2,,2036.0,0.8,0.8
DRC,Drc_E,Emissions: MtCO2,,2030.0,0.0,0.0
Ethiopia,Ethiopia,Emissions: MtCO2,,2036.0,0.0,0.0
Tanzania,Tanzania,Emissions: MtCO2,,2036.0,0.7,0.2
Somalia,Somaliland,Emissions: MtCO2,,2036.0,0.1,0.0
Somalia,Somaliland,Emissions: MtCO2,,2030.0,0.0,0.0
Ethiopia,Ethiopia,Emissions: MtCO2,,2030.0,0.0,0.0
Ethiopia,Ethiopia,Emissions: MtCO2,,2024.0,0.0,0.0
Tanzania,Tanzania,Emissions: MtCO2,,2030.0,0.6,0.6
Djibouti,Djibouti,Emissions: MtCO2,,2036.0,0.1,0.0
Djibouti,Djibouti,Emissions: MtCO2,,2030.0,0.0,0.0
SouthSudan,SouthSudan,Emissions: MtCO2,,2030.0,0.2,0.2
SouthSudan,SouthSudan,Emissions: MtCO2,,2024.0,0.4,0.4
SouthSudan,SouthSudan,Emissions: MtCO2,,2036.0,0.0,0.0
Djibouti,Djibouti,Emissions: MtCO2,,2024.0,0.0,0.0
Tanzania,Tanzania,Emissions: MtCO2,,2024.0,2.3,2.3
DRC,Drc_E,Emissions: MtCO2,,2036.0,0.0,0.0
Egypt,Egypt,Emissions: MtCO2,,2024.0,65.9,65.9
Sudan,Sudan,Emissions: MtCO2,,2024.0,8.0,8.0
Burundi,Burundi,Emissions: MtCO2,,2036.0,1.8,3.6
Uganda,Uganda,Emissions: MtCO2,,2030.0,0.0,0.0
Uganda,Uganda,Emissions: MtCO2,,2024.0,0.0,0.0
Uganda,Uganda,Emissions: MtCO2,,2036.0,0.0,0.0
Sudan,Sudan,Emissions: MtCO2,,2036.0,8.2,5.5
Sudan,Sudan,Emissions: MtCO2,,2030.0,9.7,9.7
Kenya,Kenya,Emissions: MtCO2,,2030.0,0.0,0.0
Kenya,Kenya,Emissions: MtCO2,,2036.0,0.0,0.0
Rwanda,Rwanda,Emissions: MtCO2,,2024.0,0.0,0.0
Rwanda,Rwanda,Emissions: MtCO2,,2030.0,0.0,0.1
Kenya,Kenya,Emissions: MtCO2,,2024.0,0.0,0.0
Egypt,Egypt,Emissions: MtCO2,,2030.0,78.6,78.6
Libya,Libya,Emissions: MtCO2,,2030.0,24.3,24.3
Libya,Libya,Emissions: MtCO2,,2024.0,16.1,16.1
Rwanda,Rwanda,Emissions: MtCO2,,2036.0,0.0,0.0
Somalia,,Transmission additions: $m,,2036.0,,1.9
Egypt,,Transmission additions: $m,,2036.0,,28.0
Tanzania,,Transmission additions: $m,,2036.0,1.5,0.4
SouthSudan,,Transmission additions: $m,,2036.0,,1.6
Rwanda,,Transmission additions: $m,,2036.0,,0.5
Burundi,,Transmission additions: $m,,2036.0,,2.7
Djibouti,,Transmission additions: $m,,2036.0,,0.9
Ethiopia,,Transmission additions: $m,,2036.0,,12.2
Sudan,,Transmission additions: $m,,2036.0,,35.8
DRC,,Transmission additions: $m,,2036.0,,1.7
Kenya,,Transmission additions: $m,,2036.0,,0.0
Tanzania,,Transmission additions: $m,,2030.0,1.5,
Uganda,,Transmission additions: $m,,2036.0,1.5,0.6
Libya,,Transmission additions: $m,,2036.0,,0.7
Uganda,,Transmission additions: $m,,2030.0,1.5,
Kenya,,Country Planning Reserve violation: $m,,2030.0,0.0,0.0
Libya,,Country Planning Reserve violation: $m,,2030.0,0.0,0.0
Burundi,,Country Planning Reserve violation: $m,,2024.0,5.1,5.1
SouthSudan,,Country Planning Reserve violation: $m,,2024.0,30.9,30.9
Djibouti,,Country Planning Reserve violation: $m,,2030.0,4.5,4.7
Somalia,,Country Planning Reserve violation: $m,,2024.0,4.4,4.4
Djibouti,,Country Planning Reserve violation: $m,,2036.0,0.0,10.2
Djibouti,,Country Planning Reserve violation: $m,,2024.0,3.2,3.2
DRC,,Country Planning Reserve violation: $m,,2024.0,3.0,3.0
Sudan,,Country Planning Reserve violation: $m,,2024.0,126.0,126.0
Sudan,,Country Planning Reserve violation: $m,,2030.0,43.6,43.6
DRC,,Country Planning Reserve violation: $m,,2030.0,1.1,2.8
Egypt,,Country Planning Reserve violation: $m,,2036.0,0.0,0.0
Rwanda,,Country Planning Reserve violation: $m,,2036.0,8.5,17.2
Sudan,,Country Planning Reserve violation: $m,,2036.0,16.9,141.9
DRC,,Country Planning Reserve violation: $m,,2036.0,3.2,5.0
SouthSudan,,Country Planning Reserve violation: $m,,2030.0,4.2,4.3
SouthSudan,,Country Planning Reserve violation: $m,,2036.0,0.0,14.3
Uganda,,Country Planning Reserve violation: $m,,2030.0,1.5,4.0
Libya,,Country Planning Reserve violation: $m,,2024.0,117.3,117.3
Rwanda,,Country Planning Reserve violation: $m,,2030.0,3.8,3.8
Tanzania,,Country Planning Reserve violation: $m,,2030.0,0.0,0.0
Libya,,Country Planning Reserve violation: $m,,2036.0,0.0,0.0
Tanzania,,Country Planning Reserve violation: $m,,2024.0,10.3,10.3
Tanzania,,Country Planning Reserve violation: $m,,2036.0,0.0,0.0
Kenya,,Country Planning Reserve violation: $m,,2036.0,79.9,95.8
Kenya,,Country Planning Reserve violation: $m,,2024.0,0.0,0.0
Somalia,,Country Planning Reserve violation: $m,,2036.0,0.0,0.0
Somalia,,Country Planning Reserve violation: $m,,2030.0,0.0,0.0
Burundi,,Country Planning Reserve violation: $m,,2036.0,3.4,0.0
Burundi,,Country Planning Reserve violation: $m,,2030.0,1.4,1.0
Uganda,,Country Planning Reserve violation: $m,,2036.0,13.3,19.0
Sudan,,Total Annual Cost by Country: $m,,2024.0,1060.3,1060.3
Sudan,,Total Annual Cost by Country: $m,,2036.0,1820.2,1269.9
Sudan,,Total Annual Cost by Country: $m,,2030.0,1241.1,1241.1
Rwanda,,Total Annual Cost by Country: $m,,2036.0,170.8,132.3
Rwanda,,Total Annual Cost by Country: $m,,2030.0,102.0,105.3
Burundi,,Total Annual Cost by Country: $m,,2036.0,72.1,121.6
Burundi,,Total Annual Cost by Country: $m,,2024.0,130.6,130.6
Burundi,,Total Annual Cost by Country: $m,,2030.0,59.0,59.1
Kenya,,Total Annual Cost by Country: $m,,2030.0,844.6,844.8
Kenya,,Total Annual Cost by Country: $m,,2024.0,725.1,725.1
Uganda,,Total Annual Cost by Country: $m,,2024.0,249.4,249.4
Uganda,,Total Annual Cost by Country: $m,,2036.0,481.9,459.1
Kenya,,Total Annual Cost by Country: $m,,2036.0,945.7,878.3
Ethiopia,,Total Annual Cost by Country: $m,,2024.0,288.7,288.7
Ethiopia,,Total Annual Cost by Country: $m,,2030.0,1125.9,1125.9
Tanzania,,Total Annual Cost by Country: $m,,2036.0,1534.0,1570.7
Djibouti,,Total Annual Cost by Country: $m,,2030.0,19.2,19.2
Djibouti,,Total Annual Cost by Country: $m,,2024.0,12.5,12.4
SouthSudan,,Total Annual Cost by Country: $m,,2024.0,2353.1,2353.1
SouthSudan,,Total Annual Cost by Country: $m,,2030.0,167.2,167.2
DRC,,Total Annual Cost by Country: $m,,2036.0,38.2,33.1
Djibouti,,Total Annual Cost by Country: $m,,2036.0,64.1,28.5
DRC,,Total Annual Cost by Country: $m,,2024.0,20.7,20.7
DRC,,Total Annual Cost by Country: $m,,2030.0,35.8,29.2
Somalia,,Total Annual Cost by Country: $m,,2024.0,403.3,403.3
Somalia,,Total Annual Cost by Country: $m,,2030.0,16.6,16.6
Egypt,,Total Annual Cost by Country: $m,,2024.0,8802.3,8802.3
SouthSudan,,Total Annual Cost by Country: $m,,2036.0,212.4,153.0
Egypt,,Total Annual Cost by Country: $m,,2030.0,9441.9,9441.9
Rwanda,,Total Annual Cost by Country: $m,,2024.0,63.5,63.5
Somalia,,Total Annual Cost by Country: $m,,2036.0,99.8,80.2
Egypt,,Total Annual Cost by Country: $m,,2036.0,11657.2,11431.1
Ethiopia,,Total Annual Cost by Country: $m,,2036.0,1255.9,1516.0
Libya,,Total Annual Cost by Country: $m,,2024.0,2415.8,2415.8
Tanzania,,Total Annual Cost by Country: $m,,2024.0,313.6,313.6
Tanzania,,Total Annual Cost by Country: $m,,2030.0,713.0,724.6
Libya,,Total Annual Cost by Country: $m,,2030.0,3018.2,3018.2
Libya,,Total Annual Cost by Country: $m,,2036.0,3954.7,3895.9
Uganda,,Total Annual Cost by Country: $m,,2030.0,326.9,315.5
Burundi,Burundi,Capacity: MW,Solar,2036.0,8.0,8.0
Burundi,Burundi,Capacity: MW,Gas,2036.0,393.8,875.9
Burundi,Burundi,Capacity: MW,Gas,2030.0,283.8,291.3
Sudan,Sudan,Capacity: MW,Coal,2024.0,480.0,480.0
Egypt,Egypt,Capacity: MW,Solar,2030.0,2207.0,2207.0
Burundi,Burundi,Capacity: MW,Solar,2030.0,8.0,8.0
Burundi,Burundi,Capacity: MW,Solar,2024.0,8.0,8.0
Burundi,Burundi,Capacity: MW,Oil diesel,2036.0,34.0,34.0
Burundi,Burundi,Capacity: MW,Oil diesel,2030.0,34.0,34.0
Burundi,Burundi,Capacity: MW,Oil diesel,2024.0,34.0,34.0
Burundi,Burundi,Capacity: MW,Oil,2036.0,0.0,
Burundi,Burundi,Capacity: MW,Hydro,2036.0,113.7,113.7
Burundi,Burundi,Capacity: MW,Hydro,2030.0,113.7,113.7
Burundi,Burundi,Capacity: MW,Hydro,2024.0,113.7,113.7
Rwanda,Rwanda,Capacity: MW,Solar,2036.0,12.0,12.0
SouthSudan,SouthSudan,Capacity: MW,Hydro,2036.0,841.3,561.0
SouthSudan,SouthSudan,Capacity: MW,Hydro,2030.0,561.0,561.0
SouthSudan,SouthSudan,Capacity: MW,Battery Storage,2036.0,199.4,220.0
SouthSudan,SouthSudan,Capacity: MW,Battery Storage,2030.0,92.5,92.5
Kenya,Kenya,Capacity: MW,Wind,2036.0,476.0,476.0
Kenya,Kenya,Capacity: MW,Wind,2030.0,476.0,476.0
Kenya,Kenya,Capacity: MW,Wind,2024.0,476.0,476.0
Kenya,Kenya,Capacity: MW,Solar,2036.0,393.0,393.0
Kenya,Kenya,Capacity: MW,Solar,2030.0,363.0,363.0
Kenya,Kenya,Capacity: MW,Solar,2024.0,331.0,331.0
Kenya,Kenya,Capacity: MW,Oil,2036.0,571.0,571.0
Kenya,Kenya,Capacity: MW,Oil,2030.0,772.0,772.0
Rwanda,Rwanda,Capacity: MW,Gas,2036.0,31.3,31.2
Rwanda,Rwanda,Capacity: MW,Gas,2030.0,31.3,31.2
Rwanda,Rwanda,Capacity: MW,Gas,2024.0,31.0,31.0
Rwanda,Rwanda,Capacity: MW,Biomass,2036.0,25.3,25.3
Rwanda,Rwanda,Capacity: MW,Biomass,2030.0,25.3,25.3
SouthSudan,SouthSudan,Capacity: MW,Oil diesel,2036.0,91.0,91.1
SouthSudan,SouthSudan,Capacity: MW,Oil diesel,2030.0,91.0,91.1
SouthSudan,SouthSudan,Capacity: MW,Oil diesel,2024.0,91.0,91.0
SouthSudan,SouthSudan,Capacity: MW,Oil,2036.0,70.3,70.1
SouthSudan,SouthSudan,Capacity: MW,Oil,2030.0,70.3,70.1
Rwanda,Rwanda,Capacity: MW,Hydro,2024.0,137.7,137.7
Uganda,Uganda,Capacity: MW,Oil,2036.0,100.0,100.0
Uganda,Uganda,Capacity: MW,Oil,2030.0,100.0,100.0
Uganda,Uganda,Capacity: MW,Oil,2024.0,100.0,100.0
Uganda,Uganda,Capacity: MW,Hydro,2036.0,2292.2,2238.8
Uganda,Uganda,Capacity: MW,Hydro,2030.0,1773.9,1773.9
Uganda,Uganda,Capacity: MW,Hydro,2024.0,1731.3,1731.3
Uganda,Uganda,Capacity: MW,Geothermal,2036.0,10.0,10.0
Uganda,Uganda,Capacity: MW,Geothermal,2030.0,10.0,10.0
Rwanda,Rwanda,Capacity: MW,Peat,2030.0,120.0,120.0
Rwanda,Rwanda,Capacity: MW,Peat,2024.0,85.0,85.0
Kenya,Kenya,Capacity: MW,Hydro,2036.0,1330.0,1066.4
Kenya,Kenya,Capacity: MW,Hydro,2030.0,1060.0,1060.0
Kenya,Kenya,Capacity: MW,Hydro,2024.0,832.0,832.0
Kenya,Kenya,Capacity: MW,Geothermal,2036.0,1356.9,1356.7
Kenya,Kenya,Capacity: MW,Geothermal,2030.0,1421.9,1421.7
Kenya,Kenya,Capacity: MW,Geothermal,2024.0,1358.0,1358.0
Kenya,Kenya,Capacity: MW,Gas,2036.0,0.2,0.2
Kenya,Kenya,Capacity: MW,Gas,2030.0,0.0,0.0
Kenya,Kenya,Capacity: MW,Biomass,2036.0,307.5,307.7
Kenya,Kenya,Capacity: MW,Biomass,2030.0,287.5,287.7
Kenya,Kenya,Capacity: MW,Biomass,2024.0,45.7,45.7
Kenya,Kenya,Capacity: MW,Battery Storage,2036.0,251.2,251.0
Kenya,Kenya,Capacity: MW,Battery Storage,2030.0,250.1,250.1
Rwanda,Rwanda,Capacity: MW,Oil diesel,2036.0,30.0,30.0
Rwanda,Rwanda,Capacity: MW,Oil diesel,2030.0,38.0,38.0
Rwanda,Rwanda,Capacity: MW,Oil diesel,2024.0,38.0,38.0
Rwanda,Rwanda,Capacity: MW,Oil,2036.0,20.0,20.0
Rwanda,Rwanda,Capacity: MW,Oil,2030.0,20.0,20.0
Rwanda,Rwanda,Capacity: MW,Oil,2024.0,20.0,20.0
Rwanda,Rwanda,Capacity: MW,Hydro,2036.0,405.7,261.1
Rwanda,Rwanda,Capacity: MW,Hydro,2030.0,139.7,139.7
Somalia,Somaliland,Capacity: MW,Hydro,2036.0,35.0,35.0
Somalia,Somaliland,Capacity: MW,Battery Storage,2036.0,319.8,213.9
SouthSudan,SouthSudan,Capacity: MW,Solar,2030.0,20.0,20.0
DRC,Drc_E,Capacity: MW,Oil,2036.0,,0.0
DRC,Drc_E,Capacity: MW,Hydro,2036.0,108.9,113.8
DRC,Drc_E,Capacity: MW,Hydro,2030.0,108.2,113.8
Kenya,Kenya,Capacity: MW,Battery Storage,2024.0,250.0,250.0
Kenya,Kenya,Capacity: MW,Oil,2024.0,772.0,772.0
Somalia,Somaliland,Capacity: MW,Battery Storage,2030.0,43.7,43.8
Uganda,Uganda,Capacity: MW,Gas,2036.0,0.2,0.2
Uganda,Uganda,Capacity: MW,Gas,2030.0,0.2,0.2
Uganda,Uganda,Capacity: MW,Biomass,2036.0,320.0,278.7
Uganda,Uganda,Capacity: MW,Biomass,2030.0,320.0,278.7
Uganda,Uganda,Capacity: MW,Biomass,2024.0,96.0,96.0
Uganda,Uganda,Capacity: MW,Battery Storage,2036.0,0.4,0.3
Uganda,Uganda,Capacity: MW,Battery Storage,2030.0,0.1,0.1
Tanzania,Tanzania,Capacity: MW,Hydro,2036.0,7226.2,7524.4
Tanzania,Tanzania,Capacity: MW,Hydro,2030.0,4543.5,4506.5
DRC,Drc_E,Capacity: MW,Hydro,2024.0,94.8,94.8
DRC,Drc_E,Capacity: MW,Biomass,2036.0,59.5,27.9
DRC,Drc_E,Capacity: MW,Biomass,2030.0,59.5,27.9
DRC,Drc_E,Capacity: MW,Battery Storage,2036.0,0.6,0.5
DRC,Drc_E,Capacity: MW,Battery Storage,2030.0,0.1,0.1
SouthSudan,SouthSudan,Capacity: MW,Solar,2036.0,20.0,20.0
Rwanda,Rwanda,Capacity: MW,Battery Storage,2036.0,0.6,0.4
Rwanda,Rwanda,Capacity: MW,Battery Storage,2030.0,0.1,0.1
Tanzania,Tanzania,Capacity: MW,Solar,2036.0,1.8,291.5
Tanzania,Tanzania,Capacity: MW,Solar,2030.0,1.8,291.5
Tanzania,Tanzania,Capacity: MW,Oil diesel,2036.0,37.3,37.3
Tanzania,Tanzania,Capacity: MW,Oil diesel,2030.0,45.3,45.3
Tanzania,Tanzania,Capacity: MW,Oil diesel,2024.0,43.3,43.3
Tanzania,Tanzania,Capacity: MW,Oil,2036.0,63.0,63.0
Tanzania,Tanzania,Capacity: MW,Oil,2030.0,63.0,63.0
Tanzania,Tanzania,Capacity: MW,Oil,2024.0,63.0,63.0
Djibouti,Djibouti,Capacity: MW,Oil diesel,2030.0,31.4,31.4
Djibouti,Djibouti,Capacity: MW,Oil diesel,2024.0,31.4,31.4
Djibouti,Djibouti,Capacity: MW,Oil,2036.0,142.0,142.0
Djibouti,Djibouti,Capacity: MW,Oil,2030.0,127.0,127.0
Djibouti,Djibouti,Capacity: MW,Oil,2024.0,83.0,83.0
Djibouti,Djibouti,Capacity: MW,Wind,2036.0,60.0,60.0
Djibouti,Djibouti,Capacity: MW,Wind,2030.0,60.0,60.0
Djibouti,Djibouti,Capacity: MW,Wind,2024.0,60.0,60.0
Djibouti,Djibouti,Capacity: MW,Solar,2036.0,228.1,50.0
Djibouti,Djibouti,Capacity: MW,Solar,2030.0,50.0,50.0
Tanzania,Tanzania,Capacity: MW,Battery Storage,2030.0,0.0,
Ethiopia,Ethiopia,Capacity: MW,Wind,2036.0,1049.0,1049.0
Ethiopia,Ethiopia,Capacity: MW,Wind,2030.0,1049.0,1049.0
Ethiopia,Ethiopia,Capacity: MW,Wind,2024.0,329.0,329.0
Ethiopia,Ethiopia,Capacity: MW,Solar,2036.0,950.1,950.1
Ethiopia,Ethiopia,Capacity: MW,Solar,2030.0,950.0,950.0
Somalia,Somaliland,Capacity: MW,Solar,2036.0,226.5,85.6
Somalia,Somaliland,Capacity: MW,Oil diesel,2036.0,0.0,0.0
Somalia,Somaliland,Capacity: MW,Oil,2036.0,42.9,11.5
Uganda,Uganda,Capacity: MW,Wind,2036.0,20.0,20.0
Uganda,Uganda,Capacity: MW,Wind,2030.0,20.0,20.0
Uganda,Uganda,Capacity: MW,Wind,2024.0,20.0,20.0
Djibouti,Djibouti,Capacity: MW,Gas,2030.0,,0.0
Djibouti,Djibouti,Capacity: MW,Biomass,2036.0,3.0,0.0
Djibouti,Djibouti,Capacity: MW,Biomass,2030.0,1.5,0.0
Djibouti,Djibouti,Capacity: MW,Battery Storage,2036.0,182.6,45.5
Ethiopia,Ethiopia,Capacity: MW,Hydro,2036.0,11652.2,13636.9
Ethiopia,Ethiopia,Capacity: MW,Hydro,2030.0,10567.0,10567.1
Ethiopia,Ethiopia,Capacity: MW,Hydro,2024.0,3727.0,3727.0
Tanzania,Tanzania,Capacity: MW,Hydro,2024.0,780.3,780.3
Tanzania,Tanzania,Capacity: MW,Gas,2036.0,1904.3,1591.9
Tanzania,Tanzania,Capacity: MW,Gas,2030.0,1304.1,1304.1
Tanzania,Tanzania,Capacity: MW,Gas,2024.0,1304.0,1304.0
Tanzania,Tanzania,Capacity: MW,Coal,2036.0,0.0,0.0
Tanzania,Tanzania,Capacity: MW,Coal,2030.0,,0.0
Tanzania,Tanzania,Capacity: MW,Biomass,2036.0,108.0,108.0
Tanzania,Tanzania,Capacity: MW,Biomass,2030.0,108.0,108.0
Tanzania,Tanzania,Capacity: MW,Biomass,2024.0,20.0,20.0
Tanzania,Tanzania,Capacity: MW,Battery Storage,2036.0,0.1,0.1
Djibouti,Djibouti,Capacity: MW,Battery Storage,2030.0,17.6,16.2
Djibouti,Djibouti,Capacity: MW,Oil diesel,2036.0,31.4,31.4
Djibouti,Djibouti,Capacity: MW,Gas,2036.0,30.4,0.3
Ethiopia,Ethiopia,Capacity: MW,Geothermal,2036.0,605.0,605.0
Ethiopia,Ethiopia,Capacity: MW,Geothermal,2030.0,605.0,605.0
Ethiopia,Ethiopia,Capacity: MW,Geothermal,2024.0,210.0,210.0
Ethiopia,Ethiopia,Capacity: MW,Biomass,2036.0,305.0,305.0
Ethiopia,Ethiopia,Capacity: MW,Biomass,2030.0,305.0,305.0
Ethiopia,Ethiopia,Capacity: MW,Biomass,2024.0,25.0,25.0
Ethiopia,Ethiopia,Capacity: MW,Battery Storage,2036.0,0.0,0.0
Ethiopia,Ethiopia,Capacity: MW,Battery Storage,2030.0,0.0,0.0
Ethiopia,Ethiopia,Capacity: MW,Solar,2024.0,950.0,950.0
Ethiopia,Ethiopia,Capacity: MW,Oil diesel,2036.0,82.0,82.0
Ethiopia,Ethiopia,Capacity: MW,Oil diesel,2030.0,164.0,164.0
Ethiopia,Ethiopia,Capacity: MW,Oil diesel,2024.0,82.0,82.0
Egypt,Egypt,Capacity: MW,Hydro,2030.0,2832.0,2832.0
Egypt,Egypt,Capacity: MW,Hydro,2024.0,2832.0,2832.0
Egypt,Egypt,Capacity: MW,Gas,2036.0,43392.5,43708.7
Egypt,Egypt,Capacity: MW,Gas,2030.0,43801.0,43801.0
Egypt,Egypt,Capacity: MW,Gas,2024.0,46068.0,46068.0
Egypt,Egypt,Capacity: MW,Biomass,2036.0,316.3,0.1
Egypt,Egypt,Capacity: MW,Battery Storage,2036.0,0.1,0.1
Egypt,Egypt,Capacity: MW,Battery Storage,2030.0,0.0,
Sudan,Sudan,Capacity: MW,Biomass,2036.0,495.8,247.9
Sudan,Sudan,Capacity: MW,Biomass,2030.0,247.9,247.9
Sudan,Sudan,Capacity: MW,Battery Storage,2036.0,1553.9,954.8
Sudan,Sudan,Capacity: MW,Battery Storage,2030.0,867.5,867.4
Sudan,Sudan,Capacity: MW,Oil diesel,2030.0,0.0,0.0
Sudan,Sudan,Capacity: MW,Oil,2036.0,3520.8,2285.1
Sudan,Sudan,Capacity: MW,Oil,2030.0,2722.1,2722.1
Sudan,Sudan,Capacity: MW,Oil,2024.0,1215.0,1215.0
Sudan,Sudan,Capacity: MW,Hydro,2036.0,3949.1,3947.3
Sudan,Sudan,Capacity: MW,Hydro,2030.0,2438.0,2438.0
Sudan,Sudan,Capacity: MW,Hydro,2024.0,1648.0,1648.0
Sudan,Sudan,Capacity: MW,Gas,2036.0,212.0,212.0
Sudan,Sudan,Capacity: MW,Gas,2030.0,212.0,212.0
Sudan,Sudan,Capacity: MW,Gas,2024.0,212.0,212.0
Sudan,Sudan,Capacity: MW,Coal,2036.0,500.0,500.0
Sudan,Sudan,Capacity: MW,Coal,2030.0,500.0,500.0
Somalia,Mogadishu,Capacity: MW,Battery Storage,2036.0,16.5,2.0
Somalia,Mogadishu,Capacity: MW,Battery Storage,2030.0,0.7,0.6
Uganda,Uganda,Capacity: MW,Solar,2036.0,60.0,60.0
Uganda,Uganda,Capacity: MW,Solar,2030.0,60.0,60.0
Uganda,Uganda,Capacity: MW,Solar,2024.0,50.0,50.0
Libya,Libya,Capacity: MW,Wind,2030.0,28.0,28.0
Libya,Libya,Capacity: MW,Wind,2024.0,28.0,28.0
Libya,Libya,Capacity: MW,Solar,2036.0,15.1,15.0
Libya,Libya,Capacity: MW,Solar,2030.0,15.0,15.0
Rwanda,Rwanda,Capacity: MW,Solar,2030.0,12.3,12.3
Somalia,Mogadishu,Capacity: MW,Oil diesel,2036.0,0.0,0.0
Somalia,Mogadishu,Capacity: MW,Oil,2036.0,,0.0
Somalia,Mogadishu,Capacity: MW,Gas,2036.0,280.7,354.0
Somalia,Mogadishu,Capacity: MW,Gas,2030.0,112.6,111.4
Sudan,Sudan,Capacity: MW,Solar,2036.0,0.0,
Sudan,Sudan,Capacity: MW,Oil diesel,2036.0,0.0,0.0
Egypt,Egypt,Capacity: MW,Solar,2024.0,2207.0,2207.0
Egypt,Egypt,Capacity: MW,Oil,2036.0,372.0,372.0
Egypt,Egypt,Capacity: MW,Oil,2030.0,372.0,372.0
Egypt,Egypt,Capacity: MW,Oil,2024.0,972.0,972.0
Egypt,Egypt,Capacity: MW,Nuclear,2036.0,4800.0,4800.0
Egypt,Egypt,Capacity: MW,Nuclear,2030.0,2400.0,2400.0
Egypt,Egypt,Capacity: MW,Hydro,2036.0,5632.0,5632.0
Egypt,Egypt,Capacity: MW,Wind,2036.0,4172.0,4172.0
Egypt,Egypt,Capacity: MW,Wind,2030.0,4172.0,4172.0
Egypt,Egypt,Capacity: MW,Wind,2024.0,4172.0,4172.0
Egypt,Egypt,Capacity: MW,Solar,2036.0,2207.0,2207.0
Rwanda,Rwanda,Capacity: MW,Solar,2024.0,12.3,12.3
Rwanda,Rwanda,Capacity: MW,Peat,2036.0,120.0,120.0
Somalia,SomaliaROC,Capacity: MW,Oil diesel,2036.0,0.0,0.0
Somalia,SomaliaROC,Capacity: MW,Oil,2036.0,,0.0
Somalia,SomaliaROC,Capacity: MW,Gas,2036.0,186.0,275.1
Somalia,SomaliaROC,Capacity: MW,Gas,2030.0,64.5,65.6
Somalia,SomaliaROC,Capacity: MW,Battery Storage,2036.0,12.7,2.0
Somalia,SomaliaROC,Capacity: MW,Battery Storage,2030.0,0.7,0.6
Libya,Libya,Capacity: MW,Solar,2024.0,15.0,15.0
Libya,Libya,Capacity: MW,Oil,2036.0,,0.0
Libya,Libya,Capacity: MW,Gas,2036.0,19523.5,19523.4
Libya,Libya,Capacity: MW,Gas,2030.0,14624.0,14624.0
Libya,Libya,Capacity: MW,Gas,2024.0,8389.0,8389.0
Libya,Libya,Capacity: MW,Battery Storage,2036.0,0.1,0.2
Libya,Libya,Capacity: MW,Battery Storage,2030.0,0.0,0.0
Libya,Libya,Capacity: MW,Wind,2036.0,28.0,28.0
Uganda,Uganda,New Capacity: MW,Battery,2030.0,0.1,0.1
Rwanda,Rwanda,New Capacity: MW,Battery,2030.0,0.1,0.1
Uganda,Uganda,New Capacity: MW,Battery,2036.0,0.3,0.2
Uganda,Uganda,New Capacity: MW,Biomass,2024.0,8.0,8.0
