z,g,tech,f,y,value
Sudan,HYD_STOHY_16_SUD,ReservoirHydro,Water,2026,2.8213863259995366
Sudan,DG_HF_04_SUD,OCGT,HFO,2026,201.6237111903341
Sudan,ST_HF_15_SUD,ST,HFO,2026,159.48772223338878
Sudan,HYD_STOHY_79_SUD,ReservoirHydro,Water,2026,2.292237442922372
Sudan,GT_DS_16_SUD,OCGT,Gas,2026,127.0473003518732
Sudan,DG_HF_10_SUD,OCGT,HFO,2026,202.04748356321585
Sudan,SC_CO_25_SUD,ST,Coal,2026,27.11099226028604
Sudan,DG_DS_20_SUD,OCGT,Gas,2026,133.64355218517414
Sudan,HYD_STOHY_25_SUD,ReservoirHydro,Water,2026,37.21768542073422
Tanzania,Hale,ROR,Water,2026,8.393927867810623
Tanzania,Kinyerezi_II,CCGT,Gas,2026,87.94978292366466
Tanzania,JNHPP_1,ReservoirHydro,Water,2026,1.028900452297295
Tanzania,Tegeta,ICE,Gas,2026,105.75447058823512
Tanzania,JNHPP_2,ReservoirHydro,Water,2026,21.991482667294047
Tanzania,Mtwara,OCGT,Gas,2026,105.94713895993182
Tanzania,TPC_Bio,ST,Biomass,2026,21.98732772267486
Tanzania,Kidatu,ReservoirHydro,Water,2026,0.8530938988227116
Tanzania,Somanga,OCGT,Gas,2026,105.94713895993182
Tanzania,Small_PV,PV,Solar,2026,7.13201159096724
Tanzania,Small_Wind,OnshoreWind,Wind,2026,11.256824783906527
Tanzania,Tanwat_Bio,ST,Biomass,2026,21.98732772267487
Tanzania,Kihansi,ROR,Water,2026,0.6010985666437799
Tanzania,Kishapu_II,PV,Solar,2026,36.58986345246768
Tanzania,New_OnshoreWind_TZA,OnshoreWind,Wind,2026,34.380008589217255
Tanzania,Mtera,ReservoirHydro,Water,2026,1.4353880247323083
Tanzania,New_Pangani_Falls,ROR,Water,2026,0.9735190564271174
Tanzania,Nyumba_Ya_Mungu,ReservoirHydro,Water,2026,4.525693263707059
Tanzania,Singida_II,OnshoreWind,Wind,2026,34.380008589217304
Tanzania,SingidaWind2_REN_TZA,OnshoreWind,Wind,2026,34.380008589217304
Tanzania,SmallPV_2026,PV,Solar,2026,36.58986345246767
Tanzania,SmallHydro_2026,ReservoirHydro,Water,2026,88.87110741285944
Tanzania,SmallHydro_TZA,ROR,Water,2026,3.688244484349809
Uganda,Karum_HPP,ROR,Water,2026,0.5
Uganda,Eskom_(Nalubaale_and_Kiira)_,ReservoirHydro,Water,2026,17.286184298874645
Uganda,Bujagali_HPP,ROR,Water,2026,9.18434892924768
Uganda,Isimba_HPP,ROR,Water,2026,7.162094987162682
Uganda,Achwa1_HPP,ROR,Water,2026,47.34506303708462
Uganda,Achwa2_HPP,ROR,Water,2026,52.75747962047852
Uganda,MSS_Xsabo_Power_Limited,PV,Solar,2026,6.882648456470536
Uganda,Mpanga_HPP,ROR,Water,2026,8.114137830628264
Uganda,Siti_II_HPP,ROR,Water,2026,17.675716737388957
Uganda,Nyamagasani1_HPP,ROR,Water,2026,16.60911237531282
Uganda,Bugoye_HPP,ROR,Water,2026,13.214442315751883
Uganda,Sugar_and_Allied_Industries_Limited,BiomassPlant,Biomass,2026,118.15704059339436
Uganda,Access_Uganda_Solar_Limited,PV,Solar,2026,6.882648456470536
Uganda,Emerging_Power,PV,Solar,2026,6.882648456470536
Uganda,Tororo_Solar_North,PV,Solar,2026,6.882648456470536
Uganda,MubukuIII_HPP,ROR,Water,2026,9.084840542946036
Uganda,Nkusi_HPP,ROR,Water,2026,7.258083257786384
Uganda,Hydromax_HPP,ROR,Water,2026,2.80855646138684
Uganda,Nyamwamba_HPP,ROR,Water,2026,16.90849899638329
Uganda,Kyambura_HPP,ROR,Water,2026,4.996575535099294
Uganda,NyamwambaII_HPP,ROR,Water,2026,17.176720871031485
Uganda,Muvumbe_HPP,ROR,Water,2026,8.094991507132104
Uganda,Ishasha_HPP,ROR,Water,2026,14.272346771178912
Uganda,Ndugutu_HPP,ROR,Water,2026,4.918273202854416
Uganda,Rwimi_HPP,ROR,Water,2026,15.418344432187729
Uganda,Kakaka_HPP,ROR,Water,2026,3.867692962726678
Uganda,Lubilia_HPP,ROR,Water,2026,11.625118452568278
Uganda,Sindila_HPP,ROR,Water,2026,5.953471811645319
Uganda,Siti_I_HPP,ROR,Water,2026,13.728633112882806
Uganda,Waki_HPP,ROR,Water,2026,10.327995340163511
Uganda,Mahoma_HPP,ROR,Water,2026,12.975864402508554
Uganda,Ulepi_Solar,PV,Solar,2026,33.01632197604053
Uganda,Timex_Bukinda_HPP,ROR,Water,2026,13.298989712746303
Uganda,NyagakI_HPP,ROR,Water,2026,11.636725579944992
Uganda,Kikagati_HPP,ROR,Water,2026,85.13218935813288
Uganda,Muyembe_HPP,ROR,Water,2026,8.915116358942772
Uganda,Nyamagasani2_HPP,ROR,Water,2026,32.18488854738497
Uganda,SCOUL,BiomassPlant,Biomass,2026,8.678155051073722
Uganda,Mayuge_Bio,BiomassPlant,Biomass,2026,8.954938345999944
Uganda,GM_Sugar_BIO,BiomassPlant,Biomass,2026,8.76523286104584
Uganda,Kamuli_Sugar_BIO,BiomassPlant,Biomass,2026,8.898043540667054
Uganda,Lolwe_BIO,BiomassPlant,Biomass,2026,9.085090514611178
Uganda,GOTNUR_BIO,BiomassPlant,Biomass,2026,9.054248938607696
Uganda,Hoima_Sugar_BIO,BiomassPlant,Biomass,2026,8.525842561023445
Uganda,Nkonge_PV,PV,Solar,2026,4.58843230431369
Uganda,Busitema_PV,PV,Solar,2026,4.588432304313687
Uganda,KISs_PV,PV,Solar,2026,4.588432304313693
Uganda,Tororo_PV,PV,Solar,2026,36.17565913043957
