Variable,country,zone,generator,fuel,year,baseline,baseline_INGA,baseline_limexp,baseline_noBTKG
Energy: GWh,Angola,Angola_Central,Baynes(Angola)_HY_AGO_SO,Reservoir,2050,808.75,662.46,808.75,808.75
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2025,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2027,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2030,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2032,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2035,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2038,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2040,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2042,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2045,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2048,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2050,124.18,124.18,124.18,124.18
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2025,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2027,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2030,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2032,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2035,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2038,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2040,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2042,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2045,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2048,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2050,236.93,236.93,236.93,236.93
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2038,1.3,19.5,5.59,1.3
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2040,28.16,,25.8,28.16
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2042,31.93,2.5,31.93,31.93
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2045,0.75,6.77,0.67,0.88
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2038,,1.49,0.17,
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2040,1.99,,1.98,1.99
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2042,2.61,,2.61,2.61
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2045,,0.02,,
Energy: GWh,Angola,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2048,0.26,1.83,0.26,0.26
Energy: GWh,Angola,Angola_Central,LobitoI_TH_AGO_CE,CCGT-Gas,2050,565.83,,1051.06,591.04
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2030,36.97,36.97,,36.97
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2032,29.79,43.8,,29.79
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2035,33.96,33.85,,33.96
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2038,193.88,214.37,81.27,193.81
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2040,248.2,252.24,135.66,243.15
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2042,284.45,270.11,155.18,273.91
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2045,337.02,342.8,188.05,346.51
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2048,381.55,400.24,262.13,377.97
Energy: GWh,Angola,Angola_Central,New_BESS_AGO_CE,Battery,2050,387.99,453.85,296.35,390.48
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2032,130.72,44.04,65.36,130.72
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2035,326.79,240.12,261.43,326.79
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2038,515.87,432.88,451.43,515.6
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2040,645.74,431.26,582.11,646.72
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2042,774.56,431.08,711.34,775.43
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2045,967.92,566.17,907.96,967.98
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2048,1161.74,761.35,1097.22,1161.97
Energy: GWh,Angola,Angola_Central,New_PV_2029_AGO_CE,PV,2050,1291.14,889.47,1226.56,1291.11
Energy: GWh,Angola,Angola_Central,Quilengues_HY_AGO_CE,Reservoir,2045,699.05,81.85,699.05,699.05
Energy: GWh,Angola,Angola_Central,Quilengues_HY_AGO_CE,Reservoir,2048,699.05,699.05,699.05,699.05
Energy: GWh,Angola,Angola_Central,Quilengues_HY_AGO_CE,Reservoir,2050,699.05,699.05,699.05,699.05
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2025,67.28,67.28,67.28,67.28
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2027,67.02,67.02,67.13,66.86
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2030,52.56,52.28,59.12,52.91
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2032,53.6,53.26,59.0,53.8
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2035,55.78,55.52,60.15,55.07
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2038,54.03,55.34,55.09,54.03
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2040,55.46,54.94,55.34,55.37
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2042,55.44,55.48,55.4,55.36
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2045,55.33,55.48,55.53,55.24
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2048,55.36,55.75,55.63,55.28
Energy: GWh,Angola,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2050,55.25,55.91,55.69,55.24
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2025,52.22,52.22,52.22,52.22
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2027,51.53,51.53,51.42,51.69
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2030,40.98,40.74,44.64,40.63
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2032,41.83,41.65,45.5,41.63
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2035,42.48,42.42,45.98,43.19
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2038,41.79,42.8,42.5,41.79
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2040,42.78,42.21,43.0,42.88
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2042,42.74,42.89,43.05,42.83
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2045,42.88,43.11,43.11,42.97
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2048,42.7,43.1,43.01,42.79
Energy: GWh,Angola,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2050,42.8,43.18,43.04,42.8
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2025,299.77,299.77,299.77,299.77
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2027,327.43,327.43,327.43,327.43
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2030,249.9,249.21,277.6,249.9
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2032,44.53,44.52,42.74,44.53
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2035,54.19,62.52,53.35,54.19
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2038,7.32,25.01,12.8,7.32
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2040,31.16,1.84,29.63,31.16
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2042,33.92,7.5,36.08,33.92
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2045,9.24,13.65,9.8,9.24
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2048,21.12,26.7,27.26,21.12
Energy: GWh,Angola,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2050,34.32,15.55,36.82,34.32
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2030,30.84,33.57,17.62,31.61
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2032,32.57,34.94,17.65,32.03
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2035,35.12,36.74,18.2,35.11
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2038,66.46,67.05,18.6,66.41
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2040,66.75,66.85,66.75,66.75
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2042,66.75,66.75,66.75,66.75
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2045,66.75,66.75,66.75,66.75
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2048,66.75,66.75,66.75,66.75
Energy: GWh,Angola,Angola_East,CafunfoHybrid_PV_AGO_EA,PV,2050,66.75,66.75,66.75,66.75
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2030,34.9,35.33,23.05,34.46
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2032,35.16,34.93,23.01,34.5
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2035,36.12,36.12,22.85,35.45
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2038,58.82,59.68,22.93,58.96
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2040,59.33,59.33,59.33,59.33
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2042,59.33,59.33,59.33,59.33
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2045,59.33,59.45,59.33,59.33
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2048,59.33,59.33,59.33,59.33
Energy: GWh,Angola,Angola_East,CambuloHybrid_PV_AGO_EA,PV,2050,59.33,59.33,59.33,59.33
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2030,11.9,12.05,16.09,12.28
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2032,12.81,12.89,16.23,12.3
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2035,13.33,13.31,16.33,13.37
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2038,18.38,18.58,17.92,18.39
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2040,18.54,18.54,17.92,18.54
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2042,18.5,18.54,17.92,18.51
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2045,18.54,18.54,17.92,18.54
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2048,18.54,18.55,18.54,18.54
Energy: GWh,Angola,Angola_East,Cuango_PV_AGO_EA,PV,2050,18.54,18.54,18.54,18.54
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2030,38.79,38.79,19.29,39.26
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2032,38.53,38.76,19.06,39.19
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2035,37.42,37.42,19.28,38.06
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2038,51.79,52.04,19.6,51.91
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2040,51.91,51.91,26.42,51.91
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2042,51.91,51.91,26.37,51.91
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2045,51.91,51.91,26.37,51.91
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2048,51.91,51.97,51.91,51.91
Energy: GWh,Angola,Angola_East,Lau_PV_AGO_EA,PV,2050,51.91,51.91,51.91,51.91
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2030,21.24,20.84,23.69,21.48
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2032,20.9,20.61,23.63,21.36
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2035,21.03,21.18,23.54,21.03
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2038,20.67,21.22,21.01,20.67
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2040,21.26,21.15,21.15,21.15
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2042,35.22,21.15,21.15,35.25
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2045,49.72,21.15,21.15,49.72
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2048,71.09,21.15,42.53,72.15
Energy: GWh,Angola,Angola_East,New_OnshoreWind_AGO_EA,Onshore Wind,2050,84.97,21.15,56.4,84.97
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2032,233.06,232.3,265.03,233.06
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2035,263.81,254.45,298.14,263.81
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2038,381.96,369.78,392.23,381.96
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2040,397.26,357.94,397.8,397.26
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2042,396.63,373.98,399.58,396.63
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2045,398.33,376.02,402.27,398.33
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2048,398.21,378.36,401.99,398.21
Energy: GWh,Angola,Angola_East,Vuka_HY_AGO_EA,ROR,2050,398.33,406.39,402.05,398.33
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2025,1313.54,1320.44,1298.38,1307.96
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2027,364.5,347.56,374.77,370.69
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2030,903.06,926.14,888.32,900.28
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2032,1157.51,1205.61,1152.38,1155.8
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2035,1503.21,1540.98,1569.7,1498.69
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2038,1425.14,1438.09,1462.44,1436.96
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2040,1436.44,1451.1,1459.21,1441.06
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2042,1443.18,1580.21,1468.28,1442.32
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2045,1432.4,1566.47,1474.88,1437.54
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2048,1503.71,1560.74,1486.11,1473.15
Energy: GWh,Angola,Angola_North,AH_Cambambe_C1_HY_AGO_NO,Reservoir,2050,1481.76,1551.98,1529.31,1466.74
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2025,2564.39,2563.74,2573.31,2569.97
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2027,717.3,677.69,759.36,707.71
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2030,2299.04,2278.47,2296.79,2214.21
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2032,2305.89,2320.6,2320.81,2315.66
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2035,2483.42,2539.87,2410.39,2449.65
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2038,2308.97,2327.32,2411.37,2285.21
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2040,2339.97,2465.82,2428.61,2322.7
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2042,2346.42,2633.79,2498.72,2388.49
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2045,2314.31,2736.17,2492.94,2298.74
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2048,2480.29,2707.76,2507.94,2481.49
Energy: GWh,Angola,Angola_North,AH_Cambambe_C2_HY_AGO_NO,Reservoir,2050,2475.6,2723.45,2717.41,2498.54
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2025,2122.04,2115.8,2128.28,2122.04
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2027,773.07,781.89,780.2,784.65
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2030,2191.53,2169.85,2186.27,2273.84
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2032,2475.14,2432.81,2450.02,2462.31
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2035,2495.81,2584.2,2424.61,2533.79
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2038,2274.65,2338.56,2352.57,2276.82
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2040,2348.17,2460.51,2432.63,2347.54
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2042,2423.55,2549.32,2334.04,2366.17
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2045,2311.91,2612.52,2406.09,2339.04
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2048,2516.37,2591.69,2491.99,2442.63
Energy: GWh,Angola,Angola_North,AH_Capanda_HY_AGO_NO,Reservoir,2050,2461.71,2557.85,2511.94,2443.22
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2025,8703.94,8703.94,8703.94,8703.94
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2027,5277.7,5325.45,5218.25,5269.54
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2030,7606.63,7625.8,7584.7,7611.93
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2032,7686.63,7751.65,7721.58,7691.4
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2035,8516.29,8703.94,8703.94,8516.6
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2038,8092.85,8412.19,7716.87,8109.02
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2040,8210.14,8316.11,7755.93,8198.37
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2042,8228.84,8703.94,8066.93,8255.04
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2045,7814.94,8703.94,8224.93,7810.65
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2048,8013.04,8703.94,8557.07,8078.84
Energy: GWh,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2050,8554.83,8703.94,8703.94,8500.07
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2025,6.04,6.04,6.04,6.04
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2032,36.72,36.72,36.72,36.72
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2035,36.72,36.72,36.72,36.72
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2038,46.28,111.38,79.08,46.28
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2040,87.15,9.36,111.38,86.81
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2042,111.38,12.95,111.38,111.38
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2045,79.78,14.26,111.38,79.78
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2048,111.38,14.02,111.38,111.38
Energy: GWh,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2050,111.38,80.08,111.38,111.38
Energy: GWh,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2038,,17.57,0.76,
Energy: GWh,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2040,17.67,,19.02,17.67
Energy: GWh,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2042,57.49,,57.85,58.85
Energy: GWh,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2048,2.8,13.29,3.79,2.8
Energy: GWh,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2050,11.68,2.63,14.32,8.23
Energy: GWh,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2038,323.38,1245.06,494.56,323.38
Energy: GWh,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2040,898.27,104.37,1234.29,898.16
Energy: GWh,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2042,2036.9,290.86,2598.31,2039.35
Energy: GWh,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2045,975.15,339.7,1545.95,977.64
Energy: GWh,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2048,1967.57,326.77,2541.22,1967.57
Energy: GWh,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2050,3049.97,352.44,3578.45,3048.61
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2027,8562.02,8562.02,8562.02,8562.02
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2030,8562.02,8562.02,8562.02,8562.02
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2032,8562.02,8562.02,8562.02,8562.02
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2035,8562.02,8421.7,8562.02,8562.02
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2038,8048.69,8297.64,8562.02,8042.29
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2040,7789.91,8562.02,8562.02,7800.2
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2042,8044.71,8562.02,8562.02,8036.6
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2045,8464.81,8562.02,8562.02,8480.57
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2048,8562.02,8562.02,8562.02,8562.02
Energy: GWh,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2050,8562.02,8562.02,8562.02,8562.02
Energy: GWh,Angola,Angola_North,Kiwaba_Nzogi_WIND_AGO_NO,Onshore Wind,2048,149.84,,149.82,149.52
Energy: GWh,Angola,Angola_North,Kiwaba_Nzogi_WIND_AGO_NO,Onshore Wind,2050,149.45,,149.45,152.42
Energy: GWh,Angola,Angola_North,New_BESS_AGO_NO,Battery,2038,59.06,100.03,54.98,59.47
Energy: GWh,Angola,Angola_North,New_BESS_AGO_NO,Battery,2040,97.97,149.47,81.73,97.58
Energy: GWh,Angola,Angola_North,New_BESS_AGO_NO,Battery,2042,138.88,184.18,131.82,138.49
Energy: GWh,Angola,Angola_North,New_BESS_AGO_NO,Battery,2045,208.92,244.21,172.58,210.57
Energy: GWh,Angola,Angola_North,New_BESS_AGO_NO,Battery,2048,259.52,337.69,240.92,262.91
Energy: GWh,Angola,Angola_North,New_BESS_AGO_NO,Battery,2050,303.63,362.73,276.45,303.34
Energy: GWh,Angola,Angola_North,Zenzo_HY_AGO_NO,Reservoir,2045,2683.19,1205.47,2681.45,2657.07
Energy: GWh,Angola,Angola_North,Zenzo_HY_AGO_NO,Reservoir,2048,2633.71,2302.89,2673.21,2669.19
Energy: GWh,Angola,Angola_North,Zenzo_HY_AGO_NO,Reservoir,2050,2629.98,2719.13,2741.05,2694.93
