Variable,country,zone,generator,fuel,year,baseline,baseline_INGA,baseline_limexp,baseline_noBTKG
Variable Cost: $m,Zambia,Zambia,VictoriaFalls_HY_ZMB,Reservoir,2048,0.44,0.44,0.44,0.44
Variable Cost: $m,Zambia,Zambia,VictoriaFalls_HY_ZMB,Reservoir,2050,0.44,0.44,0.44,0.44
Variable Cost: $m,Zimbabwe,Zimbabwe,BatokaGorgeSouth_HY_ZWE,Reservoir,2035,3.05,3.05,3.05,3.05
Variable Cost: $m,Zimbabwe,Zimbabwe,BatokaGorgeSouth_HY_ZWE,Reservoir,2038,3.05,3.05,3.05,3.05
Variable Cost: $m,Zimbabwe,Zimbabwe,BatokaGorgeSouth_HY_ZWE,Reservoir,2040,3.05,3.05,3.05,3.05
Variable Cost: $m,Zimbabwe,Zimbabwe,BatokaGorgeSouth_HY_ZWE,Reservoir,2042,3.05,3.05,3.05,3.05
Variable Cost: $m,Zimbabwe,Zimbabwe,BatokaGorgeSouth_HY_ZWE,Reservoir,2045,3.05,3.05,3.05,3.05
Variable Cost: $m,Zimbabwe,Zimbabwe,BatokaGorgeSouth_HY_ZWE,Reservoir,2048,3.05,3.05,3.05,3.05
Variable Cost: $m,Zimbabwe,Zimbabwe,BatokaGorgeSouth_HY_ZWE,Reservoir,2050,3.05,3.05,3.05,3.05
Variable Cost: $m,Zimbabwe,Zimbabwe,Bulawayo_TH_ZWE,ST-Coal,2032,17.02,17.18,16.62,17.02
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2025,1.19,1.19,1.19,1.19
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2027,1.25,1.25,1.25,1.25
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2030,1.35,1.35,1.35,1.35
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2032,1.41,1.41,1.41,1.41
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2035,1.5,1.5,1.5,1.5
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2038,1.6,1.6,1.6,1.6
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2040,1.66,1.66,1.66,1.66
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2042,1.72,1.72,1.72,1.72
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2045,1.82,1.82,1.82,1.82
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2048,1.91,1.91,1.91,1.91
Variable Cost: $m,Zimbabwe,Zimbabwe,Chisumbanje_BIO_ZWE,ST-Biomass,2050,1.97,1.97,1.97,1.97
Variable Cost: $m,Zimbabwe,Zimbabwe,Devil'sGorgeSouth_HY_ZWE,Reservoir,2038,1.58,1.58,1.58,1.58
Variable Cost: $m,Zimbabwe,Zimbabwe,Devil'sGorgeSouth_HY_ZWE,Reservoir,2040,1.58,1.58,1.58,1.58
Variable Cost: $m,Zimbabwe,Zimbabwe,Devil'sGorgeSouth_HY_ZWE,Reservoir,2042,1.58,1.58,1.58,1.58
Variable Cost: $m,Zimbabwe,Zimbabwe,Devil'sGorgeSouth_HY_ZWE,Reservoir,2045,1.58,1.58,1.58,1.58
Variable Cost: $m,Zimbabwe,Zimbabwe,Devil'sGorgeSouth_HY_ZWE,Reservoir,2048,1.58,1.58,1.58,1.58
Variable Cost: $m,Zimbabwe,Zimbabwe,Devil'sGorgeSouth_HY_ZWE,Reservoir,2050,1.58,1.58,1.58,1.58
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2030,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2032,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2035,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2038,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2040,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2042,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2045,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2048,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Gairezi_HY_ZWE,ROR,2050,0.1,0.1,0.1,0.1
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2025,209.45,210.18,209.54,209.47
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2027,224.95,224.22,224.09,225.7
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2030,225.51,225.51,218.28,225.51
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2032,221.74,221.74,221.74,221.74
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2035,111.06,112.18,116.28,110.21
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2038,61.03,58.27,72.3,60.99
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2040,6.57,6.58,38.84,6.63
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2042,27.82,28.41,61.0,26.54
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2045,68.33,70.62,115.86,67.64
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2048,102.95,113.08,118.89,103.87
Variable Cost: $m,Zimbabwe,Zimbabwe,Hwange3Extension_TH_ZWE,ST-Coal,2050,84.49,100.52,116.33,83.87
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2025,97.65,97.12,97.63,97.81
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2027,109.14,110.28,109.46,108.99
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2030,118.73,120.27,110.95,118.7
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2032,118.26,118.26,118.26,118.26
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2035,56.01,56.76,61.4,56.49
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2038,29.39,28.73,42.56,29.89
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2040,,,17.64,
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2042,15.09,14.8,35.28,15.25
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2045,35.43,35.52,61.38,35.78
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2048,51.89,56.96,61.02,52.13
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeII_TH_ZWE,ST-Coal,2050,45.15,50.35,59.4,45.15
Variable Cost: $m,Zimbabwe,Zimbabwe,HwangeI_TH_ZWE,ST-Coal,2032,28.77,31.63,16.92,28.77
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2025,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2027,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2030,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2032,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2035,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2038,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2040,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2042,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2045,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2048,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,KaribaSouth1_HY_ZWE,Reservoir,2050,2.53,2.53,2.53,2.53
Variable Cost: $m,Zimbabwe,Zimbabwe,MupataGorgeSouth_HY_ZWE,Reservoir,2040,1.61,1.61,1.61,1.61
Variable Cost: $m,Zimbabwe,Zimbabwe,MupataGorgeSouth_HY_ZWE,Reservoir,2042,1.61,1.61,1.61,1.61
Variable Cost: $m,Zimbabwe,Zimbabwe,MupataGorgeSouth_HY_ZWE,Reservoir,2045,1.61,1.61,1.61,1.61
Variable Cost: $m,Zimbabwe,Zimbabwe,MupataGorgeSouth_HY_ZWE,Reservoir,2048,1.61,1.61,1.61,1.61
Variable Cost: $m,Zimbabwe,Zimbabwe,MupataGorgeSouth_HY_ZWE,Reservoir,2050,1.61,1.61,1.61,1.61
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2030,27.03,23.66,88.62,27.03
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2032,27.78,24.31,91.09,27.78
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2035,22.72,19.84,71.15,22.72
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2038,14.41,18.87,71.15,14.41
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2040,4.21,6.01,47.26,4.13
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2042,13.9,12.39,71.15,13.9
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2045,21.77,19.01,72.13,21.73
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2048,55.35,23.1,170.58,54.27
Variable Cost: $m,Zimbabwe,Zimbabwe,Muzarabani_TH_ZWE,CCGT-Gas,2050,211.61,165.41,275.53,214.79
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2025,11.1,10.91,11.04,10.93
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2027,12.92,12.52,12.91,12.33
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2030,13.61,14.37,13.48,13.65
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2032,14.13,14.13,14.13,14.13
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2035,7.92,7.75,7.78,8.3
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2038,3.91,4.52,6.63,3.42
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2040,,,1.57,
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2042,2.02,2.73,5.76,3.13
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2045,5.22,4.23,7.78,5.52
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2048,6.7,7.04,8.42,6.1
Variable Cost: $m,Zimbabwe,Zimbabwe,ZhongXinIPP_TH_ZWE,ST-Coal,2050,6.15,6.21,7.69,6.24
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2025,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2027,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2030,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2032,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2035,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2038,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2040,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2042,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2045,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2048,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_COMBI_HY_AGO_CE,Reservoir,2050,15.52,15.52,15.52,15.52
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2025,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2027,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2030,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2032,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2035,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2038,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2040,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2042,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2045,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2048,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,AH_Gove_HY_AGO_CE,Reservoir,2050,20.88,20.88,20.88,20.88
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2025,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2027,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2030,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2032,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2035,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2038,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2040,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2042,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2045,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2048,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Bailundo_PV_AGO_CE,PV,2050,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,Baynes(Angola)_HY_AGO_SO,Reservoir,2040,132.19,,132.19,132.19
LCOE: $/MWH,,Angola_Central,Baynes(Angola)_HY_AGO_SO,Reservoir,2042,132.19,,132.19,132.19
LCOE: $/MWH,,Angola_Central,Baynes(Angola)_HY_AGO_SO,Reservoir,2045,132.19,,132.19,132.19
LCOE: $/MWH,,Angola_Central,Baynes(Angola)_HY_AGO_SO,Reservoir,2048,132.19,,132.19,132.19
LCOE: $/MWH,,Angola_Central,Baynes(Angola)_HY_AGO_SO,Reservoir,2050,132.19,132.19,132.19,132.19
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2025,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2027,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2030,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2032,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2035,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2038,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2040,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2042,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2045,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2048,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Bafia_Farta_PV_AGO_CE,PV,2050,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2025,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2027,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2030,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2032,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2035,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2038,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2040,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2042,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2045,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2048,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,CF_Biopio_PV_AGO_CE,PV,2050,10.56,10.56,10.56,10.56
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2038,3843.46,433.81,1040.11,3843.46
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2040,361.08,,376.52,361.08
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2042,341.17,2089.74,341.17,341.17
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_AGO_CE,ICE-Diesel,2045,,893.86,,
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2038,,450.14,,
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2040,387.85,,388.31,387.85
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2042,341.17,,341.17,341.17
LCOE: $/MWH,,Angola_Central,COMBI_Diesel_OFF_AGO_CE,ICE-Diesel,2048,,400.76,,
LCOE: $/MWH,,Angola_Central,LobitoI_TH_AGO_CE,CCGT-Gas,2050,132.5,,122.7,132.61
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2030,60.45,60.45,,60.45
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2032,80.54,80.67,,80.54
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2035,130.41,161.98,,130.41
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2038,49.89,50.04,55.88,49.91
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2040,52.6,49.7,50.61,53.69
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2042,57.78,57.04,58.95,60.0
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2045,63.42,59.35,61.08,61.68
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2048,68.6,62.83,62.14,69.25
LCOE: $/MWH,,Angola_Central,New_BESS_AGO_CE,Battery,2050,75.57,62.34,65.58,75.09
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2032,33.54,33.54,33.54,33.54
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2035,32.96,32.76,32.82,32.96
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2038,32.9,32.49,32.74,32.92
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2040,32.56,32.62,32.35,32.51
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2042,32.27,32.63,32.06,32.23
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2045,31.78,31.96,31.46,31.78
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2048,31.27,31.09,31.11,31.26
LCOE: $/MWH,,Angola_Central,New_PV_2029_AGO_CE,PV,2050,30.95,30.69,30.79,30.95
LCOE: $/MWH,,Angola_Central,Quilengues_HY_AGO_CE,Reservoir,2045,74.99,74.99,74.99,74.99
LCOE: $/MWH,,Angola_Central,Quilengues_HY_AGO_CE,Reservoir,2048,74.99,74.99,74.99,74.99
LCOE: $/MWH,,Angola_Central,Quilengues_HY_AGO_CE,Reservoir,2050,74.99,74.99,74.99,74.99
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2025,13.27,13.27,13.27,13.27
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2027,13.32,13.32,13.3,13.35
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2030,16.83,16.92,15.02,16.72
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2032,16.51,16.62,15.05,16.45
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2035,15.89,15.96,14.77,16.09
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2038,16.39,16.01,16.08,16.39
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2040,15.98,16.12,16.01,16.0
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2042,15.98,15.97,15.99,16.01
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2045,16.01,15.97,15.96,16.04
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2048,16.0,15.9,15.93,16.03
LCOE: $/MWH,,Angola_East,AH_HIDROCHICAPA_OFF_AGO_EA,ROR,2050,16.04,15.85,15.91,16.04
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2025,13.27,13.27,13.27,13.27
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2027,13.44,13.44,13.47,13.4
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2030,16.76,16.85,15.43,16.89
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2032,16.43,16.5,15.15,16.5
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2035,16.18,16.21,14.99,15.93
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2038,16.44,16.07,16.18,16.44
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2040,16.07,16.28,16.0,16.04
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2042,16.09,16.03,15.98,16.06
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2045,16.04,15.96,15.96,16.01
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2048,16.1,15.96,15.99,16.07
LCOE: $/MWH,,Angola_East,AH_TCHIUMBEDALA_OFF_AGO_EA,ROR,2050,16.07,15.93,15.98,16.07
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2025,184.78,184.78,184.78,184.78
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2027,187.97,187.97,187.97,187.97
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2030,198.63,198.68,196.92,198.63
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2032,279.91,279.92,283.95,279.91
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2035,266.06,255.51,267.29,266.06
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2038,776.05,361.62,525.16,776.05
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2040,329.98,2520.23,337.09,329.98
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2042,318.8,763.84,311.23,318.8
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2045,656.44,506.44,629.56,656.44
LCOE: $/MWH,,Angola_East,COMBI_Diesel_OFF_AGO_EA,ICE-Diesel,2048,392.1,349.65,346.35,392.1
