Variable,zone,generator,fuel,year,CCGT2035,CCGT2035_wo_SolarProject-BESSProject,FullSolarCCGT2035,FullSolarCCGT2035_wo_SolarProject-BESSProject,FullSolarHighGas,FullSolarHighGas_wo_SolarProject-BESSProject,Import2030,Import2030_wo_SolarProject-BESSProject,OperationalOptimistic,OperationalOptimistic_wo_SolarProject-BESSProject,OperationalPessimistic,OperationalPessimistic_wo_SolarProject-BESSProject,baseline,baseline_wo_SolarProject-BESSProject
Capacity: MW,Gambia,BESS Project,Battery Storage,2028,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,
Capacity: MW,Gambia,BESS Project,Battery Storage,2029,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,
Capacity: MW,Gambia,BESS Project,Battery Storage,2030,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,
Capacity: MW,Gambia,BESS Project,Battery Storage,2035,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,
Capacity: MW,Gambia,BESS Project,Battery Storage,2040,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,
Capacity: MW,Gambia,Basse,Oil,2025,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Capacity: MW,Gambia,Basse,Oil,2026,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Capacity: MW,Gambia,Basse,Oil,2027,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Capacity: MW,Gambia,Basse,Oil,2028,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Capacity: MW,Gambia,Basse,Oil,2029,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Capacity: MW,Gambia,Basse,Oil,2030,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Capacity: MW,Gambia,Basse,Oil,2035,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Capacity: MW,Gambia,Brikama G1,Oil,2025,6.4,6.4,,,6.4,6.4,6.4,6.4,6.4,6.4,,,6.4,6.4
Capacity: MW,Gambia,Brikama G1,Oil,2026,6.4,6.4,,,6.4,6.4,6.4,6.4,6.4,6.4,,,6.4,6.4
Capacity: MW,Gambia,Brikama G1,Oil,2027,6.4,6.4,,,6.4,6.4,6.4,6.4,6.4,6.4,,,6.4,6.4
Capacity: MW,Gambia,Brikama G1,Oil,2028,6.4,6.4,,,6.4,6.4,6.4,6.4,6.4,6.4,,,6.4,6.4
Capacity: MW,Gambia,Brikama G1,Oil,2029,6.4,6.4,,,6.4,6.4,6.4,6.4,6.4,6.4,,,6.4,6.4
Capacity: MW,Gambia,Brikama G1,Oil,2030,6.4,6.4,,,6.4,6.4,6.4,6.4,6.4,6.4,,,6.4,6.4
Capacity: MW,Gambia,Brikama II,Oil,2025,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9
Capacity: MW,Gambia,Brikama II,Oil,2026,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9
Capacity: MW,Gambia,Brikama II,Oil,2027,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9
Capacity: MW,Gambia,Brikama II,Oil,2028,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9
Capacity: MW,Gambia,Brikama II,Oil,2029,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9
Capacity: MW,Gambia,Brikama II,Oil,2030,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9
Capacity: MW,Gambia,Brikama II,Oil,2035,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9
Capacity: MW,Gambia,Brikama III G1,Oil,2025,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G1,Oil,2026,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G1,Oil,2027,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G1,Oil,2028,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G1,Oil,2029,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G1,Oil,2030,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G1,Oil,2035,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G1,Oil,2040,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2025,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2026,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2027,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2028,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2029,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2030,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2035,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Brikama III G2,Oil,2040,9.4,9.4,,,9.4,9.4,9.4,9.4,9.4,9.4,,,9.4,9.4
Capacity: MW,Gambia,Farafenni,Oil,2025,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Capacity: MW,Gambia,Farafenni,Oil,2026,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Capacity: MW,Gambia,Farafenni,Oil,2027,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Capacity: MW,Gambia,Farafenni,Oil,2028,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Capacity: MW,Gambia,Farafenni,Oil,2029,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Capacity: MW,Gambia,Farafenni,Oil,2030,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Capacity: MW,Gambia,Farafenni,Oil,2035,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Capacity: MW,Gambia,Import Guinea,Import,2025,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Guinea,Import,2026,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Guinea,Import,2027,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Guinea,Import,2028,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Guinea,Import,2029,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Guinea,Import,2030,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Guinea,Import,2035,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Guinea,Import,2040,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Capacity: MW,Gambia,Import Senegal,Import,2025,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal,Import,2026,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal,Import,2027,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal,Import,2028,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal,Import,2029,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal,Import,2030,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal,Import,2035,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal,Import,2040,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Capacity: MW,Gambia,Import Senegal MV,Import,2025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Import Senegal MV,Import,2026,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Import Senegal MV,Import,2027,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Import Senegal MV,Import,2028,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Import Senegal MV,Import,2029,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Import Senegal MV,Import,2030,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Import Senegal MV,Import,2035,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Import Senegal MV,Import,2040,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Capacity: MW,Gambia,Jambur BESS,Battery Storage,2025,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Capacity: MW,Gambia,Jambur BESS,Battery Storage,2026,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Capacity: MW,Gambia,Jambur BESS,Battery Storage,2027,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Capacity: MW,Gambia,Jambur BESS,Battery Storage,2028,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Capacity: MW,Gambia,Jambur BESS,Battery Storage,2029,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Capacity: MW,Gambia,Jambur BESS,Battery Storage,2030,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Capacity: MW,Gambia,Jambur BESS,Battery Storage,2035,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Capacity: MW,Gambia,Jambur PV,Solar,2025,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Jambur PV,Solar,2026,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Jambur PV,Solar,2027,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Jambur PV,Solar,2028,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Jambur PV,Solar,2029,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Jambur PV,Solar,2030,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Jambur PV,Solar,2035,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Jambur PV,Solar,2040,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Capacity: MW,Gambia,Karpower 1,Oil,2025,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 1,Oil,2026,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 1,Oil,2027,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 1,Oil,2028,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 1,Oil,2029,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 1,Oil,2030,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 1,Oil,2035,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 1,Oil,2040,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2025,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2026,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2027,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2028,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2029,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2030,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2035,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Karpower 2,Oil,2040,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Capacity: MW,Gambia,Kotu G5,Oil,2025,,,,,,,,,12.2,12.2,,,,
Capacity: MW,Gambia,Kotu G5,Oil,2026,,,,,,,,,12.2,12.2,,,,
Capacity: MW,Gambia,Kotu G5,Oil,2027,,,,,,,,,12.2,12.2,,,,
Capacity: MW,Gambia,Kotu G5,Oil,2028,,,,,,,,,12.2,12.2,,,,
Capacity: MW,Gambia,Kotu G5,Oil,2029,,,,,,,,,12.2,12.2,,,,
Capacity: MW,Gambia,Kotu G5,Oil,2030,,,,,,,,,12.2,12.2,,,,
Capacity: MW,Gambia,Kotu G6,Oil,2025,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G6,Oil,2026,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G6,Oil,2027,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G6,Oil,2028,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G6,Oil,2029,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G6,Oil,2030,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G7,Oil,2025,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G7,Oil,2026,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G7,Oil,2027,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G7,Oil,2028,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G7,Oil,2029,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,Kotu G7,Oil,2030,,,,,,,,,6.4,6.4,,,,
Capacity: MW,Gambia,New BESS,Battery Storage,2030,0.0,0.0,0.45,8.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity: MW,Gambia,New BESS,Battery Storage,2035,0.0,0.0,0.45,8.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity: MW,Gambia,New BESS,Battery Storage,2040,0.0,0.0,0.45,8.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity: MW,Gambia,New CCGT,Gas,2030,,,,,50.0,50.0,21.3,34.38,6.59,19.68,50.0,50.0,21.3,34.38
Capacity: MW,Gambia,New CCGT,Gas,2035,0.0,0.0,0.0,0.0,50.0,50.0,21.3,34.38,6.59,19.68,50.0,50.0,21.3,34.38
Capacity: MW,Gambia,New CCGT,Gas,2040,0.0,0.0,0.0,0.0,50.0,50.0,21.3,34.38,6.59,19.68,50.0,50.0,21.3,34.38
Capacity: MW,Gambia,New CCGT Cote d'Ivoire,Gas,2035,91.7,93.88,91.3,91.65,65.29,67.59,81.05,77.04,88.4,84.27,66.88,69.23,81.05,77.04
Capacity: MW,Gambia,New CCGT Cote d'Ivoire,Gas,2040,131.25,133.69,131.08,131.26,104.84,107.17,120.71,116.51,128.07,123.86,106.41,109.07,120.71,116.51
Capacity: MW,Gambia,New CCGT Senegal,Gas,2035,91.69,93.88,91.38,91.65,65.29,67.59,81.05,77.04,88.4,84.27,66.88,69.23,81.05,77.04
Capacity: MW,Gambia,New CCGT Senegal,Gas,2040,131.25,133.69,130.95,131.25,104.84,107.17,120.71,116.51,128.07,123.86,106.41,109.07,120.71,116.51
Capacity: MW,Gambia,New ICE,Oil,2030,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity: MW,Gambia,New ICE,Oil,2035,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity: MW,Gambia,New ICE,Oil,2040,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity: MW,Gambia,New OMVG Import,Import,2028,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Capacity: MW,Gambia,New OMVG Import,Import,2029,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Capacity: MW,Gambia,New OMVG Import,Import,2030,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Capacity: MW,Gambia,New OMVG Import,Import,2035,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Capacity: MW,Gambia,New OMVG Import,Import,2040,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Capacity: MW,Gambia,New Solar,Solar,2030,20.0,20.0,155.6,205.71,114.3,154.39,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Capacity: MW,Gambia,New Solar,Solar,2035,120.0,120.0,199.54,249.78,194.52,235.64,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Capacity: MW,Gambia,New Solar,Solar,2040,220.0,220.0,322.41,373.59,316.05,356.79,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0
Capacity: MW,Gambia,Solar Project,Solar,2028,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,
Capacity: MW,Gambia,Solar Project,Solar,2029,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,
Capacity: MW,Gambia,Solar Project,Solar,2030,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,
Capacity: MW,Gambia,Solar Project,Solar,2035,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,
Capacity: MW,Gambia,Solar Project,Solar,2040,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,
Utilization: percent,Gambia,BESS Project,Battery Storage,2028,0.05,,0.1,,0.05,,0.05,,0.0,,0.1,,0.05,
Utilization: percent,Gambia,BESS Project,Battery Storage,2029,0.07,,0.09,,0.07,,0.07,,0.0,,0.09,,0.07,
Utilization: percent,Gambia,BESS Project,Battery Storage,2030,0.08,,0.21,,0.19,,0.01,,0.0,,0.06,,0.01,
Utilization: percent,Gambia,BESS Project,Battery Storage,2035,0.1,,0.16,,0.17,,0.1,,0.1,,0.09,,0.1,
Utilization: percent,Gambia,BESS Project,Battery Storage,2040,0.1,,0.17,,0.18,,0.1,,0.1,,0.1,,0.1,
Utilization: percent,Gambia,Brikama G1,Oil,2025,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama G1,Oil,2026,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama G1,Oil,2027,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama G1,Oil,2028,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama G1,Oil,2029,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama G1,Oil,2030,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama II,Oil,2025,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama II,Oil,2026,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama II,Oil,2027,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama II,Oil,2028,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama II,Oil,2029,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama II,Oil,2030,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama II,Oil,2035,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
Utilization: percent,Gambia,Brikama III G1,Oil,2025,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G1,Oil,2026,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G1,Oil,2027,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G1,Oil,2028,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G1,Oil,2029,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G1,Oil,2030,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G1,Oil,2035,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
Utilization: percent,Gambia,Brikama III G1,Oil,2040,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
Utilization: percent,Gambia,Brikama III G2,Oil,2025,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G2,Oil,2026,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G2,Oil,2027,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G2,Oil,2028,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G2,Oil,2029,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G2,Oil,2030,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5
Utilization: percent,Gambia,Brikama III G2,Oil,2035,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
Utilization: percent,Gambia,Brikama III G2,Oil,2040,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
Utilization: percent,Gambia,Import Guinea,Import,2025,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
Utilization: percent,Gambia,Import Guinea,Import,2026,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
Utilization: percent,Gambia,Import Guinea,Import,2027,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
Utilization: percent,Gambia,Import Guinea,Import,2028,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
