ZONE,Seasons,Day types,Year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
SAPP,Q1,d2,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2027,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2028,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2029,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2030,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2031,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2032,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2033,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2034,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2035,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2036,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d4,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d1,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d2,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d3,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q4,d4,2037,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d1,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d2,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d3,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q1,d4,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d1,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d2,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d3,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q2,d4,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d1,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d2,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
SAPP,Q3,d3,2038,70,70,70,70,70,170,170,170,170,170,115,115,115,115,115,115,170,170,170,170,170,70,70,70
