g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2
CCGT_Candi_ORI,ORI,CCGT,Gas,Candidate,2037,2060,30,2474.5682678222656,,2474.5682678222656,NO,6.4,0.9,13178.499142196211,3.8475491333333331,5,0.15,1,1,0,0.2,,,,,,,,,
CCGTH2_Candi_ORI,ORI,CCGTH2,Hydrogen,Candidate,2035,2060,30,1031.9074172973633,,1031.9074172973633,NO,6.4,0.9,30000.000000000004,2,,,,,,,,,,,,,,,
GT_Candi_ORI,ORI,GT,Gas,Candidate,2031,2060,30,463.00001525878906,,463.00001525878906,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,
NUCLEAR_Candi_ORI,ORI,NUCLEAR,Uranium,Candidate,2034,2060,50,1800,,1800,YES,10.240096038415366,4,150000,2.2432300000000001,5,0.3,0.8,0.8,0,0.05,,,,,,,,,
PV_Candi_ORI,ORI,PV,Solar,Candidate,2031,2060,25,2045,,2045,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
STO HY_Candi_ORI,ORI,STO HY,Water,Candidate,2029,2060,50,1270.8354999999999,,1270.8354999999999,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Candi_ORI,ORI,WIND,Wind,Candidate,2028,2060,30,2599,,259.89999999999998,NO,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Candi_PEN,PEN,CCGT,Gas,Candidate,2024,2060,30,1546.9349975585938,,1546.9349975585938,NO,6.4,0.9,5704.0732779963764,4.3975998000000001,5,0.15,1,1,0,0.2,,,,,,,,,
CCGTH2_Candi_PEN,PEN,CCGTH2,Hydrogen,Candidate,2036,2060,30,986.92901611328125,,986.92901611328125,NO,6.4,0.9,30000.000000000004,2,,,,,,,,,,,,,,,
PV_Candi_PEN,PEN,PV,Solar,Candidate,2027,2060,25,537,,537,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
WIND_Candi_PEN,PEN,WIND,Wind,Candidate,2026,2060,30,935,,93.5,NO,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
ST_Candi_CEN_0140,CEN,ST,Gas,Candidate,2010,2020,30,140.43519592285156,,140.43519592285156,NO,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,
CCGT_Candi_NES_1050,NES,CCGT,Gas,Candidate,2030,2020,30,1049.9434814453125,,1049.9434814453125,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_NOR_1045,NOR,CCGT,Gas,Candidate,2030,2020,30,1045.15283203125,,1045.15283203125,NO,6.4,0.9,12813.728498246668,2.9637054385000003,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_NTE_0462,NTE,CCGT,Gas,Candidate,2030,2020,30,461.54168701171875,,461.54168701171875,NO,6.4,0.9,10436.451484779533,3.4443855384615385,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_OCC_0432,OCC,CCGT,Gas,Candidate,2030,2020,30,432.27215576171875,,432.27215576171875,NO,6.4,0.9,10278.235643763164,2.7600176363636364,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_ORI_0524,ORI,CCGT,Gas,Candidate,2030,2020,30,524.1512451171875,,524.1512451171875,NO,6.4,0.9,13178.499142196211,3.8475491333333331,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Candi_ORI,ORI,GEO,Geothermal,Candidate,2010,2020,30,14.168093681335449,,14.168093681335449,NO,0,5.6,75000,1,5,0,1,1,0,0.05,,,,,,,,,
CCGT_Candi_PEN_0521,PEN,CCGT,Gas,Candidate,2030,2020,30,520.65228271484375,,520.65228271484375,NO,6.4,0.9,5704.0732779963764,4.3975998000000001,5,0.15,1,1,0,0.2,,,,,,,,,
BIOMASS_Gener_CEN,CEN,BIOMASS,Biomass,Generic,2030,2060,30,300,,30,NO,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gener_CEN,CEN,CCGT,Gas,Generic,2030,2060,30,5000,,500,NO,6.4,0.9,27309.730253137699,6.3733059999999995,5,0.15,1,1,0,0.2,,,,,,,,,
COAL_Gener_CEN,CEN,COAL,Coal,Generic,2030,2060,30,5000,,500,NO,9.4,2,60000,2.735824,5,0.1,0.8,0.8,0,0.05,,,,,,,,,
GT_Gener_CEN,CEN,GT,Gas,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.8,20000,3.2044070000000007,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_CEN,CEN,ICE,Diesel,Generic,2030,2060,30,5000,,500,NO,10.41544727496,1.6831666666666665,28374.700349423056,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,
WIND_Gener_CEN,CEN,WIND,Wind,Generic,2030,2060,30,17814.75,,500,NO,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
PV_Gener_CEN,CEN,PV,Solar,Generic,2030,2060,25,11007.75,,500,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_CEN,CEN,ST,Gas,Generic,2030,2060,30,5000,,500,NO,9.4,2,37454.913567858406,4.1557664999999995,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_CEN,CEN,STO HY,Water,Generic,2030,2060,50,5000,,500,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
CCGT_Gener_NES,NES,CCGT,Gas,Generic,2030,2060,30,5000,,500,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0.15,1,1,0,0.2,,,,,,,,,
COAL_Gener_NES,NES,COAL,Coal,Generic,2030,2060,30,5000,,500,NO,9.4,2,60000,2.735824,5,0.1,0.8,0.8,0,0.05,,,,,,,,,
GT_Gener_NES,NES,GT,Gas,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.8,48026.765045674947,6.5546179999999996,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_NES,NES,ICE,Diesel,Generic,2030,2060,30,5000,,500,NO,10.41544727496,1.6831666666666665,14186.677761036975,1.5996220000000001,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_NES,NES,PV,Solar,Generic,2030,2060,25,116601,,1000,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_NES,NES,ST,Gas,Generic,2030,2060,30,5000,,500,NO,9.4,2,7207.664556962025,0.55683050000000001,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_NES,NES,STO HY,Water,Generic,2030,2060,50,5000,,500,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_NES,NES,WIND,Wind,Generic,2030,2060,30,138916.5,,1000,NO,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_NOR,NOR,CCGT,Gas,Generic,2030,2060,30,5000,,500,NO,6.4,0.9,12813.728498246668,2.9637054385000003,5,0.15,1,1,0,0.2,,,,,,,,,
GT_Gener_NOR,NOR,GT,Gas,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.8,29186.353523093974,11.479826666666668,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_NOR,NOR,ICE,Diesel,Generic,2030,2060,30,5000,,500,NO,10.41544727496,1.6831666666666665,31090.604503243696,6.8406274444444444,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_NOR,NOR,PV,Solar,Generic,2030,2060,25,218592.75,,1000,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_NOR,NOR,ST,Gas,Generic,2030,2060,30,5000,,500,NO,9.4,2,59343.421258720809,6.8182078571428573,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_NOR,NOR,STO HY,Water,Generic,2030,2060,50,5000,,500,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_NOR,NOR,WIND,Wind,Generic,2030,2060,30,257359.5,,1000,NO,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_NTE,NTE,CCGT,Gas,Generic,2030,2060,30,5000,,500,NO,6.4,0.9,10436.451484779533,3.4443855384615385,5,0.15,1,1,0,0.2,,,,,,,,,
GT_Gener_NTE,NTE,GT,Gas,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.8,52471.093205975529,6.2559952499999998,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_NTE,NTE,ICE,Diesel,Generic,2030,2060,30,5000,,500,NO,10.41544727496,1.6831666666666665,28390.51911938396,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,
WIND_Gener_NTE,NTE,WIND,Wind,Generic,2030,2060,30,770917.5,,500,NO,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
PV_Gener_NTE,NTE,PV,Solar,Generic,2030,2060,25,581307.75,,500,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_NTE,NTE,ST,Gas,Generic,2030,2060,30,5000,,500,NO,9.4,2,31422.728563231045,6.2633445000000005,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_NTE,NTE,STO HY,Water,Generic,2030,2060,50,5000,,500,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
BIOMASS_Gener_OCC,OCC,BIOMASS,Biomass,Generic,2030,2060,30,300,,60,NO,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gener_OCC,OCC,CCGT,Gas,Generic,2030,2060,30,5000,,1000,NO,6.4,0.9,10278.235643763164,2.7600176363636364,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Gener_OCC,OCC,GEO,Geothermal,Generic,2030,2060,30,5000,,1000,NO,0,5.6,75000,12.771598333333335,5,0,1,1,0,0.05,,,,,,,,,
GT_Gener_OCC,OCC,GT,Gas,Generic,2030,2060,30,5000,,1000,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_OCC,OCC,ICE,Diesel,Generic,2030,2060,30,5000,,1000,NO,10.41544727496,1.6831666666666665,28408.98891966759,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_OCC,OCC,PV,Solar,Generic,2030,2060,25,135471,,1000,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_OCC,OCC,ST,Gas,Generic,2030,2060,30,5000,,1000,NO,9.4,2,57445.94096145386,10.830228499999999,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_OCC,OCC,STO HY,Water,Generic,2030,2060,50,5000,,500,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_OCC,OCC,WIND,Wind,Generic,2030,2060,30,180672,,1000,NO,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,
BIOMASS_Gener_ORI,ORI,BIOMASS,Biomass,Generic,2030,2060,30,300,,30,NO,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gener_ORI,ORI,CCGT,Gas,Generic,2030,2060,30,5000,,500,NO,6.4,0.9,13178.499142196211,3.8475491333333331,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Gener_ORI,ORI,GEO,Geothermal,Generic,2030,2060,30,5000,,500,NO,0,5.6,75000,36.222173333333338,5,0,1,1,0,0.05,,,,,,,,,
GT_Gener_ORI,ORI,GT,Gas,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_ORI,ORI,ICE,Diesel,Generic,2030,2060,30,5000,,500,NO,10.41544727496,1.6831666666666665,28392.276679841903,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,
NUCLEAR_Gener_NOR,NOR,NUCLEAR,Uranium,Generic,2030,2060,50,0,,1000,NO,10.240096038415366,4,150000,2.2432300000000001,5,0.3,0.8,0.8,0,0.05,,,,,,,,,
PV_Gener_ORI,ORI,PV,Solar,Generic,2030,2060,25,53280.75,,500,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_ORI,ORI,ST,Gas,Generic,2030,2060,30,5000,,500,NO,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_ORI,ORI,STO HY,Water,Generic,2030,2060,50,5000,,500,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_ORI,ORI,WIND,Wind,Generic,2030,2060,30,124590,,500,NO,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_PEN,PEN,CCGT,Gas,Generic,2030,2060,30,5000,,500,NO,6.4,0.9,5704.0732779963764,4.3975998000000001,5,0.15,1,1,0,0.2,,,,,,,,,
GT_Gener_PEN,PEN,GT,Gas,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.8,63496.972344336245,11.609988125000001,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_PEN,PEN,ICE,Diesel,Generic,2030,2060,30,5000,,500,NO,10.41544727496,1.6831666666666665,108323.50221308252,15.825191428571427,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_PEN,PEN,PV,Solar,Generic,2030,2060,25,9969.75,,1000,NO,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_PEN,PEN,ST,Gas,Generic,2030,2060,30,5000,,500,NO,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,
WIND_Gener_PEN,PEN,WIND,Wind,Generic,2030,2060,30,9967.5,,1000,NO,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
NUCLEAR_Gener_ORI,ORI,NUCLEAR,Uranium,Generic,2030,2060,50,0,,1000,NO,10.240096038415366,4,150000,2.2432300000000001,5,0.3,0.8,0.8,0,0.05,,,,,,,,,
PV_Candi_SIBC,SIBC,PV,Solar,Candidate,2026,2051,25,42,,4.2,NO,,1.3161449999999999,19235.96,0,0,0,1,1,0,0,,,,,,,,,
WIND_Candi_SIBC,SIBC,WIND,Wind,Candidate,2026,2056,30,30,,3,NO,,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
PV_Candi_SIBCS,SIBCS,PV,Solar,Candidate,2026,2051,25,56,,5.6,NO,,1.3161449999999999,19235.96,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_SIBC,SIBC,CCGT,Gas,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.9,11251.317216938514,3.1558160909090911,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Gener_SIBC,SIBC,GEO,Geothermal,Generic,2030,2060,30,5000,,500,NO,10.41544727496,5.6,52530.001236402495,13.293933333333333,5,0,1,1,0,0.05,,,,,,,,,
GT_Gener_SIBC_Diesel,SIBC,GT,Diesel,Generic,2030,2060,30,5000,,500,NO,9.4499999999999993,0.8,12422.769315416192,5.2114647499999993,5,0,1,1,0,0.2,,,,,,,,,
GT_Gener_SIBC_Gas,SIBC,GT,Gas,Generic,2030,2060,30,5000,,500,NO,10.41544727496,0.8,20650.969774803267,6.0883139999999996,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_SIBC,SIBC,ICE,HFO,Generic,2030,2060,30,5000,,500,NO,10.41544727496,1.6831666666666665,30000,17.832743499999999,5,0,1,1,0,0.2,,,,,,,,,
ST_Gener_SIBC,SIBC,ST,Gas,Generic,2030,2060,30,5000,,500,NO,9.4,2,70132.207148008558,17.302889999999998,5,0,0.8,0.8,0,0.2,,,,,,,,,
WIND_Gener_SIBC,SIBC,WIND,Wind,Generic,2030,2060,30,127842.75,,500,NO,9.4499999999999993,0.9,20000,0,0,0,1,1,0,0,,,,,,,,,
GT_Gener_SIBCS,SIBCS,GT,Diesel,Generic,2030,2060,30,5000,,1000,NO,9.4499999999999993,0.8,52530.001236402495,5.2548410000000008,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_SIBCS,SIBCS,ICE,HFO,Generic,2030,2060,30,5000,,1000,NO,10.41544727496,1.6831666666666665,316331.37382392975,17.832743499999999,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_SIBCS,SIBCS,PV,Solar,Generic,2030,2055,25,97286.25,,500,NO,0,1.2,52530.001236402495,0,0,0,1,1,0,0,,,,,,,,,
WIND_Gener_SIBCS,SIBCS,WIND,Wind,Generic,2030,2060,30,139641,,500,NO,,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_NES,NES,Wind_OffShore,OSW,Generic,2030,2060,30,1453.5,,500,NO,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_ORI,ORI,Wind_OffShore,OSW,Generic,2030,2060,30,2901.75,,500,NO,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_PEN,PEN,Wind_OffShore,OSW,Generic,2030,2060,30,41640.75,,500,NO,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_SIBC,SIBC,Wind_OffShore,OSW,Generic,2030,2060,30,687.75,,209.69859000000002,NO,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
STORAGE_Gener_CEN,CEN,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_NES,NES,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_NOR,NOR,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_NTE,NTE,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_OCC,OCC,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_ORI,ORI,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_PEN,PEN,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_SIBC,SIBC,STORAGE,Battery,Generic,2030,2060,20,5000,,209.69859000000002,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_SIBCS,SIBCS,STORAGE,Battery,Generic,2030,2060,20,5000,,500,NO,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
BIOMASS_Biomass_049_(1314)_EXI_NES,NES,Biomass,Biomass,Existing,1978,2008,30,49.3,,,NO,23.641720775018907,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_050_(E_1546_GEN_2015)_EXI_ORI,ORI,Biomass,Biomass,Existing,2015,2045,30,50,,,NO,24.21874509899045,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_022_(1225)_EXI_ORI,ORI,Biomass,Biomass,Existing,1978,2008,30,21.5,,,NO,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,HFO,15.6
BIOMASS_Biomass_012_(2375)_EXI_ORI,ORI,Biomass,Biomass,Existing,1980,2010,30,11.5,,,NO,29.624778174239204,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_045_(E_1398_COG_2015)_EXI_ORI,ORI,Biomass,Biomass,Existing,2015,2045,30,30.507294760603543,,,NO,20.381548293029756,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_025_(3519)_EXI_ORI,ORI,Biomass,Biomass,Existing,1984,2014,30,25.2,,,NO,72.238158903473305,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_001_(E_2025_GEN_2018)_EXI_ORI,ORI,Biomass,Biomass,Existing,2018,2048,30,1.3,,,NO,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gas_1288_(E_2245_GEN_2020)_EXI_CEN,CEN,CCGT,Gas,Existing,2020,2050,30,1287.923,,,NO,10.196206141668595,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_850_(E_1985_GEN_2017)_EXI_CEN,CEN,CCGT,Gas,Existing,2017,2047,30,850,,,NO,8.329729749864244,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_567_(E_2246_GEN_2020)_EXI_CEN,CEN,CCGT,Gas,Existing,2020,2050,30,566.68799999999999,,,NO,9.3567317792733959,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_1161_(E_308_PIE_2004)_EXI_NES,NES,CCGT,Gas,Existing,2004,2034,30,1161,,,NO,8.4765500136641183,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_1154_(E_185_PIE_2001)_EXI_NES,NES,CCGT,Gas,Existing,2001,2031,30,1153.7,,,NO,8.4925704892336018,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_1143_(E_288_PIE_2003)_EXI_NES,NES,CCGT,Gas,Existing,2003,2033,30,1143.002,,,NO,8.874514857787215,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_987_(E_1692_GEN_2015)_EXI_NES,NES,CCGT,Gas,Existing,2015,2045,30,987.15000000000009,,,NO,11.768865303032545,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_950_(E_1761_GEN_2016)_EXI_NES,NES,CCGT,Gas,Existing,2016,2046,30,949.8,,,NO,8.1311534269044188,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_946_(E_1562_PIE_2015)_EXI_NES,NES,CCGT,Gas,Existing,2015,2045,30,946.09999999999991,,,NO,8.1218142881492099,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_532_(E_2046_GEN_2018)_EXI_NES,NES,CCGT,Gas,Existing,2018,2048,30,532,,,NO,7.9110615653383975,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
