Scenario,c,fuel,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Alto,MEXICO,Gas,,,,,5.7729999660357301,6.8069998128015898,6.6639999810432,6.6145000240909297,6.5650000671386604,6.2019998562442602,6.0040000284351898,6.09199986414293,6.07000010268266,6.1800000947839999,6.5429999107450598,6.7300000552906596,6.7739999731445302,6.8839999652458603,6.9829998791503902,7.1608332699246375,7.2349268675594285,7.3090204651942203,7.3831140628290122,7.4572076604637836,7.5313012580985763,7.6053948557333682,7.6794884533681609,7.7535820510029323,7.827675648637725,7.901769246272516,7.9758628439072883,8.049956441542081,8.124050039176872,8.1981436368116629,8.2722372344464343,8.3463308320812271,8.4204244297160198,8.4945180273508107,8.5686116249855822,8.6427052226203731,8.7167988202551658
Medio,MEXICO,Gas,,,,,3.4299998973173298,4.07900016666186,4.4860002954101299,5.0690000955738599,5.23400008372586,4.8930000292250604,4.6730000450224001,4.6290001271685304,4.5740001311178604,4.6180000489717301,4.6730000450224001,4.8050001935173299,4.8490001113711996,4.9369999470789301,5.0360002559168002,5.01430569016199,5.066189030301345,5.1180723704407001,5.1699557105800551,5.2218390507193959,5.2737223908587509,5.325605730998106,5.377489071137461,5.4293724112768018,5.4812557514161568,5.5331390915555119,5.5850224316948527,5.6369057718342077,5.6887891119735627,5.7406724521129178,5.7925557922522586,5.8444391323916136,5.8963224725309686,5.9482058126703237,6.0000891528096645,6.0519724929490195,6.1038558330883745
Bajo,MEXICO,Gas,,,,,2.6380005860810698,3.1660003901941298,3.4630005268410602,4.0240001706111999,4.0460003270048004,3.9030001003130601,3.7820000300149301,3.8590001824592002,3.81500026460533,3.8480001042623999,4.0460003270048004,4.1120000063189304,4.1120000063189304,4.1230000845157297,4.1670000023695897,4.2507222492970982,4.3038888989816257,4.3570555486661675,4.4102221983506951,4.4633888480352226,4.5165554977197644,4.5697221474042919,4.6228887970888195,4.6760554467733613,4.7292220964578888,4.7823887461424164,4.8355553958269581,4.8887220455114857,4.9418886951960133,4.995055344880555,5.0482219945650826,5.1013886442496101,5.1545552939341519,5.2077219436186795,5.2608885933032212,5.3140552429877488,5.3672218926722763
Alto,MEXICO,Uranium,,,,,0.76515335790476302,0.77312880962679997,0.78294478748321805,0.79398772402548501,0.80564413991067596,0.81730059984867098,0.830184018472515,0.84122697704118299,0.85104293287119903,0.86085888870121496,0.87067484453123101,0.88110427970417204,0.88969323279553503,0.89337421898509095,0.89828220791330005,0.91235855076114447,0.92113155866858776,0.92990456657602749,0.93867757448347078,0.94745058239091051,0.9562235902983538,0.96499659820579353,0.97376960611323682,0.98254261402067655,0.99131562192811984,1.0000886298355631,1.0088616377430029,1.0176346456504461,1.0264076535578859,1.0351806614653292,1.0439536693727689,1.0527266772802122,1.0614996851876519,1.0702726930950952,1.0790457010025349,1.0878187089099782,1.096591716817418
Medio,MEXICO,Uranium,,,,,0.76515335790476302,0.77312880962679997,0.78294478748321805,0.79398772402548501,0.80564413991067596,0.81730059984867098,0.830184018472515,0.84122697704118299,0.85104293287119903,0.86085888870121496,0.87067484453123101,0.88110427970417204,0.88969323279553503,0.89337421898509095,0.89828220791330005,0.91235855076114447,0.92113155866858776,0.92990456657602749,0.93867757448347078,0.94745058239091051,0.9562235902983538,0.96499659820579353,0.97376960611323682,0.98254261402067655,0.99131562192811984,1.0000886298355631,1.0088616377430029,1.0176346456504461,1.0264076535578859,1.0351806614653292,1.0439536693727689,1.0527266772802122,1.0614996851876519,1.0702726930950952,1.0790457010025349,1.0878187089099782,1.096591716817418
Bajo,MEXICO,Uranium,,,,,0.76208587308453302,0.76975458513510753,0.77742329718568204,0.78907975712367695,0.79889569092729196,0.81055215086528698,0.82343556948913099,0.83202454460689601,0.84184047841051002,0.85165643424052595,0.85901838459323598,0.86699385834167497,0.87558281143303796,0.87926379762259499,0.88294478381215102,0.89552146582375514,0.90323107759851062,0.91094068937326789,0.91865030114802337,0.92635991292278064,0.93406952469753612,0.94177913647229339,0.94948874824704887,0.95719836002180614,0.96490797179656163,0.97261758357131711,0.98032719534607438,0.98803680712082986,0.99574641889558713,1.0034560306703426,1.0111656424450999,1.0188752542198554,1.0265848659946126,1.0342944777693681,1.0420040895441254,1.0497137013188809,1.0574233130936381
Medio,MEXICO,Steam,,,,,4.067200001253334,4.0792000020366768,4.095999951432983,4.1175999356095341,4.1392000059533753,4.1583999727398044,4.177599939526222,4.1992000098700633,4.2183999766564924,4.2423999782231769,4.2615999450096052,4.2832000153534358,4.3072000169201194,4.3239999663164159,4.3455999504929776,4.3675333135018057,4.3886133140161974,4.4096933145305899,4.4307733150449824,4.4518533155593749,4.4729333160737745,4.4940133165881671,4.5150933171025596,4.5361733176169521,4.5572533181313446,4.5783333186457362,4.5994133191601287,4.6204933196745213,4.6415733201889138,4.6626533207033134,4.6837333212177059,4.7048133217320984,4.7258933222464909,4.7469733227608835,4.7680533232752751,4.7891333237896676,4.8102133243040601
Medio,MEXICO,ChemReaction,,,,,3.6575151503411689,3.5050436600898252,3.6941386128951308,3.8863852745166696,4.0786319361382084,4.2708785977597472,4.4669286917472277,4.6634475014049599,4.8599663110626921,5.0412323316176071,5.1907575128787471,5.3402826941399439,5.4898078754011408,5.6348637325629056,5.7644365740950434,5.894009415627238,6.0235822571594326,6.1531550986915704,6.282727940223765,6.4542687431662671,6.6352729099562566,6.8162770767462462,6.9972812435362357,7.1782854103262252,7.3592895771162148,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311
Medio,MEXICO,Biogas,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Medio,MEXICO,Coke,,,,,3.4727272905304298,3.4836363821516398,3.5010908974120301,3.5185454126724198,3.53599992793281,3.5556363555181201,3.5709091151213799,3.5883636303817701,3.6079999796331799,3.6232726609025501,3.6407272544968299,3.6603636037482499,3.6778181190086401,3.6974545465939399,3.7127272278633101,3.7314544948500554,3.7493090352034031,3.7671635755567507,3.7850181159100984,3.8028726562634461,3.8207271966167937,3.8385817369701414,3.856436277323489,3.8742908176768367,3.8921453580301844,3.909999898383532,3.9278544387368797,3.9457089790902273,3.963563519443575,3.9814180597969226,3.9992726001502703,4.017127140503618,4.0349816808569656,4.0528362212103133,4.0706907615636609,4.0885453019170086,4.1063998422703563
Medio,MEXICO,Biomass,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alto,MEXICO,Steam,,,,,4.067200001253334,4.0792000020366768,4.095999951432983,4.1175999356095341,4.1392000059533753,4.1583999727398044,4.177599939526222,4.1992000098700633,4.2183999766564924,4.2423999782231769,4.2615999450096052,4.2832000153534358,4.3072000169201194,4.3239999663164159,4.3455999504929776,4.3675333135018057,4.3886133140161974,4.4096933145305899,4.4307733150449824,4.4518533155593749,4.4729333160737745,4.4940133165881671,4.5150933171025596,4.5361733176169521,4.5572533181313446,4.5783333186457362,4.5994133191601287,4.6204933196745213,4.6415733201889138,4.6626533207033134,4.6837333212177059,4.7048133217320984,4.7258933222464909,4.7469733227608835,4.7680533232752751,4.7891333237896676,4.8102133243040601
Alto,MEXICO,ChemReaction,,,,,3.6575151503411689,3.5050436600898252,3.6941386128951308,3.8863852745166696,4.0786319361382084,4.2708785977597472,4.4669286917472277,4.6634475014049599,4.8599663110626921,5.0412323316176071,5.1907575128787471,5.3402826941399439,5.4898078754011408,5.6348637325629056,5.7644365740950434,5.894009415627238,6.0235822571594326,6.1531550986915704,6.282727940223765,6.4542687431662671,6.6352729099562566,6.8162770767462462,6.9972812435362357,7.1782854103262252,7.3592895771162148,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311
Alto,MEXICO,Biogas,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alto,MEXICO,Coke,,,,,3.4727272905304298,3.4836363821516398,3.5010908974120301,3.5185454126724198,3.53599992793281,3.5556363555181201,3.5709091151213799,3.5883636303817701,3.6079999796331799,3.6232726609025501,3.6407272544968299,3.6603636037482499,3.6778181190086401,3.6974545465939399,3.7127272278633101,3.7314544948500554,3.7493090352034031,3.7671635755567507,3.7850181159100984,3.8028726562634461,3.8207271966167937,3.8385817369701414,3.856436277323489,3.8742908176768367,3.8921453580301844,3.909999898383532,3.9278544387368797,3.9457089790902273,3.963563519443575,3.9814180597969226,3.9992726001502703,4.017127140503618,4.0349816808569656,4.0528362212103133,4.0706907615636609,4.0885453019170086,4.1063998422703563
Alto,MEXICO,Biomass,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alto_orig,MEXICO,Coal,,,,,3.98981818637579,4.0029091119880302,4.0225454612394396,4.0421818104908498,4.06181815974226,4.0836363429846996,4.1032726922361098,4.1229091198214203,4.1403636350818003,4.1621818183242398,4.1840000015666696,4.2058181848091101,4.2254545340605203,4.2450908833119296,4.26690910572131,4.2869090896193427,4.3074909081002559,4.3280727265811691,4.3486545450620753,4.3692363635429885,4.3898181820238946,4.4104000005048078,4.4309818189857211,4.4515636374666272,4.4721454559475404,4.4927272744284537,4.5133090929093598,4.533890911390273,4.5544727298711862,4.5750545483520924,4.5956363668330056,4.6162181853139117,4.6368000037948249,4.6573818222757382,4.6779636407566443,4.6985454592375575,4.7191272777184707
Alto_orig,MEXICO,HFO,,,,,17.3358632368301,15.1330799439353,14.4106467914037,12.5475292827273,12.6235740873898,12.889734316543899,13.3460086050556,13.878327698229601,14.2205327320462,14.4106467914037,14.9049427996794,15.2851709183944,15.551331147548501,16.121673325621,16.539924529234298,16.837769411097383,17.221799770045436,17.605830128993489,17.989860487941542,18.373890846889594,18.757921205837647,19.141951564785813,19.525981923733866,19.910012282681919,20.294042641629972,20.678073000578024,21.062103359526077,21.44613371847413,21.830164077422296,22.214194436370349,22.598224795318401,22.982255154266454,23.366285513214507,23.75031587216256,24.134346231110726,24.518376590058779,24.902406949006831
Alto_orig,MEXICO,Diesel,,,,,38.089887281615503,37.153558321874598,36.441946725745701,34.756553387997599,34.307115971407796,34.044943136551602,33.970037572794801,34.119850044991402,33.7453181921584,33.6329578294988,33.370786339325498,33.595505719961899,33.333332885105598,33.333332885105598,33.6704112837187,33.272991470328606,33.199333481001872,33.125675491675111,33.052017502348377,32.978359513021644,32.904701523694911,32.831043534368177,32.757385545041416,32.683727555714682,32.610069566387949,32.536411577061216,32.462753587734483,32.389095598407721,32.315437609080988,32.241779619754254,32.168121630427521,32.094463641100788,32.020805651774026,31.947147662447293,31.873489673120559,31.799831683793826,31.726173694467093
Alto_orig,MEXICO,Uranium,,,,,0.78110426134883704,0.79337420062975605,0.80625766330640403,0.82466257222778305,0.84245397977983605,0.864539874890772,0.88601226863238103,0.90748466237398995,0.93141103956650195,0.95165643056945903,0.97251532294174203,0.99521471942200301,1.0160736117942799,1.02711655934975,1.03938649863067,1.0684253496058034,1.0881799503429406,1.1079345510800849,1.1276891518172292,1.1474437525543664,1.1671983532915107,1.186952954028655,1.2067075547657993,1.2264621555029365,1.2462167562400808,1.2659713569772251,1.2857259577143623,1.3054805584515066,1.3252351591886509,1.3449897599257952,1.3647443606629324,1.3844989614000767,1.404253562137221,1.4240081628743582,1.4437627636115025,1.4635173643486468,1.4832719650857911
Alto,MEXICO,GasCCS,,,,,5.7729999660357301,6.8069998128015898,6.6639999810432,6.6145000240909297,6.5650000671386604,6.2019998562442602,6.0040000284351898,6.09199986414293,6.07000010268266,6.1800000947839999,6.5429999107450598,6.7300000552906596,6.7739999731445302,6.8839999652458603,6.9829998791503902,7.1608332699246375,7.2349268675594285,7.3090204651942203,7.3831140628290122,7.4572076604637836,7.5313012580985763,7.6053948557333682,7.6794884533681609,7.7535820510029323,7.827675648637725,7.901769246272516,7.9758628439072883,8.049956441542081,8.124050039176872,8.1981436368116629,8.2722372344464343,8.3463308320812271,8.4204244297160198,8.4945180273508107,8.5686116249855822,8.6427052226203731,8.7167988202551658
Medio,MEXICO,GasCCS,,,,,3.4299998973173298,4.07900016666186,4.4860002954101299,5.0690000955738599,5.23400008372586,4.8930000292250604,4.6730000450224001,4.6290001271685304,4.5740001311178604,4.6180000489717301,4.6730000450224001,4.8050001935173299,4.8490001113711996,4.9369999470789301,5.0360002559168002,5.01430569016199,5.066189030301345,5.1180723704407001,5.1699557105800551,5.2218390507193959,5.2737223908587509,5.325605730998106,5.377489071137461,5.4293724112768018,5.4812557514161568,5.5331390915555119,5.5850224316948527,5.6369057718342077,5.6887891119735627,5.7406724521129178,5.7925557922522586,5.8444391323916136,5.8963224725309686,5.9482058126703237,6.0000891528096645,6.0519724929490195,6.1038558330883745
Bajo,MEXICO,GasCCS,,,,,2.6380005860810698,3.1660003901941298,3.4630005268410602,4.0240001706111999,4.0460003270048004,3.9030001003130601,3.7820000300149301,3.8590001824592002,3.81500026460533,3.8480001042623999,4.0460003270048004,4.1120000063189304,4.1120000063189304,4.1230000845157297,4.1670000023695897,4.2507222492970982,4.3038888989816257,4.3570555486661675,4.4102221983506951,4.4633888480352226,4.5165554977197644,4.5697221474042919,4.6228887970888195,4.6760554467733613,4.7292220964578888,4.7823887461424164,4.8355553958269581,4.8887220455114857,4.9418886951960133,4.995055344880555,5.0482219945650826,5.1013886442496101,5.1545552939341519,5.2077219436186795,5.2608885933032212,5.3140552429877488,5.3672218926722763
Alto,MEXICO,CoalCCS,,,,,3.6974545465939399,3.7083636382151601,3.7236363194845299,3.7432726687359401,3.7629090963212501,3.7803636115816399,3.7978181268420199,3.8174545544273299,3.8349090696877202,3.8567272529301602,3.8741817681905499,3.8938181957758502,3.9156363790182902,3.9309090602876502,3.9505454095390702,3.9704848304561864,3.9896484672874521,4.0088121041187179,4.0279757409499837,4.0471393777812494,4.0663030146125223,4.0854666514437881,4.1046302882750538,4.1237939251063196,4.1429575619375854,4.1621211987688511,4.1812848356001169,4.2004484724313826,4.2196121092626484,4.2387757460939213,4.257939382925187,4.2771030197564528,4.2962666565877186,4.3154302934189843,4.3345939302502501,4.3537575670815158,4.3729212039127816
Medio,MEXICO,CoalCCS,,,,,3.4727272905304298,3.4836363821516398,3.5010908974120301,3.5185454126724198,3.53599992793281,3.5556363555181201,3.5709091151213799,3.5883636303817701,3.6079999796331799,3.6232726609025501,3.6407272544968299,3.6603636037482499,3.6778181190086401,3.6974545465939399,3.7127272278633101,3.7314544948500554,3.7493090352034031,3.7671635755567507,3.7850181159100984,3.8028726562634461,3.8207271966167937,3.8385817369701414,3.856436277323489,3.8742908176768367,3.8921453580301844,3.909999898383532,3.9278544387368797,3.9457089790902273,3.963563519443575,3.9814180597969226,3.9992726001502703,4.017127140503618,4.0349816808569656,4.0528362212103133,4.0706907615636609,4.0885453019170086,4.1063998422703563
Bajo,MEXICO,CoalCCS,,,,,3.3831497819708014,2.8889734043517104,2.6353614075244192,2.337642632215045,2.2825095550013788,2.2714832562697951,2.2384031724082307,2.2604565616492738,2.2384031724082307,2.2053234844356076,2.2053234844356076,2.2273764777877094,2.2384031724082307,2.2825095550013788,2.3486693268355663,2.2935362056342394,2.3023574821528676,2.3111787586714985,2.3200000351901271,2.3288213117087557,2.3376425882273861,2.3464638647460148,2.3552851412646434,2.3641064177832742,2.3729276943019029,2.3817489708205315,2.3905702473391619,2.3993915238577905,2.4082128003764214,2.41703407689505,2.4258553534136786,2.434676629932309,2.4434979064509377,2.4523191829695685,2.4611404594881967,2.4699617360068253,2.4787830125254562
Alto,MEXICO,Hydrogen,0,0,0,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551
Medio,MEXICO,Hydrogen,0,0,0,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551
Bajo,MEXICO,Hydrogen,0,0,0,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551,52.046447998590551
Medio,GUATEMALA,Gas,3.0048287478946918,2.7804604155041943,3.6716732172938578,3.7453677709154931,3.6575151503411689,3.5050436600898252,3.6941386128951308,3.8863852745166696,4.0786319361382084,4.2708785977597472,4.4669286917472277,4.6634475014049599,4.8599663110626921,5.0412323316176071,5.1907575128787471,5.3402826941399439,5.4898078754011408,5.6348637325629056,5.7644365740950434,5.894009415627238,6.0235822571594326,6.1531550986915704,6.282727940223765,6.4542687431662671,6.6352729099562566,6.8162770767462462,6.9972812435362357,7.1782854103262252,7.3592895771162148,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311,7.5443191647590311
Medio,GUATEMALA,Coal,93.452380952393469,97.651574290875942,92.148061410322043,86.644548529766325,81.141035649210608,81.407828282831815,81.802154195022922,84.884534042856103,87.557256235839304,90.43480725624795,93.312358276656596,96.189909297065242,99.067460317473888,101.94501133788253,104.82256235829118,107.70011337869983,110.57766439910847,113.45521541951712,116.33276643992576,119.21031746033441,122.08786848074305,124.9654195011517,127.84297052155944,130.72052154196808,134.17960662528822,138.80175983439585,143.42391304350167,148.04606625260749,152.66821946171513,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094,157.29037267082094
Medio,GUATEMALA,Oil,13.83,14.451437819768307,13.63697400020191,12.822510180635243,12.008046361068578,12.047528951938689,12.105885168334945,12.562045973025937,12.957581619654222,13.383429845313929,13.809278070973635,14.235126296633341,14.660974522293047,15.086822747952754,15.51267097361246,15.938519199272166,16.364367424931871,16.790215650591577,17.216063876251283,17.641912101910989,18.067760327570696,18.493608553230402,18.919456778889973,19.345305004549679,19.857214345058484,20.541245915260244,21.225277485461735,21.909309055663226,22.593340625864982,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473,23.277372196066473
