g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2
STO HY_Exist_01INF-U1_CEN,CEN,STO HY,Water,Existing,2020,2071,50,200,,,NO,0,,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01INF-U2_CEN,CEN,STO HY,Water,Existing,2020,2071,50,200,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01INF-U3_CEN,CEN,STO HY,Water,Existing,2020,2071,50,200,,,NO,0,,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01INF-U4_CEN,CEN,STO HY,Water,Existing,2020,2071,50,200,,,NO,0,,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01INF-U5_CEN,CEN,STO HY,Water,Existing,2020,2071,50,200,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01INF-U6_CEN,CEN,STO HY,Water,Existing,2020,2071,50,200,,,NO,0,,50000,#N/A,5,0,1,1,0,0.4,,,,,,,,,
PV_Exist_01IUB-AUT_CEN,CEN,PV,Solar,Existing,2020,2046,25,0.92,,,NO,0,,15000,0,0,0,1,1,0,0,,,,,,,,,
PV_Exist_01IUN-AUT_CEN,CEN,PV,Solar,Existing,2020,2046,25,20,,,NO,0,1,15000,0,0,0,1,1,0,0,,,,,,,,,
GT_Exist_01IZT-U1_CEN,CEN,GT,Gas,Existing,2020,2051,30,30.5,,,NO,9.4499999999999993,,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
GT_Exist_01LAI-COG_CEN,CEN,GT,Gas,Existing,2020,2051,30,6,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
STO HY_Exist_01LER-U1_CEN,CEN,STO HY,Water,Existing,2020,2071,50,24,,,NO,0,,50000,0.5,5,0.41666666666666669,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01LER-U2_CEN,CEN,STO HY,Water,Existing,2020,2071,50,24,,,NO,0,,25273.010000000002,#N/A,5,0.41666666666666669,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01LER-U3_CEN,CEN,STO HY,Water,Existing,2020,2071,50,22,,,NO,0,,50000,0.5,5,0.22727272727272727,1,1,0,0.4,,,,,,,,,
GT_Exist_01MAG-U1_CEN,CEN,GT,Gas,Existing,2020,2051,30,30.5,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
STO HY_Exist_01NEC-U1_CEN,CEN,STO HY,Water,Existing,2020,2071,50,16,,,NO,0,,50000,#N/A,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U10_CEN,CEN,STO HY,Water,Existing,2020,2071,50,16,,,NO,0,,50000,0.5,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U2_CEN,CEN,STO HY,Water,Existing,2020,2071,50,16,,,NO,0,3.3,50000,0.5,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U9_CEN,CEN,STO HY,Water,Existing,2020,2071,50,16,,,NO,0,,50000,#N/A,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U3_CEN,CEN,STO HY,Water,Existing,2020,2071,50,8,,,NO,0,,50000,0.5,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U4_CEN,CEN,STO HY,Water,Existing,2020,2071,50,8,,,NO,0,,38757,5.72,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U5_CEN,CEN,STO HY,Water,Existing,2020,2071,50,8,,,NO,0,,50000,0.5,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U6_CEN,CEN,STO HY,Water,Existing,2020,2071,50,8,,,NO,0,,25273.010000000002,#N/A,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U7_CEN,CEN,STO HY,Water,Existing,2020,2071,50,8,,,NO,0,3.3,50000,0.5,5,0.5,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01NEC-U8_CEN,CEN,STO HY,Water,Existing,2020,2071,50,8,,,NO,0,3.3,50000,0.5,5,0.5,1,1,0,0.4,,,,,,,,,
GT_Exist_01NON-U1_CEN,CEN,GT,Gas,Existing,2020,2051,30,36.814999999999998,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
GT_Exist_01NON-U2_CEN,CEN,GT,Gas,Existing,2020,2051,30,36.814999999999998,,,NO,9.4499999999999993,,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
ST_Exist_01OLL-COG_CEN,CEN,ST,Gas,Existing,2020,2051,30,2.5,,,NO,9.4,,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,
GT_Exist_01OTZ-AA2_CEN,CEN,GT,Gas,Existing,2020,2051,30,6.58,,,NO,9.4499999999999993,,25273.010000000002,3.2044070000000007,5,0.98024316109422494,1,1,0,0.2,,,,,,,,Diesel,
COAL_Exist_01PEO-U7_CEN,CEN,COAL,Coal,Existing,2020,2051,30,654.13,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_01PEO-U3_CEN,CEN,COAL,Coal,Existing,2020,2051,30,325.77,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_01PEO-U1_CEN,CEN,COAL,Coal,Existing,2020,2051,30,325.702,,,NO,9.4,,38757,5.72,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_01PEO-U5_CEN,CEN,COAL,Coal,Existing,2020,2051,30,324.62799999999999,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_01PEO-U4_CEN,CEN,COAL,Coal,Existing,2020,2051,30,320.48099999999999,,,NO,9.4,,38757,5.72,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_01PEO-U2_CEN,CEN,COAL,Coal,Existing,2020,2051,30,320,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_01PEO-U6_CEN,CEN,COAL,Coal,Existing,2020,2051,30,312.26900000000001,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
PV_Exist_01PLA-EX1_CEN,CEN,PV,Solar,Existing,2020,2046,25,0.498,,,NO,0,1,15000,0,0,0,1,1,0,0,,,,,,,,,
INT_Exist_01PRU-AA2_CEN,CEN,INT,Import,Existing,2020,2081,60,1.8,,,NO,0,0,38757,5.72,5,0,1,1,0,0.2,,,,,,,,,
STO HY_Exist_01PTL-U1_CEN,CEN,STO HY,Water,Existing,2020,2071,50,15,,,NO,0,3.3,50000,0.5,5,0.46666666666666667,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01PTL-U2_CEN,CEN,STO HY,Water,Existing,2020,2071,50,15,,,NO,0,3.3,50000,0.5,5,0.46666666666666667,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01PTL-U3_CEN,CEN,STO HY,Water,Existing,2020,2071,50,15,,,NO,6.4,0.9,50000,0.5,5,0.46666666666666667,1,1,0,0.4,,,,,,,,,
PV_Exist_01QMS-PM1_CEN,CEN,PV,Solar,Existing,2020,2046,25,0.499,,,NO,0,1,15000,0,0,0,1,1,0,0,,,,,,,,,
INT_Exist_01QUA-COG_CEN,CEN,INT,Import,Existing,2020,2081,60,5.3250000000000002,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
GT_Exist_01REM-U1_CEN,CEN,GT,Gas,Existing,2020,2051,30,32,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
PV_Exist_01RHI-EX1_CEN,CEN,PV,Solar,Existing,2020,2046,25,0.499,,,NO,0,1,15000,0,0,0,1,1,0,0,,,,,,,,,
INT_Exist_01SBV-COG_CEN,CEN,INT,Import,Existing,2020,2081,60,1.1539999999999999,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
INT_Exist_01SCS-AA2_CEN,CEN,INT,Import,Existing,2020,2081,60,0.999,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
INT_Exist_01SEZ-COG_CEN,CEN,INT,Import,Existing,2020,2081,60,1.8839999999999999,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
PV_Exist_01SFA-EX1_CEN,CEN,PV,Solar,Existing,2020,2046,25,0.152,,,NO,0,1,15000,0,0,0,1,1,0,0,,,,,,,,,
INT_Exist_01SNZ-COG_CEN,CEN,INT,Import,Existing,2020,2081,60,1,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
INT_Exist_01SPL-COG_CEN,CEN,INT,Import,Existing,2020,2081,60,0.99,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
GT_Exist_01SPS-COG_CEN,CEN,GT,Gas,Existing,2020,2051,30,0.999,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
INT_Exist_01SSL-COG_CEN,CEN,INT,Import,Existing,2020,2081,60,0.99,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
INT_Exist_01STC-AA2_CEN,CEN,INT,Import,Existing,2020,2081,60,4.2779999999999996,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
INT_Exist_01SVA-AA2_CEN,CEN,INT,Import,Existing,2020,2081,60,0.999,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
GT_Exist_01TAO-COG_CEN,CEN,GT,Gas,Existing,2020,2051,30,28,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
CCGT_Exist_01TCC-PQ1_CEN,CEN,CCGT,Gas,Existing,2020,2051,30,278.89999999999998,,,NO,6.4,0.9,27309.730253137699,6.3733059999999995,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_01TCC-PQ2_CEN,CEN,CCGT,Gas,Existing,2020,2051,30,269.8,,,NO,6.4,0.9,30000,2,5,0,1,1,0,0.2,,,,,,,,,
GT_Exist_01TCI-AA2_CEN,CEN,GT,Gas,Existing,2020,2051,30,4.2779999999999996,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
STO HY_Exist_01TEP-U1_CEN,CEN,STO HY,Water,Existing,2020,2071,50,15,,,NO,0,3.3,50000,0.5,5,0.46666666666666667,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01TEP-U2_CEN,CEN,STO HY,Water,Existing,2020,2071,50,15,,,NO,0,3.3,50000,0.5,5,0.46666666666666667,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01TEP-U3_CEN,CEN,STO HY,Water,Existing,2020,2071,50,15,,,NO,6.4,0.9,50000,0.5,5,0.46666666666666667,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01TET-PM1_CEN,CEN,STO HY,Water,Existing,2020,2071,50,2.2000000000000002,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01TIN-U3_CEN,CEN,STO HY,Water,Existing,2020,2071,50,40,,,NO,0,3.3,50000,2.2432300000000001,5,0,1,1,0,0.4,,,,,,,,,
ST_Exist_01TUL-U1_CEN,CEN,ST,Gas,Existing,2020,2051,30,306.89999999999998,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_01TUL-U2_CEN,CEN,ST,Gas,Existing,2020,2051,30,306.89999999999998,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_01TUL-U3_CEN,CEN,ST,Gas,Existing,2020,2051,30,300.2,,,NO,9.4,2,37454.913567858406,4.1557664999999995,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_01TUL-U4_CEN,CEN,ST,Gas,Existing,2020,2051,30,300.2,,,NO,9.4,2,37454.913567858406,4.1557664999999995,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_01TUL-U5_CEN,CEN,ST,Gas,Existing,2020,2051,30,279,,,NO,6.4,0.9,60000,2,5,0,0.8,0.8,0,0.2,,,,,,,,,
CCGT_Exist_01VAE-PQ2_CEN,CEN,CCGT,Gas,Existing,2020,2051,30,628.399,,,NO,6.4,0.9,30000,2,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_01VAE-PQ1_CEN,CEN,CCGT,Gas,Existing,2020,2051,30,583.79999999999995,,,NO,6.4,0.9,27309.730253137699,6.3733059999999995,5,0,1,1,0,0.2,,,,,,,,,
GT_Exist_01VAJ-U1_CEN,CEN,GT,Gas,Existing,2020,2051,30,32,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
GT_Exist_01VDF-U1_CEN,CEN,GT,Gas,Existing,2020,2051,30,30.5,,,NO,9.4499999999999993,0.8,38757,5.72,5,0,1,1,0,0.2,,,,,,,,Diesel,
GT_Exist_01VDM-U8_CEN,CEN,GT,Gas,Existing,2020,2051,30,29,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
GT_Exist_01VIC-U1_CEN,CEN,GT,Gas,Existing,2020,2051,30,30.5,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
STO HY_Exist_01VIL-U1_CEN,CEN,STO HY,Water,Existing,2020,2071,50,80,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01VIL-U2_CEN,CEN,STO HY,Water,Existing,2020,2071,50,80,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01VIL-U3_CEN,CEN,STO HY,Water,Existing,2020,2071,50,80,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_01VIL-U4_CEN,CEN,STO HY,Water,Existing,2020,2071,50,80,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
CCGT_Exist_01VMD-PM1_CEN,CEN,CCGT,Gas,Existing,2020,2051,30,850,,,NO,6.4,0.9,30000,2,5,0.35294117647058826,1,1,0,0.2,,,,,,,,,
ST_Candi_61VAE2_CEN,CEN,ST,Gas,Candidate,2026,2057,30,136.6177978515625,,136.6177978515625,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Candi_HPCENTRA2_CEN,CEN,STO HY,Water,Candidate,2026,2077,50,2.9849999999999999,,2.9849999999999999,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Candi_RMVILLITA_CEN,CEN,STO HY,Water,Candidate,2026,2077,50,23.88,,23.88,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
PVwSTO_Candi_SOLAR_BAT_CEN,CEN,PVwSTO,Solar,Candidate,2026,2052,25,725,,725,NO,0,0.8,15000,0,5,0,1,1,0,0,,,,,,,,,
CCGT_Candi_CC_1J447_GPX_CEN,CEN,CCGT,Gas,Candidate,2026,2057,30,415.95272827148438,,415.95272827148438,NO,6.4,0.9,27309.730253137699,6.3733059999999995,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Candi_62TUIICFE_CEN,CEN,CCGT,Gas,Candidate,2026,2057,30,421.89999389648438,,421.89999389648438,NO,6.4,0.9,30000,0.55683050000000001,5,0,1,1,0,0.2,,,,,,,,,
ST_Candi_61VAE1_CEN,CEN,ST,Gas,Candidate,2026,2057,30,140.43519592285156,,140.43519592285156,NO,9.4,2,60000,4.1557664999999995,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Candi_VILLAMPL2_CEN,CEN,STO HY,Water,Candidate,2026,2077,50,150,,150,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
CCGT_Exist_06ACL-AA1_NES,NES,CCGT,Gas,Existing,2020,2051,30,255,,,NO,6.4,0.9,30000,2,5,0,1,1,0,0.2,,,,,,,,,
ST_Exist_06AHM-AUT230_NES,NES,ST,Gas,Existing,2020,2051,30,95,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_06AHM-AUT400_NES,NES,ST,Gas,Existing,2020,2051,30,85,,,NO,9.4,2,7207.664556962025,0.55683050000000001,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_06ALT-U3_NES,NES,ST,Gas,Existing,2020,2051,30,232.5,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_06ALT-U4_NES,NES,ST,Gas,Existing,2020,2051,30,232.5,,,NO,9.4,2,7207.664556962025,0.55683050000000001,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_06ALT-U1_NES,NES,ST,Gas,Existing,2020,2051,30,140.6,,,NO,9.4,2,60000,0.55683050000000001,5,0,0.8,0.8,0,0.2,,,,,,,,,
ST_Exist_06ALT-U2_NES,NES,ST,Gas,Existing,2020,2051,30,140.19999999999999,,,NO,9.4,2,7207.664556962025,0.55683050000000001,5,0,0.8,0.8,0,0.2,,,,,,,,,
WIND_Exist_06AMC-PM1_NES,NES,WIND,Wind,Existing,2020,2051,30,150,,,NO,0,1.3,30000,0,0,0,1,1,0,0,,,,,,,,,
WIND_Exist_06AMD-PM1_NES,NES,WIND,Wind,Existing,2020,2051,30,99,,,NO,0,1.3,30000,0,0,0,1,1,0,0,,,,,,,,,
STO HY_Exist_06AMI-U1_NES,NES,STO HY,Water,Existing,2020,2071,50,33,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
STO HY_Exist_06AMI-U2_NES,NES,STO HY,Water,Existing,2020,2071,50,33,,,NO,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Exist_06AMT-PM1_NES,NES,WIND,Wind,Existing,2020,2051,30,99,,,NO,0,1.3,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,
GT_Exist_06ASN-COG_NES,NES,GT,Gas,Existing,2020,2051,30,0.99,,,NO,9.4499999999999993,0.8,48026.765045674947,6.5546179999999996,5,0,1,1,0,0.2,,,,,,,,Diesel,
CCGT_Exist_06ATC-PM1_NES,NES,CCGT,Gas,Existing,2020,2051,30,1036,,,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0.25,1,1,0,0.2,,,,,,,,,
CCGT_Exist_06ATC-AUT_NES,NES,CCGT,Gas,Existing,2020,2051,30,60,,,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_06ATV-PM1_NES,NES,CCGT,Gas,Existing,2020,2051,30,1121,,,NO,6.4,0.9,30000,2,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_06ATV-AUT_NES,NES,CCGT,Gas,Existing,2020,2051,30,80,,,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0,1,1,0,0.2,,,,,,,,,
INT_Exist_06AVX-AUT_NES,NES,INT,Import,Existing,2020,2081,60,4,,,NO,0,0,0,0,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_06CAH-PTA_NES,NES,CCGT,Gas,Existing,2020,2051,30,536.79999999999995,,,NO,6.4,0.9,30000,2,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_06CAH-PM1_NES,NES,CCGT,Gas,Existing,2020,2051,30,49.4,,,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0,1,1,0,0.2,,,,,,,,,
COAL_Exist_06CBD-U1_NES,NES,COAL,Coal,Existing,2020,2051,30,320,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_06CBD-U2_NES,NES,COAL,Coal,Existing,2020,2051,30,320,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_06CBD-U3_NES,NES,COAL,Coal,Existing,2020,2051,30,320,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
COAL_Exist_06CBD-U4_NES,NES,COAL,Coal,Existing,2020,2051,30,320,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Exist_06CDU-U1_NES,NES,CCGT,Gas,Existing,2020,2051,30,449,,,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_06CGA-COG_NES,NES,CCGT,Gas,Existing,2020,2051,30,350,,,NO,6.4,0.9,30000,2,5,0,1,1,0,0.2,,,,,,,,,
GT_Exist_06CIB-COG_NES,NES,GT,Gas,Existing,2020,2051,30,4.5,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
WIND_Exist_06CJO-PM1_NES,NES,WIND,Wind,Existing,2020,2051,30,183,,,NO,0,1.3,30000,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Exist_06CLR-PM1_NES,NES,CCGT,Gas,Existing,2020,2051,30,514,,,NO,6.4,0.9,30000,2.882959350000001,5,0.58365758754863817,1,1,0,0.2,,,,,,,,,
GT_Exist_06CNK-AA1_NES,NES,GT,Gas,Existing,2020,2051,30,4.38,,,NO,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,Diesel,
WIND_Exist_06CNS-PM1_NES,NES,WIND,Wind,Existing,2020,2051,30,96,,,NO,0,1.3,30000,0,0,4.9999999999999996E-2,1,1,0,0,,,,,,,,,
CCGT_Exist_06CSO-PTA_NES,NES,CCGT,Gas,Existing,2020,2051,30,237.5,,,NO,6.4,0.9,30000,2,5,0,1,1,0,0.2,,,,,,,,,
CCGT_Exist_06CSO-PM1_NES,NES,CCGT,Gas,Existing,2020,2051,30,50,,,NO,6.4,0.9,8291.0412887056464,2.882959350000001,5,0,1,1,0,0.2,,,,,,,,,
ST_Exist_06CVC-COG_NES,NES,ST,Gas,Existing,2020,2051,30,19.350000000000001,,,NO,9.4,2,60000,2,5,0,0.8,0.8,0,0.2,,,,,,,,,
WIND_Exist_06DLS-PM1_NES,NES,WIND,Wind,Existing,2020,2051,30,269,,,NO,0,1.3,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,
