g,Q1,Q2,Q3,Q4
PV_Gener_NES,1,1,1,1
ST_Gener_NES,0.92149999999999999,0.92149999999999999,0.92149999999999999,0.92149999999999999
STO HY_Gener_NES,0.33315293846802935,0.36546447143374355,0.42380399384273798,0.35259944593769416
WIND_Gener_NES,1,1,1,1
CCGT_Gener_NOR,0.92584305833333336,0.92584305833333336,0.92584305833333336,0.92584305833333336
GT_Gener_NOR,0.98881336666666664,0.98881336666666664,0.98881336666666664,0.98881336666666664
ICE_Gener_NOR,0.88780017777777787,0.88780017777777787,0.88780017777777787,0.88780017777777787
PV_Gener_NOR,1,1,1,1
ST_Gener_NOR,0.91058801428571423,0.91058801428571423,0.91058801428571423,0.91058801428571423
STO HY_Gener_NOR,0.21315095462597239,0.21315095462597239,0.21315095462597239,0.21315095462597239
WIND_Gener_NOR,1,1,1,1
CCGT_Gener_NTE,0.92137049230769219,0.92137049230769219,0.92137049230769219,0.92137049230769219
GT_Gener_NTE,0.96932257500000008,0.96932257500000008,0.96932257500000008,0.96932257500000008
ICE_Gener_NTE,0.98496510000000004,0.98496510000000004,0.98496510000000004,0.98496510000000004
WIND_Gener_NTE,1,1,1,1
PV_Gener_NTE,1,1,1,1
ST_Gener_NTE,0.89384010000000003,0.89384010000000003,0.89384010000000003,0.89384010000000003
STO HY_Gener_NTE,0.32822019678893333,0.6034090520630363,0.41545610706594199,0.26556921512323522
BIOMASS_Gener_OCC,0.65,0.65,0.65,0.65
CCGT_Gener_OCC,0.91662398181818183,0.91662398181818183,0.91662398181818183,0.91662398181818183
GEO_Gener_OCC,0.96065195833333339,0.96065195833333339,0.96065195833333339,0.96065195833333339
GT_Gener_OCC,0.97,0.97,0.97,0.97
ICE_Gener_OCC,0.97,0.97,0.97,0.97
PV_Gener_OCC,1,1,1,1
ST_Gener_OCC,0.90723692499999997,0.90723692499999997,0.90723692499999997,0.90723692499999997
STO HY_Gener_OCC,0.27959070933174107,0.27959070933174107,0.27959070933174107,0.27959070933174107
WIND_Gener_OCC,1,1,1,1
BIOMASS_Gener_ORI,0.65,0.65,0.65,0.65
CCGT_Gener_ORI,0.90670800000000007,0.90670800000000007,0.90670800000000007,0.90670800000000007
GEO_Gener_ORI,0.98548521666666666,0.98548521666666666,0.98548521666666666,0.98548521666666666
GT_Gener_ORI,0.98,0.98,0.98,0.98
ICE_Gener_ORI,0.97321999999999997,0.97321999999999997,0.97321999999999997,0.97321999999999997
NUCLEAR_Gener_NOR,0.90066666666666662,0.90066666666666662,0.90066666666666662,0.90066666666666662
PV_Gener_ORI,1,1,1,1
ST_Gener_ORI,0.92,0.92,0.92,0.92
STO HY_Gener_ORI,0.31705322017094112,0.31705322017094112,0.31705322017094112,0.31705322017094112
WIND_Gener_ORI,1,1,1,1
CCGT_Gener_PEN,0.91970852000000003,0.91970852000000003,0.91970852000000003,0.91970852000000003
GT_Gener_PEN,0.99187349999999996,0.99187349999999996,0.99187349999999996,0.99187349999999996
ICE_Gener_PEN,0.92206375714285727,0.92206375714285727,0.92206375714285727,0.92206375714285727
PV_Gener_PEN,1,1,1,1
ST_Gener_PEN,0.92,0.92,0.92,0.92
WIND_Gener_PEN,1,1,1,1
NUCLEAR_Gener_ORI,0.90066666666666662,0.90066666666666662,0.90066666666666662,0.90066666666666662
PV_Candi_SIBC,1,1,1,1
WIND_Candi_SIBC,1,1,1,1
PV_Candi_SIBCS,1,1,1,1
CCGT_Gener_SIBC,0.91268393636363632,0.91268393636363632,0.91268393636363632,0.91268393636363632
GEO_Gener_SIBC,0.9423161000000001,0.9423161000000001,0.9423161000000001,0.9423161000000001
GT_Gener_SIBC_Diesel,0.98255037499999998,0.98255037499999998,0.98255037499999998,0.98255037499999998
GT_Gener_SIBC_Gas,0.9715954,0.9715954,0.9715954,0.9715954
ICE_Gener_SIBC,0.97,0.97,0.97,0.97
ST_Gener_SIBC,0.93673384999999998,0.93673384999999998,0.93673384999999998,0.93673384999999998
WIND_Gener_SIBC,1,1,1,1
GT_Gener_SIBCS,0.96386838888888904,0.96386838888888904,0.96386838888888904,0.96386838888888904
ICE_Gener_SIBCS,0.94927298214285716,0.94927298214285716,0.94927298214285716,0.94927298214285716
PV_Gener_SIBCS,1,1,1,1
WIND_Gener_SIBCS,1,1,1,1
Wind_OffShore_Gener_NES,1,1,1,1
Wind_OffShore_Gener_ORI,1,1,1,1
Wind_OffShore_Gener_PEN,1,1,1,1
Wind_OffShore_Gener_SIBC,1,1,1,1
STORAGE_Gener_CEN,1,1,1,1
STORAGE_Gener_NES,1,1,1,1
STORAGE_Gener_NOR,1,1,1,1
STORAGE_Gener_NTE,1,1,1,1
STORAGE_Gener_OCC,1,1,1,1
STORAGE_Gener_ORI,1,1,1,1
STORAGE_Gener_PEN,1,1,1,1
STORAGE_Gener_SIBC,1,1,1,1
STORAGE_Gener_SIBCS,1,1,1,1
BIOMASS_Biomass_049_(1314)_EXI_NES,6.449944269890967E-2,6.449944269890967E-2,6.449944269890967E-2,6.449944269890967E-2
BIOMASS_Biomass_050_(E_1546_GEN_2015)_EXI_ORI,0.25400167145926872,0.25400167145926872,0.25400167145926872,0.25400167145926872
BIOMASS_Biomass_022_(1225)_EXI_ORI,0.2148677201648895,0.2148677201648895,0.2148677201648895,0.2148677201648895
BIOMASS_Biomass_012_(2375)_EXI_ORI,0.23754763760289901,0.23754763760289901,0.23754763760289901,0.23754763760289901
BIOMASS_Biomass_045_(E_1398_COG_2015)_EXI_ORI,0.3892483587026544,0.3892483587026544,0.3892483587026544,0.3892483587026544
BIOMASS_Biomass_025_(3519)_EXI_ORI,8.3973636552824166E-2,8.3973636552824166E-2,8.3973636552824166E-2,8.3973636552824166E-2
BIOMASS_Biomass_001_(E_2025_GEN_2018)_EXI_ORI,5.6890840065954573E-2,5.6890840065954573E-2,5.6890840065954573E-2,5.6890840065954573E-2
CCGT_Gas_1288_(E_2245_GEN_2020)_EXI_CEN,0.64107262151001532,0.64107262151001532,0.64107262151001532,0.64107262151001532
CCGT_Gas_850_(E_1985_GEN_2017)_EXI_CEN,0.79463022165387898,0.79463022165387898,0.79463022165387898,0.79463022165387898
CCGT_Gas_567_(E_2246_GEN_2020)_EXI_CEN,0.71057906720238051,0.71057906720238051,0.71057906720238051,0.71057906720238051
CCGT_Gas_1161_(E_308_PIE_2004)_EXI_NES,0.64524195159095743,0.64524195159095743,0.64524195159095743,0.64524195159095743
CCGT_Gas_1154_(E_185_PIE_2001)_EXI_NES,0.60966304222206313,0.60966304222206313,0.60966304222206313,0.60966304222206313
CCGT_Gas_1143_(E_288_PIE_2003)_EXI_NES,0.61602019842535694,0.61602019842535694,0.61602019842535694,0.61602019842535694
CCGT_Gas_987_(E_1692_GEN_2015)_EXI_NES,0.30187033819361397,0.30187033819361397,0.30187033819361397,0.30187033819361397
CCGT_Gas_950_(E_1761_GEN_2016)_EXI_NES,0.57686629679474855,0.57686629679474855,0.57686629679474855,0.57686629679474855
CCGT_Gas_946_(E_1562_PIE_2015)_EXI_NES,0.64568081935144894,0.64568081935144894,0.64568081935144894,0.64568081935144894
CCGT_Gas_532_(E_2046_GEN_2018)_EXI_NES,0.90160438460281145,0.90160438460281145,0.90160438460281145,0.90160438460281145
CCGT_Gas_530_(E_152_PIE_99)_EXI_NES,0.65835609360005909,0.65835609360005909,0.65835609360005909,0.65835609360005909
CCGT_Gas_529_(E_128_PIE_98)_EXI_NES,0.15162293073247754,0.15162293073247754,0.15162293073247754,0.15162293073247754
CCGT_Gas_522_(E_198_PIE_2001)_EXI_NES,0.74702232217224707,0.74702232217224707,0.74702232217224707,0.74702232217224707
CCGT_Gas_519_(E_208_PIE_2002)_EXI_NES,0.84880818946907777,0.84880818946907777,0.84880818946907777,0.84880818946907777
CCGT_Gas_516_(E_165_PIE_2000)_EXI_NES,0.78394728784086354,0.78394728784086354,0.78394728784086354,0.78394728784086354
CCGT_Gas_511_(E_1708_GEN_2015)_EXI_NES,0.85,0.85,0.85,0.85
CCGT_Gas_338_(E_1055_GEN_2013)_EXI_NES,0.53495626447131472,0.53495626447131472,0.53495626447131472,0.53495626447131472
CCGT_Gas_284_(E_167_GEN_2000)_EXI_NES,0.70064561580119156,0.70064561580119156,0.70064561580119156,0.70064561580119156
CCGT_Gas_260_(E_094_GEN_98)_EXI_NES,0.85,0.85,0.85,0.85
CCGT_Gas_232_(E_133_PIE_99)_EXI_NES,0.63121749229914659,0.63121749229914659,0.63121749229914659,0.63121749229914659
CCGT_Gas_228_(E_2007_GEN_2017)_EXI_NES,0.71476349737219291,0.71476349737219291,0.71476349737219291,0.71476349737219291
CCGT_Gas_100_(E_947_GEN_2012)_EXI_NES,0.25629528985507244,0.25629528985507244,0.25629528985507244,0.25629528985507244
CCGT_Gas_080_(E_1524_GEN_2015)_EXI_NES,8.4803133544849821E-2,8.4803133544849821E-2,8.4803133544849821E-2,8.4803133544849821E-2
CCGT_Gas_080_(E_2014_GEN_2018)_EXI_NES,0.85,0.85,0.85,0.85
CCGT_Gas_060_(E_1523_GEN_2015)_EXI_NES,0.44701086956521741,0.44701086956521741,0.44701086956521741,0.44701086956521741
CCGT_Gas_050_(E_1832_GEN_2016)_EXI_NES,2.2080615942028974E-2,2.2080615942028974E-2,2.2080615942028974E-2,2.2080615942028974E-2
CCGT_Gas_798_(E_1051_AUT_2013)_EXI_NES,0.92672413793103425,0.92672413793103425,0.92672413793103425,0.92672413793103425
CCGT_Gas_050_(E_1830_GEN_2016)_EXI_NES,2.1976017251895099E-2,2.1976017251895099E-2,2.1976017251895099E-2,2.1976017251895099E-2
CCGT_Gas_049_(E_1831_GEN_2016)_EXI_NES,4.949796103972305E-3,4.949796103972305E-3,4.949796103972305E-3,4.949796103972305E-3
CCGT_Gas_049_(E_1829_GEN_2016)_EXI_NES,0.85,0.85,0.85,0.85
CCGT_Gas_049_(E_1854_GEN_2016)_EXI_NES,0.10858196913688908,0.10858196913688908,0.10858196913688908,0.10858196913688908
CCGT_Gas_061_(E_1397_COG_2015)_EXI_NES,0.96023416862997057,0.96023416862997057,0.96023416862997057,0.96023416862997057
CCGT_Gas_018_(E_157_GEN_2000)_EXI_NES,0.85,0.85,0.85,0.85
CCGT_Gas_007_(E_113_GEN_98)_EXI_NES,0.45220498479703486,0.45220498479703486,0.45220498479703486,0.45220498479703486
CCGT_Gas_060_(E_1228_COG_2014)_EXI_NES,0.78628011285538579,0.78628011285538579,0.78628011285538579,0.78628011285538579
CCGT_Gas_1092_(E_1789_PIE_2016)_EXI_NOR,0.56729838710212777,0.56729838710212777,0.56729838710212777,0.56729838710212777
CCGT_Gas_868_(E_1910_PIE_2017)_EXI_NOR,0.53471160735809586,0.53471160735809586,0.53471160735809586,0.53471160735809586
CCGT_Gas_087_(E_2050_GEN_2018)_EXI_NOR,0.27153090121605861,0.27153090121605861,0.27153090121605861,0.27153090121605861
CCGT_Gas_970_(E_1401_PIE_2015)_EXI_NTE,0.73454783132285995,0.73454783132285995,0.73454783132285995,0.73454783132285995
CCGT_Gas_619_(E_1697_GEN_2015)_EXI_NTE,0.67238361516287382,0.67238361516287382,0.67238361516287382,0.67238361516287382
CCGT_Gas_533_(E_872_PIE_2010)_EXI_NTE,0.67112812837618985,0.67112812837618985,0.67112812837618985,0.67112812837618985
CCGT_Gas_514_(E_216_PIE_2002)_EXI_NTE,0.7517443748489373,0.7517443748489373,0.7517443748489373,0.7517443748489373
CCGT_Gas_465_(E_625_PIE_2007)_EXI_NTE,0.91469310035842299,0.91469310035842299,0.91469310035842299,0.91469310035842299
CCGT_Gas_278_(E_191_PIE_2001)_EXI_NTE,0.43993521873805919,0.43993521873805919,0.43993521873805919,0.43993521873805919
CCGT_Gas_240_(E_1695_GEN_2015)_EXI_NTE,2.5673568553504729E-2,2.5673568553504729E-2,2.5673568553504729E-2,2.5673568553504729E-2
CCGT_Gas_132_(E_961_GEN_2012)_EXI_NTE,7.543602248305506E-2,7.543602248305506E-2,7.543602248305506E-2,7.543602248305506E-2
CCGT_Gas_101_(E_889_GEN_2011)_EXI_NTE,0.24887975933233361,0.24887975933233361,0.24887975933233361,0.24887975933233361
CCGT_Gas_050_(E_942_GEN_2012)_EXI_NTE,4.8007246376811592E-2,4.8007246376811592E-2,4.8007246376811592E-2,4.8007246376811592E-2
CCGT_Gas_2054_(E_2038_GEN_2018)_EXI_OCC,0.54030688083400036,0.54030688083400036,0.54030688083400036,0.54030688083400036
CCGT_Gas_875_(E_1740_GEN_2016)_EXI_OCC,0.89001168369503059,0.89001168369503059,0.89001168369503059,0.89001168369503059
CCGT_Gas_597_(E_135_PIE_99)_EXI_OCC,0.76989719127036149,0.76989719127036149,0.76989719127036149,0.76989719127036149
CCGT_Gas_591_(E_1714_GEN_2015)_EXI_OCC,0.80911743789695667,0.80911743789695667,0.80911743789695667,0.80911743789695667
CCGT_Gas_131_(E_199_GEN_2001)_EXI_OCC,0.89360235023601842,0.89360235023601842,0.89360235023601842,0.89360235023601842
CCGT_Gas_032_(E_1791_GEN_2016)_EXI_OCC,0.61301562935139198,0.61301562935139198,0.61301562935139198,0.61301562935139198
CCGT_Gas_029_(E_049_GEN_96)_EXI_OCC,0.6736555737542187,0.6736555737542187,0.6736555737542187,0.6736555737542187
CCGT_Gas_022_(E_2020_GEN_2018)_EXI_OCC,3.4235013175230567E-3,3.4235013175230567E-3,3.4235013175230567E-3,3.4235013175230567E-3
CCGT_Gas_062_(E_1486_COG_2015)_EXI_OCC,0.6174148698008719,0.6174148698008719,0.6174148698008719,0.6174148698008719
CCGT_Gas_1059_(E_181_PIE_2000)_EXI_ORI,0.79356636011550408,0.79356636011550408,0.79356636011550408,0.79356636011550408
CCGT_Gas_656_(E_1722_GEN_2015)_EXI_ORI,0.83037775547033477,0.83037775547033477,0.83037775547033477,0.83037775547033477
CCGT_Gas_548_(E_292_PIE_2004)_EXI_ORI,0.84691368301990511,0.84691368301990511,0.84691368301990511,0.84691368301990511
CCGT_Gas_536_(E_139_PIE_99)_EXI_ORI,0.75268295626628401,0.75268295626628401,0.75268295626628401,0.75268295626628401
CCGT_Gas_452_(E_1702_GEN_2015)_EXI_ORI,0.37618635372579201,0.37618635372579201,0.37618635372579201,0.37618635372579201
CCGT_Gas_382_(E_1715_GEN_2015)_EXI_ORI,0.64271249110606421,0.64271249110606421,0.64271249110606421,0.64271249110606421
CCGT_Gas_176_(E_1347_GEN_2015)_EXI_ORI,0.42174243174540288,0.42174243174540288,0.42174243174540288,0.42174243174540288
CCGT_Gas_150_(E_1921_GEN_2017)_EXI_ORI,0.18405495169082126,0.18405495169082126,0.18405495169082126,0.18405495169082126
CCGT_Gas_005_(E_154_GEN_99)_EXI_ORI,0.53985507246376818,0.53985507246376818,0.53985507246376818,0.53985507246376818
CCGT_Gas_030_(E_1359_AUT_2015)_EXI_ORI,0.45410628019323679,0.45410628019323679,0.45410628019323679,0.45410628019323679
CCGT_Gas_563_(E_289_PIE_2004)_EXI_PEN,0.68417102684014752,0.68417102684014752,0.68417102684014752,0.68417102684014752
CCGT_Gas_532_(E_57_PIE_97)_EXI_PEN,0.32297248012870328,0.32297248012870328,0.32297248012870328,0.32297248012870328
CCGT_Gas_275_(E_164_PIE_2000)_EXI_PEN,0.85,0.85,0.85,0.85
CCGT_Gas_1093_(E_1662_GEN_2015)_EXI_SIBC,0.5768679061087022,0.5768679061087022,0.5768679061087022,0.5768679061087022
CCGT_Gas_807_(E_1983_GEN_2017)_EXI_NOR,2.6658054580578985E-2,2.6658054580578985E-2,2.6658054580578985E-2,2.6658054580578985E-2
CCGT_Gas_784_(E_1954_GEN_2017)_EXI_NOR,0.55298544861469234,0.55298544861469234,0.55298544861469234,0.55298544861469234
CCGT_Gas_597_(E_174_PIE_2000)_EXI_SIBC,0.42280136616497105,0.42280136616497105,0.42280136616497105,0.42280136616497105
CCGT_Gas_409_(E_1847_GEN_2016)_EXI_NOR,0.69227829558699017,0.69227829558699017,0.69227829558699017,0.69227829558699017
CCGT_Gas_339_(E_171_PIE_2000)_EXI_NOR,0.36397399590802892,0.36397399590802892,0.36397399590802892,0.36397399590802892
CCGT_Gas_303_(E_1125_PIE_2014)_EXI_SIBC,0.57711420094485899,0.57711420094485899,0.57711420094485899,0.57711420094485899
CCGT_Gas_253_(E_124_PIE_98)_EXI_NOR,0.61449264608890652,0.61449264608890652,0.61449264608890652,0.61449264608890652
CCGT_Gas_227_(E_1693_GEN_2015)_EXI_NOR,0.46943692266815995,0.46943692266815995,0.46943692266815995,0.46943692266815995
CCGT_Gas_219_(E_1892_GEN_2017)_EXI_SIBC,0.13546352681311891,0.13546352681311891,0.13546352681311891,0.13546352681311891
CCGT_Gas_130_(E_1908_GEN_2017)_EXI_NOR,0.85,0.85,0.85,0.85
CCGT_Gas_030_(E_1757_GEN_2016)_EXI_SIBC,0.94716183574879242,0.94716183574879242,0.94716183574879242,0.94716183574879242
CCGT_Gas_026_(E_2059_GEN_2018)_EXI_NOR,2.1425585284280935E-3,2.1425585284280935E-3,2.1425585284280935E-3,2.1425585284280935E-3
CCGT_Gas_014_(E_2096_GEN_2018)_EXI_NOR,0.18628556092324206,0.18628556092324206,0.18628556092324206,0.18628556092324206
CCGT_Gas_050_(E_948_AUT_2012)_EXI_NOR,4.384057971014493E-3,4.384057971014493E-3,4.384057971014493E-3,4.384057971014493E-3
GEOTHERMAL_Geo_252_(E_1581_GEN_2015)_EXI_OCC,0.69294214068469029,0.69294214068469029,0.69294214068469029,0.69294214068469029
GEOTHERMAL_Geo_052_(E_1025_AUT_2013)_EXI_OCC,0.2078107580824971,0.2078107580824971,0.2078107580824971,0.2078107580824971
GEOTHERMAL_Geo_096_(E_1582_GEN_2015)_EXI_ORI,0.55221259773372822,0.55221259773372822,0.55221259773372822,0.55221259773372822
GEOTHERMAL_Geo_575_(E_1573_GEN_2015)_EXI_SIBC,0.36578879115282747,0.36578879115282747,0.36578879115282747,0.36578879115282747
GEOTHERMAL_Geo_010_(E_1574_GEN_2015)_EXI_SIBCS,0.57931159420289857,0.57931159420289857,0.57931159420289857,0.57931159420289857
GT_Diesel_026_(E_1682_GEN_2015)_EXI_NES,4.4499024526198437E-2,4.4499024526198437E-2,4.4499024526198437E-2,4.4499024526198437E-2
GT_Diesel_030_(E_1696_GEN_2015)_EXI_NOR,1.8115942028985508E-2,1.8115942028985508E-2,1.8115942028985508E-2,1.8115942028985508E-2
GT_Diesel_077_(E_1677_GEN_2015)_EXI_NTE,1.5492659514398648E-2,1.5492659514398648E-2,1.5492659514398648E-2,1.5492659514398648E-2
GT_Diesel_005_(E_187_GEN_2001)_EXI_ORI,0.59791666666666665,0.59791666666666665,0.59791666666666665,0.59791666666666665
GT_Diesel_053_(E_1660_GEN_2015)_EXI_PEN,0.2273038009297238,0.2273038009297238,0.2273038009297238,0.2273038009297238
GT_Diesel_030_(E_1657_GEN_2015)_EXI_PEN,0.85,0.85,0.85,0.85
GT_Diesel_019_(E_1649_GEN_2015)_EXI_PEN,0.85,0.85,0.85,0.85
GT_Diesel_013_(E_1641_GEN_2015)_EXI_PEN,0.85,0.85,0.85,0.85
GT_Diesel_102_(E_1663_GEN_2015)_EXI_PEN,9.4176257459505544E-2,9.4176257459505544E-2,9.4176257459505544E-2,9.4176257459505544E-2
GT_Diesel_088_(E_1656_GEN_2015)_EXI_PEN,0.14034708498023715,0.14034708498023715,0.14034708498023715,0.14034708498023715
GT_Diesel_047_(E_1661_GEN_2015)_EXI_PEN,1.6959605303731116E-2,1.6959605303731116E-2,1.6959605303731116E-2,1.6959605303731116E-2
GT_Diesel_040_(E_1655_GEN_2015)_EXI_PEN,2.8063738911400724E-2,2.8063738911400724E-2,2.8063738911400724E-2,2.8063738911400724E-2
GT_Diesel_030_(E_1658_GEN_2015)_EXI_PEN,3.8949275362318847E-2,3.8949275362318847E-2,3.8949275362318847E-2,3.8949275362318847E-2
GT_Diesel_062_(E_1690_GEN_2015)_EXI_SIBC,7.4470400888265564E-2,7.4470400888265564E-2,7.4470400888265564E-2,7.4470400888265564E-2
GT_Diesel_042_(E_1705_GEN_2015)_EXI_NOR,9.1668823326432006E-3,9.1668823326432006E-3,9.1668823326432006E-3,9.1668823326432006E-3
GT_Diesel_027_(E_1699_GEN_2015)_EXI_SIBC,0.1025155600289538,0.1025155600289538,0.1025155600289538,0.1025155600289538
GT_Diesel_085_(E_1691_GEN_2015)_EXI_SIBCS,0.1933030502230576,0.1933030502230576,0.1933030502230576,0.1933030502230576
GT_Diesel_033_(E_1701_GEN_2015)_EXI_SIBCS,5.2256476367475513E-3,5.2256476367475513E-3,5.2256476367475513E-3,5.2256476367475513E-3
GT_Diesel_026_(E_1651_GEN_2015)_EXI_SIBCS,0.13853469899665552,0.13853469899665552,0.13853469899665552,0.13853469899665552
GT_Diesel_026_(E_1652_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Diesel_026_(E_1653_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Diesel_026_(E_1654_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Diesel_019_(E_1646_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Diesel_019_(E_1647_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Diesel_017_(E_1643_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Diesel_013_(E_1639_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Diesel_010_(E_1642_GEN_2015)_EXI_SIBCS,9.0579710144927548E-4,9.0579710144927548E-4,9.0579710144927548E-4,9.0579710144927548E-4
GT_Diesel_010_(E_1648_GEN_2015)_EXI_SIBCS,0.85,0.85,0.85,0.85
GT_Gas_001_(E_1785_GEN_2016)_EXI_CEN,0.15867316591954275,0.15867316591954275,0.15867316591954275,0.15867316591954275
GT_Gas_129_(E_1354_GEN_2015)_EXI_CEN,0.22379423204097867,0.22379423204097867,0.22379423204097867,0.22379423204097867
GT_Gas_064_(E_1636_GEN_2015)_EXI_CEN,0.47554347826086946,0.47554347826086946,0.47554347826086946,0.47554347826086946
GT_Gas_032_(E_1633_GEN_2015)_EXI_CEN,0.31844429347826086,0.31844429347826086,0.31844429347826086,0.31844429347826086
GT_Gas_032_(E_1634_GEN_2015)_EXI_CEN,0.38170855978260865,0.38170855978260865,0.38170855978260865,0.38170855978260865
GT_Gas_032_(E_1635_GEN_2015)_EXI_CEN,0.32254868659420288,0.32254868659420288,0.32254868659420288,0.32254868659420288
GT_Gas_032_(E_1710_GEN_2015)_EXI_CEN,0.85,0.85,0.85,0.85
GT_Gas_032_(E_1711_GEN_2015)_EXI_CEN,0.16927083333333337,0.16927083333333337,0.16927083333333337,0.16927083333333337
GT_Gas_032_(E_1712_GEN_2015)_EXI_CEN,0.85,0.85,0.85,0.85
GT_Gas_032_(E_1713_GEN_2015)_EXI_CEN,0.32863451086956519,0.32863451086956519,0.32863451086956519,0.32863451086956519
GT_Gas_032_(E_1718_GEN_2015)_EXI_CEN,0.29240262681159418,0.29240262681159418,0.29240262681159418,0.29240262681159418
GT_Gas_032_(E_1719_GEN_2015)_EXI_CEN,0.24414062499999997,0.24414062499999997,0.24414062499999997,0.24414062499999997
GT_Gas_032_(E_1720_GEN_2015)_EXI_CEN,0.34448596014492749,0.34448596014492749,0.34448596014492749,0.34448596014492749
GT_Gas_032_(E_1721_GEN_2015)_EXI_CEN,0.32806838768115937,0.32806838768115937,0.32806838768115937,0.32806838768115937
