g,Q1,Q2,Q3,Q4
ST_Gas_280_(E_1668_GEN_2015)_EXI_ORI,0.48995535714285715,0.48995535714285715,0.48995535714285715,0.48995535714285715
ST_Gas_115_(E_641_GEN_2007)_EXI_ORI,0.37387758215076489,0.37387758215076489,0.37387758215076489,0.37387758215076489
ST_Gas_064_(E_608_GEN_2007)_EXI_ORI,0.13778730751811594,0.13778730751811594,0.13778730751811594,0.13778730751811594
ST_Gas_060_(E_605_GEN_2007)_EXI_ORI,6.1816878019323666E-2,6.1816878019323666E-2,6.1816878019323666E-2,6.1816878019323666E-2
ST_Gas_295_(E_1700_GEN_2015)_EXI_PEN,0.58500675509702771,0.58500675509702771,0.58500675509702771,0.58500675509702771
ST_Gas_632_(E_1638_GEN_2015)_EXI_NOR,0.24706561869381763,0.24706561869381763,0.24706561869381763,0.24706561869381763
ST_HFO_015_(E_077_GEN_98)_EXI_OCC,0.85,0.85,0.85,0.85
ST_HFO_700_(E_1665_GEN_2015)_EXI_NES,0.46514505693581781,0.46514505693581781,0.46514505693581781,0.46514505693581781
ST_HFO_616_(E_1667_GEN_2015)_EXI_NOR,0.21041100543478261,0.21041100543478261,0.21041100543478261,0.21041100543478261
ST_HFO_320_(E_1664_GEN_2015)_EXI_NOR,0.10830771625905801,0.10830771625905801,0.10830771625905801,0.10830771625905801
ST_HFO_320_(E_1669_GEN_2015)_EXI_NTE,0.19613861526268117,0.19613861526268117,0.19613861526268117,0.19613861526268117
ST_HFO_300_(E_1678_GEN_2015)_EXI_NTE,0.18084646739130433,0.18084646739130433,0.18084646739130433,0.18084646739130433
ST_HFO_2100_(E_1674_GEN_2015)_EXI_ORI,0.2026117149758454,0.2026117149758454,0.2026117149758454,0.2026117149758454
ST_HFO_168_(E_1723_GEN_2015)_EXI_PEN,0.23871527777777779,0.23871527777777779,0.23871527777777779,0.23871527777777779
ST_HFO_113_(E_1671_GEN_2015)_EXI_PEN,0.36795491143317238,0.36795491143317238,0.36795491143317238,0.36795491143317238
ST_HFO_484_(E_1679_GEN_2015)_EXI_NOR,0.85,0.85,0.85,0.85
ST_HFO_156_(E_1659_GEN_2015)_EXI_SIBCS,0.42315054289575466,0.42315054289575466,0.42315054289575466,0.42315054289575466
WIND_Wind_086_(E_1118_AUT_2014)_EXI_NES,1,1,1,1
WIND_Wind_431_(E_1470_GEN_2015)_EXI_NES,1,1,1,1
WIND_Wind_380_(E_2150_GEN_2019)_EXI_NES,1,1,1,1
WIND_Wind_306_(E_1961_GEN_2017)_EXI_NES,1,1,1,1
WIND_Wind_274_(E_1945_GEN_2017)_EXI_NES,1,1,1,1
WIND_Wind_250_(E_1392_GEN_2015)_EXI_NES,1,1,1,1
WIND_Wind_183_(E_1875_GEN_2016)_EXI_NES,1,1,1,1
WIND_Wind_138_(E_2241_GEN_2020)_EXI_NES,1,1,1,1
WIND_Wind_104_(E_1883_GEN_2017)_EXI_NES,1,1,1,1
WIND_Wind_096_(E_1962_GEN_2017)_EXI_NES,1,1,1,1
WIND_Wind_050_(E_1246_GEN_2014)_EXI_NES,1,1,1,1
WIND_Wind_065_(E_979_AUT_2013)_EXI_OCC,1,1,1,1
WIND_Wind_105_(E_2293_GEN_2023)_EXI_OCC,1,1,1,1
WIND_Wind_137_(E_1207_AUT_2014)_EXI_ORI,1,1,1,1
WIND_Wind_160_(E_685_AUT_2007)_EXI_ORI,1,1,1,1
WIND_Wind_251_(E_531_AUT_2006)_EXI_ORI,1,1,1,1
WIND_Wind_102_(E_215_AUT_2002)_EXI_ORI,1,1,1,1
WIND_Wind_089_(E_1204_AUT_2014)_EXI_ORI,1,1,1,1
WIND_Wind_396_(E_1264_AUT_2015)_EXI_ORI,1,1,1,1
WIND_Wind_164_(E_322_AUT_2005)_EXI_ORI,1,1,1,1
WIND_Wind_070_(E_1159_AUT_2014)_EXI_ORI,1,1,1,1
WIND_Wind_066_(E_1054_AUT_2013)_EXI_ORI,1,1,1,1
WIND_Wind_026_(E_548_AUT_2006)_EXI_ORI,1,1,1,1
WIND_Wind_103_(E_829_PIE_2009)_EXI_ORI,1,1,1,1
WIND_Wind_102_(E_983_PIE_2013)_EXI_ORI,1,1,1,1
WIND_Wind_102_(E_828_PIE_2009)_EXI_ORI,1,1,1,1
WIND_Wind_102_(E_850_PIE_2010)_EXI_ORI,1,1,1,1
WIND_Wind_102_(E_851_PIE_2010)_EXI_ORI,1,1,1,1
WIND_Wind_102_(E_852_PIE_2010)_EXI_ORI,1,1,1,1
WIND_Wind_084_(E_1571_GEN_2015)_EXI_ORI,1,1,1,1
WIND_Wind_005_(E_575_PP_2007)_EXI_ORI,1,1,1,1
WIND_Wind_092_(E_2104_GEN_2018)_EXI_PEN,1,1,1,1
WIND_Wind_084_(E_1787_GEN_2016)_EXI_PEN,1,1,1,1
WIND_Wind_002_(E_1572_GEN_2015)_EXI_PEN,1,1,1,1
WIND_Wind_002_(E_977_GEN_2013)_EXI_NOR,1,1,1,1
WIND_Wind_050_(E_2170_GEN_2019)_EXI_SIBCS,1,1,1,1
BIOMASS_Biomass_040_(E_1399_COG_2015)_EXI_ORI,0.3654113628709964,0.3654113628709964,0.3654113628709964,0.3654113628709964
GT_Gas_060_(E_1177_COG_2014)_EXI_CEN,0.85,0.85,0.85,0.85
BIOMASS_Biomass_025_(E_871_COG_2010)_EXI_OCC,0.20396829629119759,0.20396829629119759,0.20396829629119759,0.20396829629119759
CCGT_Gas_742_(E_205_GEN_2002)_EXI_NES,0.85,0.85,0.85,0.85
CCGT_Gas_164_(E_75_COG_98)_EXI_ORI,0.85,0.85,0.85,0.85
CCGT_Gas_145_(E_1245_COG_2014)_EXI_ORI,0.85,0.85,0.85,0.85
CCGT_Gas_030_(E_1446_COG_2015)_EXI_NOR,0.85,0.85,0.85,0.85
CCGT_Gas_018_(07_COG_94)_EXI_NES,0.85,0.85,0.85,0.85
CCGT_Gas_016_(E_1127_COG_2014)_EXI_NES,0.85,0.85,0.85,0.85
GT_Gas_367_(E_811_COG_2009)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_261_(E_1516_COG_2015)_EXI_ORI,0.85,0.85,0.85,0.85
GT_GasResidual_020_(E_901_COG_2011)_EXI_NES,0.85,0.85,0.85,0.85
GT_GasResidual_071_(E_639_COG_2007)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_064_(E_1227_COG_2014)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_064_(E_1466_COG_2015)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_059_(E_76_COG_98)_EXI_ORI,0.85,0.85,0.85,0.85
GT_GasResidual_042_(E_638_COG_2007)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_040_(E_974_COG_2013)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_023_(E_882_COG_2011)_EXI_NTE,0.85,0.85,0.85,0.85
GT_Gas_023_(E_1190_COG_2014)_EXI_SIBC,0.85,0.85,0.85,0.85
GT_Gas_022_(E_603_COG_2007)_EXI_ORI,0.85,0.85,0.85,0.85
GT_LicorNegro_016_(E_900_COG_2011)_EXI_OCC,0.85,0.85,0.85,0.85
ICE_Gas_007_(E_683_AUT_2007)_EXI_OCC,0.85,0.85,0.85,0.85
GT_Gas_013_(E_1259_COG_2014)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_011_(E_96_COG_98)_EXI_NES,0.85,0.85,0.85,0.85
GT_Gas_008_(E_807_AUT_2008)_EXI_OCC,0.85,0.85,0.85,0.85
GT_Gas_006_(08_COG_94)_EXI_NES,0.85,0.85,0.85,0.85
GT_Gas_006_(E_986_COG_2013)_EXI_CEN,0.85,0.85,0.85,0.85
GT_Gas_005_(E_1128_COG_2014)_EXI_NES,0.85,0.85,0.85,0.85
HYDRO_Water_036_(E_574_AUT_2007)_EXI_ORI,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
HYDRO_Water_035_(E_853_AUT_2010)_EXI_ORI,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
HYDRO_Water_030_(E_130_AUT_99)_EXI_CEN,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
HYDRO_Water_029_(E_121_AUT_98)_EXI_OCC,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
CCGT_Gas_118_(E_1062_COG_2013)_EXI_ORI,0.85,0.85,0.85,0.85
HYDRO_Water_020_(E_785_AUT_2008)_EXI_NTE,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
HYDRO_Water_019_(E_241_AUT_2003)_EXI_OCC,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
HYDRO_Water_011_(E_588_AUT_2007)_EXI_ORI,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
HYDRO_Water_008_(E_1189_AUT_2014)_EXI_OCC,0.60148027491486555,0.60148027491486555,0.60148027491486555,0.60148027491486555
ICE_Diesel_007_(E_584_AUT_2007)_EXI_ORI,0.85,0.85,0.85,0.85
ICE_Diesel_024_(E_254_AUT_2003)_EXI_NES,0.85,0.85,0.85,0.85
ICE_Gas_020_(E_325_COG_2005)_EXI_OCC,0.85,0.85,0.85,0.85
ICE_Biogas_017_(E_217_COG_2002)_EXI_NES,7.9780903077798213E-2,7.9780903077798213E-2,7.9780903077798213E-2,7.9780903077798213E-2
ICE_Gas_016_(E_655_AUT_2007)_EXI_ORI,0.85,0.85,0.85,0.85
ICE_Diesel_015_(E_818_AUT_2009)_EXI_NTE,0.85,0.85,0.85,0.85
ICE_Diesel_013_(E_497_AUT_2006)_EXI_NES,0.85,0.85,0.85,0.85
ICE_Gas_009_(E_781_AUT_2008)_EXI_NES,0.85,0.85,0.85,0.85
ICE_Gas_007_(E_184_COG_2001)_EXI_CEN,0.85,0.85,0.85,0.85
ICE_Biogas_006_(E_825_AUT_2009)_EXI_NTE,9.0582787884655597E-2,9.0582787884655597E-2,9.0582787884655597E-2,9.0582787884655597E-2
ICE_Gas_006_(E_521_AUT_2006)_EXI_OCC,0.85,0.85,0.85,0.85
ICE_Gas_006_(E_46_COG_96)_EXI_CEN,0.85,0.85,0.85,0.85
ICE_Gas_005_(E_1150_AUT_2014)_EXI_CEN,0.85,0.85,0.85,0.85
ICE_Gas_005_(E_293_COG_2004)_EXI_CEN,0.85,0.85,0.85,0.85
PV_Solar_150_(E_1491_AUT_2015)_EXI_NTE,1,1,1,1
PV_Solar_125_(E_1219_AUT_2014)_EXI_NOR,1,1,1,1
PV_Solar_035_(E_1528_AUT_2015)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1966_AUT_2017)_EXI_NES,1,1,1,1
PV_Solar_030_(E_1509_AUT_2015)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1512_AUT_2015)_EXI_NTE,1,1,1,1
PV_Solar_020_(E_1306_AUT_2015)_EXI_NTE,1,1,1,1
PV_Solar_020_(E_1263_AUT_2015)_EXI_NES,1,1,1,1
PV_Solar_018_(E_1355_AUT_2015)_EXI_CEN,1,1,1,1
PV_Solar_016_(E_1262_AUT_2015)_EXI_NTE,1,1,1,1
PV_Solar_010_(E_1208_AUT_2014)_EXI_NOR,1,1,1,1
ST_Coal_065_(E_626_AUT_2007)_EXI_NTE,0.85,0.85,0.85,0.85
ST_Steam_046_(E_910_COG_2011)_EXI_SIBCS,1.3515719607385397E-3,1.3515719607385397E-3,1.3515719607385397E-3,1.3515719607385397E-3
ST_HFO_037_(E_84_AUT_98)_EXI_NOR,0.85,0.85,0.85,0.85
ST_Gas_017_(E_331_COG_2005)_EXI_NES,0.85,0.85,0.85,0.85
ST_Steam_016_(E_327_COG_2005)_EXI_NES,1.5731367398404182E-4,1.5731367398404182E-4,1.5731367398404182E-4,1.5731367398404182E-4
ST_HFO_016_(E_855_COG_2010)_EXI_NES,0.85,0.85,0.85,0.85
ST_Gas_016_(E_940_COG_2012)_EXI_ORI,0.85,0.85,0.85,0.85
WIND_Wind_234_(E_806_AUT_2008)_EXI_ORI,1,1,1,1
WIND_Wind_200_(E_894_AUT_2011)_EXI_NES,1,1,1,1
WIND_Wind_200_(E_1358_AUT_2015)_EXI_NES,1,1,1,1
WIND_Wind_200_(E_1357_AUT_2015)_EXI_OCC,1,1,1,1
WIND_Wind_200_(E_1015_AUT_2013)_EXI_NES,1,1,1,1
WIND_Wind_180_(E_1184_AUT_2014)_EXI_OCC,1,1,1,1
WIND_Wind_140_(E_1356_AUT_2015)_EXI_OCC,1,1,1,1
WIND_Wind_138_(E_939_AUT_2012)_EXI_ORI,1,1,1,1
WIND_Wind_126_(E_936_AUT_2012)_EXI_NES,1,1,1,1
WIND_Wind_126_(E_912_AUT_2011)_EXI_NES,1,1,1,1
WIND_Wind_080_(E_70_AUT_98)_EXI_ORI,1,1,1,1
WIND_Wind_074_(E_907_AUT_2011)_EXI_ORI,1,1,1,1
WIND_Wind_074_(E_1028_AUT_2013)_EXI_ORI,1,1,1,1
WIND_Wind_070_(E_953_AUT_2012)_EXI_ORI,1,1,1,1
WIND_Wind_070_(E_1158_AUT_2014)_EXI_PEN,1,1,1,1
WIND_Wind_068_(E_201_AUT_2001)_EXI_ORI,1,1,1,1
WIND_Wind_060_(E_970_AUT_2012)_EXI_NES,1,1,1,1
WIND_Wind_058_(E_969_AUT_2012)_EXI_NES,1,1,1,1
WIND_Wind_054_(E_863_AUT_2010)_EXI_NES,1,1,1,1
WIND_Wind_050_(E_945_AUT_2012)_EXI_NES,1,1,1,1
WIND_Wind_050_(E_971_AUT_2012)_EXI_NES,1,1,1,1
WIND_Wind_050_(E_1003_AUT_2013)_EXI_ORI,1,1,1,1
WIND_Wind_032_(E_920_AUT_2012)_EXI_ORI,1,1,1,1
WIND_Wind_022_(E_802_AUT_2008)_EXI_NES,1,1,1,1
WIND_Wind_020_(E_972_AUT_2012)_EXI_ORI,1,1,1,1
WIND_Wind_010_(E_832_AUT_2009)_EXI_SIBC,1,1,1,1
CCGT_Gas_780_(E_2322_GEN_2024)_EXI_PEN,0.85,0.85,0.85,0.85
CCGT_Gas_060_(E_543_COG_2006)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_006_(E_964_COG_2012)_EXI_CEN,0.85,0.85,0.85,0.85
ICE_Gas_004_(E_1008_COG_2013)_EXI_OCC,0.85,0.85,0.85,0.85
ICE_Gas_007_(E_1210_COG_2014)_EXI_CEN,0.85,0.85,0.85,0.85
PV_Solar_070_(E_1940_GEN_2017)_EXI_ORI,1,1,1,1
PV_Solar_100_(E_2001_GEN_2017)_EXI_ORI,1,1,1,1
PV_Solar_100_(E_2060_GEN_2018)_EXI_NOR,1,1,1,1
PV_Solar_270_(E_2077_GEN_2018)_EXI_OCC,1,1,1,1
WIND_Wind_063_(E_1029_AUT_2013)_EXI_NES,1,1,1,1
Generic OCGT H2,0.98,0.98,0.98,0.98
Generic CCGT H2,0.93,0.93,0.93,0.93
Generic Solar 2x_CEN,1,1,1,1
GenericOCGT+CCS_CEN,0.98,0.98,0.98,0.98
GenericCCGT+CCS_CEN,0.93,0.93,0.93,0.93
TPP CCCC Petrom Brazi_Retrofited,0.93,0.93,0.93,0.93
GenericOCGT+CCS_NES,0.98,0.98,0.98,0.98
GenericCCGT+CCS_NES,0.93,0.93,0.93,0.93
GenericOCGT+CCS_NOR,0.98,0.98,0.98,0.98
GenericCCGT+CCS_NOR,0.93,0.93,0.93,0.93
GenericOCGT+CCS_NTE,0.98,0.98,0.98,0.98
GenericCCGT+CCS_NTE,0.93,0.93,0.93,0.93
GenericOCGT+CCS_OCC,0.98,0.98,0.98,0.98
GenericCCGT+CCS_OCC,0.93,0.93,0.93,0.93
GenericOCGT+CCS_ORI,0.98,0.98,0.98,0.98
GenericCCGT+CCS_ORI,0.93,0.93,0.93,0.93
GenericOCGT+CCS_PEN,0.98,0.98,0.98,0.98
GenericCCGT+CCS_PEN,0.93,0.93,0.93,0.93
GenericOCGT+CCS_SIBC,0.98,0.98,0.98,0.98
GenericCCGT+CCS_SIBC,0.93,0.93,0.93,0.93
GenericOCGT+CCS_SIBCS,0.98,0.98,0.98,0.98
GenericCCGT+CCS_SIBCS,0.93,0.93,0.93,0.93
Generic Solar 2x_NES,1,1,1,1
Generic Solar 2x_NOR,1,1,1,1
Generic Solar 2x_NTE,1,1,1,1
Generic Solar 2x_OCC,1,1,1,1
Generic Solar 2x_ORI,1,1,1,1
Generic Solar 2x_PEN,1,1,1,1
Generic Solar 2x_SIBCS,1,1,1,1
Generic Solar 2x_SIBC,1,1,1,1
Addit_PV_Solar_Ã‹xisting_CEN,1,1,1,1
Addit_PV_Solar_Ã‹xisting_OCC,1,1,1,1
Addit_PV_Solar_Ã‹xisting_SIBCS,1,1,1,1
Addit_ICE_HFO_Ã‹xisting_SIBCS,0.62023265338783085,0.62023265338783085,0.62023265338783085,0.62023265338783085
CFE_CFV Puerto PeNasco Secuencia III_PV_Comm_NOR,1,1,1,1
CFE_CFV Puerto PeNasco Secuencia IV_PV_Comm_NOR,1,1,1,1
CFE_CFV CarbÃ³n II_PV_Comm_NES,1,1,1,1
CFE_CFV RÃ­o Escondido_PV_Comm_NES,1,1,1,1
CFE_CFV Altamira_PV_Comm_NES,1,1,1,1
CFE_CFV Laguna_PV_Comm_NTE,1,1,1,1
CFE_BAT CFV Puerto PeNasco III y IV_STORAGE_Comm_NOR,1,1,1,1
CFE_BAT CFV CarbÃ³n II_STORAGE_Comm_NES,1,1,1,1
CFE_BAT CFV RÃ­o Escondido_STORAGE_Comm_NES,1,1,1,1
CFE_BAT CFV Altamira_STORAGE_Comm_NES,1,1,1,1
CFE_BAT CFV Laguna_STORAGE_Comm_OCC,1,1,1,1
CFE_CC Francisco PÃ©rez RÃ­os (Tula II)_CCGT_Comm_CEN,0.81768501601342669,0.81768501601342669,0.81768501601342669,0.81768501601342669
CFE_CC Altamira_CCGT_Comm_NES,0.63066605693725475,0.63066605693725475,0.63066605693725475,0.63066605693725475
CFE_CC MazatlÃ¡n_CCGT_Comm_NOR,0.51551221244390133,0.51551221244390133,0.51551221244390133,0.51551221244390133
CFE_CC Salamanca II_CCGT_Comm_NES,0.63066605693725475,0.63066605693725475,0.63066605693725475,0.63066605693725475
CFE_CC Guadalajara 1/_CCGT_Comm_OCC,0.72899546503300772,0.72899546503300772,0.72899546503300772,0.72899546503300772
CFE_CI Los Cabos (CC)_ICE_Comm_SIBCS,6.5865920590000862E-2,6.5865920590000862E-2,6.5865920590000862E-2,6.5865920590000862E-2
CFE_El Sauz II (QRO)_CCGT_Comm_OCC,0.72899546503300772,0.72899546503300772,0.72899546503300772,0.72899546503300772
CFE_GonzÃ¡lez Ortega (BC)_CCGT_Comm_SIBC,0.64068238692967383,0.64068238692967383,0.64068238692967383,0.64068238692967383
CFE_Lerdo (DGO)_CCGT_Comm_NTE,0.59056505962741557,0.59056505962741557,0.59056505962741557,0.59056505962741557
CFE_Manzanillo III (COL)_CCGT_Comm_OCC,0.72899546503300772,0.72899546503300772,0.72899546503300772,0.72899546503300772
CFE_MÃ©rida (YUC)_CCGT_Comm_PEN,0.79824719837110625,0.79824719837110625,0.79824719837110625,0.79824719837110625
CFE_Puerto PeNasco Secuencia II (SON)_PV_Comm_NOR,,,,
CFE_Riviera Maya Valladolid (YUC)_CCGT_Comm_PEN,0.79824719837110625,0.79824719837110625,0.79824719837110625,0.79824719837110625
CFE_Salamanca (GTO)_CCGT_Comm_OCC,0.72899546503300772,0.72899546503300772,0.72899546503300772,0.72899546503300772
CFE_San Luis PotosÃ­_CCGT_Comm_NES,0.63066605693725475,0.63066605693725475,0.63066605693725475,0.63066605693725475
CFE_San Luis RÃ­o Colorado (SON)_CCGT_Comm_NOR,0.51551221244390133,0.51551221244390133,0.51551221244390133,0.51551221244390133
"CFE_Tuxpan, Fase I (VER)_CCGT_Comm_ORI",0.71494612976650618,0.71494612976650618,0.71494612976650618,0.71494612976650618
CFE_Santa MarÃ­a_STO HY_Comm_NOR,0.37842517844875839,0.37842517844875839,0.37842517844875839,0.37842517844875839
CFE_Picachos_STO HY_Comm_NOR,0.37842517844875839,0.37842517844875839,0.37842517844875839,0.37842517844875839
CFE_Amata_STO HY_Comm_NOR,0.37842517844875839,0.37842517844875839,0.37842517844875839,0.37842517844875839
CFE_La Villita (RM)_STO HY_Comm_OCC,0.39282135962006914,0.39282135962006914,0.39282135962006914,0.39282135962006914
CFE_Infiernillo (RM)_STO HY_Comm_OCC,0.39282135962006914,0.39282135962006914,0.39282135962006914,0.39282135962006914
CFE_Caracol (RM)_STO HY_Comm_CEN,0.3382069709327809,0.32902990060238785,0.41871164841188885,0.36810088686928122
CFE_ZimapÃ¡n (RM)_STO HY_Comm_CEN,0.3382069709327809,0.32902990060238785,0.41871164841188885,0.36810088686928122
CFE_Mazatepec (RM)_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
CFE_Portezuelos I y II (RM)_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
CFE_Encanto (RM)_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
CFE_Minas (RM)_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
CFE_ChicoasÃ©n II_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
CFE_Angostura (RM)_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
CFE_Malpaso (RM)_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
CFE_PeNitas (RM)_STO HY_Comm_ORI,0.45329785130912431,0.45329785130912431,0.45329785130912431,0.45329785130912431
