z,q,d,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Gambia,wet,4,0.81,0.776667,0.746667,0.706667,0.7,0.693333,0.673333,0.7,0.77,0.796667,0.816667,0.81,0.803333,0.79,0.816667,0.733333,0.753333,0.776667,0.68,0.836667,0.57,0.726667,0.796667,0.783333
Ghana,dry,1,0.887183,0.785373,0.788414,0.776249,0.774077,0.71441,0.72614,0.725272,0.758146,0.752643,0.786387,0.797972,0.77929,0.806517,0.811441,0.804055,0.78798,0.754526,0.915858,0.951629,0.937002,0.900362,0.871108,0.839392
Ghana,dry,2,0.818103,0.760463,0.773497,0.741781,0.729761,0.74656,0.697755,0.654598,0.668646,0.726575,0.719334,0.725851,0.710789,0.75134,0.756698,0.77958,0.790731,0.769587,0.80391,0.865894,0.9063,0.929471,0.918465,0.87386
Ghana,dry,3,0.886749,0.871108,0.86546,0.830268,0.847936,0.867487,0.728023,0.724113,0.766546,0.77147,0.788559,0.791745,0.813613,0.827227,0.841999,0.866908,0.855177,0.853295,0.93483,0.992904,1.0,0.992469,0.979435,0.915568
Ghana,dry,4,0.822158,0.811007,0.782476,0.776828,0.792324,0.793193,0.713975,0.732513,0.767849,0.768284,0.768429,0.785373,0.798552,0.814772,0.84113,0.85344,0.83664,0.912093,0.93903,0.988559,0.953077,0.904417,0.887907,0.881101
Ghana,wet,1,0.898769,0.875887,0.851846,0.847357,0.848516,0.782187,0.755829,0.776973,0.816075,0.811296,0.792469,0.773208,0.76727,0.774511,0.813469,0.810862,0.782332,0.780014,0.915568,0.952498,0.964953,0.919334,0.912527,0.907748
Ghana,wet,2,0.711658,0.713831,0.692397,0.688342,0.672846,0.631861,0.632585,0.660681,0.671253,0.70992,0.692397,0.7063,0.704272,0.7063,0.719623,0.743085,0.734975,0.67357,0.858943,0.896886,0.888342,0.868791,0.837075,0.766256
Ghana,wet,3,0.79218,0.756698,0.748733,0.74265,0.733816,0.704707,0.667632,0.68588,0.694859,0.723389,0.740043,0.734251,0.74685,0.76307,0.746416,0.756408,0.761912,0.802607,0.864446,0.88979,0.909776,0.886459,0.863577,0.812744
Ghana,wet,4,0.727734,0.712238,0.705141,0.703259,0.741781,0.742361,0.712527,0.698914,0.725416,0.747285,0.760608,0.743519,0.756408,0.765822,0.770746,0.761767,0.794786,0.803186,0.911803,0.916293,0.916727,0.90601,0.862853,0.815206
Guinea,dry,1,0.857432,0.836086,0.813961,0.818168,0.824556,0.744313,0.72172,0.752259,0.776098,0.787784,0.800717,0.811156,0.798068,0.80991,0.820037,0.805079,0.826893,0.762854,0.918355,0.937987,0.954347,0.940636,0.913836,0.872546
Guinea,dry,2,0.880181,0.818168,0.832191,0.798068,0.785136,0.80321,0.750701,0.704269,0.719383,0.781708,0.773917,0.780929,0.764724,0.808352,0.814117,0.838735,0.850732,0.827984,0.864911,0.931599,0.97507,1.0,0.988158,0.940168
Guinea,dry,3,0.843409,0.849642,0.825023,0.816454,0.814117,0.858523,0.781708,0.735432,0.752727,0.757557,0.769243,0.774385,0.763478,0.777189,0.789342,0.818479,0.798691,0.810221,0.911031,0.939233,0.961047,0.961359,0.908694,0.872079
Guinea,dry,4,0.833593,0.819103,0.800405,0.782798,0.825958,0.802275,0.736366,0.740885,0.763634,0.753662,0.773761,0.780461,0.773605,0.795575,0.768931,0.786226,0.790589,0.814896,0.88875,0.844032,0.866469,0.830633,0.736211,0.783733
Guinea,wet,1,0.864132,0.855562,0.853849,0.831256,0.838423,0.782331,0.743378,0.745871,0.783733,0.799938,0.799314,0.795887,0.807884,0.826426,0.859925,0.845435,0.851823,0.827361,0.952322,0.9732,0.987847,0.96728,0.939389,0.897164
Guinea,wet,2,0.759427,0.730446,0.730134,0.719539,0.698972,0.67373,0.662356,0.64771,0.65067,0.664537,0.644282,0.645061,0.658616,0.672328,0.697725,0.67856,0.691648,0.706139,0.838267,0.874416,0.880648,0.859769,0.811468,0.774073
Guinea,wet,3,0.85229,0.814117,0.805547,0.799003,0.789498,0.75818,0.718292,0.737925,0.747585,0.77828,0.796198,0.789966,0.803521,0.820972,0.803054,0.813805,0.819726,0.863509,0.930041,0.957308,0.97881,0.953724,0.929106,0.874416
Guinea,wet,4,0.746962,0.754908,0.729978,0.718136,0.720318,0.690246,0.610626,0.619352,0.605952,0.61608,0.634777,0.653007,0.665472,0.685572,0.708944,0.716267,0.772047,0.694765,0.85899,0.878934,0.902929,0.88205,0.805235,0.772203
GuineaBissau,dry,1,0.897959,0.857143,0.816327,0.795918,0.77551,0.755102,0.755102,0.489796,0.44898,0.734694,0.836735,0.877551,0.897959,0.897959,0.918367,0.918367,0.897959,0.836735,0.795918,0.857143,0.938776,0.959184,0.959184,0.918367
GuineaBissau,dry,2,0.938776,0.897959,0.857143,0.306122,0.346939,0.612245,0.653061,0.306122,0.44898,0.612245,0.653061,0.653061,0.653061,0.653061,0.673469,0.673469,0.653061,0.693878,0.77551,0.938776,1.0,1.0,1.0,0.959184
GuineaBissau,dry,3,0.653061,0.612245,0.591837,0.571429,0.55102,0.55102,0.591837,0.591837,0.591837,0.632653,0.653061,0.673469,0.714286,0.734694,0.734694,0.755102,0.734694,0.693878,0.673469,0.77551,0.857143,0.877551,0.836735,0.77551
GuineaBissau,dry,4,0.857143,0.816327,0.77551,0.755102,0.734694,0.714286,0.693878,0.632653,0.653061,0.693878,0.714286,0.734694,0.77551,0.795918,0.795918,0.816327,0.795918,0.77551,0.755102,0.897959,0.959184,0.979592,0.979592,0.938776
GuineaBissau,wet,1,0.918367,0.877551,0.857143,0.836735,0.836735,0.816327,0.795918,0.755102,0.795918,0.857143,0.897959,0.918367,0.938776,0.938776,0.959184,0.959184,0.918367,0.857143,0.816327,0.857143,0.938776,0.959184,0.959184,0.938776
GuineaBissau,wet,2,0.938776,0.897959,0.857143,0.816327,0.755102,0.755102,0.734694,0.693878,0.755102,0.795918,0.836735,0.877551,0.877551,0.877551,0.877551,0.877551,0.836735,0.795918,0.755102,0.77551,0.918367,0.979592,0.979592,0.938776
GuineaBissau,wet,3,0.755102,0.714286,0.673469,0.653061,0.632653,0.612245,0.612245,0.571429,0.571429,0.612245,0.632653,0.632653,0.673469,0.693878,0.693878,0.714286,0.714286,0.714286,0.714286,0.836735,0.897959,0.897959,0.897959,0.857143
GuineaBissau,wet,4,0.795918,0.755102,0.714286,0.693878,0.673469,0.673469,0.673469,0.632653,0.693878,0.755102,0.816327,0.816327,0.816327,0.836735,0.836735,0.836735,0.795918,0.755102,0.714286,0.795918,0.897959,0.918367,0.918367,0.857143
IvoryCoast,dry,1,0.951643,0.925728,0.910767,0.893668,0.876035,0.7681,0.673791,0.696233,0.72669,0.728827,0.751536,0.730964,0.751536,0.771039,0.798557,0.772375,0.743254,0.717339,0.877371,0.901416,0.933209,0.94443,0.964734,0.946834
IvoryCoast,dry,2,0.954315,0.93027,0.920919,0.90008,0.833823,0.757414,0.695966,0.701843,0.685012,0.707454,0.709591,0.729094,0.730163,0.723217,0.717339,0.705584,0.703446,0.724552,0.884317,0.915041,0.922255,0.946834,0.987443,0.980497
IvoryCoast,dry,3,0.944697,0.931873,0.896073,0.874432,0.863746,0.830884,0.704248,0.754208,0.761154,0.774512,0.773978,0.754475,0.791344,0.804435,0.827411,0.813786,0.787871,0.761688,0.872295,0.89821,0.928934,0.947636,0.957254,0.959124
IvoryCoast,dry,4,0.916912,0.898477,0.878974,0.850387,0.825274,0.770772,0.6428,0.643601,0.650548,0.669784,0.697034,0.671654,0.676463,0.684745,0.693294,0.698905,0.6786,0.674593,0.88218,0.894203,0.899546,0.907294,0.940689,0.928934
IvoryCoast,wet,1,0.974352,0.965269,0.938552,0.911034,0.89634,0.730163,0.679402,0.699439,0.745926,0.770505,0.783329,0.801763,0.779589,0.804969,0.841037,0.807107,0.776383,0.743521,0.88218,0.929736,0.95378,0.982634,1.0,0.994122
IvoryCoast,wet,2,0.868287,0.833556,0.819931,0.79455,0.78413,0.719476,0.631846,0.656158,0.697034,0.681272,0.701042,0.720812,0.700775,0.705049,0.667646,0.700508,0.674058,0.687417,0.813251,0.864547,0.860005,0.874165,0.884317,0.871761
IvoryCoast,wet,3,0.958322,0.964467,0.908897,0.909965,0.897408,0.850922,0.694096,0.681272,0.696233,0.725621,0.713332,0.729629,0.728827,0.748597,0.739781,0.726423,0.717072,0.728026,0.917713,0.922789,0.949506,0.969009,0.98584,0.990649
IvoryCoast,wet,4,0.847449,0.810045,0.812717,0.777184,0.765162,0.734705,0.619557,0.65696,0.666845,0.687684,0.686615,0.708523,0.681539,0.724285,0.701576,0.691958,0.666578,0.654021,0.77478,0.847716,0.820465,0.86241,0.865616,0.848517
Liberia,dry,1,0.877451,0.77451,0.779412,0.764706,0.764706,0.705882,0.715686,0.715686,0.75,0.745098,0.779412,0.789216,0.769608,0.79902,0.803922,0.794118,0.779412,0.75,0.901961,0.941176,0.926471,0.887255,0.867647,0.838235
Liberia,dry,2,0.808824,0.79902,0.77451,0.77451,0.789216,0.754902,0.730392,0.715686,0.745098,0.754902,0.779412,0.759804,0.740196,0.754902,0.77451,0.784314,0.779412,0.823529,0.843137,0.946078,0.955882,0.906863,0.872549,0.828431
Liberia,dry,3,0.897059,0.901961,0.877451,0.872549,0.852941,0.867647,0.79902,0.77451,0.789216,0.789216,0.803922,0.803922,0.803922,0.843137,0.852941,0.852941,0.828431,0.794118,0.911765,0.990196,1.0,0.97549,0.960784,0.921569
Liberia,dry,4,0.813725,0.79902,0.77451,0.764706,0.784314,0.784314,0.705882,0.72549,0.759804,0.759804,0.759804,0.77451,0.789216,0.803922,0.828431,0.843137,0.828431,0.906863,0.926471,0.97549,0.946078,0.892157,0.877451,0.872549
Liberia,wet,1,0.887255,0.862745,0.843137,0.838235,0.838235,0.77451,0.745098,0.769608,0.803922,0.79902,0.784314,0.764706,0.759804,0.764706,0.803922,0.79902,0.77451,0.77451,0.911765,0.941176,0.95098,0.911765,0.901961,0.897059
Liberia,wet,2,0.745098,0.745098,0.72549,0.720588,0.705882,0.661765,0.651961,0.681373,0.691176,0.730392,0.715686,0.72549,0.72549,0.72549,0.740196,0.764706,0.754902,0.696078,0.848039,0.887255,0.877451,0.857843,0.828431,0.754902
Liberia,wet,3,0.803922,0.79902,0.779412,0.75,0.754902,0.754902,0.691176,0.710784,0.754902,0.759804,0.77451,0.759804,0.735294,0.759804,0.803922,0.769608,0.779412,0.808824,0.916667,0.897059,0.901961,0.882353,0.843137,0.794118
Liberia,wet,4,0.720588,0.70098,0.696078,0.696078,0.730392,0.735294,0.705882,0.691176,0.715686,0.740196,0.75,0.735294,0.745098,0.754902,0.759804,0.754902,0.784314,0.794118,0.901961,0.906863,0.906863,0.897059,0.852941,0.803922
Mali,dry,1,1.0,0.947991,0.985816,0.92435,0.929078,0.914894,0.880615,0.87234,0.868794,0.835697,0.819149,0.841608,0.835697,0.812057,0.833333,0.846336,0.919622,0.893617,0.815603,0.891253,0.951537,0.840426,0.79078,0.804965
Mali,dry,2,0.86052,0.77305,0.744681,0.710402,0.677305,0.665485,0.667849,0.659574,0.64539,0.685579,0.698582,0.686761,0.687943,0.646572,0.684397,0.676123,0.6974,0.683215,0.737589,0.823877,0.845154,0.85461,0.878251,0.859338
Mali,dry,3,0.706856,0.679669,0.634752,0.624113,0.602837,0.594563,0.601655,0.589835,0.552009,0.612293,0.620567,0.630024,0.607565,0.628842,0.654846,0.641844,0.644208,0.638298,0.664303,0.783688,0.803783,0.810875,0.827423,0.783688
Mali,dry,4,0.910165,0.822695,0.823877,0.799054,0.781324,0.70331,0.730496,0.679669,0.691489,0.743499,0.767139,0.791962,0.789598,0.656028,0.8026,0.822695,0.769504,0.734043,0.706856,0.835697,0.869976,0.91253,0.939716,0.93617
Mali,wet,1,0.888889,0.903073,0.907801,0.905437,0.887707,0.869976,0.823877,0.809693,0.819149,0.825059,0.797872,0.794326,0.797872,0.800236,0.78487,0.827423,0.852246,0.843972,0.819149,0.816785,0.884161,0.958629,0.981087,0.970449
Mali,wet,2,0.787234,0.769504,0.781324,0.717494,0.724586,0.710402,0.677305,0.617021,0.664303,0.472813,0.631206,0.468085,0.604019,0.573286,0.609929,0.608747,0.601655,0.586288,0.56383,0.589835,0.754137,0.762411,0.767139,0.763593
Mali,wet,3,0.676123,0.585106,0.608747,0.570922,0.543735,0.55792,0.58156,0.570922,0.574468,0.653664,0.647754,0.6513,0.661939,0.576832,0.565012,0.634752,0.653664,0.658392,0.665485,0.794326,0.795508,0.795508,0.791962,0.711584
Mali,wet,4,0.731678,0.684397,0.65721,0.628842,0.630024,0.596927,0.605201,0.568558,0.605201,0.646572,0.684397,0.692671,0.764775,0.695035,0.702128,0.760047,0.71513,0.687943,0.663121,0.696217,0.856974,0.855792,0.871158,0.87234
Niger,dry,1,0.846154,0.815789,0.791498,0.791498,0.799595,0.771255,0.744939,0.720648,0.712551,0.724696,0.834008,0.834008,0.850202,0.904858,1.0,0.925101,0.874494,0.850202,0.815789,0.933198,0.8583,0.870445,0.95749,0.95749
Niger,dry,2,0.649798,0.621457,0.595142,0.566802,0.550607,0.52834,0.504049,0.504049,0.61336,0.649798,0.653846,0.692308,0.688259,0.704453,0.716599,0.716599,0.704453,0.645749,0.678138,0.712551,0.720648,0.740891,0.728745,0.674089
Niger,dry,3,0.38664,0.374494,0.362348,0.354251,0.350202,0.370445,0.396761,0.378543,0.404858,0.417004,0.42915,0.437247,0.433198,0.441296,0.453441,0.479757,0.483806,0.47166,0.487854,0.536437,0.532389,0.52834,0.508097,0.437247
Niger,dry,4,0.736842,0.696356,0.6417,0.607287,0.59919,0.582996,0.558704,0.536437,0.524291,0.59919,0.625506,0.653846,0.674089,0.688259,0.657895,0.724696,0.716599,0.688259,0.678138,0.708502,0.724696,0.755061,0.759109,0.763158
Niger,wet,1,0.908907,0.88664,0.850202,0.799595,0.783401,0.748988,0.696356,0.744939,0.850202,0.890688,0.862348,0.92915,0.925101,0.987854,1.0,0.991903,0.979757,0.870445,0.803644,0.894737,0.92915,0.921053,0.961538,0.979757
Niger,wet,2,0.678138,0.657895,0.700405,0.61336,0.591093,0.574899,0.562753,0.591093,0.645749,0.716599,0.748988,0.759109,0.767206,0.819838,0.807692,0.815789,0.799595,0.732794,0.674089,0.744939,0.771255,0.807692,0.825911,0.815789
Niger,wet,3,0.362348,0.350202,0.342105,0.315789,0.32996,0.3583,0.346154,0.38664,0.396761,0.42915,0.42915,0.425101,0.433198,0.425101,0.42915,0.47166,0.495951,0.483806,0.546559,0.550607,0.536437,0.5,0.461538,0.42915
Niger,wet,4,0.755061,0.724696,0.700405,0.67004,0.637652,0.6417,0.591093,0.61336,0.678138,0.744939,0.787449,0.815789,0.819838,0.874494,0.882591,0.878543,0.825911,0.748988,0.67004,0.783401,0.775304,0.811741,0.846154,0.825911
Nigeria,dry,1,0.828409,0.794942,0.74643,0.747411,0.60351,0.607435,0.609397,0.609397,0.648752,0.70544,0.732803,0.750681,0.766707,0.80846,0.80061,0.824921,0.806715,0.814455,0.857517,0.850431,0.874414,0.878448,0.871035,0.840401
Nigeria,dry,2,0.858934,0.83059,0.79952,0.798757,0.815655,0.845743,0.828191,0.788728,0.759185,0.780552,0.796359,0.794288,0.80726,0.829936,0.780552,0.781097,0.652022,0.687016,0.704023,0.803445,0.798539,0.773902,0.764635,0.723536
Nigeria,dry,3,0.890439,0.859261,0.837894,0.856208,0.836259,0.880083,0.875722,0.809768,0.816527,0.874741,0.872779,0.891857,0.927832,0.909408,0.882154,0.873542,0.82394,0.830154,0.879211,0.971438,0.984738,1.0,0.983539,0.958029
Nigeria,dry,4,0.84607,0.817726,0.791889,0.777499,0.806606,0.830045,0.808569,0.782405,0.780116,0.811839,0.839202,0.828846,0.842145,0.820996,0.83386,0.823395,0.815328,0.778698,0.846615,0.892947,0.921836,0.9214,0.915731,0.889022
Nigeria,wet,1,0.840292,0.838221,0.838875,0.82394,0.813583,0.841818,0.80181,0.79952,0.798103,0.836041,0.851303,0.819252,0.815873,0.816091,0.805952,0.830808,0.833642,0.778262,0.811948,0.882917,0.863403,0.850758,0.842363,0.845416
Nigeria,wet,2,0.71645,0.672626,0.669683,0.657364,0.677423,0.738254,0.738581,0.704677,0.689415,0.705985,0.75853,0.77848,0.818489,0.81947,0.793633,0.776627,0.764635,0.816527,0.812929,0.834732,0.889785,0.833533,0.81838,0.797558
Nigeria,wet,3,0.780552,0.74861,0.724627,0.71209,0.722882,0.741633,0.753952,0.759185,0.779352,0.813583,0.844544,0.86046,0.849122,0.853483,0.867328,0.836259,0.847051,0.851848,0.866238,0.879647,0.891202,0.867546,0.87932,0.827101
Nigeria,wet,4,0.769541,0.750354,0.741415,0.734874,0.74414,0.785566,0.795705,0.768996,0.762019,0.740434,0.739344,0.761256,0.770304,0.795814,0.785021,0.759294,0.738036,0.742723,0.799084,0.882481,0.869508,0.855227,0.847487,0.797013
Senegal,dry,1,0.595249,0.550594,0.546318,0.528741,0.52304,0.572922,0.532067,0.564371,0.630404,0.674584,0.674584,0.697862,0.723515,0.679335,0.677435,0.704988,0.687411,0.672684,0.654157,0.785273,0.807601,0.823278,0.789074,0.704038
Senegal,dry,2,0.87791,0.833254,0.792874,0.770546,0.741093,0.734442,0.702138,0.655107,0.666033,0.685511,0.727316,0.731116,0.75867,0.75962,0.747743,0.751069,0.746793,0.755819,0.855582,0.906413,0.939667,0.949169,0.980523,0.962945
Senegal,dry,3,0.490736,0.460333,0.428029,0.435154,0.434204,0.455582,0.509264,0.483135,0.541568,0.560095,0.592399,0.586698,0.587648,0.577672,0.587648,0.635629,0.617102,0.622803,0.63943,0.76247,0.779097,0.764371,0.667933,0.577672
Senegal,dry,4,0.946318,0.888836,0.872209,0.843705,0.819477,0.8038,0.783373,0.743943,0.738242,0.765321,0.791924,0.768646,0.811401,0.797625,0.781948,0.80285,0.776247,0.8019,0.850831,0.912114,0.954394,0.961995,0.993349,0.979572
Senegal,wet,1,0.708789,0.622803,0.597625,0.576722,0.63848,0.615202,0.589549,0.601425,0.648456,0.689311,0.686461,0.722565,0.739192,0.684561,0.75772,0.755819,0.725416,0.746793,0.734442,0.840855,0.865083,0.869359,0.863183,0.788124
Senegal,wet,2,0.840855,0.779097,0.743943,0.737292,0.724466,0.656057,0.63658,0.666033,0.769596,0.822328,0.825178,0.826128,0.816627,0.821378,0.856532,0.897387,0.893587,0.844656,0.80285,0.887886,0.945368,0.971971,0.988599,0.939667
Senegal,wet,3,0.623753,0.5962,0.556295,0.544418,0.538717,0.527791,0.539667,0.533017,0.583848,0.607126,0.64323,0.622803,0.646081,0.63658,0.620903,0.646081,0.644181,0.626603,0.730166,0.787173,0.808551,0.790024,0.784323,0.714489
Senegal,wet,4,0.886936,0.857482,0.790974,0.742993,0.747743,0.742993,0.697862,0.747743,0.830879,0.87981,0.898337,0.913064,0.926841,0.905463,0.931591,0.936817,0.926841,0.874109,0.831829,0.936817,0.971971,0.993349,1.0,0.959145
SierraLeone,dry,1,0.484749,0.459695,0.449891,0.458606,0.505447,0.541394,0.579521,0.615468,0.641612,0.657952,0.663399,0.660131,0.654684,0.650327,0.651416,0.656863,0.666667,0.706972,0.834423,0.947712,0.946623,0.818083,0.64488,0.542484
SierraLeone,dry,2,0.506536,0.481481,0.472767,0.481481,0.506536,0.542484,0.581699,0.617647,0.643791,0.659041,0.663399,0.659041,0.651416,0.645969,0.64488,0.651416,0.666667,0.763617,0.909586,1.0,0.96732,0.82244,0.651416,0.553377
SierraLeone,dry,3,0.496732,0.471678,0.461874,0.448802,0.474946,0.510893,0.54902,0.581699,0.604575,0.614379,0.6122,0.602397,0.589325,0.58061,0.579521,0.587146,0.602397,0.651416,0.787582,0.908497,0.912854,0.788671,0.617647,0.51634
SierraLeone,dry,4,0.506536,0.481481,0.472767,0.481481,0.506536,0.542484,0.581699,0.616558,0.643791,0.657952,0.66122,0.656863,0.649237,0.642702,0.641612,0.648148,0.659041,0.739651,0.883442,0.98366,0.961874,0.823529,0.652505,0.553377
SierraLeone,wet,1,0.484749,0.459695,0.449891,0.458606,0.505447,0.541394,0.579521,0.614379,0.641612,0.656863,0.66122,0.656863,0.650327,0.64488,0.64488,0.650327,0.660131,0.702614,0.832244,0.945534,0.945534,0.816993,0.64488,0.542484
SierraLeone,wet,2,0.510893,0.485839,0.474946,0.48366,0.507625,0.541394,0.579521,0.614379,0.638344,0.651416,0.651416,0.642702,0.631808,0.622004,0.618736,0.623094,0.632898,0.66122,0.781046,0.905229,0.922658,0.805011,0.635076,0.53159
SierraLeone,wet,3,0.506536,0.481481,0.472767,0.482571,0.507625,0.542484,0.582789,0.617647,0.64488,0.660131,0.664488,0.66122,0.654684,0.650327,0.650327,0.655773,0.666667,0.74183,0.882353,0.98366,0.964052,0.825708,0.653595,0.554466
SierraLeone,wet,4,0.510893,0.484749,0.474946,0.482571,0.506536,0.541394,0.579521,0.61329,0.638344,0.650327,0.650327,0.642702,0.630719,0.620915,0.617647,0.622004,0.631808,0.666667,0.79085,0.912854,0.924837,0.805011,0.633987,0.53159
Togo,dry,1,0.627451,0.618538,0.650624,0.616756,0.639929,0.641711,0.684492,0.695187,0.793226,0.787879,0.819964,0.789661,0.730838,0.803922,0.782531,0.791444,0.782531,0.770053,0.85205,0.839572,0.819964,0.777184,0.83779,0.773619
Togo,dry,2,0.83066,0.778966,0.802139,0.825312,0.766488,0.705882,0.791444,0.834225,0.907308,0.88057,0.875223,0.900178,0.875223,0.86631,0.86631,0.83066,0.912656,0.982175,0.912656,0.989305,0.976827,0.869875,0.868093,0.818182
