z,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
OCC,Energy,69737.703131705668,71481.145709998309,74381.882779457228,77288.217181271568,80200.15708137404,83117.710656306226,86040.886093233858,89939.388039959493,93845.422193316786,97758.999546745457,101680.13110797369,105608.82789903623,110437.76750183631,115276.0379108722,120123.6527451383,124980.62564133093,129846.9702538713,132615.19242415213,135387.16453273266,138162.89043080824,140942.3739731005,143725.61901785905,147743.94197801748,151767.72952333675,155796.98727337999,159831.72085286083,163871.93589164369,167454.82143890258,171044.79738221597,174635.76886289066,178227.69099153613,181820.52153758737,185048.81868503449,188277.56877950244,191506.75255558587,194736.35182516664,197966.34940316156
OCC,Peak,10435.82113079999,11100.448600578871,11573.470172256215,12049.169759126966,12527.55899763757,13008.649569445291,13492.453201583668,14131.341067391428,14773.858896457979,15420.022481185479,16069.847675373156,16723.350394441692,17522.178074953383,18325.545709064838,19133.47305006161,19945.979928029155,20763.086250133605,21234.934335659127,21708.643688386597,22184.219985500971,22661.668919701806,23140.996199243014,23820.731871463118,24503.177754436907,25188.34214605614,25876.233366933106,26566.859760458534,27179.426315942015,27795.518354675827,28412.133732135266,29029.249390922385,29646.84360781623,30205.251848911041,30763.914226699319,31322.820150586271,31881.959610126312,32441.323135853287
ORI,Energy,51910.066981978118,53000.178388599641,54935.72626762437,56859.478141614956,58771.486514848708,60671.803685204999,62560.48174492579,65139.889114812235,67703.645808718924,70251.821390594283,72784.485151116372,75301.706108697588,78437.562457650376,81554.398328581257,84652.298254332098,87731.346435689789,90791.626742607419,92472.052911447201,94145.150632655495,95810.94300934246,97469.453080448395,99120.703820909432,101611.55887252888,104091.70238677513,106561.16798410316,109019.98919178688,111468.19944415784,113635.78568189537,115789.81885302953,117941.80371482702,120091.8326268138,122239.99247800703,124141.23268653368,126041.54096056294,127940.95693850015,129839.5180422275,131737.25962990813
ORI,Peak,7933.4915425300487,8230.5026056943898,8547.7399279435449,8864.3460740831142,9180.3219780054551,9495.6685723769933,9810.3867886399985,10234.826033778343,10658.421972819624,11081.175852962735,11503.088919770062,11924.1624171696,12444.990226059897,12964.783327314039,13483.543251148709,14001.271525772832,14517.969677390229,14807.036324901163,15095.696383977967,15383.950278616903,15671.79843242242,15959.24126860738,16382.815204051039,16805.795898481192,17228.183969675312,17649.980034840552,18071.184710613841,18444.111893918453,18816.345685288888,19188.38461086297,19560.236345665515,19931.90817499068,20263.39441006261,20594.759005268763,20926.006684361444,21257.141931759208,21588.16900736059
PEN,Energy,15102.157428810746,15676.039411105556,16519.066334053958,17382.214606537407,18265.876842975169,19170.452632250555,20096.348655031899,21273.340860732453,22478.760034230771,23713.163471849042,24977.118394907258,26271.20211694016,27820.877883577345,29408.01697949761,31033.354126959242,32697.637135630775,34401.627123115853,35449.269118260512,36513.909972378009,37595.780040022793,38695.112537032801,39812.143574285568,41291.237427817388,42795.144278702166,44324.205029398749,45878.764848713719,47459.173222371734,48849.080383269204,50273.426485026066,51701.703569841819,53133.734387279197,54569.352185545671,55898.022305177517,57228.480933341969,58560.65199857136,59894.463683198628,61229.84813012572
PEN,Peak,2550.0187174243119,2434.363187876078,2570.2888169361604,2709.8730210391918,2853.1970275541621,3000.3437102809175,3151.3976210903943,3342.4825529424406,3538.7770777881883,3740.397462446329,3947.462337058736,4160.0927405880057,4414.0911891348114,4675.0215321193873,4943.0385379720683,5218.3001217557912,5500.9674057519578,5676.2946100908148,5854.8198715583303,6036.5924043262148,6221.6621191026588,6410.0796325099263,6657.3795327276866,6909.3543837102143,7166.0772212069533,7427.6221233009046,7694.0642245158997,7928.6458847230833,8169.648945792941,8411.5397754446385,8654.2804769467893,8897.835273727731,9124.1535805625845,9350.9390957745436,9578.1728110078529,9805.8367332068719,10033.913817864783
SIBC,Energy,12349.731288756428,12757.272421285386,13378.577787220804,14009.819067614189,14651.122922851555,15302.617472244858,15964.432309893429,16818.02484889028,17685.388729842052,18566.700089127247,19462.137095468282,20371.879972050323,21469.649823353142,22585.142731088366,23718.585433249245,24870.207284394088,26040.240284125866,26741.767787463206,27450.988825363274,28167.97180356261,28892.785680120014,29625.499969634606,30621.38639500134,31628.47636140609,32646.870469716221,33676.670137331406,34717.977604439031,35638.313342303089,36573.834180764992,37511.222492337278,38450.394071512113,39391.269700321966,40254.287655890541,41118.155269558272,41982.836402420719,42848.296936405772,43714.504634970413
SIBC,Peak,2572.260250925347,1981.1020848852054,2081.6436097308933,2184.1193185297379,2288.5591933620994,2394.9936375756124,2503.4534813795467,2642.4601100681425,2784.1681726943298,2928.6197087038609,3075.8573494490574,3225.924326059258,3406.3983356547847,3590.3824677277357,3777.9313632387475,3969.1004326065909,4163.9458659405191,4282.0107757337619,4401.6265305535417,4522.8098593418081,4645.577655558327,4769.9469787136677,4937.0811762713429,5106.475406989407,5278.1543326396095,5452.1428590325841,5628.4661383005305,5784.4193627174418,5943.4060248009691,6102.8383638000487,6262.6972973250004,6422.9648141083626,6570.6493307272212,6718.5666889199265,6866.7073954106054,7015.0624651511134,7163.6233878250387
SIBCS,Energy,2520.3827332596256,71481.145709998309,74381.882779457228,77288.217181271568,80200.15708137404,83117.710656306226,86040.886093233858,89939.388039959493,93845.422193316786,97758.999546745457,101680.13110797369,105608.82789903623,110437.76750183631,115276.0379108722,120123.6527451383,124980.62564133093,129846.9702538713,132615.19242415213,135387.16453273266,138162.89043080824,140942.3739731005,143725.61901785905,147743.94197801748,151767.72952333675,155796.98727337999,159831.72085286083,163871.93589164369,167454.82143890258,171044.79738221597,174635.76886289066,178227.69099153613,181820.52153758737,185048.81868503449,188277.56877950244,191506.75255558587,194736.35182516664,197966.34940316156
SIBCS,Peak,498.60058645387676,11100.448600578871,11573.470172256215,12049.169759126966,12527.55899763757,13008.649569445291,13492.453201583668,14131.341067391428,14773.858896457979,15420.022481185479,16069.847675373156,16723.350394441692,17522.178074953383,18325.545709064838,19133.47305006161,19945.979928029155,20763.086250133605,21234.934335659127,21708.643688386597,22184.219985500971,22661.668919701806,23140.996199243014,23820.731871463118,24503.177754436907,25188.34214605614,25876.233366933106,26566.859760458534,27179.426315942015,27795.518354675827,28412.133732135266,29029.249390922385,29646.84360781623,30205.251848911041,30763.914226699319,31322.820150586271,31881.959610126312,32441.323135853287
SIMUL,Energy,118.8859779839446,121.50146949959138,126.06200878901332,130.6042699805115,135.12830707583154,139.63417393549636,144.12192427915616,150.21113801873889,156.27601598564127,162.31663001296798,168.33305174605957,174.32535264295296,181.76278942666758,189.17050872450122,196.54859824881183,203.89714548269572,211.21623768055065,215.27396147213045,219.32011094189173,223.35471026997448,227.37778359187638,231.38935499852843,237.36769425843377,243.32913208269531,249.27370367988391,255.20144419366102,261.11238870288446,266.3493681022814,271.564822242552,276.77708420718818,281.98629793335044,287.19259883271394,291.81987954174923,296.44570788294919,301.07014563055515,305.69325110447824,310.31507940843937
SIMUL,Peak,23.056674518098347,18.868203687540582,19.614654053598194,20.361098724416745,21.107537700029194,21.853970980467903,22.600398565765314,23.601281593340524,24.602156984455412,25.603024739153625,26.603884857478839,27.604737339475001,28.838684770419388,30.07262278669052,31.306551388342044,32.540470575427825,33.774380348002317,34.47062400978249,35.166865031609717,35.863103413491316,36.559339155434806,37.255572257447646,38.270754957376688,39.285933808071718,40.301108809543365,41.316279961802891,42.331447264861431,43.230902296085695,44.13045656255634,45.029878939973131,45.929173642938061,46.82834473750875,47.633338157539271,48.438220173029322,49.242994821080693,50.047665951712901,50.852237238135288
SIN,Energy,304011,311003.25300000003,322992.44372379745,334957.92146364518,346899.7211001878,358817.87746854854,370712.42535839544,386753.24384758505,402762.37907424505,418739.87762203004,434685.78601382731,450600.15071183414,470284.31804526871,489929.61001359316,509536.08377296646,529103.79640499246,548632.80491681758,559558.20053971093,570468.29330833699,581363.09911471047,592242.6338362213,603106.91333564208,619115.72483586101,635102.20846851228,651066.38738888549,667008.28473098215,682927.9236075182,697039.2466369695,711121.95179449336,725200.49103013112,739275.05218785501,753345.81198553648,765900.5703025735,778453.43321921688,791004.48135342239,803553.79081508599,816101.43351686897
SIN,Peak,47262.626376651169,48296.310729899866,50256.100996866859,52219.66562398299,54187.010106940375,56158.139948556935,58133.060658786788,60766.946683048511,63405.911744817866,66049.963242647776,68699.108584688584,71353.355188700138,74615.828923834357,77884.59445032361,81159.660933625433,84441.037551087269,87728.733491962106,89598.947362205377,91471.691261830027,93346.9677856239,95224.779530747313,97105.129096734483,99819.928189785787,102538.41416232355,105260.59080059,107986.46189429254,110716.03123660451,113135.75017128751,115560.38865857881,117985.52763801307,120411.14228129425,122837.20936264833,125016.84572539653,127196.64272424371,129376.5926115295,131556.68812328865,133736.92244249172
SEN,Energy,318999.99999999994,326656,341607.70542017964,356559.41084035567,371511.11626053625,386462.82168071682,401414.52710089408,422982.72268879553,444550.91827669821,466119.11386460089,487687.30945250357,509255.50504041085,539199.70441925037,569143.90379808901,599088.10317693138,629032.30255577003,658976.50193462044,677746.38225337362,696516.26257212961,715286.14289088547,734056.02320964134,752825.90352839744,777798.93328934663,802771.96305029606,827744.99281123828,852718.02257218037,877691.05233312433,900293.37252811459,922895.69272310834,945498.0129180986,968100.33311308874,990702.65330808389,1011230.707779514,1031758.7622509436,1052286.8167223786,1072814.8711938101,1093342.9256652454
SEN,Peak,49441.575821786035,50727.056793152478,53152.547926431849,55587.320126085207,58031.400393764925,60484.81580119217,62947.593490329753,66459.348347728752,69984.580871526865,73523.330312576669,77075.636023641258,80641.537459643354,85550.02018344168,90477.369044827268,95423.63901527517,100388.88520902224,105373.16288342066,108523.7645876223,111682.84245800429,114850.41386289311,118026.49620237481,121211.10690834888,125404.39622595326,129609.00297236777,133824.95036331599,138052.26165699839,142290.96015416275,146125.72615764741,149974.53625680151,153826.53943928421,157681.59172700884,161539.55766979523,165061.7303200489,168585.8717546234,172111.89823429863,175639.73070241965,179169.29446211725
SEN,LF,0.73653649805613675,0.73510075439520861,0.73366780945486709,0.73223765777951644,0.73081029392419572,0.72938571245455797,0.72796390794684929,0.72654487498788856,0.72512860817504665,0.72371510211622581,0.72230435142983962,0.72089635074479108,0.71949109470045425,0.71808857794665215,0.71668879514363715,0.7152917409620706,0.71389741008300234,0.71291581867255616,0.71193557692619824,0.71095668298817372,0.70997913500527887,0.70900293112685875,0.70802806950480246,0.70705454829354064,0.70608236565004123,0.70511151973380681,0.70414200870686972,0.70332048123508084,0.70247518151926014,0.70165761715718822,0.7008664451337836,0.70010040776614746,0.69935832603227566,0.69863909351599474,0.69794167090273562,0.69726508096857709,0.69660840401168911
CEN,Energy,55143.030020688617,56245.890621102386,58590.611625471007,60916.156252811757,63222.63854096835,65510.171929469943,67778.869262467852,71141.673548806764,74477.171703189873,77785.525742451631,81066.896834328669,84321.445301621774,88930.794046962154,93502.84561208215,98037.8210481227,102535.94024837065,106997.42195393707,109742.03533413245,112470.72145752193,115183.54723047293,117880.57931164578,120561.88411285002,124218.20035972452,127853.46530931932,131467.76717501768,135061.19384400552,138633.83287839612,141864.95714536525,145070.95626375536,148270.6561492763,151464.34083820373,154652.27754318039,157511.62547129308,160367.08943220883,163218.83462451768,166067.01700915178,168911.78394618371
CEN,Peak,8108.9515460225475,8734.5356825470935,9116.4228530245455,9496.7788691791993,9875.6082672590983,10252.915571609636,10628.705294703148,11177.830702790052,11724.761848091073,12269.505224282622,12812.067308012081,13352.454558939753,14109.85793072977,14864.239804257164,15615.609116472999,16363.974780898036,17109.34568768114,17572.38270807256,18034.108520729209,18494.525863663956,18953.6374698287,19411.446067123004,20027.680355008666,20642.176020122002,21254.93668867755,21865.965980191224,22475.267507491531,23025.960772073395,23574.656986198625,24122.696847815459,24670.106533741106,25216.910869807514,25710.395506980494,26203.436851554445,26696.051882808297,27188.25673397307,27680.0667435254
NES,Energy,57369.122577819086,58918.088887420192,61795.401282275459,64689.067231430396,67599.157860323307,70525.744570777169,73468.899042010991,77643.22423297257,81841.377771981497,86063.463449743926,90309.585460594477,94579.848403971147,100434.5212169154,106322.68696802236,112244.49165391763,118200.08183920129,124189.60465852942,127990.73960612601,131807.04581607625,135638.56974123383,139485.35796161889,143347.45718474439,148408.51084380024,153489.85827541194,158591.56171734963,163713.68357790328,168856.28643631801,173507.13252180716,178183.31351277124,182865.16671178417,187552.43635550924,192244.88182961295,196539.1298066559,200836.87514130669,205137.96907882739,209442.27118260835,213749.64876078579
NES,Peak,9943.6333261312884,9149.5066404295958,9615.0730096944881,10084.972600713038,10559.236653695927,11037.896610736854,11520.984117040154,12199.359002983281,12884.091081227763,13575.22629483494,14272.810884131919,14976.891388520189,15935.051979443662,16902.222658359791,17878.468619620111,18863.855479664453,19858.449279590815,20494.44638602015,21134.589849160009,21778.900689437782,22427.400022902872,23080.109061635922,23927.880202216933,24781.218593953032,25640.152533915669,26504.710448071506,27374.92089183423,28161.770937049161,28955.55805871086,29751.004650390736,30548.038963809115,31346.593320751257,32080.798765217765,32816.062160019399,33552.340195668046,34289.591891358861,35027.778440779039
NOR,Energy,25289.635170052123,25846.007143793271,26976.24005926789,28101.959407723367,29223.178508785106,30339.910647265613,31452.169073250763,33077.378561299804,34696.119594282871,36308.4112399203,37914.272516124409,39513.722391121628,41755.414241478029,43988.19875015517,46212.102160081027,48427.150645650087,50633.370312893552,52003.878778146041,53370.517234154067,54733.293739740911,56092.216338874889,57447.293060694683,59271.235488053506,61090.046350580757,62903.736321486766,64712.316054319963,66515.796182999416,68147.937914281516,69773.871328155947,71398.299784357339,73021.291142350557,74642.909242245383,76107.101107395356,77570.36504904156,79032.740534988203,80494.264826057261,81954.973128229904
NOR,Peak,5266.4994894440715,4013.6776065935601,4197.3757320886989,4381.0724560199142,4564.7677783953231,4748.4616992228903,4932.1542185105955,5197.1414110275427,5462.1265817808899,5727.1097307821992,5992.0908580430323,6257.0699635750225,6624.9601063373293,6992.847442229534,7360.7319712677481,7728.6136934679416,8096.4926088463671,8327.0923253012697,8557.6911674003713,8788.2891351461149,9018.8862285409941,9249.4824475874993,9556.2917121931332,9863.09981348767,10169.906751474331,10476.712526156494,10783.517137537512,11061.024347993502,11338.555459507901,11616.051253010568,11893.512504289309,12170.939990840339,12422.85237363327,12674.73375809955,12926.585014629443,13178.406989647181,13430.200505584604
NTE,Energy,29459.284688945652,30077.929667413504,31362.504991279173,32639.295345665108,33908.335320029153,35169.659367974309,36423.30180774918,38267.900918336491,40101.379207303245,41923.786003392343,43735.170441761977,45535.581464696843,48071.822247591706,50592.81140961848,53098.616547014361,55589.304990849458,58064.943808003452,59595.492388127539,61119.471200744774,62636.900854456377,64147.801900761064,65652.194834202659,67689.945066598928,69718.998118152158,71739.381221512594,73751.121533942045,75754.246137507318,77566.616187090403,79368.534470835992,81167.876482481108,82964.758387715294,84759.289471668162,86374.398971427596,87987.919998981408,89599.920117560076,91210.463112357756,92819.609250974565
NTE,Peak,4941.6735342605225,4670.8612315687778,4879.8578696915147,5088.4394126443904,5296.6064742533699,5504.3596675388562,5711.699604716875,6012.680001445985,6313.0635902690146,6612.8512532454697,6912.0438712778468,7210.6423241131261,7627.1283716035105,8042.7892460521307,8457.6261667082308,8871.6403512217748,9284.8330156459124,9542.695255575296,9800.1965496425491,10057.337273652063,10314.117803061201,10570.538512980529,10913.638896039674,11256.259872344272,11598.401940745127,11940.065599632635,12281.251346936948,12589.760695562776,12897.729661651878,13205.499517022126,13513.077841585124,13820.471847874967,14098.768599387384,14376.926796863534,14654.951566444754,14932.847789917858,15210.620118685752
OCC,Energy,69737.703131705668,71481.145709998309,74825.983199857961,78177.285405706425,81535.061764058308,84899.321723690897,88270.074745662103,93103.701191471351,97946.684133029616,102799.03723503705,107660.7741799598,112531.90866805255,119265.13575420994,126011.40635572873,132770.73952692011,139543.15434686883,146328.66991947111,150600.21254471471,154877.56717163298,159160.73977812531,163449.7363475681,167744.56286881864,173428.36177361093,179119.90702152759,184819.20658447375,190526.26844166275,196241.10057961816,201412.66471476847,206593.7826600461,211777.10699969565,216962.53824604099,222149.98280411953,226873.98205713058,231599.34172394767,236326.0039414583,241053.91408216054,245783.02053113084
OCC,Peak,10435.82113079999,11100.448600578871,11642.570103273472,12187.774767165074,12736.076010286086,13287.487302843501,13842.022167409956,14628.520216177491,15419.510690425248,16215.013170736429,17015.047313889907,17819.632853138854,18922.738064077661,20032.157843773854,21147.919735381925,22270.051389277716,23398.580563451589,24114.775734706102,24833.830685923447,25555.754177430543,26280.554993547026,27008.241942646786,27961.82672133495,28919.23688185518,29880.484161376178,30845.580329238899,31814.537187038903,32691.090245555726,33572.382006202264,34454.794253542328,35338.277661527682,36222.785755849218,37032.312957722017,37842.544547086967,38653.451220820294,39465.005278162447,40277.180512725761
ORI,Energy,51910.066981978118,53000.178388599641,55263.722524492579,57513.548802283636,59749.718171893765,61972.291343854806,64181.328790191154,67431.688206467661,70662.45167527585,73873.706118561633,77065.538117156102,80238.033912028885,84707.13186578537,89149.355010149666,93564.822456133348,97953.65284749835,102315.96436247791,105012.93681623289,107698.33271356647,110372.18836879787,113034.53999562631,115685.42370739112,119276.13380687713,122851.51864490881,126411.62620801108,129956.50434986713,133486.20079165956,136679.76953113684,139854.92126319464,143025.53335830168,146191.81051147429,149353.94529352474,152199.92214601728,155043.09995910872,157883.59778564901,160721.52802122803,163556.99686310187
ORI,Peak,7933.4915425300487,8230.5026056943898,8598.7745986674781,8966.3151543942458,9333.1253544945394,9699.2062791687295,10064.559007199796,10594.915148546746,11124.219657489606,11652.474088301296,12179.679993215954,12705.838922431592,13439.727027678011,14172.16109938893,14903.143285997696,15632.675733119589,16360.760583556148,16815.138423622302,17268.880242682601,17721.986702940168,18174.45846598667,18626.296192802674,19230.87176394089,19834.602574691911,20437.489504078403,21039.533430311738,21640.735230792288,22184.358102862254,22727.028769406152,23269.348583888819,23811.330902837046,24352.988435423136,24843.373832231326,25333.51508362405,25823.421222350724,26313.100850584815,26802.562164541749
PEN,Energy,15102.157428810746,15676.039411105556,16617.694172305008,17582.167137991641,18569.906229180506,19581.367349543722,20617.014519961449,22021.795055598694,23461.13382323051,24935.713192702005,26446.22773277833,27993.384417160432,30044.620175167685,32146.71188287031,34300.666715314612,36507.509881486352,38768.284929166919,40256.831560367558,41770.470368915041,43309.546760693811,44874.410468810376,46465.415604919755,48469.477440753952,50507.853601350085,52581.019372643059,54689.456014710071,56833.650832777472,58755.092055978559,60721.971692681029,62697.56350758452,64681.474663230088,66673.3355901459,68532.223008022644,70396.482161641601,72265.884572460593,74140.214538110638,76019.268251679809
PEN,Peak,2550.0187174243119,2434.363187876078,2585.6348434348051,2741.0454569307922,2900.6875339485377,3064.6554618677487,3233.0455461084102,3460.0802121157003,3693.4298184659792,3933.2364262995275,4179.6449967465642,4432.8034469053136,4766.9125953209068,5110.3945683937891,5463.4609188004333,5826.3275254212303,6199.2146769404389,6446.1028870053342,6697.6826131538801,6954.0273065779102,7215.2114679511997,7481.3106616440191,7814.7260091240651,8154.5854225792837,8500.9904846397239,8854.044234748857,9213.8511889408892,9536.4808340529835,9867.5826715996154,10200.496557238044,10535.14551260557,10871.456842916787,11186.41594381856,11502.545699527245,11819.798911942788,12138.130879191436,12457.499233273593
SIBC,Energy,12349.731288756428,12757.272421285386,13458.455195504283,14170.977979248597,14894.985943923362,15630.625936785465,16378.046499188391,17409.728866135232,18458.281109582371,19523.920075320562,20606.865117725214,21707.338127101935,23185.73399933122,24688.440458803201,26215.770637497451,27768.041293731105,29345.572851715908,30368.435463506532,31402.846646515365,32448.910241564445,33506.730932911079,34576.41425471304,35944.735240054557,37328.684845459931,38728.404209071559,40144.035618019094,41575.722517238355,42865.338809203015,44175.133447064669,45489.066937289797,46806.952656486821,48128.615035074195,49352.655154797118,50579.247199040306,51808.282625607513,53039.658961817062,54273.279386105409
SIBC,Peak,2572.260250925347,1981.1020848852054,2094.0721577544355,2209.2438608635939,2326.6514926168188,2446.3298346066458,2568.3141580411748,2735.4290690621606,2905.8427594089517,3079.6068687093498,3256.7737659303252,3437.3965590944904,3678.6741449479919,3924.7457868314991,4175.6867154495922,4431.5732253966598,4692.4826893416912,4862.7289314012096,5035.2868457144614,5210.1816981683842,5387.4390048806863,5567.0845345417756,5795.3638496491967,6026.7845014246868,6261.3810001159964,6499.1881986844264,6740.2412960176234,6957.4307127233351,7178.6499872565273,7400.7831361686667,7623.7911984102393,7847.6373895488205,8055.7627384824982,8264.4769239855377,8473.7561330722601,8683.5778163991945,8893.9206057763058
SIBCS,Energy,2520.3827332596256,71481.145709998309,74825.983199857961,78177.285405706425,81535.061764058308,84899.321723690897,88270.074745662103,93103.701191471351,97946.684133029616,102799.03723503705,107660.7741799598,112531.90866805255,119265.13575420994,126011.40635572873,132770.73952692011,139543.15434686883,146328.66991947111,150600.21254471471,154877.56717163298,159160.73977812531,163449.7363475681,167744.56286881864,173428.36177361093,179119.90702152759,184819.20658447375,190526.26844166275,196241.10057961816,201412.66471476847,206593.7826600461,211777.10699969565,216962.53824604099,222149.98280411953,226873.98205713058,231599.34172394767,236326.0039414583,241053.91408216054,245783.02053113084
SIBCS,Peak,498.60058645387676,11100.448600578871,11642.570103273472,12187.774767165074,12736.076010286086,13287.487302843501,13842.022167409956,14628.520216177491,15419.510690425248,16215.013170736429,17015.047313889907,17819.632853138854,18922.738064077661,20032.157843773854,21147.919735381925,22270.051389277716,23398.580563451589,24114.775734706102,24833.830685923447,25555.754177430543,26280.554993547026,27008.241942646786,27961.82672133495,28919.23688185518,29880.484161376178,30845.580329238899,31814.537187038903,32691.090245555726,33572.382006202264,34454.794253542328,35338.277661527682,36222.785755849218,37032.312957722017,37842.544547086967,38653.451220820294,39465.005278162447,40277.180512725761
SIMUL,Energy,118.8859779839446,121.50146949959138,126.81466775659761,132.1066478415876,137.37747236980599,142.62720379284269,147.85590439903874,155.49597584001779,163.10563922641677,170.68498419513878,178.23410014894071,185.75307625700728,196.29121673140429,206.7874840028208,217.24200143864192,227.65489208407826,238.02627866296621,244.46900660788188,250.89354173068915,257.29992191572609,263.68818497749777,270.05836866079568,278.63267895846838,287.18286589099608,295.70897963288877,304.21107026622605,312.68918778081041,320.36184753359601,328.00532213279178,335.64172196149053,343.27136602543681,350.89455443547712,357.77768583195581,364.65645508194649,371.53104772266516,378.40163891635632,385.26839416550814
SIMUL,Peak,23.056674518098347,18.868203687540582,19.731764239381548,20.595318202503591,21.458865576944881,22.322406362742846,23.185940559935002,24.431639097053598,25.677328129909242,26.92300765855628,28.168677683049061,29.414338203442263,31.143781080686423,32.873210762900477,34.602627250160175,36.3320305425406,38.061420640118143,39.145464463969979,40.229504177495848,41.313539780707217,42.397571273615803,43.481598656233324,44.923901767049635,46.366199409167919,47.808491582603359,49.250778287371801,50.69305952348904,51.997614369409739,53.302281573641707,54.606782748734197,55.911121541647709,57.215301607373156,58.399535772604082,59.583624215433112,60.767571027544356,61.951380187958129,63.135055562907382
SIN,Energy,304011,311003.25300000003,324920.88482644211,338811.03718240489,352673.75046584912,366509.06502202741,380317.02114356216,400360.27856915834,420364.02630902117,440328.32241576462,460253.22486629913,480138.79156192747,507874.47359267203,535555.52647341578,563182.03045091382,590754.06566727662,618271.71216013073,635444.41924039484,652593.1887345768,669718.04546272056,686819.01422204496,703896.11978695926,726745.37086969533,749562.82793012587,772348.52391522063,795102.49174166657,817824.76429587812,838390.50359711633,858917.52454491414,879435.31262314715,899944.28414756514,920444.8307753054,939011.19433855079,957571.86511931196,976127.08525137347,994677.08332872984,1013222.0753390251
SIN,Peak,47262.626376651169,48296.310729899866,50556.157337825382,52820.363208816751,55088.934693684285,57361.878151475008,59639.19994948477,62904.893724459995,66176.896695539632,69455.218059050021,72739.867023250627,76030.852808349315,80579.924488839752,85137.791495913567,89704.466652989388,94279.962800125708,98864.292794046458,101750.18615795749,104640.00081988431,107533.74080752298,110431.41015225483,113333.01288914894,117173.03861358858,121018.29070366442,124868.77453054581,128724.49547031894,132585.45890398903,136078.33277477397,139577.80759207788,143078.55643610129,146580.51684962594,150083.63036719759,153273.44327562838,156463.98514382204,159655.22221766145,162847.12278206751,166039.65701015372
SEN,Energy,318999.99999999994,326656,334860.28050579625,343064.56101158622,351268.84151737974,359473.12202317338,367677.40252896497,380696.68854514381,393715.97456132073,406735.26057749765,419754.54659367457,432773.83260985219,449444.92017688754,466116.00774392718,482787.09531096683,499458.18287800648,516129.27044504019,528172.96449021529,540216.65853539156,552260.35258056433,564304.0466257371,576347.74067091127,589513.56932313135,602679.39797535294,615845.22662757081,629011.05527978868,642176.88393200585,654551.39981639513,666925.91570078372,679300.43158517219,691674.94746956066,704049.46335395286,715779.06163239095,727508.65991082904,739238.2581892634,750967.85646770149,762697.45474613842
SEN,Peak,49441.575821786035,50727.056793152478,52102.680430906163,53483.484090128994,54869.482757693659,56260.691459252994,57657.125259336637,59815.336375957151,61981.758060273591,64156.414151894285,66339.328552229854,68530.52522464424,71309.427058924281,74098.922555287965,76899.042494557929,79709.817737383375,82531.279224433034,84573.403799378822,86620.995388675074,88674.065175649157,90732.624364061645,92796.684178139432,95047.177443829612,97303.692055670777,99566.240328455882,101834.83459947581,104109.48722855617,106239.5898095856,108378.34190095933,110517.87862341163,112658.16459744485,114799.16653911139,116835.58413622066,118872.44007749428,120909.71571863547,122947.39345790814,124985.45666426866
SEN,LF,0.73653649805613675,0.73510075439520861,0.73366780945486709,0.73223765777951644,0.73081029392419572,0.72938571245455797,0.72796390794684929,0.72654487498788856,0.72512860817504665,0.72371510211622581,0.72230435142983962,0.72089635074479108,0.71949109470045425,0.71808857794665215,0.71668879514363715,0.7152917409620706,0.71389741008300234,0.71291581867255616,0.71193557692619824,0.71095668298817372,0.70997913500527887,0.70900293112685875,0.70802806950480246,0.70705454829354064,0.70608236565004123,0.70511151973380681,0.70414200870686972,0.70332048123508084,0.70247518151926014,0.70165761715718822,0.7008664451337836,0.70010040776614746,0.69935832603227566,0.69863909351599474,0.69794167090273562,0.69726508096857709,0.69660840401168911
CEN,Energy,55143.030020688617,56245.890621102386,57433.331662642304,58610.637576863497,59777.869425537443,60935.087948038024,62082.353562931079,64029.564530267286,65960.61561038332,67875.60334031703,69774.623749490594,71657.772362203759,74127.439804058522,76576.719558191369,79005.733219277317,81414.601743125197,83803.445449811654,85522.811555118664,87232.072808286001,88931.271823456482,90620.451056703707,92299.65280657784,94148.129464862141,95985.725770614066,97812.487629970754,99628.460778750319,101433.69078303974,103141.83033874542,104834.79456092908,106526.21088305206,108216.14910087854,109904.67487612841,111491.39618554489,113077.25274084011,114662.28132300415,116246.5166562911,117829.99154999618
CEN,Peak,8108.9515460225475,8734.5356825470935,8936.3555485915531,9137.3503958300953,9337.5226836733418,9536.8748650587877,9735.4093864671358,10060.371039791245,10384.020924791632,10706.362936245505,11027.400958699776,11347.138866496303,11761.141409033864,12173.476812231096,12584.150022132759,12993.165971797176,13400.529581327897,13694.292896438525,13987.219492558615,14279.311120158944,14570.569526471876,14860.996455496666,15179.48768766411,15497.071135167376,15813.748697575418,16129.522270942511,16444.393747814058,16740.848389403622,17036.106920665359,17331.139945123039,17625.956790989498,17920.566282980777,18198.579838021167,18476.438414094966,18754.148185421924,19031.715003992304,19309.144420214488
