z,tech,f,y,value
South_Africa,EnergyBalance,Water,2027,2285.971361850005
South_Africa,EnergyBalance,Water,2028,2420.4427133492445
South_Africa,EnergyBalance,Water,2029,2463.0299315210427
South_Africa,EnergyBalance,Water,2030,2304.359917500001
South_Africa,EnergyBalance,Water,2031,2223.891840914911
South_Africa,EnergyBalance,Water,2032,2163.6882571495
South_Africa,EnergyBalance,Water,2033,2312.13540493728
South_Africa,EnergyBalance,Water,2034,2382.23601566592
South_Africa,EnergyBalance,Water,2035,2398.53980857662
South_Africa,EnergyBalance,Coal,2025,210531.60194594876
South_Africa,EnergyBalance,Coal,2026,202549.08701279535
South_Africa,EnergyBalance,Coal,2027,189751.4718286924
South_Africa,EnergyBalance,Coal,2028,174226.73694147295
South_Africa,EnergyBalance,Coal,2029,164477.74791981268
South_Africa,EnergyBalance,Coal,2030,163269.9568656024
South_Africa,EnergyBalance,Coal,2031,157445.13829288553
South_Africa,EnergyBalance,Coal,2032,135645.92143687306
South_Africa,EnergyBalance,Coal,2033,125176.2452556526
South_Africa,EnergyBalance,Coal,2034,117362.51954198256
South_Africa,EnergyBalance,Coal,2035,117756.8958079575
South_Africa,EnergyBalance,Biomass,2025,305.2860000000002
South_Africa,EnergyBalance,Biomass,2026,305.2860000000001
South_Africa,EnergyBalance,Biomass,2027,305.28600000000006
South_Africa,EnergyBalance,Biomass,2028,305.2860000000001
South_Africa,EnergyBalance,Biomass,2029,305.2860000000001
South_Africa,EnergyBalance,Biomass,2030,305.2860000000001
South_Africa,EnergyBalance,Biomass,2031,305.28600000000006
South_Africa,EnergyBalance,Biomass,2032,305.2860000000001
South_Africa,EnergyBalance,Biomass,2033,305.28600000000006
South_Africa,EnergyBalance,Biomass,2034,305.2860000000001
South_Africa,EnergyBalance,Biomass,2035,305.2860000000001
South_Africa,EnergyBalance,Wind,2025,17288.077290999998
South_Africa,EnergyBalance,Wind,2026,26754.521239000114
South_Africa,EnergyBalance,Wind,2027,37932.845739
South_Africa,EnergyBalance,Wind,2028,50858.18266799978
South_Africa,EnergyBalance,Wind,2029,59749.741355999606
South_Africa,EnergyBalance,Wind,2030,66137.3553559996
South_Africa,EnergyBalance,Wind,2031,72524.96935599961
South_Africa,EnergyBalance,Wind,2032,78912.5833559997
South_Africa,EnergyBalance,Wind,2033,88390.72224062448
South_Africa,EnergyBalance,Wind,2034,99254.29285114596
South_Africa,EnergyBalance,Wind,2035,104052.25240114598
South_Africa,EnergyBalance,Gas,2025,636.7452000000001
South_Africa,EnergyBalance,Gas,2026,358.2852
South_Africa,EnergyBalance,Gas,2033,26.770699247066823
South_Africa,EnergyBalance,Gas,2034,1453.0136706993412
South_Africa,EnergyBalance,Gas,2035,1452.4923651936251
South_Africa,EnergyBalance,Uranium,2025,14664.240000000002
South_Africa,EnergyBalance,Uranium,2026,14664.240000000002
South_Africa,EnergyBalance,Uranium,2027,14664.240000000009
South_Africa,EnergyBalance,Uranium,2028,14664.240000000003
South_Africa,EnergyBalance,Uranium,2029,14664.240000000002
South_Africa,EnergyBalance,Uranium,2030,14664.239999999994
South_Africa,EnergyBalance,Uranium,2031,14664.239999999998
South_Africa,EnergyBalance,Uranium,2032,14664.239999999998
South_Africa,EnergyBalance,Uranium,2033,14664.240000000003
South_Africa,EnergyBalance,Uranium,2034,14664.240000000009
South_Africa,EnergyBalance,Uranium,2035,14664.240000000003
South_Africa,EnergyBalance,Battery,2029,78.9004628999999
South_Africa,EnergyBalance,Battery,2030,346.3636488
South_Africa,EnergyBalance,Battery,2031,561.1151479333333
South_Africa,EnergyBalance,Battery,2032,724.4366645333334
South_Africa,EnergyBalance,Battery,2033,1045.1408519747138
South_Africa,EnergyBalance,Battery,2034,1478.326700194392
South_Africa,EnergyBalance,Battery,2035,1488.7369732256932
South_Africa,EnergyBalance,Imports,2025,265.25413144683154
South_Africa,EnergyBalance,Imports,2026,289.51870092283434
South_Africa,EnergyBalance,Imports,2027,914.8916284893768
South_Africa,EnergyBalance,Imports,2028,1619.7637548240184
South_Africa,EnergyBalance,Imports,2029,1544.1863304168817
South_Africa,EnergyBalance,Imports,2030,360.5517822511563
South_Africa,EnergyBalance,Imports,2031,863.0753218898961
South_Africa,EnergyBalance,Imports,2032,5052.787027328419
South_Africa,EnergyBalance,Imports,2033,7942.467928611119
South_Africa,EnergyBalance,Imports,2034,9086.515817965766
South_Africa,EnergyBalance,Imports,2035,9694.612038545778
South_Africa,EnergyBalance,Exports,2025,-5822.152876024691
South_Africa,EnergyBalance,Exports,2026,-7638.971729783894
South_Africa,EnergyBalance,Exports,2027,-10968.40203635416
South_Africa,EnergyBalance,Exports,2028,-11162.55918709609
South_Africa,EnergyBalance,Exports,2029,-12344.645243280862
South_Africa,EnergyBalance,Exports,2030,-16986.732008172406
South_Africa,EnergyBalance,Exports,2031,-18469.695247721786
South_Africa,EnergyBalance,Exports,2032,-5394.667691074197
South_Africa,EnergyBalance,Exports,2033,-4862.128608693521
South_Africa,EnergyBalance,Exports,2034,-5703.97237372287
South_Africa,EnergyBalance,Exports,2035,-6744.262354820916
Lesotho,Storage,Battery,2027,11.596004510180055
Lesotho,Storage,Battery,2028,12.6858552768114
Lesotho,Storage,Battery,2029,21.484206898049614
Lesotho,Storage,Battery,2030,62.20204032009137
Lesotho,Storage,Battery,2031,62.66689963647635
Lesotho,Storage,Battery,2032,69.56938879272727
Lesotho,Storage,Battery,2033,128.221773431933
Lesotho,Storage,Battery,2034,150.8965407559072
Lesotho,Storage,Battery,2035,175.0578111629959
Lesotho,ReservoirHydro,Water,2025,512.994048
Lesotho,ReservoirHydro,Water,2026,512.9940480000004
Lesotho,ReservoirHydro,Water,2027,512.9940480000005
Lesotho,ReservoirHydro,Water,2028,509.0661900596079
Lesotho,ReservoirHydro,Water,2029,501.3800147067418
Lesotho,ReservoirHydro,Water,2030,502.3043330983428
Lesotho,ReservoirHydro,Water,2031,501.24038038243634
Lesotho,ReservoirHydro,Water,2032,499.2275534078788
Lesotho,ReservoirHydro,Water,2033,496.2726818737237
Lesotho,ReservoirHydro,Water,2034,494.3224348050902
Lesotho,ReservoirHydro,Water,2035,490.5740714267049
Lesotho,PV,Solar,2025,61.85292400000002
Lesotho,PV,Solar,2026,227.530399
Lesotho,PV,Solar,2027,393.2078740000001
Lesotho,PV,Solar,2028,558.8853489999999
Lesotho,PV,Solar,2029,646.1592315209501
Lesotho,PV,Solar,2030,722.8579722589214
Lesotho,PV,Solar,2031,734.0279654379538
Lesotho,PV,Solar,2032,757.4539248961432
Lesotho,PV,Solar,2033,855.1313807636532
Lesotho,PV,Solar,2034,891.4612167073119
Lesotho,PV,Solar,2035,951.0436288477414
Lesotho,EnergyBalance,Solar,2025,61.85292400000002
Lesotho,EnergyBalance,Solar,2026,227.530399
Lesotho,EnergyBalance,Solar,2027,393.2078740000001
Lesotho,EnergyBalance,Solar,2028,558.8853489999999
Lesotho,EnergyBalance,Solar,2029,646.1592315209501
Lesotho,EnergyBalance,Solar,2030,722.8579722589214
Lesotho,EnergyBalance,Solar,2031,734.0279654379538
Lesotho,EnergyBalance,Solar,2032,757.4539248961432
Lesotho,EnergyBalance,Solar,2033,855.1313807636532
Lesotho,EnergyBalance,Solar,2034,891.4612167073119
Lesotho,EnergyBalance,Solar,2035,951.0436288477414
Lesotho,EnergyBalance,Water,2025,512.994048
Lesotho,EnergyBalance,Water,2026,512.9940480000004
Lesotho,EnergyBalance,Water,2027,512.9940480000005
Lesotho,EnergyBalance,Water,2028,509.0661900596079
Lesotho,EnergyBalance,Water,2029,501.3800147067418
Lesotho,EnergyBalance,Water,2030,502.3043330983428
Lesotho,EnergyBalance,Water,2031,501.24038038243634
Lesotho,EnergyBalance,Water,2032,499.2275534078788
Lesotho,EnergyBalance,Water,2033,496.2726818737237
Lesotho,EnergyBalance,Water,2034,494.3224348050902
Lesotho,EnergyBalance,Water,2035,490.5740714267049
Lesotho,EnergyBalance,Battery,2027,11.596004510180055
Lesotho,EnergyBalance,Battery,2028,12.6858552768114
Lesotho,EnergyBalance,Battery,2029,21.484206898049614
Lesotho,EnergyBalance,Battery,2030,62.20204032009137
Lesotho,EnergyBalance,Battery,2031,62.66689963647635
Lesotho,EnergyBalance,Battery,2032,69.56938879272727
Lesotho,EnergyBalance,Battery,2033,128.221773431933
Lesotho,EnergyBalance,Battery,2034,150.8965407559072
Lesotho,EnergyBalance,Battery,2035,175.0578111629959
Lesotho,EnergyBalance,UnmetDemand,2025,0.713785593162923
Lesotho,EnergyBalance,UnmetDemand,2026,0.9163456434225254
Lesotho,EnergyBalance,Imports,2025,411.6726963335081
Lesotho,EnergyBalance,Imports,2026,285.8453113759285
Lesotho,EnergyBalance,Imports,2027,224.88228767997373
Lesotho,EnergyBalance,Imports,2028,218.9576867320772
Lesotho,EnergyBalance,Imports,2029,239.8627276591996
Lesotho,EnergyBalance,Imports,2030,217.4133481941689
Lesotho,EnergyBalance,Imports,2031,239.58144334462696
Lesotho,EnergyBalance,Imports,2032,255.8862789349349
Lesotho,EnergyBalance,Imports,2033,246.7596677527689
Lesotho,EnergyBalance,Imports,2034,270.0960928102635
Lesotho,EnergyBalance,Imports,2035,271.89673718585937
Lesotho,EnergyBalance,Exports,2026,-10.569197791832227
Lesotho,EnergyBalance,Exports,2027,-72.29811898079996
Lesotho,EnergyBalance,Exports,2028,-207.1205325818412
Lesotho,EnergyBalance,Exports,2029,-253.21758523392307
Lesotho,EnergyBalance,Exports,2030,-270.3160487742068
Lesotho,EnergyBalance,Exports,2031,-268.0951714496272
Lesotho,EnergyBalance,Exports,2032,-268.72009957217824
Lesotho,EnergyBalance,Exports,2033,-307.98167332043136
Lesotho,EnergyBalance,Exports,2034,-322.71154016024946
Lesotho,EnergyBalance,Exports,2035,-337.62563480959005
Eswatini,Storage,Battery,2027,0.1733379999999999
Eswatini,Storage,Battery,2028,0.8393450000000005
Eswatini,Storage,Battery,2029,4.099337000000001
Eswatini,Storage,Battery,2030,7.189792250000002
Eswatini,Storage,Battery,2031,10.432417944444444
Eswatini,Storage,Battery,2032,14.723816745153025
Eswatini,Storage,Battery,2033,26.83610009627911
Eswatini,Storage,Battery,2034,48.09679654949104
Eswatini,Storage,Battery,2035,51.637784768866126
Eswatini,ReservoirHydro,Water,2025,152.5554000000004
Eswatini,ReservoirHydro,Water,2026,152.5554000000004
Eswatini,ReservoirHydro,Water,2027,152.55540000000028
Eswatini,ReservoirHydro,Water,2028,152.5554000000003
Eswatini,ReservoirHydro,Water,2029,152.5554000000004
Eswatini,ReservoirHydro,Water,2030,152.55540000000013
Eswatini,ReservoirHydro,Water,2031,152.55540000000033
Eswatini,ReservoirHydro,Water,2032,152.55540000000022
Eswatini,ReservoirHydro,Water,2033,152.5554000000001
Eswatini,ReservoirHydro,Water,2034,152.55540000000028
Eswatini,ReservoirHydro,Water,2035,152.55540000000016
Eswatini,PV,Solar,2025,17.45257000000001
Eswatini,PV,Solar,2026,17.45257000000001
Eswatini,PV,Solar,2027,52.35771000000004
Eswatini,PV,Solar,2028,87.26285000000007
Eswatini,PV,Solar,2029,253.062265
Eswatini,PV,Solar,2030,410.135395
Eswatini,PV,Solar,2031,541.0296700000001
Eswatini,PV,Solar,2032,671.923945
Eswatini,PV,Solar,2033,802.81822
Eswatini,PV,Solar,2034,933.712495
Eswatini,PV,Solar,2035,1064.60677
Eswatini,ICE,HFO,2033,0.0144
Eswatini,ICE,HFO,2034,0.0144
Eswatini,ICE,HFO,2035,0.0144
Eswatini,EnergyBalance,HFO,2033,0.0144
Eswatini,EnergyBalance,HFO,2034,0.0144
Eswatini,EnergyBalance,HFO,2035,0.0144
Eswatini,EnergyBalance,Solar,2025,17.45257000000001
Eswatini,EnergyBalance,Solar,2026,17.45257000000001
Eswatini,EnergyBalance,Solar,2027,52.35771000000004
Eswatini,EnergyBalance,Solar,2028,87.26285000000007
Eswatini,EnergyBalance,Solar,2029,253.062265
Eswatini,EnergyBalance,Solar,2030,410.135395
Eswatini,EnergyBalance,Solar,2031,541.0296700000001
Eswatini,EnergyBalance,Solar,2032,671.923945
Eswatini,EnergyBalance,Solar,2033,802.81822
Eswatini,EnergyBalance,Solar,2034,933.712495
Eswatini,EnergyBalance,Solar,2035,1064.60677
Eswatini,EnergyBalance,Water,2025,152.5554000000004
Eswatini,EnergyBalance,Water,2026,152.5554000000004
Eswatini,EnergyBalance,Water,2027,152.55540000000028
Eswatini,EnergyBalance,Water,2028,152.5554000000003
Eswatini,EnergyBalance,Water,2029,152.5554000000004
Eswatini,EnergyBalance,Water,2030,152.55540000000013
Eswatini,EnergyBalance,Water,2031,152.55540000000033
Eswatini,EnergyBalance,Water,2032,152.55540000000022
Eswatini,EnergyBalance,Water,2033,152.5554000000001
Eswatini,EnergyBalance,Water,2034,152.55540000000028
Eswatini,EnergyBalance,Water,2035,152.55540000000016
Eswatini,EnergyBalance,Battery,2027,0.1733379999999999
Eswatini,EnergyBalance,Battery,2028,0.8393450000000005
Eswatini,EnergyBalance,Battery,2029,4.099337000000001
Eswatini,EnergyBalance,Battery,2030,7.189792250000002
Eswatini,EnergyBalance,Battery,2031,10.432417944444444
Eswatini,EnergyBalance,Battery,2032,14.723816745153025
Eswatini,EnergyBalance,Battery,2033,26.83610009627911
Eswatini,EnergyBalance,Battery,2034,48.09679654949104
Eswatini,EnergyBalance,Battery,2035,51.637784768866126
Eswatini,EnergyBalance,Imports,2025,1890.859726120104
Eswatini,EnergyBalance,Imports,2026,1963.095761708532
Eswatini,EnergyBalance,Imports,2027,1999.587238556849
Eswatini,EnergyBalance,Imports,2028,2033.449540385778
Eswatini,EnergyBalance,Imports,2029,1924.9193183326809
Eswatini,EnergyBalance,Imports,2030,1821.5988722505676
Eswatini,EnergyBalance,Imports,2031,1769.3101381076076
Eswatini,EnergyBalance,Imports,2032,1727.950340700665
Eswatini,EnergyBalance,Imports,2033,1664.8548043256324
Eswatini,EnergyBalance,Imports,2034,1656.4149622613277
Eswatini,EnergyBalance,Imports,2035,1568.1571380455018
Eswatini,EnergyBalance,Exports,2031,-8.54150879607212
Eswatini,EnergyBalance,Exports,2032,-0.2350849840009504
Eswatini,EnergyBalance,Exports,2033,-2.083382747767134
Eswatini,EnergyBalance,Exports,2034,-52.41930778331027
Eswatini,EnergyBalance,Exports,2035,-27.121279540624982
Mozambique,Storage,Battery,2032,8.120000000000001
Mozambique,Storage,Battery,2033,28.9699757445432
Mozambique,Storage,Battery,2034,66.26203129393123
Mozambique,Storage,Battery,2035,64.02643780772371
Mozambique,OCGT,Gas,2025,837.6076799999997
Mozambique,OCGT,Gas,2026,740.8832360606924
Mozambique,ST,Biomass,2025,7.445999999999999
Mozambique,ST,Biomass,2026,7.4460000000000015
Mozambique,ST,Biomass,2027,7.4460000000000015
Mozambique,ST,Biomass,2028,7.4460000000000015
Mozambique,ST,Biomass,2029,7.445999999999999
Mozambique,ST,Biomass,2030,7.446000000000002
Mozambique,ST,Biomass,2031,7.446000000000006
Mozambique,ST,Biomass,2032,7.445999999999999
Mozambique,ST,Biomass,2033,7.445999999999995
Mozambique,ST,Biomass,2034,7.446000000000002
Mozambique,ST,Biomass,2035,7.445999999999998
Mozambique,ReservoirHydro,Water,2025,15353.374758824655
Mozambique,ReservoirHydro,Water,2026,15353.37475882464
Mozambique,ReservoirHydro,Water,2027,15353.374758824635
Mozambique,ReservoirHydro,Water,2028,15353.374758824652
Mozambique,ReservoirHydro,Water,2029,15353.37475882464
Mozambique,ReservoirHydro,Water,2030,15353.374758824662
Mozambique,ReservoirHydro,Water,2031,15353.374758824655
Mozambique,ReservoirHydro,Water,2032,30663.16187700864
Mozambique,ReservoirHydro,Water,2033,30663.161877008635
Mozambique,ReservoirHydro,Water,2034,30663.161877008635
Mozambique,ReservoirHydro,Water,2035,30663.161877008624
Mozambique,PV,Solar,2025,146.87118000000004
Mozambique,PV,Solar,2026,146.87118000000004
Mozambique,PV,Solar,2027,310.0613800000001
Mozambique,PV,Solar,2028,473.25157999999993
Mozambique,PV,Solar,2029,473.25157999999993
Mozambique,PV,Solar,2030,881.2270799999999
Mozambique,PV,Solar,2031,1289.20258
Mozambique,PV,Solar,2032,1697.17808
Mozambique,PV,Solar,2033,2105.15358
Mozambique,PV,Solar,2034,2513.12908
Mozambique,PV,Solar,2035,2921.10458
Mozambique,EnergyBalance,Solar,2025,146.87118000000004
Mozambique,EnergyBalance,Solar,2026,146.87118000000004
Mozambique,EnergyBalance,Solar,2027,310.0613800000001
Mozambique,EnergyBalance,Solar,2028,473.25157999999993
Mozambique,EnergyBalance,Solar,2029,473.25157999999993
Mozambique,EnergyBalance,Solar,2030,881.2270799999999
Mozambique,EnergyBalance,Solar,2031,1289.20258
Mozambique,EnergyBalance,Solar,2032,1697.17808
Mozambique,EnergyBalance,Solar,2033,2105.15358
Mozambique,EnergyBalance,Solar,2034,2513.12908
Mozambique,EnergyBalance,Solar,2035,2921.10458
Mozambique,EnergyBalance,Water,2025,15353.374758824655
Mozambique,EnergyBalance,Water,2026,15353.37475882464
Mozambique,EnergyBalance,Water,2027,15353.374758824635
Mozambique,EnergyBalance,Water,2028,15353.374758824652
Mozambique,EnergyBalance,Water,2029,15353.37475882464
Mozambique,EnergyBalance,Water,2030,15353.374758824662
Mozambique,EnergyBalance,Water,2031,15353.374758824655
Mozambique,EnergyBalance,Water,2032,30663.16187700864
Mozambique,EnergyBalance,Water,2033,30663.161877008635
Mozambique,EnergyBalance,Water,2034,30663.161877008635
Mozambique,EnergyBalance,Water,2035,30663.161877008624
Mozambique,EnergyBalance,Biomass,2025,7.445999999999999
Mozambique,EnergyBalance,Biomass,2026,7.4460000000000015
Mozambique,EnergyBalance,Biomass,2027,7.4460000000000015
Mozambique,EnergyBalance,Biomass,2028,7.4460000000000015
Mozambique,EnergyBalance,Biomass,2029,7.445999999999999
Mozambique,EnergyBalance,Biomass,2030,7.446000000000002
Mozambique,EnergyBalance,Biomass,2031,7.446000000000006
Mozambique,EnergyBalance,Biomass,2032,7.445999999999999
Mozambique,EnergyBalance,Biomass,2033,7.445999999999995
Mozambique,EnergyBalance,Biomass,2034,7.446000000000002
Mozambique,EnergyBalance,Biomass,2035,7.445999999999998
Mozambique,EnergyBalance,Gas,2025,837.6076799999997
Mozambique,EnergyBalance,Gas,2026,740.8832360606924
Mozambique,EnergyBalance,Battery,2032,8.120000000000001
Mozambique,EnergyBalance,Battery,2033,28.9699757445432
Mozambique,EnergyBalance,Battery,2034,66.26203129393123
Mozambique,EnergyBalance,Battery,2035,64.02643780772371
Mozambique,EnergyBalance,Imports,2025,875.3446162469077
Mozambique,EnergyBalance,Imports,2026,359.9455895306366
Mozambique,EnergyBalance,Imports,2027,274.1921244369446
Mozambique,EnergyBalance,Imports,2028,223.1409505754073
Mozambique,EnergyBalance,Imports,2029,181.66053709962583
Mozambique,EnergyBalance,Imports,2030,3436.754063196915
Mozambique,EnergyBalance,Imports,2031,5980.186848549448
Mozambique,EnergyBalance,Imports,2032,102.75507038213227
Mozambique,EnergyBalance,Imports,2033,190.30973242573495
Mozambique,EnergyBalance,Imports,2034,915.2801619442336
Mozambique,EnergyBalance,Imports,2035,642.6497934794643
Mozambique,EnergyBalance,Exports,2025,-9634.630450421684
Mozambique,EnergyBalance,Exports,2026,-8463.122940834743
Mozambique,EnergyBalance,Exports,2027,-7220.10657828411
Mozambique,EnergyBalance,Exports,2028,-6739.318156754785
Mozambique,EnergyBalance,Exports,2029,-6147.514879324416
Mozambique,EnergyBalance,Exports,2030,-9101.908301686108
Mozambique,EnergyBalance,Exports,2031,-11598.372917956807
Mozambique,EnergyBalance,Exports,2032,-21305.49394935519
Mozambique,EnergyBalance,Exports,2033,-21427.374978689066
Mozambique,EnergyBalance,Exports,2034,-22151.729052996103
Mozambique,EnergyBalance,Exports,2035,-21915.80555296886
Zimbabwe,Storage,Battery,2032,0.1476759207721591
Zimbabwe,Storage,Battery,2033,6.86
Zimbabwe,Storage,Battery,2034,3.5987977535305538
Zimbabwe,Storage,Battery,2035,10.534010307189837
Zimbabwe,ST,Coal,2025,11012.88843303942
Zimbabwe,ST,Coal,2026,10604.163454898391
Zimbabwe,ST,Coal,2027,10691.56168825355
Zimbabwe,ST,Coal,2028,10743.636418734795
Zimbabwe,ST,Coal,2029,9687.305255281926
Zimbabwe,ST,Coal,2030,11063.879999999992
Zimbabwe,ST,Coal,2031,11063.880000000005
Zimbabwe,ST,Coal,2032,9236.84015889619
Zimbabwe,ST,Coal,2033,9401.321404847493
Zimbabwe,ST,Coal,2034,9099.235650724777
Zimbabwe,ST,Coal,2035,9380.710843206449
Zimbabwe,ReservoirHydro,Water,2025,5238.072000000007
Zimbabwe,ReservoirHydro,Water,2026,5238.072000000005
Zimbabwe,ReservoirHydro,Water,2027,5238.072000000006
Zimbabwe,ReservoirHydro,Water,2028,5238.072000000005
Zimbabwe,ReservoirHydro,Water,2029,5238.072000000008
Zimbabwe,ReservoirHydro,Water,2030,5238.07200000001
Zimbabwe,ReservoirHydro,Water,2031,5238.072000000004
Zimbabwe,ReservoirHydro,Water,2032,11224.440000000022
Zimbabwe,ReservoirHydro,Water,2033,11224.440000000017
Zimbabwe,ReservoirHydro,Water,2034,11224.44000000002
Zimbabwe,ReservoirHydro,Water,2035,11224.440000000022
Zimbabwe,PV,Solar,2025,253.59615599999995
Zimbabwe,PV,Solar,2026,791.5273960000002
Zimbabwe,PV,Solar,2027,791.5273960000002
Zimbabwe,PV,Solar,2028,983.645696
Zimbabwe,PV,Solar,2029,1175.7639959999997
Zimbabwe,PV,Solar,2030,1367.882296
Zimbabwe,PV,Solar,2031,1560.0005960000003
Zimbabwe,PV,Solar,2032,1752.1188959999995
Zimbabwe,PV,Solar,2033,1944.2371959999991
Zimbabwe,PV,Solar,2034,2136.355496
Zimbabwe,PV,Solar,2035,2328.473796
