Country,Fuel,Year,Price_Reference_USD_GJ,Price_HighFossil_USD_GJ,Price_AccelTransition_USD_GJ
South Africa,Biomass,2058,6.80,7.80,4.92
South Africa,Biomass,2059,6.90,7.90,4.96
South Africa,Biomass,2060,7.00,8.00,5.00
South Africa,Biogas,2025,8.00,8.50,7.50
South Africa,Biogas,2026,7.80,8.30,7.20
South Africa,Biogas,2027,7.60,8.10,6.90
South Africa,Biogas,2028,7.40,7.90,6.60
South Africa,Biogas,2029,7.20,7.70,6.30
South Africa,Biogas,2030,7.00,7.50,6.00
South Africa,Biogas,2031,6.80,7.30,5.80
South Africa,Biogas,2032,6.60,7.10,5.60
South Africa,Biogas,2033,6.40,6.90,5.40
South Africa,Biogas,2034,6.20,6.70,5.20
South Africa,Biogas,2035,6.00,6.50,5.00
South Africa,Biogas,2036,5.90,6.40,4.90
South Africa,Biogas,2037,5.80,6.30,4.80
South Africa,Biogas,2038,5.70,6.20,4.70
South Africa,Biogas,2039,5.60,6.10,4.60
South Africa,Biogas,2040,5.50,6.00,4.50
South Africa,Biogas,2041,5.40,5.90,4.40
South Africa,Biogas,2042,5.30,5.80,4.30
South Africa,Biogas,2043,5.20,5.70,4.20
South Africa,Biogas,2044,5.10,5.60,4.10
South Africa,Biogas,2045,5.00,5.50,4.00
South Africa,Biogas,2046,4.90,5.40,3.90
South Africa,Biogas,2047,4.80,5.30,3.80
South Africa,Biogas,2048,4.70,5.20,3.70
South Africa,Biogas,2049,4.60,5.10,3.60
South Africa,Biogas,2050,4.50,5.00,3.50
South Africa,Biogas,2051,4.44,4.96,3.44
South Africa,Biogas,2052,4.38,4.92,3.38
South Africa,Biogas,2053,4.32,4.88,3.32
South Africa,Biogas,2054,4.26,4.84,3.26
South Africa,Biogas,2055,4.20,4.80,3.20
South Africa,Biogas,2056,4.16,4.74,3.16
South Africa,Biogas,2057,4.12,4.68,3.12
South Africa,Biogas,2058,4.08,4.62,3.08
South Africa,Biogas,2059,4.04,4.56,3.04
South Africa,Biogas,2060,4.00,4.50,3.00
Tanzania,HFO,2025,12.00,14.00,11.00
Tanzania,HFO,2026,12.20,14.40,10.80
Tanzania,HFO,2027,12.40,14.80,10.60
Tanzania,HFO,2028,12.60,15.20,10.40
Tanzania,HFO,2029,12.80,15.60,10.20
Tanzania,HFO,2030,13.00,16.00,10.00
Tanzania,HFO,2031,13.10,16.30,9.80
Tanzania,HFO,2032,13.20,16.60,9.60
Tanzania,HFO,2033,13.30,16.90,9.40
Tanzania,HFO,2034,13.40,17.20,9.20
Tanzania,HFO,2035,13.50,17.50,9.00
Tanzania,HFO,2036,13.60,17.70,8.70
Tanzania,HFO,2037,13.70,17.90,8.40
Tanzania,HFO,2038,13.80,18.10,8.10
Tanzania,HFO,2039,13.90,18.30,7.80
Tanzania,HFO,2040,14.00,18.50,7.50
Tanzania,HFO,2041,14.00,18.60,7.20
Tanzania,HFO,2042,14.00,18.70,6.90
Tanzania,HFO,2043,14.00,18.80,6.60
Tanzania,HFO,2044,14.00,18.90,6.30
Tanzania,HFO,2045,14.00,19.00,6.00
Tanzania,HFO,2046,13.90,18.90,5.80
Tanzania,HFO,2047,13.80,18.80,5.60
Tanzania,HFO,2048,13.70,18.70,5.40
Tanzania,HFO,2049,13.60,18.60,5.20
Tanzania,HFO,2050,13.50,18.50,5.00
Tanzania,HFO,2051,13.40,18.40,4.90
Tanzania,HFO,2052,13.30,18.30,4.80
Tanzania,HFO,2053,13.20,18.20,4.70
Tanzania,HFO,2054,13.10,18.10,4.60
Tanzania,HFO,2055,13.00,18.00,4.50
Tanzania,HFO,2056,12.90,17.90,4.40
Tanzania,HFO,2057,12.80,17.80,4.30
Tanzania,HFO,2058,12.70,17.70,4.20
Tanzania,HFO,2059,12.60,17.60,4.10
Tanzania,HFO,2060,12.50,17.50,4.00
Tanzania,Diesel,2025,15.50,18.00,14.50
Tanzania,Diesel,2026,15.70,18.50,14.20
Tanzania,Diesel,2027,15.90,19.00,13.90
Tanzania,Diesel,2028,16.10,19.50,13.60
Tanzania,Diesel,2029,16.30,20.00,13.30
Tanzania,Diesel,2030,16.50,20.50,13.00
Tanzania,Diesel,2031,16.60,20.90,12.70
Tanzania,Diesel,2032,16.70,21.30,12.40
Tanzania,Diesel,2033,16.80,21.70,12.10
Tanzania,Diesel,2034,16.90,22.10,11.80
Tanzania,Diesel,2035,17.00,22.50,11.50
Tanzania,Diesel,2036,17.10,22.80,11.10
Tanzania,Diesel,2037,17.20,23.10,10.70
Tanzania,Diesel,2038,17.30,23.40,10.30
Tanzania,Diesel,2039,17.40,23.70,9.90
Tanzania,Diesel,2040,17.50,24.00,9.50
Tanzania,Diesel,2041,17.50,24.10,9.20
Tanzania,Diesel,2042,17.50,24.20,8.90
Tanzania,Diesel,2043,17.50,24.30,8.60
Tanzania,Diesel,2044,17.50,24.40,8.30
Tanzania,Diesel,2045,17.50,24.50,8.00
Tanzania,Diesel,2046,17.40,24.30,7.70
Tanzania,Diesel,2047,17.30,24.10,7.40
Tanzania,Diesel,2048,17.20,23.90,7.10
Tanzania,Diesel,2049,17.10,23.70,6.80
Tanzania,Diesel,2050,17.00,23.50,6.50
Tanzania,Diesel,2051,16.90,23.30,6.40
Tanzania,Diesel,2052,16.80,23.10,6.30
Tanzania,Diesel,2053,16.70,22.90,6.20
Tanzania,Diesel,2054,16.60,22.70,6.10
Tanzania,Diesel,2055,16.50,22.50,6.00
Tanzania,Diesel,2056,16.40,22.30,5.90
Tanzania,Diesel,2057,16.30,22.10,5.80
Tanzania,Diesel,2058,16.20,21.90,5.70
Tanzania,Diesel,2059,16.10,21.70,5.60
Tanzania,Diesel,2060,16.00,21.50,5.50
Tanzania,Coal,2025,6.20,7.00,5.80
Tanzania,Coal,2026,6.16,7.10,5.68
Tanzania,Coal,2027,6.12,7.20,5.56
Tanzania,Coal,2028,6.08,7.30,5.44
Tanzania,Coal,2029,6.04,7.40,5.32
Tanzania,Coal,2030,6.00,7.50,5.20
Tanzania,Coal,2031,5.96,7.56,5.06
Tanzania,Coal,2032,5.92,7.62,4.92
Tanzania,Coal,2033,5.88,7.68,4.78
Tanzania,Coal,2034,5.84,7.74,4.64
Tanzania,Coal,2035,5.80,7.80,4.50
Tanzania,Coal,2036,5.74,7.84,4.40
Tanzania,Coal,2037,5.68,7.88,4.30
Tanzania,Coal,2038,5.62,7.92,4.20
Tanzania,Coal,2039,5.56,7.96,4.10
Tanzania,Coal,2040,5.50,8.00,4.00
Tanzania,Coal,2041,5.40,7.90,3.92
Tanzania,Coal,2042,5.30,7.80,3.84
Tanzania,Coal,2043,5.20,7.70,3.76
Tanzania,Coal,2044,5.10,7.60,3.68
Tanzania,Coal,2045,5.00,7.50,3.60
Tanzania,Coal,2046,4.90,7.40,3.54
Tanzania,Coal,2047,4.80,7.30,3.48
Tanzania,Coal,2048,4.70,7.20,3.42
Tanzania,Coal,2049,4.60,7.10,3.36
Tanzania,Coal,2050,4.50,7.00,3.30
Tanzania,Coal,2051,4.40,6.90,3.24
Tanzania,Coal,2052,4.30,6.80,3.18
Tanzania,Coal,2053,4.20,6.70,3.12
Tanzania,Coal,2054,4.10,6.60,3.06
Tanzania,Coal,2055,4.00,6.50,3.00
Tanzania,Coal,2056,3.96,6.40,2.96
Tanzania,Coal,2057,3.92,6.30,2.92
Tanzania,Coal,2058,3.88,6.20,2.88
Tanzania,Coal,2059,3.84,6.10,2.84
Tanzania,Coal,2060,3.80,6.00,2.80
Tanzania,Natural Gas,2025,6.50,7.50,6.00
Tanzania,Natural Gas,2026,6.60,7.80,5.90
Tanzania,Natural Gas,2027,6.70,8.10,5.80
Tanzania,Natural Gas,2028,6.80,8.40,5.70
Tanzania,Natural Gas,2029,6.90,8.70,5.60
Tanzania,Natural Gas,2030,7.00,9.00,5.50
Tanzania,Natural Gas,2031,7.10,9.30,5.40
Tanzania,Natural Gas,2032,7.20,9.60,5.30
Tanzania,Natural Gas,2033,7.30,9.90,5.20
Tanzania,Natural Gas,2034,7.40,10.20,5.10
Tanzania,Natural Gas,2035,7.50,10.50,5.00
Tanzania,Natural Gas,2036,7.50,10.60,4.90
Tanzania,Natural Gas,2037,7.50,10.70,4.80
Tanzania,Natural Gas,2038,7.50,10.80,4.70
Tanzania,Natural Gas,2039,7.50,10.90,4.60
Tanzania,Natural Gas,2040,7.50,11.00,4.50
Tanzania,Natural Gas,2041,7.50,11.00,4.40
Tanzania,Natural Gas,2042,7.50,11.00,4.30
Tanzania,Natural Gas,2043,7.50,11.00,4.20
Tanzania,Natural Gas,2044,7.50,11.00,4.10
Tanzania,Natural Gas,2045,7.50,11.00,4.00
Tanzania,Natural Gas,2046,7.40,10.90,3.90
Tanzania,Natural Gas,2047,7.30,10.80,3.80
Tanzania,Natural Gas,2048,7.20,10.70,3.70
Tanzania,Natural Gas,2049,7.10,10.60,3.60
Tanzania,Natural Gas,2050,7.00,10.50,3.50
Tanzania,Natural Gas,2051,6.90,10.40,3.40
Tanzania,Natural Gas,2052,6.80,10.30,3.30
Tanzania,Natural Gas,2053,6.70,10.20,3.20
Tanzania,Natural Gas,2054,6.60,10.10,3.10
Tanzania,Natural Gas,2055,6.50,10.00,3.00
Tanzania,Natural Gas,2056,6.40,9.90,2.90
Tanzania,Natural Gas,2057,6.30,9.80,2.80
Tanzania,Natural Gas,2058,6.20,9.70,2.70
Tanzania,Natural Gas,2059,6.10,9.60,2.60
Tanzania,Natural Gas,2060,6.00,9.50,2.50
Tanzania,LNG,2025,10.50,13.00,9.50
Tanzania,LNG,2026,10.60,13.40,9.30
Tanzania,LNG,2027,10.70,13.80,9.10
Tanzania,LNG,2028,10.80,14.20,8.90
Tanzania,LNG,2029,10.90,14.60,8.70
Tanzania,LNG,2030,11.00,15.00,8.50
Tanzania,LNG,2031,11.10,15.40,8.30
Tanzania,LNG,2032,11.20,15.80,8.10
Tanzania,LNG,2033,11.30,16.20,7.90
Tanzania,LNG,2034,11.40,16.60,7.70
Tanzania,LNG,2035,11.50,17.00,7.50
Tanzania,LNG,2036,11.50,17.10,7.30
Tanzania,LNG,2037,11.50,17.20,7.10
Tanzania,LNG,2038,11.50,17.30,6.90
Tanzania,LNG,2039,11.50,17.40,6.70
Tanzania,LNG,2040,11.50,17.50,6.50
Tanzania,LNG,2041,11.40,17.40,6.30
Tanzania,LNG,2042,11.30,17.30,6.10
Tanzania,LNG,2043,11.20,17.20,5.90
Tanzania,LNG,2044,11.10,17.10,5.70
Tanzania,LNG,2045,11.00,17.00,5.50
Tanzania,LNG,2046,10.90,16.80,5.30
Tanzania,LNG,2047,10.80,16.60,5.10
Tanzania,LNG,2048,10.70,16.40,4.90
Tanzania,LNG,2049,10.60,16.20,4.70
Tanzania,LNG,2050,10.50,16.00,4.50
Tanzania,LNG,2051,10.40,15.80,4.40
Tanzania,LNG,2052,10.30,15.60,4.30
Tanzania,LNG,2053,10.20,15.40,4.20
Tanzania,LNG,2054,10.10,15.20,4.10
Tanzania,LNG,2055,10.00,15.00,4.00
Tanzania,LNG,2056,9.90,14.80,3.90
Tanzania,LNG,2057,9.80,14.60,3.80
Tanzania,LNG,2058,9.70,14.40,3.70
Tanzania,LNG,2059,9.60,14.20,3.60
Tanzania,LNG,2060,9.50,14.00,3.50
Tanzania,Biomass,2025,3.50,3.80,3.20
Tanzania,Biomass,2026,3.60,3.94,3.26
Tanzania,Biomass,2027,3.70,4.08,3.32
Tanzania,Biomass,2028,3.80,4.22,3.38
Tanzania,Biomass,2029,3.90,4.36,3.44
Tanzania,Biomass,2030,4.00,4.50,3.50
Tanzania,Biomass,2031,4.10,4.60,3.56
Tanzania,Biomass,2032,4.20,4.70,3.62
Tanzania,Biomass,2033,4.30,4.80,3.68
Tanzania,Biomass,2034,4.40,4.90,3.74
Tanzania,Biomass,2035,4.50,5.00,3.80
Tanzania,Biomass,2036,4.60,5.10,3.84
Tanzania,Biomass,2037,4.70,5.20,3.88
Tanzania,Biomass,2038,4.80,5.30,3.92
Tanzania,Biomass,2039,4.90,5.40,3.96
Tanzania,Biomass,2040,5.00,5.50,4.00
Tanzania,Biomass,2041,5.10,5.60,4.04
Tanzania,Biomass,2042,5.20,5.70,4.08
Tanzania,Biomass,2043,5.30,5.80,4.12
Tanzania,Biomass,2044,5.40,5.90,4.16
Tanzania,Biomass,2045,5.50,6.00,4.20
Tanzania,Biomass,2046,5.60,6.16,4.26
Tanzania,Biomass,2047,5.70,6.32,4.32
Tanzania,Biomass,2048,5.80,6.48,4.38
Tanzania,Biomass,2049,5.90,6.64,4.44
Tanzania,Biomass,2050,6.00,6.80,4.50
Tanzania,Biomass,2051,6.10,6.94,4.56
Tanzania,Biomass,2052,6.20,7.08,4.62
Tanzania,Biomass,2053,6.30,7.22,4.68
Tanzania,Biomass,2054,6.40,7.36,4.74
Tanzania,Biomass,2055,6.50,7.50,4.80
Tanzania,Biomass,2056,6.60,7.60,4.84
Tanzania,Biomass,2057,6.70,7.70,4.88
Tanzania,Biomass,2058,6.80,7.80,4.92
Tanzania,Biomass,2059,6.90,7.90,4.96
Tanzania,Biomass,2060,7.00,8.00,5.00
Tanzania,Biogas,2025,8.00,8.50,7.50
Tanzania,Biogas,2026,7.80,8.30,7.20
Tanzania,Biogas,2027,7.60,8.10,6.90
Tanzania,Biogas,2028,7.40,7.90,6.60
Tanzania,Biogas,2029,7.20,7.70,6.30
Tanzania,Biogas,2030,7.00,7.50,6.00
Tanzania,Biogas,2031,6.80,7.30,5.80
Tanzania,Biogas,2032,6.60,7.10,5.60
Tanzania,Biogas,2033,6.40,6.90,5.40
Tanzania,Biogas,2034,6.20,6.70,5.20
Tanzania,Biogas,2035,6.00,6.50,5.00
Tanzania,Biogas,2036,5.90,6.40,4.90
Tanzania,Biogas,2037,5.80,6.30,4.80
Tanzania,Biogas,2038,5.70,6.20,4.70
Tanzania,Biogas,2039,5.60,6.10,4.60
Tanzania,Biogas,2040,5.50,6.00,4.50
Tanzania,Biogas,2041,5.40,5.90,4.40
Tanzania,Biogas,2042,5.30,5.80,4.30
Tanzania,Biogas,2043,5.20,5.70,4.20
Tanzania,Biogas,2044,5.10,5.60,4.10
Tanzania,Biogas,2045,5.00,5.50,4.00
Tanzania,Biogas,2046,4.90,5.40,3.90
Tanzania,Biogas,2047,4.80,5.30,3.80
Tanzania,Biogas,2048,4.70,5.20,3.70
Tanzania,Biogas,2049,4.60,5.10,3.60
Tanzania,Biogas,2050,4.50,5.00,3.50
Tanzania,Biogas,2051,4.44,4.96,3.44
Tanzania,Biogas,2052,4.38,4.92,3.38
Tanzania,Biogas,2053,4.32,4.88,3.32
Tanzania,Biogas,2054,4.26,4.84,3.26
Tanzania,Biogas,2055,4.20,4.80,3.20
Tanzania,Biogas,2056,4.16,4.74,3.16
Tanzania,Biogas,2057,4.12,4.68,3.12
Tanzania,Biogas,2058,4.08,4.62,3.08
Tanzania,Biogas,2059,4.04,4.56,3.04
Tanzania,Biogas,2060,4.00,4.50,3.00
Zambia,HFO,2025,14.50,16.50,13.50
Zambia,HFO,2026,14.70,16.90,13.30
Zambia,HFO,2027,14.90,17.30,13.10
Zambia,HFO,2028,15.10,17.70,12.90
Zambia,HFO,2029,15.30,18.10,12.70
Zambia,HFO,2030,15.50,18.50,12.50
Zambia,HFO,2031,15.60,18.80,12.30
Zambia,HFO,2032,15.70,19.10,12.10
Zambia,HFO,2033,15.80,19.40,11.90
Zambia,HFO,2034,15.90,19.70,11.70
Zambia,HFO,2035,16.00,20.00,11.50
Zambia,HFO,2036,16.10,20.20,11.20
Zambia,HFO,2037,16.20,20.40,10.90
Zambia,HFO,2038,16.30,20.60,10.60
Zambia,HFO,2039,16.40,20.80,10.30
Zambia,HFO,2040,16.50,21.00,10.00
Zambia,HFO,2041,16.50,21.10,9.70
Zambia,HFO,2042,16.50,21.20,9.40
Zambia,HFO,2043,16.50,21.30,9.10
Zambia,HFO,2044,16.50,21.40,8.80
Zambia,HFO,2045,16.50,21.50,8.50
Zambia,HFO,2046,16.40,21.40,8.30
Zambia,HFO,2047,16.30,21.30,8.10
Zambia,HFO,2048,16.20,21.20,7.90
Zambia,HFO,2049,16.10,21.10,7.70
Zambia,HFO,2050,16.00,21.00,7.50
Zambia,HFO,2051,15.90,20.90,7.40
Zambia,HFO,2052,15.80,20.80,7.30
Zambia,HFO,2053,15.70,20.70,7.20
Zambia,HFO,2054,15.60,20.60,7.10
Zambia,HFO,2055,15.50,20.50,7.00
Zambia,HFO,2056,15.40,20.40,6.90
Zambia,HFO,2057,15.30,20.30,6.80
Zambia,HFO,2058,15.20,20.20,6.70
Zambia,HFO,2059,15.10,20.10,6.60
Zambia,HFO,2060,15.00,20.00,6.50
Zambia,Diesel,2025,18.00,20.50,17.00
Zambia,Diesel,2026,18.20,21.00,16.70
Zambia,Diesel,2027,18.40,21.50,16.40
Zambia,Diesel,2028,18.60,22.00,16.10
Zambia,Diesel,2029,18.80,22.50,15.80
Zambia,Diesel,2030,19.00,23.00,15.50
Zambia,Diesel,2031,19.10,23.40,15.20
Zambia,Diesel,2032,19.20,23.80,14.90
Zambia,Diesel,2033,19.30,24.20,14.60
Zambia,Diesel,2034,19.40,24.60,14.30
Zambia,Diesel,2035,19.50,25.00,14.00
Zambia,Diesel,2036,19.60,25.30,13.60
Zambia,Diesel,2037,19.70,25.60,13.20
Zambia,Diesel,2038,19.80,25.90,12.80
Zambia,Diesel,2039,19.90,26.20,12.40
Zambia,Diesel,2040,20.00,26.50,12.00
Zambia,Diesel,2041,20.00,26.60,11.70
Zambia,Diesel,2042,20.00,26.70,11.40
Zambia,Diesel,2043,20.00,26.80,11.10
Zambia,Diesel,2044,20.00,26.90,10.80
Zambia,Diesel,2045,20.00,27.00,10.50
Zambia,Diesel,2046,19.90,26.80,10.20
Zambia,Diesel,2047,19.80,26.60,9.90
Zambia,Diesel,2048,19.70,26.40,9.60
Zambia,Diesel,2049,19.60,26.20,9.30
Zambia,Diesel,2050,19.50,26.00,9.00
Zambia,Diesel,2051,19.40,25.80,8.90
Zambia,Diesel,2052,19.30,25.60,8.80
Zambia,Diesel,2053,19.20,25.40,8.70
Zambia,Diesel,2054,19.10,25.20,8.60
Zambia,Diesel,2055,19.00,25.00,8.50
Zambia,Diesel,2056,18.90,24.80,8.40
Zambia,Diesel,2057,18.80,24.60,8.30
Zambia,Diesel,2058,18.70,24.40,8.20
Zambia,Diesel,2059,18.60,24.20,8.10
Zambia,Diesel,2060,18.50,24.00,8.00
Zambia,Coal,2025,5.20,6.00,4.80
Zambia,Coal,2026,5.16,6.10,4.68
Zambia,Coal,2027,5.12,6.20,4.56
Zambia,Coal,2028,5.08,6.30,4.44
Zambia,Coal,2029,5.04,6.40,4.32
Zambia,Coal,2030,5.00,6.50,4.20
Zambia,Coal,2031,4.96,6.56,4.06
Zambia,Coal,2032,4.92,6.62,3.92
Zambia,Coal,2033,4.88,6.68,3.78
Zambia,Coal,2034,4.84,6.74,3.64
Zambia,Coal,2035,4.80,6.80,3.50
Zambia,Coal,2036,4.74,6.84,3.40
Zambia,Coal,2037,4.68,6.88,3.30
Zambia,Coal,2038,4.62,6.92,3.20
Zambia,Coal,2039,4.56,6.96,3.10
Zambia,Coal,2040,4.50,7.00,3.00
Zambia,Coal,2041,4.40,6.90,2.92
Zambia,Coal,2042,4.30,6.80,2.84
Zambia,Coal,2043,4.20,6.70,2.76
Zambia,Coal,2044,4.10,6.60,2.68
Zambia,Coal,2045,4.00,6.50,2.60
Zambia,Coal,2046,3.90,6.40,2.54
Zambia,Coal,2047,3.80,6.30,2.48
Zambia,Coal,2048,3.70,6.20,2.42
Zambia,Coal,2049,3.60,6.10,2.36
Zambia,Coal,2050,3.50,6.00,2.30
Zambia,Coal,2051,3.40,5.90,2.24
Zambia,Coal,2052,3.30,5.80,2.18
Zambia,Coal,2053,3.20,5.70,2.12
Zambia,Coal,2054,3.10,5.60,2.06
Zambia,Coal,2055,3.00,5.50,2.00
Zambia,Coal,2056,2.96,5.40,1.96
Zambia,Coal,2057,2.92,5.30,1.92
Zambia,Coal,2058,2.88,5.20,1.88
Zambia,Coal,2059,2.84,5.10,1.84
Zambia,Coal,2060,2.80,5.00,1.80
Zambia,Natural Gas,2025,6.50,7.50,6.00
Zambia,Natural Gas,2026,6.60,7.80,5.90
Zambia,Natural Gas,2027,6.70,8.10,5.80
Zambia,Natural Gas,2028,6.80,8.40,5.70
Zambia,Natural Gas,2029,6.90,8.70,5.60
Zambia,Natural Gas,2030,7.00,9.00,5.50
Zambia,Natural Gas,2031,7.10,9.30,5.40
Zambia,Natural Gas,2032,7.20,9.60,5.30
Zambia,Natural Gas,2033,7.30,9.90,5.20
Zambia,Natural Gas,2034,7.40,10.20,5.10
Zambia,Natural Gas,2035,7.50,10.50,5.00
Zambia,Natural Gas,2036,7.50,10.60,4.90
Zambia,Natural Gas,2037,7.50,10.70,4.80
Zambia,Natural Gas,2038,7.50,10.80,4.70
Zambia,Natural Gas,2039,7.50,10.90,4.60
Zambia,Natural Gas,2040,7.50,11.00,4.50
Zambia,Natural Gas,2041,7.50,11.00,4.40
Zambia,Natural Gas,2042,7.50,11.00,4.30
Zambia,Natural Gas,2043,7.50,11.00,4.20
Zambia,Natural Gas,2044,7.50,11.00,4.10
Zambia,Natural Gas,2045,7.50,11.00,4.00
Zambia,Natural Gas,2046,7.40,10.90,3.90
Zambia,Natural Gas,2047,7.30,10.80,3.80
Zambia,Natural Gas,2048,7.20,10.70,3.70
Zambia,Natural Gas,2049,7.10,10.60,3.60
Zambia,Natural Gas,2050,7.00,10.50,3.50
Zambia,Natural Gas,2051,6.90,10.40,3.40
Zambia,Natural Gas,2052,6.80,10.30,3.30
Zambia,Natural Gas,2053,6.70,10.20,3.20
Zambia,Natural Gas,2054,6.60,10.10,3.10
Zambia,Natural Gas,2055,6.50,10.00,3.00
Zambia,Natural Gas,2056,6.40,9.90,2.90
Zambia,Natural Gas,2057,6.30,9.80,2.80
Zambia,Natural Gas,2058,6.20,9.70,2.70
Zambia,Natural Gas,2059,6.10,9.60,2.60
Zambia,Natural Gas,2060,6.00,9.50,2.50
Zambia,LNG,2025,10.50,13.00,9.50
Zambia,LNG,2026,10.60,13.40,9.30
Zambia,LNG,2027,10.70,13.80,9.10
Zambia,LNG,2028,10.80,14.20,8.90
Zambia,LNG,2029,10.90,14.60,8.70
Zambia,LNG,2030,11.00,15.00,8.50
Zambia,LNG,2031,11.10,15.40,8.30
Zambia,LNG,2032,11.20,15.80,8.10
Zambia,LNG,2033,11.30,16.20,7.90
Zambia,LNG,2034,11.40,16.60,7.70
Zambia,LNG,2035,11.50,17.00,7.50
Zambia,LNG,2036,11.50,17.10,7.30
Zambia,LNG,2037,11.50,17.20,7.10
Zambia,LNG,2038,11.50,17.30,6.90
Zambia,LNG,2039,11.50,17.40,6.70
Zambia,LNG,2040,11.50,17.50,6.50
Zambia,LNG,2041,11.40,17.40,6.30
Zambia,LNG,2042,11.30,17.30,6.10
Zambia,LNG,2043,11.20,17.20,5.90
Zambia,LNG,2044,11.10,17.10,5.70
Zambia,LNG,2045,11.00,17.00,5.50
Zambia,LNG,2046,10.90,16.80,5.30
Zambia,LNG,2047,10.80,16.60,5.10
Zambia,LNG,2048,10.70,16.40,4.90
Zambia,LNG,2049,10.60,16.20,4.70
Zambia,LNG,2050,10.50,16.00,4.50
Zambia,LNG,2051,10.40,15.80,4.40
Zambia,LNG,2052,10.30,15.60,4.30
Zambia,LNG,2053,10.20,15.40,4.20
Zambia,LNG,2054,10.10,15.20,4.10
Zambia,LNG,2055,10.00,15.00,4.00
Zambia,LNG,2056,9.90,14.80,3.90
Zambia,LNG,2057,9.80,14.60,3.80
Zambia,LNG,2058,9.70,14.40,3.70
Zambia,LNG,2059,9.60,14.20,3.60
Zambia,LNG,2060,9.50,14.00,3.50
Zambia,Biomass,2025,3.50,3.80,3.20
Zambia,Biomass,2026,3.60,3.94,3.26
Zambia,Biomass,2027,3.70,4.08,3.32
Zambia,Biomass,2028,3.80,4.22,3.38
Zambia,Biomass,2029,3.90,4.36,3.44
Zambia,Biomass,2030,4.00,4.50,3.50
Zambia,Biomass,2031,4.10,4.60,3.56
Zambia,Biomass,2032,4.20,4.70,3.62
Zambia,Biomass,2033,4.30,4.80,3.68
Zambia,Biomass,2034,4.40,4.90,3.74
Zambia,Biomass,2035,4.50,5.00,3.80
Zambia,Biomass,2036,4.60,5.10,3.84
Zambia,Biomass,2037,4.70,5.20,3.88
Zambia,Biomass,2038,4.80,5.30,3.92
Zambia,Biomass,2039,4.90,5.40,3.96
Zambia,Biomass,2040,5.00,5.50,4.00
Zambia,Biomass,2041,5.10,5.60,4.04
Zambia,Biomass,2042,5.20,5.70,4.08
Zambia,Biomass,2043,5.30,5.80,4.12
Zambia,Biomass,2044,5.40,5.90,4.16
Zambia,Biomass,2045,5.50,6.00,4.20
Zambia,Biomass,2046,5.60,6.16,4.26
Zambia,Biomass,2047,5.70,6.32,4.32
Zambia,Biomass,2048,5.80,6.48,4.38
Zambia,Biomass,2049,5.90,6.64,4.44
Zambia,Biomass,2050,6.00,6.80,4.50
Zambia,Biomass,2051,6.10,6.94,4.56
Zambia,Biomass,2052,6.20,7.08,4.62
Zambia,Biomass,2053,6.30,7.22,4.68
Zambia,Biomass,2054,6.40,7.36,4.74
Zambia,Biomass,2055,6.50,7.50,4.80
Zambia,Biomass,2056,6.60,7.60,4.84
Zambia,Biomass,2057,6.70,7.70,4.88
Zambia,Biomass,2058,6.80,7.80,4.92
Zambia,Biomass,2059,6.90,7.90,4.96
Zambia,Biomass,2060,7.00,8.00,5.00
Zambia,Biogas,2025,8.00,8.50,7.50
Zambia,Biogas,2026,7.80,8.30,7.20
Zambia,Biogas,2027,7.60,8.10,6.90
Zambia,Biogas,2028,7.40,7.90,6.60
Zambia,Biogas,2029,7.20,7.70,6.30
Zambia,Biogas,2030,7.00,7.50,6.00
Zambia,Biogas,2031,6.80,7.30,5.80
Zambia,Biogas,2032,6.60,7.10,5.60
Zambia,Biogas,2033,6.40,6.90,5.40
Zambia,Biogas,2034,6.20,6.70,5.20
Zambia,Biogas,2035,6.00,6.50,5.00
Zambia,Biogas,2036,5.90,6.40,4.90
Zambia,Biogas,2037,5.80,6.30,4.80
Zambia,Biogas,2038,5.70,6.20,4.70
Zambia,Biogas,2039,5.60,6.10,4.60
Zambia,Biogas,2040,5.50,6.00,4.50
Zambia,Biogas,2041,5.40,5.90,4.40
Zambia,Biogas,2042,5.30,5.80,4.30
Zambia,Biogas,2043,5.20,5.70,4.20
Zambia,Biogas,2044,5.10,5.60,4.10
Zambia,Biogas,2045,5.00,5.50,4.00
Zambia,Biogas,2046,4.90,5.40,3.90
Zambia,Biogas,2047,4.80,5.30,3.80
Zambia,Biogas,2048,4.70,5.20,3.70
Zambia,Biogas,2049,4.60,5.10,3.60
Zambia,Biogas,2050,4.50,5.00,3.50
Zambia,Biogas,2051,4.44,4.96,3.44
Zambia,Biogas,2052,4.38,4.92,3.38
Zambia,Biogas,2053,4.32,4.88,3.32
Zambia,Biogas,2054,4.26,4.84,3.26
Zambia,Biogas,2055,4.20,4.80,3.20
Zambia,Biogas,2056,4.16,4.74,3.16
Zambia,Biogas,2057,4.12,4.68,3.12
Zambia,Biogas,2058,4.08,4.62,3.08
Zambia,Biogas,2059,4.04,4.56,3.04
Zambia,Biogas,2060,4.00,4.50,3.00
Zimbabwe,HFO,2025,14.50,16.50,13.50
Zimbabwe,HFO,2026,14.70,16.90,13.30
Zimbabwe,HFO,2027,14.90,17.30,13.10
Zimbabwe,HFO,2028,15.10,17.70,12.90
Zimbabwe,HFO,2029,15.30,18.10,12.70
Zimbabwe,HFO,2030,15.50,18.50,12.50
