Plants,StYr,RetrYr,Zone,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,Type,fuel1,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize,Error,HydroCapacityFactor,HydroCapacityFactorQ1,HydroCapacityFactorQ2,HydroCapacityFactorQ3,HydroCapacityFactorQ4
SAGenericSolarPV(Medium)29_REN_ZAF,2029,2060,1,500,0,0,1,1,0,0,15000,0,0,0.8,25,500,500,0,6,4,,2,0,0,1,0,20630.8,,,,,
SAGenericSolarPV(Medium)30_REN_ZAF,2030,2060,1,500,0,0,1,1,0,0,15000,0,0,0.8,25,500,500,0,6,4,,2,0,0,1,0,20631.8,,,,,
Mnyera_Mnyera,2030,2060,10,137,0,0,1,1,0,0.275,2250,0.003,0,2.6013,50,137,137,0,12,3,,3,0,0,0,0,6833.8793,0.551528185,0.679237632,0.798582658,0.388765471,0.353393127
Mnyera_Pumbwe,2030,2060,10,123,0,0,1,1,0,0.275,2250,0.003,0,2.3179,50,123,123,0,12,3,,3,0,0,0,0,6791.5959,0.54952297,0.67675399,0.786577927,0.387725345,0.352377166
Mnyera_Kisingo,2030,2060,10,120,0,0,1,1,0,0.275,2250,0.003,0,3.4073,50,120,120,0,12,3,,3,0,0,0,0,6783.6853,0.54986758,0.676311728,0.786419892,0.386858454,0.352128623
Mnyera_Ruaha,2030,2060,10,60,0,0,1,1,0,0.275,3380,0.003,0,5.5263,50,60,60,0,4,3,,3,0,0,0,0,7727.8043,0.551561218,0.564814815,1,0.254378193,0.296648557
Kidunda,2028,2060,10,20,0,0,1,1,0,0.25,16910,0.003,0,5.2,50,20,20,0,12,3,,3,0,0,0,0,21143.453,0.522831523,0.497474747,0.929487179,0.215126812,0.378172899
SingidaWind2_REN_TZA,2026,2056,10,75,0,0,1,1,0,0,22000,0,0,1.806,30,37.5,75,0,5,5,,2,0,0,1,0,26326.306,,,,,
LobitoI_TH_AGO,2030,2082,9,750,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,750,5000,0,2,2,7,3,7.1,0.05,0,0,17286.19508,,,,,
LobitoII_TH_AGO,2055,2082,9,750,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,750,5000,0,2,2,7,3,7.1,0.05,0,0,17311.19508,,,,,
LobitoIII_TH_AGO,2055,2082,9,375,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,375,5000,0,2,2,7,3,7.1,0.05,0,0,16561.19508,,,,,
Namibe_TH_AGO,2030,2082,9,750,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,750,5000,0,2,2,7,3,7.1,0.05,0,0,17286.19508,,,,,
SoyoIII_TH_AGO,2055,2082,9,375,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,375,5000,0,2,2,7,3,7.1,0.05,0,0,16561.19508,,,,,
Vuka_HY_AGO,2032,2060,9,121,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,121,121,0,12,3,,3,0,0,0,0,51038.92066,0.38,,,,
JambaMina_HY_AGO,2055,2060,9,180,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,180,180,0,12,3,,3,0,0,0,0,51238.92066,0.38,,,,
JambaOma_HY_AGO,2055,2060,9,75,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,75,75,0,12,3,,3,0,0,0,0,50923.92066,0.38,,,,
Genga_HY_AGO,2055,2060,9,900,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,900,900,0,12,3,,3,0,0,0,0,53398.92066,0.38,,,,
Committed1_PV_AGO,2024,2060,9,171.1,0,0,1,1,0,0,15000,0,0,0.8,25,400,171.1,0,6,4,,2,0,0,1,0,19876,,,,,
Committed2_PV_AGO,2025,2060,9,43.7,0,0,1,1,0,0,15000,0,0,0.8,25,400,43.7,0,6,4,,2,0,0,1,0,19622.2,,,,,
Committed3_PV_AGO,2026,2060,9,658,0,0,1,1,0,0,15000,0,0,0.8,25,400,658,0,6,4,,2,0,0,1,0,20851.8,,,,,
SACCGTNG2025_TH_ZAF,2025,2078,1,1220,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,1220,1220,0,2,2,7,2,7.1,0.05,0,0,14427.69508,,,,,
SACCGTNG2027_TH_ZAF,2027,2078,1,1000,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,1000,1000,0,2,2,7,3,7.1,0.05,0,0,13770.69508,,,,,
SACCGTNG2028_TH_ZAF,2028,2078,1,4000,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,4000,4000,0,2,2,7,3,7.1,0.05,0,0,22771.69508,,,,,
SACCGTNG2029_TH_ZAF,2030,2078,1,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,2,2,7,3,7.1,0.05,0,0,33273.69508,,,,,
New_CSP_ZAF_2024,2024,2054,1,100,0,0,1,1,0,0.8,22000,3,0,1.865,30,100,100,0,14,9,,2,0,0,0,0,26441.665,,,,,
Sto_ZAF_2024,2024,2054,1,200,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,17,10,,2,0,0,0,0,29191.08,,,,,
Sto_ZAF_2025,2025,2055,1,654,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,17,10,,2,0,0,0,0,29647.08,,,,,
Sto_ZAF_2027,2027,2057,1,615,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,17,10,,2,0,0,0,0,29612.08,,,,,
Sto_ZAF_2028,2028,2058,1,615,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,17,10,,2,0,0,0,0,29614.08,,,,,
SACCGTNG2035_TH_ZAF,2035,2078,1,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,2,2,7,3,7.1,0.05,0,0,33278.69508,,,,,
SACCGTNG2040_TH_ZAF,2040,2078,1,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,2,2,7,3,7.1,0.05,0,0,33283.69508,,,,,
SACCGTNG2045_TH_ZAF,2045,2078,1,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,2,2,7,3,7.1,0.05,0,0,33288.69508,,,,,
AnixasII_TH_NAM,2024,2061,7,54,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0.933810376,30,,,0,10,7,,2,0,0,0,0,12215.20926,,,,,
SA_IRP_New_Gas_CCGT_2031,2031,2081,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10776.69508,,,,,
SA_IRP_New_Gas_CCGT_2032,2032,2082,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10778.69508,,,,,
SA_IRP_New_Gas_CCGT_2033,2033,2083,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10780.69508,,,,,
SA_IRP_New_Gas_CCGT_2034,2034,2084,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10782.69508,,,,,
SA_IRP_New_Gas_CCGT_2035,2035,2085,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10784.69508,,,,,
SA_IRP_New_Gas_CCGT_2036,2036,2086,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10786.69508,,,,,
SA_IRP_New_Gas_CCGT_2037,2037,2087,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10788.69508,,,,,
SA_IRP_New_Gas_CCGT_2038,2038,2088,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10790.69508,,,,,
SA_IRP_New_Gas_CCGT_2039,2039,2089,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10792.69508,,,,,
SA_IRP_New_Gas_CCGT_2040,2040,2090,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10794.69508,,,,,
SA_IRP_New_Gas_CCGT_2041,2041,2091,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10796.69508,,,,,
SA_IRP_New_Gas_CCGT_2042,2042,2092,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10798.69508,,,,,
SA_IRP_New_Gas_CCGT_2043,2043,2093,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10800.69508,,,,,
SA_IRP_New_Gas_CCGT_2044,2044,2094,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10802.69508,,,,,
SA_IRP_New_Gas_CCGT_2045,2045,2095,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10804.69508,,,,,
SA_IRP_New_Gas_CCGT_2046,2046,2096,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10806.69508,,,,,
SA_IRP_New_Gas_CCGT_2047,2047,2097,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10808.69508,,,,,
SA_IRP_New_Gas_CCGT_2048,2048,2098,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10810.69508,,,,,
SA_IRP_New_Gas_CCGT_2049,2049,2099,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10812.69508,,,,,
SA_IRP_New_Gas_CCGT_2050,2050,2100,1,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,2,2,7,2,7.1,0.05,0,0,10814.69508,,,,,
SA_IRP_New_Gas_GT_2031,2031,2081,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21181.16682,,,,,
SA_IRP_New_Gas_GT_2036,2036,2086,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21191.16682,,,,,
SA_IRP_New_Gas_GT_2041,2041,2091,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21201.16682,,,,,
SA_IRP_New_Gas_GT_2042,2043,2093,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21205.16682,,,,,
SA_IRP_New_Gas_GT_2043,2045,2095,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21209.16682,,,,,
SA_IRP_New_Gas_GT_2044,2047,2097,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21213.16682,,,,,
SA_IRP_New_Gas_GT_2045,2045,2095,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21209.16682,,,,,
SA_IRP_New_Gas_GT_2046,2046,2096,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21211.16682,,,,,
SA_IRP_New_Gas_GT_2047,2047,2097,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21213.16682,,,,,
SA_IRP_New_Gas_GT_2048,2048,2098,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21215.16682,,,,,
SA_IRP_New_Gas_GT_2049,2049,2099,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21217.16682,,,,,
SA_IRP_New_Gas_GT_2050,2050,2100,1,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,1,2,7,2,9.7,0.05,0,0,21219.16682,,,,,
SA_IRP_New_PV_2031,2031,2056,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19128.8,,,,,
SA_IRP_New_PV_2032,2032,2057,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19130.8,,,,,
SA_IRP_New_PV_2033,2033,2058,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19132.8,,,,,
SA_IRP_New_PV_2034,2034,2059,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19134.8,,,,,
SA_IRP_New_PV_2035,2035,2060,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19136.8,,,,,
SA_IRP_New_PV_2036,2036,2061,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19138.8,,,,,
SA_IRP_New_PV_2037,2037,2062,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19140.8,,,,,
SA_IRP_New_PV_2038,2038,2063,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19142.8,,,,,
SA_IRP_New_PV_2039,2039,2064,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19144.8,,,,,
SA_IRP_New_PV_2040,2040,2065,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19146.8,,,,,
SA_IRP_New_PV_2041,2041,2066,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19148.8,,,,,
SA_IRP_New_PV_2042,2042,2067,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19150.8,,,,,
SA_IRP_New_PV_2043,2043,2068,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19152.8,,,,,
SA_IRP_New_PV_2044,2044,2069,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19154.8,,,,,
SA_IRP_New_PV_2045,2045,2070,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19156.8,,,,,
SA_IRP_New_PV_2046,2046,2071,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19158.8,,,,,
SA_IRP_New_PV_2047,2047,2072,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19160.8,,,,,
SA_IRP_New_PV_2048,2048,2073,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19162.8,,,,,
SA_IRP_New_PV_2049,2049,2074,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19164.8,,,,,
SA_IRP_New_PV_2050,2050,2075,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19166.8,,,,,
SA_IRP_New_Wind_2031,2031,2061,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26139.67,,,,,
SA_IRP_New_Wind_2032,2032,2062,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26141.67,,,,,
SA_IRP_New_Wind_2033,2033,2063,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26143.67,,,,,
SA_IRP_New_Wind_2034,2034,2064,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26145.67,,,,,
SA_IRP_New_Wind_2035,2035,2065,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26147.67,,,,,
SA_IRP_New_Wind_2036,2036,2066,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26149.67,,,,,
SA_IRP_New_Wind_2037,2037,2067,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26151.67,,,,,
SA_IRP_New_Wind_2038,2038,2068,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26153.67,,,,,
SA_IRP_New_Wind_2039,2039,2069,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26155.67,,,,,
SA_IRP_New_Wind_2040,2040,2070,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26157.67,,,,,
SA_IRP_New_Wind_2041,2041,2071,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26159.67,,,,,
SA_IRP_New_Wind_2042,2042,2072,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26161.67,,,,,
SA_IRP_New_Wind_2043,2043,2073,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26163.67,,,,,
SA_IRP_New_Wind_2044,2044,2074,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26165.67,,,,,
SA_IRP_New_Wind_2045,2045,2075,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26167.67,,,,,
SA_IRP_New_Wind_2046,2046,2076,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26169.67,,,,,
SA_IRP_New_Wind_2047,2047,2077,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26171.67,,,,,
SA_IRP_New_Wind_2048,2048,2078,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26173.67,,,,,
SA_IRP_New_Wind_2049,2049,2079,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26175.67,,,,,
SA_IRP_New_Wind_2050,2050,2080,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26177.67,,,,,
SA_IRP_New_BESS_2031,2031,2056,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28000.08,,,,,
SA_IRP_New_BESS_2032,2032,2057,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28002.08,,,,,
SA_IRP_New_BESS_2033,2033,2058,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28004.08,,,,,
SA_IRP_New_BESS_2034,2034,2059,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28006.08,,,,,
SA_IRP_New_BESS_2035,2035,2060,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28008.08,,,,,
SA_IRP_New_BESS_2036,2036,2061,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28010.08,,,,,
SA_IRP_New_BESS_2037,2037,2062,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28012.08,,,,,
SA_IRP_New_BESS_2038,2038,2063,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28014.08,,,,,
SA_IRP_New_BESS_2039,2039,2064,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28016.08,,,,,
SA_IRP_New_BESS_2040,2040,2065,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28018.08,,,,,
SA_IRP_New_BESS_2041,2041,2066,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28020.08,,,,,
SA_IRP_New_BESS_2042,2042,2067,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28022.08,,,,,
SA_IRP_New_BESS_2043,2043,2068,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28024.08,,,,,
SA_IRP_New_BESS_2044,2044,2069,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28026.08,,,,,
SA_IRP_New_BESS_2045,2045,2070,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28028.08,,,,,
SA_IRP_New_BESS_2046,2046,2071,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28030.08,,,,,
SA_IRP_New_BESS_2047,2047,2072,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28032.08,,,,,
SA_IRP_New_BESS_2048,2048,2073,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28034.08,,,,,
SA_IRP_New_BESS_2049,2049,2074,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28036.08,,,,,
SA_IRP_New_BESS_2050,2050,2075,1,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,17,10,,2,0,0,0,0,28038.08,,,,,
PV_Caraculo_OffGrid,2022,2073,9,25,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19168,,,,,
CT_Biocom,2009,2051,9,20,0.3,10.8998955,1,1,0,0.8,48000,3,0,0,30,,,0,13,12,,1,0,0,0,20,52161.9999,,,,,
CT_PV_Diesel_Hybrid,2017,2051,9,30,0,0,1,1,0,0,15000,0,0,0,30,,,0,6,4,11,1,10.42,0,1,30,19172.42,,,,,
Kiwaba_Nzogi,2026,2056,9,104,0,0,1,1,0,0,28000,0,0,1.6,30,104,104,0,5,5,,3,0,0,1,0,32450.6,,,,,
New_PV_NAM_2031,2031,2060,7,500,0,0,1,1,0,0,15000,0,0,0.8,25,75,500,0,6,4,,3,0,0,1,0,20214.8,,,,,
New_PV_ZMB_2031,2031,2060,8,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,3,0,0,1,0,19140.8,,,,,
New_PV_ZWE_2031,2031,2060,5,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,3,0,0,1,0,19137.8,,,,,
New_PV_NAM_2036,2036,2060,7,4000,0,0,1,1,0,0,15000,0,0,0.8,25,100,4000,0,6,4,,3,0,0,1,0,27244.8,,,,,
New_PV_ZMB_2040,2041,2060,8,0,0,0,1,1,0,0,15000,0,0,0.8,25,800,0,0,6,4,,3,0,0,1,0,19950.8,,,,,
New_PV_ZWE_2036,2036,2060,5,0,0,0,1,1,0,0,15000,0,0,0.8,25,500,0,0,6,4,,3,0,0,1,0,19642.8,,,,,
Mpatamanga_Opt,2030,2060,12,358.5,0,0,1,1,0,0.325077306,40000,0.5,0,2.79,50,358.5,358.5,0,12,3,,2,0,0,0,0,45250.11508,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
PV_2030_MWI,2030,2060,12,5000,0,0,1,1,0,0,15000,0,0,0.8,25,200,5000,0,6,4,,3,0,0,1,0,29343.8,,,,,
Sto_MWI_2030,2030,2055,12,3000,0,0,1,1,0,0.9,13860,0,0,0.2,20,150,3000,0,17,10,,3,0,0,0,0,24160.1,,,,,
Wind_2030_MWI,2030,2060,12,350,0,0,1,1,0,0,28000,0,0,1.6,30,50,350,0,5,5,,3,0,0,1,0,32899.6,,,,,
Mulanje_Ruo_Ndiza,2020,2060,12,9.8,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,44908.21108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Cedar_Muloza,2022,2060,12,3.3,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,44903.71108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Serengeti_Nkhotakota,2022,2060,12,21,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19154,,,,,
Kiejo_Mbaka_II,2030,2055,10,20,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,20,20,0,13,13,,3,0,0,0,0,132618.3012,,,,,
Kisaki,2036,2061,10,300,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,100,300,0,13,13,,3,0,0,0,0,133270.3012,,,,,
Natron,2030,2055,10,60,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,60,60,0,13,13,,3,0,0,0,0,132738.3012,,,,,
Ngozi_I,2030,2055,10,30,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,30,30,0,13,13,,3,0,0,0,0,132648.3012,,,,,
Ngozi_II,2030,2055,10,30,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,30,30,0,13,13,,3,0,0,0,0,132648.3012,,,,,
Kishapu_II,2026,2051,10,50,0,0,1,1,0,0,14000,0,0,0.9,25,50,50,0,6,4,,2,0,0,1,0,18277.9,,,,,
Kishapu_III,2027,2052,10,50,0,0,1,1,0,0,14000,0,0,0.9,25,50,50,0,6,4,,2,0,0,1,0,18279.9,,,,,
PV_Tanzania,2027,2052,10,8000,0,0,1,1,0,0,14000,0,0,0.9,25,100,8000,0,6,4,,3,0,0,1,0,34230.9,,,,,
Bagamoyo,2028,2078,10,200,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.2,30,200,200,0,2,2,,3,0,0.05,0,0,34766.1,,,,,
Kinyerezi_IV,2029,2079,10,330,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.213,30,330,330,0,2,2,,3,0,0.05,0,0,35158.113,,,,,
Mkuranga,2028,2078,10,300,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.213,30,300,300,0,2,2,,3,0,0.05,0,0,35066.113,,,,,
Mtwara_I,2028,2078,10,300,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.213,30,300,300,0,2,2,,3,0,0.05,0,0,35066.113,,,,,
