country,fuel,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Zambia,Biomass,3.69271,3.798216,3.903722,4.009228,4.114734,4.22024,4.325746,4.431252,4.536758,4.642264,4.74777,4.853276,4.958782,5.064288,5.169794,5.2753,5.380806,5.486312,5.591818,5.697324,5.80283,5.908336,6.013842,6.119348,6.224854,6.33036,6.435866,6.541372,6.646878,6.752384,6.85789,6.963396,7.068902,7.174408,7.279914,7.38542
Zambia,Coal,5.486312,5.4441096,5.4019072,5.3597048,5.3175024,5.2753,5.2330976,5.1908952,5.1486928,5.1064904,5.064288,5.0009844,4.9376808,4.8743772,4.8110736,4.74777,4.642264,4.536758,4.431252,4.325746,4.22024,4.114734,4.009228,3.903722,3.798216,3.69271,3.587204,3.481698,3.376192,3.270686,3.16518,3.1229776,3.0807752,3.0385728,2.9963704,2.954168
Zambia,Diesel,18.99108,19.202092,19.413104,19.624116,19.835128,20.04614,20.151646,20.257152,20.362658,20.468164,20.57367,20.679176,20.784682,20.890188,20.995694,21.1012,21.1012,21.1012,21.1012,21.1012,21.1012,20.995694,20.890188,20.784682,20.679176,20.57367,20.468164,20.362658,20.257152,20.151646,20.04614,19.940634,19.835128,19.729622,19.624116,19.51861
Zambia,HFO,15.29837,15.509382,15.720394,15.931406,16.142418,16.35343,16.458936,16.564442,16.669948,16.775454,16.88096,16.986466,17.091972,17.197478,17.302984,17.40849,17.40849,17.40849,17.40849,17.40849,17.40849,17.302984,17.197478,17.091972,16.986466,16.88096,16.775454,16.669948,16.564442,16.458936,16.35343,16.247924,16.142418,16.036912,15.931406,15.8259
Zambia,LNG,11.07813,11.183636,11.289142,11.394648,11.500154,11.60566,11.711166,11.816672,11.922178,12.027684,12.13319,12.13319,12.13319,12.13319,12.13319,12.13319,12.027684,11.922178,11.816672,11.711166,11.60566,11.500154,11.394648,11.289142,11.183636,11.07813,10.972624,10.867118,10.761612,10.656106,10.5506,10.445094,10.339588,10.234082,10.128576,10.02307
Zambia,Gas,6.85789,6.963396,7.068902,7.174408,7.279914,7.38542,7.490926,7.596432,7.701938,7.807444,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.807444,7.701938,7.596432,7.490926,7.38542,7.279914,7.174408,7.068902,6.963396,6.85789,6.752384,6.646878,6.541372,6.435866,6.33036
Zimbabwe,Biogas,8.44048,8.229468,8.018456,7.807444,7.596432,7.38542,7.174408,6.963396,6.752384,6.541372,6.33036,6.224854,6.119348,6.013842,5.908336,5.80283,5.697324,5.591818,5.486312,5.380806,5.2753,5.169794,5.064288,4.958782,4.853276,4.74777,4.6844664,4.6211628,4.5578592,4.4945556,4.431252,4.3890496,4.3468472,4.3046448,4.2624424,4.22024
Zimbabwe,Biomass,3.69271,3.798216,3.903722,4.009228,4.114734,4.22024,4.325746,4.431252,4.536758,4.642264,4.74777,4.853276,4.958782,5.064288,5.169794,5.2753,5.380806,5.486312,5.591818,5.697324,5.80283,5.908336,6.013842,6.119348,6.224854,6.33036,6.435866,6.541372,6.646878,6.752384,6.85789,6.963396,7.068902,7.174408,7.279914,7.38542
Zimbabwe,Coal,4.958782,4.9165796,4.8743772,4.8321748,4.7899724,4.74777,4.7055676,4.6633652,4.6211628,4.5789604,4.536758,4.4734544,4.4101508,4.3468472,4.2835436,4.22024,4.114734,4.009228,3.903722,3.798216,3.69271,3.587204,3.481698,3.376192,3.270686,3.16518,3.059674,2.954168,2.848662,2.743156,2.63765,2.5954476,2.5532452,2.5110428,2.4688404,2.426638
Zimbabwe,Diesel,18.99108,19.202092,19.413104,19.624116,19.835128,20.04614,20.151646,20.257152,20.362658,20.468164,20.57367,20.679176,20.784682,20.890188,20.995694,21.1012,21.1012,21.1012,21.1012,21.1012,21.1012,20.995694,20.890188,20.784682,20.679176,20.57367,20.468164,20.362658,20.257152,20.151646,20.04614,19.940634,19.835128,19.729622,19.624116,19.51861
Zimbabwe,HFO,15.29837,15.509382,15.720394,15.931406,16.142418,16.35343,16.458936,16.564442,16.669948,16.775454,16.88096,16.986466,17.091972,17.197478,17.302984,17.40849,17.40849,17.40849,17.40849,17.40849,17.40849,17.302984,17.197478,17.091972,16.986466,16.88096,16.775454,16.669948,16.564442,16.458936,16.35343,16.247924,16.142418,16.036912,15.931406,15.8259
Zimbabwe,LNG,11.07813,11.183636,11.289142,11.394648,11.500154,11.60566,11.711166,11.816672,11.922178,12.027684,12.13319,12.13319,12.13319,12.13319,12.13319,12.13319,12.027684,11.922178,11.816672,11.711166,11.60566,11.500154,11.394648,11.289142,11.183636,11.07813,10.972624,10.867118,10.761612,10.656106,10.5506,10.445094,10.339588,10.234082,10.128576,10.02307
Zimbabwe,Gas,6.85789,6.963396,7.068902,7.174408,7.279914,7.38542,7.490926,7.596432,7.701938,7.807444,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.91295,7.807444,7.701938,7.596432,7.490926,7.38542,7.279914,7.174408,7.068902,6.963396,6.85789,6.752384,6.646878,6.541372,6.435866,6.33036
