month,day,hour,zone,value
1,5,10,ZONE1,0.6030736755772547
1,5,11,ZONE1,0.7527694724604228
1,5,12,ZONE1,0.19451503065702125
1,5,13,ZONE1,0.29318541208051563
1,5,14,ZONE1,0.27906476645852585
1,5,15,ZONE1,0.09854324093092715
1,5,16,ZONE1,0.3808847176566543
1,5,17,ZONE1,0.7377518565688652
1,5,18,ZONE1,0.7235703812687876
1,5,19,ZONE1,0.4878204415310686
1,5,20,ZONE1,0.11687348296430056
1,5,21,ZONE1,0.49738439726093864
1,5,22,ZONE1,0.9058148656089747
1,5,23,ZONE1,0.034217673596807274
1,6,0,ZONE1,0.9279984132759829
1,6,1,ZONE1,0.5932833757142335
1,6,2,ZONE1,0.39400628099565216
1,6,3,ZONE1,0.09561703719579129
1,6,4,ZONE1,0.8972393664854762
1,6,5,ZONE1,0.17805082669315397
1,6,6,ZONE1,0.8709968071383949
1,6,7,ZONE1,0.2313858404373924
1,6,8,ZONE1,0.5763936474842516
1,6,9,ZONE1,0.8005541307684129
1,6,10,ZONE1,0.9617242358016794
1,6,11,ZONE1,0.03958099221173472
1,6,12,ZONE1,0.6300663691619727
1,6,13,ZONE1,0.10148426818792367
1,6,14,ZONE1,0.28491155206754315
1,6,15,ZONE1,0.1984330882514035
1,6,16,ZONE1,0.8459634391262001
1,6,17,ZONE1,0.9677538926526026
1,6,18,ZONE1,0.20875885392254379
1,6,19,ZONE1,0.683879344800008
1,6,20,ZONE1,0.23011687806316306
1,6,21,ZONE1,0.14581178845014375
1,6,22,ZONE1,0.5527193921449578
1,6,23,ZONE1,0.5714377732413869
1,7,0,ZONE1,0.45821568350560193
1,7,1,ZONE1,0.6208427763905524
1,7,2,ZONE1,0.03138255626250097
1,7,3,ZONE1,0.8678422373352996
1,7,4,ZONE1,0.6376493901103932
1,7,5,ZONE1,0.6977880998013706
1,7,6,ZONE1,0.5458798954647386
1,7,7,ZONE1,0.0916849323989748
1,7,8,ZONE1,0.01307406321927862
1,7,9,ZONE1,0.959948177647576
1,7,10,ZONE1,0.18102717008718272
1,7,11,ZONE1,0.9268713764060038
1,7,12,ZONE1,0.20970471240071353
1,7,13,ZONE1,0.389952923417049
1,7,14,ZONE1,0.3478059233666114
1,7,15,ZONE1,0.07591910905106758
1,7,16,ZONE1,0.5755871732806233
1,7,17,ZONE1,0.8847632600380008
1,7,18,ZONE1,0.41352901847098433
1,7,19,ZONE1,0.4685319619409448
1,7,20,ZONE1,0.38649354797199786
1,7,21,ZONE1,0.009296895431360364
1,7,22,ZONE1,0.3900812152017461
1,7,23,ZONE1,0.06528102365260002
1,8,0,ZONE1,0.4905568152086298
1,8,1,ZONE1,0.05387544238366948
1,8,2,ZONE1,0.4214615963411438
1,8,3,ZONE1,0.42748484384018215
1,8,4,ZONE1,0.43182699019088444
1,8,5,ZONE1,0.3200505221314729
1,8,6,ZONE1,0.8149499583503086
1,8,7,ZONE1,0.9672727297998033
1,8,8,ZONE1,0.6972285424231432
1,8,9,ZONE1,0.9496460182155616
1,8,10,ZONE1,0.5732565918036784
1,8,11,ZONE1,0.9081819765613258
1,8,12,ZONE1,0.36700020974798764
1,8,13,ZONE1,0.5847187572942917
1,8,14,ZONE1,0.06022657382064933
1,8,15,ZONE1,0.45698161074612953
1,8,16,ZONE1,0.26204259376777217
1,8,17,ZONE1,0.9164550561072038
1,8,18,ZONE1,0.9962501887589825
1,8,19,ZONE1,0.7586986741897382
1,8,20,ZONE1,0.7211673905684625
1,8,21,ZONE1,0.15939168896497635
1,8,22,ZONE1,0.8038151041863297
1,8,23,ZONE1,0.03514884594905532
1,9,0,ZONE1,0.21190723832353342
1,9,1,ZONE1,0.8703278214634782
1,9,2,ZONE1,0.23752594043864728
1,9,3,ZONE1,0.8868740245455358
1,9,4,ZONE1,0.5047066976362218
1,9,5,ZONE1,0.7588644082665322
1,9,6,ZONE1,0.019731120672430436
1,9,7,ZONE1,0.1355237990375907
1,9,8,ZONE1,0.38802204942073004
1,9,9,ZONE1,0.2877492193046556
1,9,10,ZONE1,0.33030585418503744
1,9,11,ZONE1,0.22241379226282088
1,9,12,ZONE1,0.3185563006225427
1,9,13,ZONE1,0.2636364316744024
1,9,14,ZONE1,0.5528520857648467
1,9,15,ZONE1,0.10149178388032198
1,9,16,ZONE1,0.35100239981471015
1,9,17,ZONE1,0.22986806857189646
1,9,18,ZONE1,0.38492732939839214
1,9,19,ZONE1,0.8162695446183602
1,9,20,ZONE1,0.2008862827161747
1,9,21,ZONE1,0.02642532507481843
1,9,22,ZONE1,0.38188678069570137
1,9,23,ZONE1,0.29706884744530004
1,10,0,ZONE1,0.5880020309638815
1,10,1,ZONE1,0.5767637284952218
1,10,2,ZONE1,0.49412926062716955
1,10,3,ZONE1,0.0534472225458229
1,10,4,ZONE1,0.5157969261162341
1,10,5,ZONE1,0.9485874880525335
1,10,6,ZONE1,0.159273771368464
1,10,7,ZONE1,0.3802721421675821
1,10,8,ZONE1,0.8274521727462238
1,10,9,ZONE1,0.14470135306803733
1,10,10,ZONE1,0.6019950245354233
1,10,11,ZONE1,0.3405402724384132
1,10,12,ZONE1,0.29255578363603063
1,10,13,ZONE1,0.04617747494887614
1,10,14,ZONE1,0.6453051926036317
1,10,15,ZONE1,0.31709314995515514
1,10,16,ZONE1,0.20949843881804964
1,10,17,ZONE1,0.19838548219500662
1,10,18,ZONE1,0.8210777206909089
1,10,19,ZONE1,0.8724934621371969
1,10,20,ZONE1,0.7552759243627231
1,10,21,ZONE1,0.46696016511011085
1,10,22,ZONE1,0.13531088486785903
1,10,23,ZONE1,0.9260241724945247
1,11,0,ZONE1,0.2177480453813827
1,11,1,ZONE1,0.04867669008283648
1,11,2,ZONE1,0.5266224398787731
1,11,3,ZONE1,0.34689725899287804
1,11,4,ZONE1,0.27684957493524276
1,11,5,ZONE1,0.1445931497898273
1,11,6,ZONE1,0.3440807274600586
1,11,7,ZONE1,0.49718160781627885
1,11,8,ZONE1,0.20029961211941927
1,11,9,ZONE1,0.6781302917817511
1,11,10,ZONE1,0.7549864798236197
1,11,11,ZONE1,0.037970691616262764
1,11,12,ZONE1,0.8801969872367912
1,11,13,ZONE1,0.143127721772357
1,11,14,ZONE1,0.20331225044327228
1,11,15,ZONE1,0.42787375566360053
1,11,16,ZONE1,0.544709605260734
1,11,17,ZONE1,0.1125332446896603
1,11,18,ZONE1,0.6484366457984131
1,11,19,ZONE1,0.6220535178798173
1,11,20,ZONE1,0.178697817394454
1,11,21,ZONE1,0.5586582296755203
1,11,22,ZONE1,0.23162290688703757
1,11,23,ZONE1,0.04011278003915386
1,12,0,ZONE1,0.7117551803590217
1,12,1,ZONE1,0.349093685753024
1,12,2,ZONE1,0.9244479056986237
1,12,3,ZONE1,0.004011737749912037
1,12,4,ZONE1,0.2768141516884849
1,12,5,ZONE1,0.847747354601063
1,12,6,ZONE1,0.8890656661801116
1,12,7,ZONE1,0.10898172967399822
1,12,8,ZONE1,0.3301187819496435
1,12,9,ZONE1,0.30799430229272995
1,12,10,ZONE1,0.5718582604745701
1,12,11,ZONE1,0.9577667386878516
1,12,12,ZONE1,0.9959940343338977
1,12,13,ZONE1,0.9224225169147756
1,12,14,ZONE1,0.3057204407378864
1,12,15,ZONE1,0.581157592540208
1,12,16,ZONE1,0.9524342900220942
1,12,17,ZONE1,0.2905858985611569
1,12,18,ZONE1,0.44150807408231574
1,12,19,ZONE1,0.5431474677464376
1,12,20,ZONE1,0.8297336941602743
1,12,21,ZONE1,0.49269563764216184
1,12,22,ZONE1,0.13519355944173939
1,12,23,ZONE1,0.7438283161436485
1,13,0,ZONE1,0.38273665599502615
1,13,1,ZONE1,0.9284125380042655
1,13,2,ZONE1,0.5407145549524248
1,13,3,ZONE1,0.9332487845164669
1,13,4,ZONE1,0.6380453336997958
1,13,5,ZONE1,0.5378068948523635
1,13,6,ZONE1,0.9602598912304526
1,13,7,ZONE1,0.13489372290386425
1,13,8,ZONE1,0.921930204060232
1,13,9,ZONE1,0.558554347795977
1,13,10,ZONE1,0.4245233701223886
1,13,11,ZONE1,0.48537946164759316
1,13,12,ZONE1,0.7824899980391524
1,13,13,ZONE1,0.18698645329085106
1,13,14,ZONE1,0.20211454544538843
1,13,15,ZONE1,0.7046112246995526
1,13,16,ZONE1,0.4225140865848651
1,13,17,ZONE1,0.7201734815528144
1,13,18,ZONE1,0.15922552784282962
1,13,19,ZONE1,0.8049666686323267
1,13,20,ZONE1,0.8216899772552358
1,13,21,ZONE1,0.2951608560449296
1,13,22,ZONE1,0.21075446939989384
1,13,23,ZONE1,0.06179413341223006
1,14,0,ZONE1,0.8089905702398086
1,14,1,ZONE1,0.8036483444844951
1,14,2,ZONE1,0.09931975744548716
1,14,3,ZONE1,0.7076233144013674
1,14,4,ZONE1,0.7680471664333209
1,14,5,ZONE1,0.7274571228792818
1,14,6,ZONE1,0.2016375287595925
1,14,7,ZONE1,0.3558830934545161
1,14,8,ZONE1,0.40847654369660114
1,14,9,ZONE1,0.6651229910544908
1,14,10,ZONE1,0.192316378197526
1,14,11,ZONE1,0.68984122315
1,14,12,ZONE1,0.0810149405352748
1,14,13,ZONE1,0.4145874126124832
1,14,14,ZONE1,0.035730949175177384
1,14,15,ZONE1,0.9107219907701017
1,14,16,ZONE1,0.5686307107304219
1,14,17,ZONE1,0.6466968474535707
1,14,18,ZONE1,0.8746989215209307
1,14,19,ZONE1,0.35794790254092224
1,14,20,ZONE1,0.5353933185811002
1,14,21,ZONE1,0.2475627730017783
1,14,22,ZONE1,0.041661000293992556
1,14,23,ZONE1,0.44224633093463583
1,15,0,ZONE1,0.6896083883959291
1,15,1,ZONE1,0.13168391271726465
1,15,2,ZONE1,0.15980981130525873
1,15,3,ZONE1,0.4083514719338731
1,15,4,ZONE1,0.03063170488947764
1,15,5,ZONE1,0.4545913878273393
1,15,6,ZONE1,0.7394468197982231
1,15,7,ZONE1,0.1404575659858437
1,15,8,ZONE1,0.11713381514252397
1,15,9,ZONE1,0.8101744804808689
1,15,10,ZONE1,0.8056460943814798
1,15,11,ZONE1,0.9713889482093806
1,15,12,ZONE1,0.1459836700220264
1,15,13,ZONE1,0.13684133455192815
1,15,14,ZONE1,0.3003903126043791
1,15,15,ZONE1,0.5956168291834155
1,15,16,ZONE1,0.795383004768454
1,15,17,ZONE1,0.9467801769347732
1,15,18,ZONE1,0.6040598102876902
1,15,19,ZONE1,0.798557796278323
1,15,20,ZONE1,0.669127949538508
1,15,21,ZONE1,0.3005480136569061
1,15,22,ZONE1,0.5530732393575111
1,15,23,ZONE1,0.17166867962209031
1,16,0,ZONE1,0.033667735416434086
1,16,1,ZONE1,0.18147254921290512
1,16,2,ZONE1,0.5975701914563482
1,16,3,ZONE1,0.4560401558105215
1,16,4,ZONE1,0.08363877908117734
1,16,5,ZONE1,0.6943287307000001
1,16,6,ZONE1,0.8227644134439293
1,16,7,ZONE1,0.2696413661389069
1,16,8,ZONE1,0.538147669065474
1,16,9,ZONE1,0.7421943223609905
1,16,10,ZONE1,0.9011863576371637
1,16,11,ZONE1,0.08008643853173214
1,16,12,ZONE1,0.6838825256147462
1,16,13,ZONE1,0.19675983419605603
1,16,14,ZONE1,0.8388925382446897
1,16,15,ZONE1,0.7489258522373674
1,16,16,ZONE1,0.5694027405569394
1,16,17,ZONE1,0.10829997806530434
1,16,18,ZONE1,0.19323519751501306
1,16,19,ZONE1,0.2385299671369162
1,16,20,ZONE1,0.9619083824965697
1,16,21,ZONE1,0.5349861603782604
1,16,22,ZONE1,0.9190757337756543
1,16,23,ZONE1,0.3932982670958143
1,17,0,ZONE1,0.2408049061670371
1,17,1,ZONE1,0.49666939881442196
1,17,2,ZONE1,0.9829919570036013
1,17,3,ZONE1,0.908677674219141
1,17,4,ZONE1,0.6477682784772796
1,17,5,ZONE1,0.8764182752798805
1,17,6,ZONE1,0.40318739056146047
1,17,7,ZONE1,0.8883304159517688
1,17,8,ZONE1,0.15168483938927524
1,17,9,ZONE1,0.2285354669077071
1,17,10,ZONE1,0.8404993016749853
1,17,11,ZONE1,0.03591436303947004
1,17,12,ZONE1,0.7893599257468721
1,17,13,ZONE1,0.6441270348118368
1,17,14,ZONE1,0.2825323145655715
1,17,15,ZONE1,0.3232668811915349
1,17,16,ZONE1,0.15027015743320538
1,17,17,ZONE1,0.6093697470465408
1,17,18,ZONE1,0.6239174367161144
1,17,19,ZONE1,0.7039950799612645
1,17,20,ZONE1,0.29817233664233855
1,17,21,ZONE1,0.062036208014867755
1,17,22,ZONE1,0.6492026946397748
1,17,23,ZONE1,0.6998970274650625
1,18,0,ZONE1,0.5609087754531368
1,18,1,ZONE1,0.24216066942683745
1,18,2,ZONE1,0.020700443467210117
1,18,3,ZONE1,0.0018010110616522024
1,18,4,ZONE1,0.17030779796964368
1,18,5,ZONE1,0.3688877885505485
1,18,6,ZONE1,0.8324468237310638
1,18,7,ZONE1,0.49900617440867834
1,18,8,ZONE1,0.29264056012585415
1,18,9,ZONE1,0.5260543711977016
1,18,10,ZONE1,0.17420532619629547
1,18,11,ZONE1,0.772924354596415
1,18,12,ZONE1,0.19564694435604313
1,18,13,ZONE1,0.1690423081490492
1,18,14,ZONE1,0.8628015006432844
1,18,15,ZONE1,0.9376588511833756
1,18,16,ZONE1,0.5221003438926225
1,18,17,ZONE1,0.1467472769457755
1,18,18,ZONE1,0.13746521019501157
1,18,19,ZONE1,0.015074078057239482
1,18,20,ZONE1,0.17828195579371398
1,18,21,ZONE1,0.45908172034637873
1,18,22,ZONE1,0.5103276065286909
1,18,23,ZONE1,0.19918518486257963
1,19,0,ZONE1,0.4095821268369314
1,19,1,ZONE1,0.45369339095569583
1,19,2,ZONE1,0.7346799404773648
1,19,3,ZONE1,0.4077298764776134
1,19,4,ZONE1,0.6585983421094856
1,19,5,ZONE1,0.7702726317283256
1,19,6,ZONE1,0.9795796716308948
1,19,7,ZONE1,0.5632272195754228
1,19,8,ZONE1,0.6516987683493995
1,19,9,ZONE1,0.7096738533074576
1,19,10,ZONE1,0.6644087232268613
1,19,11,ZONE1,0.212876928283677
1,19,12,ZONE1,0.4048813763916279
1,19,13,ZONE1,0.3126601449984746
1,19,14,ZONE1,0.44442788864035365
1,19,15,ZONE1,0.6914693115817707
1,19,16,ZONE1,0.738001238239697
1,19,17,ZONE1,0.48091798773124994
1,19,18,ZONE1,0.3843603442046988
1,19,19,ZONE1,0.2911816706584688
1,19,20,ZONE1,0.04587381043332073
1,19,21,ZONE1,0.2428667258887588
1,19,22,ZONE1,0.02689726945161519
1,19,23,ZONE1,0.026533496183504424
1,20,0,ZONE1,0.8057021765720368
1,20,1,ZONE1,0.3660809465484828
1,20,2,ZONE1,0.7608989658577092
1,20,3,ZONE1,0.2091493113509585
1,20,4,ZONE1,0.9000173136227312
1,20,5,ZONE1,0.9694161547210701
1,20,6,ZONE1,0.5788797193267173
1,20,7,ZONE1,0.31437836118893125
1,20,8,ZONE1,0.12438022563015805
1,20,9,ZONE1,0.9242007055030527
1,20,10,ZONE1,0.641493976177764
1,20,11,ZONE1,0.12470370124729246
1,20,12,ZONE1,0.15554885121236606
1,20,13,ZONE1,0.026813641261327126
1,20,14,ZONE1,0.5720593760184441
1,20,15,ZONE1,0.16731857859829502
1,20,16,ZONE1,0.6368909238740926
1,20,17,ZONE1,0.45681815833956985
1,20,18,ZONE1,0.2739977560680934
1,20,19,ZONE1,0.8148025149384467
1,20,20,ZONE1,0.20225542704401356
1,20,21,ZONE1,0.26005442550551505
1,20,22,ZONE1,0.8671187492617757
1,20,23,ZONE1,0.1278908308323733
1,21,0,ZONE1,0.691024642907366
1,21,1,ZONE1,0.6145903890200421
1,21,2,ZONE1,0.8707671535297955
1,21,3,ZONE1,0.744296723792716
1,21,4,ZONE1,0.8490375792821265
1,21,5,ZONE1,0.5382380809968524
1,21,6,ZONE1,0.8695643450153754
1,21,7,ZONE1,0.5952138808893143
1,21,8,ZONE1,0.06392868882683322
1,21,9,ZONE1,0.712282311158255
1,21,10,ZONE1,0.1035791045345249
1,21,11,ZONE1,0.9391515975739634
1,21,12,ZONE1,0.552505170728052
1,21,13,ZONE1,0.9989570782042321
1,21,14,ZONE1,0.9691331082052216
1,21,15,ZONE1,0.7698511296829968
1,21,16,ZONE1,0.04428670876946772
1,21,17,ZONE1,0.23488666140904446
1,21,18,ZONE1,0.3280856891200532
1,21,19,ZONE1,0.47709944152962414
1,21,20,ZONE1,0.4634944764670892
1,21,21,ZONE1,0.2873129316267876
1,21,22,ZONE1,0.6387352976154966
1,21,23,ZONE1,0.5093545297138157
1,22,0,ZONE1,0.9281558380239902
1,22,1,ZONE1,0.7789898716907898
1,22,2,ZONE1,0.031185358381224382
1,22,3,ZONE1,0.7371682106932766
1,22,4,ZONE1,0.1040543971340836
1,22,5,ZONE1,0.033245188803135206
1,22,6,ZONE1,0.6780213421486296
1,22,7,ZONE1,0.7106459970961098
1,22,8,ZONE1,0.4939152821629481
1,22,9,ZONE1,0.9174006816447234
1,22,10,ZONE1,0.508990120662878
1,22,11,ZONE1,0.3088910478661274
1,22,12,ZONE1,0.6106248498629454
1,22,13,ZONE1,0.013870242811951927
1,22,14,ZONE1,0.7865440210052215
1,22,15,ZONE1,0.7523224940454409
1,22,16,ZONE1,0.5022118508578469
1,22,17,ZONE1,0.7923285014977807
1,22,18,ZONE1,0.0008846278010862241
1,22,19,ZONE1,0.2830278619075186
1,22,20,ZONE1,0.22243964407279893
1,22,21,ZONE1,0.7605712863196797
1,22,22,ZONE1,0.25121826066726893
1,22,23,ZONE1,0.8006985460079146
1,23,0,ZONE1,0.5798021555395689
1,23,1,ZONE1,0.5935836832404888
1,23,2,ZONE1,0.709227829683964
1,23,3,ZONE1,0.11284867960963452
1,23,4,ZONE1,0.913701307979947
1,23,5,ZONE1,0.17132188897482314
1,23,6,ZONE1,0.403292274062772
1,23,7,ZONE1,0.5894262895566068
1,23,8,ZONE1,0.5581117944591454
1,23,9,ZONE1,0.28094384498902725
1,23,10,ZONE1,0.2445213399083952
1,23,11,ZONE1,0.6660485467639317
1,23,12,ZONE1,0.192321786955561
1,23,13,ZONE1,0.050776524424255065
1,23,14,ZONE1,0.20468932841661647
1,23,15,ZONE1,0.11865960178401402
1,23,16,ZONE1,0.8223187331291844
1,23,17,ZONE1,0.7990491418656447
1,23,18,ZONE1,0.576871772101497
1,23,19,ZONE1,0.4622031242636534
1,23,20,ZONE1,0.2356154292173951
1,23,21,ZONE1,0.11378436448086815
1,23,22,ZONE1,0.08015455325649778
1,23,23,ZONE1,0.9049076695980113
1,24,0,ZONE1,0.26738979639179516
1,24,1,ZONE1,0.3224668077882159
1,24,2,ZONE1,0.16496126823776802
1,24,3,ZONE1,0.5329455327585563
1,24,4,ZONE1,0.344346064051515
1,24,5,ZONE1,0.11906160655038456
1,24,6,ZONE1,0.13774077450343958
1,24,7,ZONE1,0.1429800386932807
1,24,8,ZONE1,0.5188418781585276
1,24,9,ZONE1,0.4821358101383282
1,24,10,ZONE1,0.9315121035503304
1,24,11,ZONE1,0.5831990774980563
1,24,12,ZONE1,0.01669078444497285
1,24,13,ZONE1,0.8502853538032517
1,24,14,ZONE1,0.9266841234118187
1,24,15,ZONE1,0.1972887622915157
1,24,16,ZONE1,0.7136952426006842
1,24,17,ZONE1,0.5388463194727173
1,24,18,ZONE1,0.27258262220770535
1,24,19,ZONE1,0.10519660854048896
1,24,20,ZONE1,0.009958753611618576
1,24,21,ZONE1,0.4033272847410697
1,24,22,ZONE1,0.2996690780750051
1,24,23,ZONE1,0.9885362314438484
1,25,0,ZONE1,0.5095081770928258
1,25,1,ZONE1,0.27923477090772997
1,25,2,ZONE1,0.726642707315448
1,25,3,ZONE1,0.909004270536692
1,25,4,ZONE1,0.3650489718573392
1,25,5,ZONE1,0.9265953937251414
1,25,6,ZONE1,0.643855021918596
1,25,7,ZONE1,0.1357835426330536
1,25,8,ZONE1,0.8684960976251828
1,25,9,ZONE1,0.10593327117162188
1,25,10,ZONE1,0.0019129156339405817
1,25,11,ZONE1,0.7000253728735946
1,25,12,ZONE1,0.9166448147162862
1,25,13,ZONE1,0.8821088316499393
1,25,14,ZONE1,0.943215770249003
1,25,15,ZONE1,0.5964454716575334
1,25,16,ZONE1,0.016033298170050725
1,25,17,ZONE1,0.9834409671906822
1,25,18,ZONE1,0.1949457205437246
1,25,19,ZONE1,0.0864565148517773
1,25,20,ZONE1,0.9929053748182427
1,25,21,ZONE1,0.672328493974621
1,25,22,ZONE1,0.69379417635884
1,25,23,ZONE1,0.2727646661960613
1,26,0,ZONE1,0.13551018861198139
1,26,1,ZONE1,0.055662635129607785
1,26,2,ZONE1,0.6039056608022824
1,26,3,ZONE1,0.25297000728398744
1,26,4,ZONE1,0.18376599036445274
1,26,5,ZONE1,0.406851325492967
1,26,6,ZONE1,0.0645968707201735
1,26,7,ZONE1,0.6596687874685488
1,26,8,ZONE1,0.7021148172998305
1,26,9,ZONE1,0.2689074980940017
1,26,10,ZONE1,0.9075983177316612
1,26,11,ZONE1,0.5016157313066995
1,26,12,ZONE1,0.6216026456728843
1,26,13,ZONE1,0.06983080470647118
1,26,14,ZONE1,0.21284557037875107
1,26,15,ZONE1,0.14608382495332617
1,26,16,ZONE1,0.7714851678030457
1,26,17,ZONE1,0.4526011082560333
1,26,18,ZONE1,0.5923254658813611
1,26,19,ZONE1,0.8872635844598802
1,26,20,ZONE1,0.35907761303355035
1,26,21,ZONE1,0.4837531367040301
1,26,22,ZONE1,0.7354838986431332
1,26,23,ZONE1,0.505478128386713
1,27,0,ZONE1,0.6004844172106026
1,27,1,ZONE1,0.04426112808503557
1,27,2,ZONE1,0.06894452015539099
1,27,3,ZONE1,0.3392957665410359
1,27,4,ZONE1,0.28412452091566165
1,27,5,ZONE1,0.7893456431343783
1,27,6,ZONE1,0.7793869043387002
1,27,7,ZONE1,0.3655980528691869
1,27,8,ZONE1,0.631988403291185
1,27,9,ZONE1,0.9961860462263629
1,27,10,ZONE1,0.38954961788192044
1,27,11,ZONE1,0.2998300094901165
1,27,12,ZONE1,0.08002802085394778
1,27,13,ZONE1,0.4471824486451377
1,27,14,ZONE1,0.6062611880370131
1,27,15,ZONE1,0.8557587626543378
1,27,16,ZONE1,0.3321800359746292
1,27,17,ZONE1,0.10217651238321868
1,27,18,ZONE1,0.16873735501673692
1,27,19,ZONE1,0.23785212909552866
1,27,20,ZONE1,0.35819219820793335
1,27,21,ZONE1,0.2677933152442855
1,27,22,ZONE1,0.4142811253563765
1,27,23,ZONE1,0.06684546627570465
1,28,0,ZONE1,0.42104463002612236
1,28,1,ZONE1,0.4665145029126324
1,28,2,ZONE1,0.4368334494103886
1,28,3,ZONE1,0.3036410745448741
1,28,4,ZONE1,0.19018079248120978
1,28,5,ZONE1,0.9712386403639459
1,28,6,ZONE1,0.02618043083259336
1,28,7,ZONE1,0.22308213787057263
1,28,8,ZONE1,0.22118327331816345
1,28,9,ZONE1,0.32868954004986883
1,28,10,ZONE1,0.7283338242697249
1,28,11,ZONE1,0.8955068846759898
1,28,12,ZONE1,0.11812964132252779
1,28,13,ZONE1,0.6221002030259144
1,28,14,ZONE1,0.5867595680042305
1,28,15,ZONE1,0.6808769304176457
1,28,16,ZONE1,0.25532093020596736
1,28,17,ZONE1,0.6515052925343552
1,28,18,ZONE1,0.4217368509142174
1,28,19,ZONE1,0.3187100466986831
