month,day,hour,zone,value
1,6,8,ZONE1,673.205080756888
1,6,9,ZONE1,641.4213562373097
1,6,10,ZONE1,600.0000000000001
1,6,11,ZONE1,551.763809020504
1,6,12,ZONE1,499.99999999999955
1,6,13,ZONE1,448.2361909794965
1,6,14,ZONE1,400.00000000000034
1,6,15,ZONE1,358.5786437626906
1,6,16,ZONE1,326.7949192431122
1,6,17,ZONE1,306.81483474218624
1,6,18,ZONE1,300.0
1,6,19,ZONE1,306.81483474218624
1,6,20,ZONE1,326.79491924311225
1,6,21,ZONE1,358.5786437626897
1,6,22,ZONE1,400.00000000000045
1,6,23,ZONE1,448.2361909794953
1,7,0,ZONE1,499.9999999999997
1,7,1,ZONE1,551.7638090205041
1,7,2,ZONE1,599.999999999999
1,7,3,ZONE1,641.42135623731
1,7,4,ZONE1,673.2050807568875
1,7,5,ZONE1,693.1851652578137
1,7,6,ZONE1,700.0
1,7,7,ZONE1,693.1851652578139
1,7,8,ZONE1,673.2050807568882
1,7,9,ZONE1,641.4213562373099
1,7,10,ZONE1,600.0000000000002
1,7,11,ZONE1,551.763809020504
1,7,12,ZONE1,500.000000000001
1,7,13,ZONE1,448.23619097949654
1,7,14,ZONE1,400.0000000000004
1,7,15,ZONE1,358.5786437626906
1,7,16,ZONE1,326.7949192431122
1,7,17,ZONE1,306.8148347421866
1,7,18,ZONE1,300.0
1,7,19,ZONE1,306.81483474218624
1,7,20,ZONE1,326.7949192431115
1,7,21,ZONE1,358.57864376268964
1,7,22,ZONE1,400.00000000000045
1,7,23,ZONE1,448.2361909794966
1,8,0,ZONE1,499.99999999999966
1,8,1,ZONE1,551.7638090205041
1,8,2,ZONE1,600.0000000000002
1,8,3,ZONE1,641.4213562373088
1,8,4,ZONE1,673.2050807568875
1,8,5,ZONE1,693.1851652578135
1,8,6,ZONE1,700.0
1,8,7,ZONE1,693.185165257814
1,8,8,ZONE1,673.2050807568882
1,8,9,ZONE1,641.4213562373088
1,8,10,ZONE1,600.0000000000002
1,8,11,ZONE1,551.7638090205041
1,8,12,ZONE1,499.99999999999966
1,8,13,ZONE1,448.2361909794966
1,8,14,ZONE1,400.00000000000045
1,8,15,ZONE1,358.5786437626906
1,8,16,ZONE1,326.79491924311293
1,8,17,ZONE1,306.8148347421866
1,8,18,ZONE1,300.0
1,8,19,ZONE1,306.8148347421866
1,8,20,ZONE1,326.7949192431122
1,8,21,ZONE1,358.5786437626906
1,8,22,ZONE1,400.0000000000004
1,8,23,ZONE1,448.2361909794952
1,9,0,ZONE1,499.9999999999996
1,9,1,ZONE1,551.763809020504
1,9,2,ZONE1,599.999999999999
1,9,3,ZONE1,641.4213562373088
1,9,4,ZONE1,673.2050807568874
1,9,5,ZONE1,693.1851652578132
1,9,6,ZONE1,700.0
1,9,7,ZONE1,693.1851652578137
1,9,8,ZONE1,673.2050807568875
1,9,9,ZONE1,641.42135623731
1,9,10,ZONE1,600.0000000000002
1,9,11,ZONE1,551.7638090205041
1,9,12,ZONE1,500.00000000000114
1,9,13,ZONE1,448.23619097949666
1,9,14,ZONE1,400.00000000000045
1,9,15,ZONE1,358.5786437626916
1,9,16,ZONE1,326.79491924311225
1,9,17,ZONE1,306.81483474218624
1,9,18,ZONE1,300.0
1,9,19,ZONE1,306.81483474218624
1,9,20,ZONE1,326.7949192431122
1,9,21,ZONE1,358.5786437626906
1,9,22,ZONE1,399.9999999999991
1,9,23,ZONE1,448.2361909794951
1,10,0,ZONE1,499.99999999999955
1,10,1,ZONE1,551.7638090205027
1,10,2,ZONE1,599.9999999999989
1,10,3,ZONE1,641.4213562373097
1,10,4,ZONE1,673.205080756888
1,10,5,ZONE1,693.1851652578135
1,10,6,ZONE1,700.0
1,10,7,ZONE1,693.1851652578137
1,10,8,ZONE1,673.2050807568882
1,10,9,ZONE1,641.42135623731
1,10,10,ZONE1,600.0000000000002
1,10,11,ZONE1,551.7638090205056
1,10,12,ZONE1,500.0000000000012
1,10,13,ZONE1,448.2361909794967
1,10,14,ZONE1,399.9999999999993
1,10,15,ZONE1,358.5786437626907
1,10,16,ZONE1,326.7949192431123
1,10,17,ZONE1,306.81483474218624
1,10,18,ZONE1,300.0
1,10,19,ZONE1,306.81483474218624
1,10,20,ZONE1,326.79491924311213
1,10,21,ZONE1,358.5786437626895
1,10,22,ZONE1,399.9999999999991
1,10,23,ZONE1,448.23619097949506
1,11,0,ZONE1,499.99999999999807
1,11,1,ZONE1,551.7638090205039
1,11,2,ZONE1,600.0000000000001
1,11,3,ZONE1,641.4213562373097
1,11,4,ZONE1,673.2050807568874
1,11,5,ZONE1,693.1851652578135
1,11,6,ZONE1,700.0
1,11,7,ZONE1,693.1851652578137
1,11,8,ZONE1,673.2050807568883
1,11,9,ZONE1,641.421356237311
1,11,10,ZONE1,600.0000000000003
1,11,11,ZONE1,551.7638090205029
1,11,12,ZONE1,499.99999999999983
1,11,13,ZONE1,448.23619097949677
1,11,14,ZONE1,399.9999999999993
1,11,15,ZONE1,358.5786437626907
1,11,16,ZONE1,326.794919243113
1,11,17,ZONE1,306.81483474218624
1,11,18,ZONE1,300.0
1,11,19,ZONE1,306.81483474218584
1,11,20,ZONE1,326.79491924311213
1,11,21,ZONE1,358.57864376268947
1,11,22,ZONE1,400.0000000000002
1,11,23,ZONE1,448.23619097949506
1,12,0,ZONE1,500.0000000000009
1,12,1,ZONE1,551.7638090205039
1,12,2,ZONE1,599.9999999999989
1,12,3,ZONE1,641.4213562373097
1,12,4,ZONE1,673.2050807568874
1,12,5,ZONE1,693.1851652578132
1,12,6,ZONE1,700.0
1,12,7,ZONE1,693.185165257814
1,12,8,ZONE1,673.2050807568876
1,12,9,ZONE1,641.42135623731
1,12,10,ZONE1,599.9999999999991
1,12,11,ZONE1,551.7638090205043
1,12,12,ZONE1,500.00000000000125
1,12,13,ZONE1,448.2361909794954
1,12,14,ZONE1,400.00000000000057
1,12,15,ZONE1,358.57864376269174
1,12,16,ZONE1,326.7949192431123
1,12,17,ZONE1,306.8148347421867
1,12,18,ZONE1,300.0
1,12,19,ZONE1,306.8148347421862
1,12,20,ZONE1,326.7949192431128
1,12,21,ZONE1,358.5786437626905
1,12,22,ZONE1,399.999999999999
1,12,23,ZONE1,448.23619097949637
1,13,0,ZONE1,499.99999999999943
1,13,1,ZONE1,551.7638090205025
1,13,2,ZONE1,600.0
1,13,3,ZONE1,641.4213562373087
1,13,4,ZONE1,673.2050807568867
1,13,5,ZONE1,693.1851652578135
1,13,6,ZONE1,700.0
1,13,7,ZONE1,693.1851652578137
1,13,8,ZONE1,673.2050807568883
1,13,9,ZONE1,641.421356237309
1,13,10,ZONE1,600.0000000000005
1,13,11,ZONE1,551.7638090205057
1,13,12,ZONE1,499.9999999999999
1,13,13,ZONE1,448.2361909794968
1,13,14,ZONE1,400.0000000000019
1,13,15,ZONE1,358.57864376269083
1,13,16,ZONE1,326.7949192431131
1,13,17,ZONE1,306.81483474218635
1,13,18,ZONE1,300.0
1,13,19,ZONE1,306.8148347421866
1,13,20,ZONE1,326.7949192431121
1,13,21,ZONE1,358.5786437626894
1,13,22,ZONE1,400.00000000000017
1,13,23,ZONE1,448.23619097949495
1,14,0,ZONE1,499.99999999999795
1,14,1,ZONE1,551.7638090205038
1,14,2,ZONE1,599.9999999999987
1,14,3,ZONE1,641.4213562373097
1,14,4,ZONE1,673.2050807568874
1,14,5,ZONE1,693.1851652578139
1,14,6,ZONE1,700.0
1,14,7,ZONE1,693.185165257814
1,14,8,ZONE1,673.2050807568876
1,14,9,ZONE1,641.4213562373101
1,14,10,ZONE1,600.0000000000017
1,14,11,ZONE1,551.7638090205044
1,14,12,ZONE1,500.00000000000136
1,14,13,ZONE1,448.23619097949825
1,14,14,ZONE1,400.0000000000007
1,14,15,ZONE1,358.5786437626898
1,14,16,ZONE1,326.7949192431138
1,14,17,ZONE1,306.8148347421867
1,14,18,ZONE1,300.0
1,14,19,ZONE1,306.8148347421861
1,14,20,ZONE1,326.79491924311276
1,14,21,ZONE1,358.5786437626904
1,14,22,ZONE1,400.00000000000136
1,14,23,ZONE1,448.23619097949353
1,15,0,ZONE1,499.9999999999993
1,15,1,ZONE1,551.7638090205024
1,15,2,ZONE1,599.9999999999999
1,15,3,ZONE1,641.4213562373086
1,15,4,ZONE1,673.2050807568879
1,15,5,ZONE1,693.1851652578127
1,15,6,ZONE1,700.0
1,15,7,ZONE1,693.1851652578137
1,15,8,ZONE1,673.2050807568883
1,15,9,ZONE1,641.4213562373092
1,15,10,ZONE1,600.0000000000005
1,15,11,ZONE1,551.763809020503
1,15,12,ZONE1,500.00000000000284
1,15,13,ZONE1,448.23619097949694
1,15,14,ZONE1,400.00000000000193
1,15,15,ZONE1,358.57864376269083
1,15,16,ZONE1,326.7949192431131
1,15,17,ZONE1,306.81483474218635
1,15,18,ZONE1,300.0
1,15,19,ZONE1,306.8148347421858
1,15,20,ZONE1,326.7949192431121
1,15,21,ZONE1,358.57864376268935
1,15,22,ZONE1,400.0000000000001
1,15,23,ZONE1,448.23619097949484
1,16,0,ZONE1,500.0000000000007
1,16,1,ZONE1,551.763809020501
1,16,2,ZONE1,599.9999999999986
1,16,3,ZONE1,641.4213562373096
1,16,4,ZONE1,673.2050807568872
1,16,5,ZONE1,693.1851652578139
1,16,6,ZONE1,700.0
1,16,7,ZONE1,693.1851652578133
1,16,8,ZONE1,673.2050807568891
1,16,9,ZONE1,641.4213562373102
1,16,10,ZONE1,600.0000000000018
1,16,11,ZONE1,551.7638090205045
1,16,12,ZONE1,500.0000000000015
1,16,13,ZONE1,448.23619097949563
1,16,14,ZONE1,399.9999999999983
1,16,15,ZONE1,358.57864376269197
1,16,16,ZONE1,326.7949192431124
1,16,17,ZONE1,306.8148347421867
1,16,18,ZONE1,300.0
1,16,19,ZONE1,306.8148347421861
1,16,20,ZONE1,326.7949192431127
1,16,21,ZONE1,358.57864376268833
1,16,22,ZONE1,399.9999999999988
1,16,23,ZONE1,448.2361909794934
1,17,0,ZONE1,499.9999999999992
1,17,1,ZONE1,551.763809020505
1,17,2,ZONE1,599.9999999999998
1,17,3,ZONE1,641.4213562373106
1,17,4,ZONE1,673.2050807568864
1,17,5,ZONE1,693.1851652578134
1,17,6,ZONE1,700.0
1,17,7,ZONE1,693.1851652578137
1,17,8,ZONE1,673.2050807568884
1,17,9,ZONE1,641.4213562373092
1,17,10,ZONE1,600.0000000000031
1,17,11,ZONE1,551.763809020506
1,17,12,ZONE1,500.0000000000001
1,17,13,ZONE1,448.23619097949705
1,17,14,ZONE1,399.99999999999955
1,17,15,ZONE1,358.57864376269094
1,17,16,ZONE1,326.79491924311174
1,17,17,ZONE1,306.8148347421871
1,17,18,ZONE1,300.0
1,17,19,ZONE1,306.8148347421857
1,17,20,ZONE1,326.79491924311196
1,17,21,ZONE1,358.5786437626893
1,17,22,ZONE1,400.0
1,17,23,ZONE1,448.2361909794975
1,18,0,ZONE1,499.9999999999977
1,18,1,ZONE1,551.7638090205037
1,18,2,ZONE1,599.9999999999985
1,18,3,ZONE1,641.4213562373095
1,18,4,ZONE1,673.2050807568871
1,18,5,ZONE1,693.1851652578139
1,18,6,ZONE1,700.0
1,18,7,ZONE1,693.1851652578141
1,18,8,ZONE1,673.2050807568877
1,18,9,ZONE1,641.4213562373102
1,18,10,ZONE1,599.9999999999994
1,18,11,ZONE1,551.7638090205046
1,18,12,ZONE1,499.99999999999875
1,18,13,ZONE1,448.2361909794985
1,18,14,ZONE1,400.00000000000085
1,18,15,ZONE1,358.57864376269197
1,18,16,ZONE1,326.7949192431124
1,18,17,ZONE1,306.81483474218675
1,18,18,ZONE1,300.0
1,18,19,ZONE1,306.8148347421868
1,18,20,ZONE1,326.7949192431112
1,18,21,ZONE1,358.57864376269026
1,18,22,ZONE1,399.99999999999875
1,18,23,ZONE1,448.2361909794961
1,19,0,ZONE1,499.9999999999991
1,19,1,ZONE1,551.7638090205049
1,19,2,ZONE1,599.9999999999973
1,19,3,ZONE1,641.4213562373085
1,19,4,ZONE1,673.2050807568864
1,19,5,ZONE1,693.1851652578134
1,19,6,ZONE1,700.0
1,19,7,ZONE1,693.1851652578138
1,19,8,ZONE1,673.205080756887
1,19,9,ZONE1,641.4213562373113
1,19,10,ZONE1,600.0000000000007
1,19,11,ZONE1,551.763809020506
1,19,12,ZONE1,500.00000000000017
1,19,13,ZONE1,448.2361909794971
1,19,14,ZONE1,399.99999999999966
1,19,15,ZONE1,358.578643762693
1,19,16,ZONE1,326.7949192431132
1,19,17,ZONE1,306.81483474218635
1,19,18,ZONE1,300.0
1,19,19,ZONE1,306.81483474218646
1,19,20,ZONE1,326.79491924311196
1,19,21,ZONE1,358.57864376269123
1,19,22,ZONE1,399.99999999999744
1,19,23,ZONE1,448.23619097949467
1,20,0,ZONE1,499.99999999999767
1,20,1,ZONE1,551.7638090205036
1,20,2,ZONE1,599.9999999999984
1,20,3,ZONE1,641.4213562373095
1,20,4,ZONE1,673.2050807568885
1,20,5,ZONE1,693.1851652578131
1,20,6,ZONE1,700.0
1,20,7,ZONE1,693.1851652578141
1,20,8,ZONE1,673.2050807568877
1,20,9,ZONE1,641.4213562373103
1,20,10,ZONE1,599.9999999999995
1,20,11,ZONE1,551.7638090205074
1,20,12,ZONE1,500.00000000000165
1,20,13,ZONE1,448.23619097949853
1,20,14,ZONE1,400.0000000000009
1,20,15,ZONE1,358.57864376269004
1,20,16,ZONE1,326.79491924311253
1,20,17,ZONE1,306.814834742186
1,20,18,ZONE1,300.0
1,20,19,ZONE1,306.81483474218606
1,20,20,ZONE1,326.79491924311117
1,20,21,ZONE1,358.57864376269015
1,20,22,ZONE1,399.99999999999864
1,20,23,ZONE1,448.236190979496
1,21,0,ZONE1,499.9999999999962
1,21,1,ZONE1,551.7638090205021
1,21,2,ZONE1,599.9999999999997
1,21,3,ZONE1,641.4213562373084
1,21,4,ZONE1,673.2050807568878
1,21,5,ZONE1,693.1851652578134
1,21,6,ZONE1,700.0
1,21,7,ZONE1,693.1851652578144
1,21,8,ZONE1,673.2050807568885
1,21,9,ZONE1,641.4213562373113
1,21,10,ZONE1,600.0000000000008
1,21,11,ZONE1,551.7638090205033
1,21,12,ZONE1,500.0000000000031
1,21,13,ZONE1,448.2361909794972
1,21,14,ZONE1,399.9999999999998
1,21,15,ZONE1,358.5786437626891
1,21,16,ZONE1,326.79491924311327
1,21,17,ZONE1,306.8148347421864
1,21,18,ZONE1,300.0
1,21,19,ZONE1,306.81483474218567
1,21,20,ZONE1,326.79491924311185
1,21,21,ZONE1,358.5786437626912
1,21,22,ZONE1,400.0000000000023
1,21,23,ZONE1,448.23619097949455
1,22,0,ZONE1,500.0000000000004
1,22,1,ZONE1,551.7638090205007
1,22,2,ZONE1,599.9999999999984
1,22,3,ZONE1,641.4213562373094
1,22,4,ZONE1,673.2050807568885
1,22,5,ZONE1,693.1851652578131
1,22,6,ZONE1,700.0
1,22,7,ZONE1,693.1851652578149
1,22,8,ZONE1,673.2050807568892
1,22,9,ZONE1,641.4213562373104
1,22,10,ZONE1,599.9999999999995
1,22,11,ZONE1,551.763809020502
1,22,12,ZONE1,500.00000000000176
1,22,13,ZONE1,448.2361909794959
1,22,14,ZONE1,400.00000000000347
1,22,15,ZONE1,358.57864376269214
1,22,16,ZONE1,326.79491924311253
1,22,17,ZONE1,306.814834742186
1,22,18,ZONE1,300.0
1,22,19,ZONE1,306.814834742186
1,22,20,ZONE1,326.79491924311253
1,22,21,ZONE1,358.5786437626881
1,22,22,ZONE1,399.9999999999985
1,22,23,ZONE1,448.2361909794959
1,23,0,ZONE1,500.00000000000176
1,23,1,ZONE1,551.763809020502
1,23,2,ZONE1,599.9999999999995
1,23,3,ZONE1,641.4213562373063
1,23,4,ZONE1,673.2050807568863
1,23,5,ZONE1,693.1851652578134
1,23,6,ZONE1,700.0
1,23,7,ZONE1,693.1851652578131
1,23,8,ZONE1,673.2050807568885
1,23,9,ZONE1,641.4213562373094
1,23,10,ZONE1,600.0000000000033
1,23,11,ZONE1,551.7638090205062
1,23,12,ZONE1,500.0000000000004
1,23,13,ZONE1,448.23619097949455
1,23,14,ZONE1,400.0000000000023
1,23,15,ZONE1,358.5786437626912
1,23,16,ZONE1,326.79491924311185
1,23,17,ZONE1,306.81483474218714
1,23,18,ZONE1,300.0
1,23,19,ZONE1,306.8148347421864
1,23,20,ZONE1,326.79491924311327
1,23,21,ZONE1,358.5786437626891
1,23,22,ZONE1,399.9999999999998
1,23,23,ZONE1,448.2361909794917
1,24,0,ZONE1,499.99999999999744
1,24,1,ZONE1,551.7638090205033
1,24,2,ZONE1,600.0000000000008
1,24,3,ZONE1,641.4213562373113
1,24,4,ZONE1,673.205080756887
1,24,5,ZONE1,693.1851652578138
1,24,6,ZONE1,700.0
1,24,7,ZONE1,693.1851652578141
1,24,8,ZONE1,673.2050807568878
1,24,9,ZONE1,641.4213562373084
1,24,10,ZONE1,600.0000000000022
1,24,11,ZONE1,551.7638090205048
1,24,12,ZONE1,500.0000000000047
1,24,13,ZONE1,448.23619097949876
1,24,14,ZONE1,400.0000000000011
1,24,15,ZONE1,358.5786437626902
1,24,16,ZONE1,326.79491924311117
1,24,17,ZONE1,306.8148347421868
1,24,18,ZONE1,300.0
1,24,19,ZONE1,306.8148347421853
1,24,20,ZONE1,326.7949192431111
1,24,21,ZONE1,358.57864376269004
1,24,22,ZONE1,400.0000000000009
1,24,23,ZONE1,448.2361909794931
1,25,0,ZONE1,499.9999999999988
1,25,1,ZONE1,551.7638090205047
1,25,2,ZONE1,599.999999999997
1,25,3,ZONE1,641.4213562373083
1,25,4,ZONE1,673.2050807568877
1,25,5,ZONE1,693.1851652578141
1,25,6,ZONE1,700.0
1,25,7,ZONE1,693.1851652578138
1,25,8,ZONE1,673.20508075689
1,25,9,ZONE1,641.4213562373114
1,25,10,ZONE1,600.0000000000009
1,25,11,ZONE1,551.7638090205036
1,25,12,ZONE1,499.99999999999767
1,25,13,ZONE1,448.2361909794974
1,25,14,ZONE1,399.9999999999999
1,25,15,ZONE1,358.5786437626932
1,25,16,ZONE1,326.7949192431133
1,25,17,ZONE1,306.81483474218646
1,25,18,ZONE1,300.0
1,25,19,ZONE1,306.81483474218567
1,25,20,ZONE1,326.7949192431118
1,25,21,ZONE1,358.57864376268697
1,25,22,ZONE1,399.9999999999972
1,25,23,ZONE1,448.2361909794944
1,26,0,ZONE1,500.00000000000017
1,26,1,ZONE1,551.763809020506
1,26,2,ZONE1,599.9999999999982
1,26,3,ZONE1,641.4213562373093
1,26,4,ZONE1,673.2050807568855
1,26,5,ZONE1,693.185165257813
1,26,6,ZONE1,700.0
1,26,7,ZONE1,693.1851652578134
1,26,8,ZONE1,673.2050807568893
1,26,9,ZONE1,641.4213562373105
1,26,10,ZONE1,599.9999999999998
1,26,11,ZONE1,551.7638090205077
1,26,12,ZONE1,500.00000000000193
1,26,13,ZONE1,448.2361909794961
1,26,14,ZONE1,399.99999999999875
1,26,15,ZONE1,358.57864376269225
1,26,16,ZONE1,326.79491924311264
1,26,17,ZONE1,306.8148347421876
1,26,18,ZONE1,300.0
1,26,19,ZONE1,306.814834742186
1,26,20,ZONE1,326.7949192431124
1,26,21,ZONE1,358.57864376269197
1,26,22,ZONE1,399.9999999999984
1,26,23,ZONE1,448.2361909794957
1,27,0,ZONE1,499.9999999999959
1,27,1,ZONE1,551.7638090205019
1,27,2,ZONE1,599.9999999999994
1,27,3,ZONE1,641.4213562373102
1,27,4,ZONE1,673.2050807568862
1,27,5,ZONE1,693.1851652578133
1,27,6,ZONE1,700.0
1,27,7,ZONE1,693.1851652578146
1,27,8,ZONE1,673.2050807568886
1,27,9,ZONE1,641.4213562373095
1,27,10,ZONE1,599.9999999999985
1,27,11,ZONE1,551.7638090205064
1,27,12,ZONE1,500.00000000000057
1,27,13,ZONE1,448.23619097950024
1,27,14,ZONE1,400.00000000000244
1,27,15,ZONE1,358.5786437626913
1,27,16,ZONE1,326.79491924311196
1,27,17,ZONE1,306.8148347421857
1,27,18,ZONE1,300.0
1,27,19,ZONE1,306.81483474218635
1,27,20,ZONE1,326.7949192431103
1,27,21,ZONE1,358.5786437626889
1,27,22,ZONE1,399.99999999999955
1,27,23,ZONE1,448.23619097949705
1,28,0,ZONE1,499.99999999999727
1,28,1,ZONE1,551.7638090205031
1,28,2,ZONE1,599.9999999999957
1,28,3,ZONE1,641.4213562373072
1,28,4,ZONE1,673.2050807568869
1,28,5,ZONE1,693.1851652578137
1,28,6,ZONE1,700.0
1,28,7,ZONE1,693.1851652578142
1,28,8,ZONE1,673.2050807568908
1,28,9,ZONE1,641.4213562373086
1,28,10,ZONE1,600.0000000000023
1,28,11,ZONE1,551.763809020505
1,28,12,ZONE1,500.0000000000049
1,28,13,ZONE1,448.2361909794934
1,28,14,ZONE1,400.00000000000125
1,28,15,ZONE1,358.57864376269436
1,28,16,ZONE1,326.7949192431113
1,28,17,ZONE1,306.81483474218686
1,28,18,ZONE1,300.0
1,28,19,ZONE1,306.8148347421852
1,28,20,ZONE1,326.79491924311384
1,28,21,ZONE1,358.5786437626899
1,28,22,ZONE1,399.99999999999585
1,28,23,ZONE1,448.23619097949285
1,29,0,ZONE1,499.99999999999864
1,29,1,ZONE1,551.7638090205045
1,29,2,ZONE1,599.9999999999968
1,29,3,ZONE1,641.4213562373122
1,29,4,ZONE1,673.2050807568876
1,29,5,ZONE1,693.1851652578125
1,29,6,ZONE1,700.0
1,29,7,ZONE1,693.1851652578139
1,29,8,ZONE1,673.2050807568872
1,29,9,ZONE1,641.4213562373116
1,29,10,ZONE1,600.000000000006
1,29,11,ZONE1,551.7638090205037
1,29,12,ZONE1,500.0000000000035
1,29,13,ZONE1,448.23619097949756
1,29,14,ZONE1,400.0000000000001
1,29,15,ZONE1,358.57864376268935
1,29,16,ZONE1,326.79491924311344
1,29,17,ZONE1,306.81483474218794
1,29,18,ZONE1,300.0
1,29,19,ZONE1,306.8148347421856
1,29,20,ZONE1,326.7949192431117
1,29,21,ZONE1,358.57864376268685
1,29,22,ZONE1,400.00000000000193
1,29,23,ZONE1,448.2361909794942
1,30,0,ZONE1,499.9999999999943
1,30,1,ZONE1,551.7638090205058
1,30,2,ZONE1,599.9999999999981
1,30,3,ZONE1,641.4213562373092
1,30,4,ZONE1,673.2050807568855
1,30,5,ZONE1,693.1851652578144
1,30,6,ZONE1,700.0
1,30,7,ZONE1,693.185165257815
1,30,8,ZONE1,673.2050807568894
1,30,9,ZONE1,641.4213562373106
1,30,10,ZONE1,599.9999999999999
1,30,11,ZONE1,551.7638090205079
1,30,12,ZONE1,499.9999999999965
1,30,13,ZONE1,448.23619097949626
1,30,14,ZONE1,400.0000000000038
1,30,15,ZONE1,358.5786437626924
1,30,16,ZONE1,326.79491924311276
1,30,17,ZONE1,306.8148347421861
1,30,18,ZONE1,300.0
