zone,type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DRC,Peak,,,,,,1442,1461.9717,1482.220008,1502.748755,1523.561825,1544.663157,1566.056741,1587.746627,1609.736918,1632.031774,1654.635414,1677.552115,1700.786212,1724.342101,1748.224239,1772.437145,1796.985399,1821.873647,1847.106597,1872.689023,1898.625766,1924.921733,1951.581899,1978.611308,2006.015075,2033.798384
Malawi,Peak,,,,,,902,946.198,992.561702,1041.197225,1092.215889,1145.734468,1201.875457,1260.767354,1322.544955,1387.349657,1455.329791,1526.64095,1601.446357,1679.917229,1762.233173,1848.582598,1939.163145,2034.18214,2133.857064,2238.416061,2348.098448,2463.155272,2583.84988,2710.458524,2843.270992,2982.59127
DRC_South,Peak,,,,,,618,626.5593,635.2371463,644.0351808,652.955068,661.9984957,671.1671749,680.4628403,689.8872506,699.442189,709.1294633,718.9509064,728.9083765,739.0037575,749.2389595,759.6159191,770.1365996,780.8029915,791.6171129,802.5810099,813.6967569,824.966457,836.3922424,847.976275,859.7207464,871.6278787
Mozal,Peak,,,,,,1015,1017.5,1020,1022.5,1025,1027.5,1030,1032.5,1035,1037.5,1040,1042.5,1045,1047.5,1050,1052.5,1055,1057.5,1060,1062.5,1065,1067.5,1070,1072.5,1075,1077.5
South_Africa,Energy,,,,,,247596,250760.2769,253964.9932,257210.6658,260497.8181,263826.9803,267198.6891,270613.4883,274071.9287,277574.5679,281121.9709,284714.7097,288353.3637,292038.5197,295770.772,299550.7224,303378.9807,307256.164,311182.8978,315159.8152,319187.5577,323266.7747,327398.1241,331582.2721,335819.8935,340111.6718
Lesotho,Energy,,,,,,1000,1022.42,1045.342656,1068.779239,1092.741269,1117.240529,1142.289061,1167.899182,1194.083482,1220.854833,1248.226399,1276.211634,1304.824299,1334.07846,1363.988499,1394.569121,1425.835361,1457.80259,1490.486524,1523.903232,1558.069142,1593.001052,1628.716136,1665.231952,1702.566452,1740.737992
Eswatini,Energy,,,,,,1660,1709.0032,1759.452974,1811.392026,1864.864319,1919.915114,1976.591008,2034.939974,2095.011402,2156.856139,2220.526532,2286.076475,2353.561453,2423.038587,2494.566686,2568.206295,2644.019744,2722.071207,2802.426749,2885.154387,2970.324145,3058.008113,3148.280513,3241.217754,3336.898502,3435.403745
Mozambique,Energy,,,,,,17511,18018.819,18541.36475,19079.06433,19632.35719,21514,22137.906,22779.90527,23440.52253,24120.29768,24404,25111.716,25839.95576,26589.31448,27360.4046,27682,28484.778,29310.83656,30160.85082,31035.5155,31400,32310.6,33247.6074,34211.78801,35203.92987,36224.84383
Zimbabwe,Energy,,,,,,11260,11402.2138,11546.22376,11692.05257,11839.72319,11989.25889,12140.68323,12294.02006,12449.29354,12606.52811,12765.74856,12926.97997,13090.24773,13255.57755,13422.9955,13592.52793,13764.20156,13938.04343,14114.08091,14292.34176,14472.85403,14655.64618,14840.74699,15028.18562,15217.99161,15410.19484
Botswana,Energy,,,,,,4808,5001.7624,5203.333425,5413.027762,5631.172781,5928,6166.8984,6415.424406,6673.966009,6942.926839,7304,7598.3512,7904.564753,8223.118713,8554.510397,8998,9360.6194,9737.852362,10130.28781,10538.53841,11086,11532.7658,11997.53626,12481.03697,12984.02276,13507.27888
Namibia,Energy,,,,,,4303,4430.3688,4561.507716,4696.528345,4835.545584,4978.677733,5126.046594,5277.777573,5433.999789,5594.846183,5760.45363,5930.963058,6106.519564,6287.272543,6473.375811,6664.987735,6862.271372,7065.394604,7274.530284,7489.856381,7711.55613,7939.818191,8174.83681,8416.811979,8665.949614,8922.461722
Zambia,Energy,,,,,,15217,15521.18783,15831.45637,16147.92719,16470.72425,16799.97403,17135.80551,17478.35026,17827.74248,18184.11906,18547.6196,18918.38651,19296.56506,19682.30339,20075.75264,20477.06693,20886.4035,21303.92271,21729.78812,22164.16659,22607.22828,23059.14677,23520.09912,23990.2659,24469.83131,24958.98324
Angola,Energy,,,,,,17589,18749.874,19987.36568,21306.53182,22712.76292,24054,25641.564,27333.90722,29137.9451,31061.04948,33139,35326.174,37657.70148,40143.10978,42792.55503,45654,48667.164,51879.19682,55303.22381,58953.23659,62896,67047.136,71472.24698,76189.41528,81217.91668,86578.29919
Tanzania,Energy,,,,,,11258,12204.7978,13231.22129,14343.96701,15550.29463,16858.07441,18275.83847,19812.83648,21479.09603,23285.48801,25243.79755,27366.80092,29668.34888,32163.45702,34868.40376,37800.83651,40979.88686,44426.29535,48162.54679,52213.01697,56604.1317,61364.53917,66525.29692,72120.07439,78185.37265,84760.76248
DRC,Energy,,,,,,7457.8,7561.09053,7665.811634,7771.983125,7879.625091,7988.757899,8099.402196,8211.578916,8325.309284,8440.614818,8557.517333,8676.038948,8796.202087,8918.029486,9041.544195,9166.769582,9293.72934,9422.447492,9552.94839,9685.256725,9819.39753,9955.396186,10093.27842,10233.07033,10374.79835,10518.48931
Malawi,Energy,,,,,,4914,5154.786,5407.370514,5672.331669,5950.275921,6241.839441,6547.689574,6868.526363,7205.084155,7558.133278,7928.481809,8316.977417,8724.509311,9152.010267,9600.45877,10070.88125,10564.35443,11082.0078,11625.02618,12194.65246,12792.19043,13419.00777,14076.53915,14766.28956,15489.83775,16248.8398
DRC_South,Energy,,,,,,3196.2,3240.46737,3285.347843,3330.849911,3376.982182,3423.753385,3471.17237,3519.248107,3567.989693,3617.40635,3667.507428,3718.302406,3769.800895,3822.012637,3874.947512,3928.615535,3983.02686,4038.191782,4094.120738,4150.824311,4208.313227,4266.598366,4325.690753,4385.60157,4446.342152,4507.92399
Mozal,Energy,,,,,,8912.195122,8934.146341,8956.097561,8978.04878,9000,9021.95122,9043.902439,9065.853659,9087.804878,9109.756098,9131.707317,9153.658537,9175.609756,9197.560976,9219.512195,9241.463415,9263.414634,9285.365854,9307.317073,9329.268293,9351.219512,9373.170732,9395.121951,9417.073171,9439.02439,9460.97561
