,,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Angola,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Angola,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Angola,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Angola,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Botswana,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Botswana,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Botswana,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Botswana,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Botswana,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Botswana,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Botswana,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
DRC,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
DRC,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
DRC,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
DRC,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
DRC,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
DRC,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
DRC,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
DRC_South,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
DRC_South,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
DRC_South,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
DRC_South,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
DRC_South,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
DRC_South,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
DRC_South,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Eswatini,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Eswatini,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Eswatini,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Eswatini,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Eswatini,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Eswatini,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Eswatini,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Lesotho,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Lesotho,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Lesotho,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Lesotho,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Lesotho,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Lesotho,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Lesotho,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Malawi,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Malawi,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Malawi,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Malawi,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Malawi,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Malawi,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Malawi,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Mozambique,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Mozambique,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Mozambique,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Mozambique,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Mozambique,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Mozambique,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Mozambique,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Namibia,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Namibia,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Namibia,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Namibia,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Namibia,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Namibia,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Namibia,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Tanzania,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Tanzania,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Tanzania,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Tanzania,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Tanzania,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Tanzania,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
Tanzania,Biomass,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Zambia,Gas,7.632993238,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Zambia,LNG,7.632993238,11.06994766,11.38566004,10.13804853,10.03300714,9.929110003,9.828596227,9.72912947,9.630707316,9.533327042,9.436985632,9.341679781,9.247405924,9.154160231,9.061938625,8.970736799,8.880550214,8.791374125,8.703203576,8.61603342,8.529858324,8.443683229,8.357508133,8.271333037,8.185157941,8.098982846,8.01280775,7.926632654,7.84045756,7.754282464,7.668107368
Zambia,Coal,5.429268799,4.056901692,3.679788024,6.241969165,5.987514673,5.74419795,5.511531485,5.289049103,5.076305034,4.872873022,4.678345465,4.492332608,4.31446175,4.144376508,3.981736096,3.826214644,3.677500547,3.53529584,3.3993156,3.269287373,3.144950633,3.020613894,2.896277154,2.771940415,2.647603675,2.523266936,2.398930196,2.274593458,2.150256718,2.025919979,1.901583239
Zambia,Uranium,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Zambia,Diesel,15.03950542,21.76110563,35.9868466,28.88267004,27.32167363,26.50141576,26.46366239,26.42645993,26.38927207,26.35208459,26.31489713,26.27770967,26.04213166,25.80641794,25.57070062,25.3349832,25.09926577,24.86354836,24.62783093,24.39211351,24.1563961,23.92067867,23.68496125,23.44924382,23.21352641,22.97780899,22.74209156,22.50637415,22.27065673,22.0349393,21.79922189
Zambia,HFO,9.087728728,15.95866007,18.86760565,17.76232027,16.8386542,16.35248872,16.3304193,16.30836187,16.28630488,16.26424788,16.24219088,16.2201339,16.08032592,15.94051501,15.800704,15.66089298,15.52108196,15.38127096,15.24145994,15.10164893,14.96183791,14.8220269,14.68221589,14.54240488,14.40259386,14.26278284,14.12297183,13.98316082,13.84334981,13.70353879,13.56372778
