z,q,d,y,t1,t2,t3,t4,t5,t6,t7
KGZ_N,Q5,d1,2027,3028.1694877572,2963.2417085577,3311.9191801343,2842.1970823483,1179.8629022111,2748.1939108089,3032.0499162967
KGZ_N,Q5,d1,2028,3088.7328775124,3022.5065427289,3378.157563737,2899.0410239952,1203.4601602553,2803.157789025,3092.6909146226
KGZ_N,Q5,d1,2029,3150.5075350626,3082.9566735835,3445.7207150118,2957.0218444751,1227.5293634604,2859.2209448055,3154.544732915
KGZ_N,Q5,d1,2030,3213.5176857639,3144.6158070551,3514.635129312,3016.1622813647,1252.0799507296,2916.4053637017,3217.6356275733
KGZ_S,Q1,d1,2017,162.5757167138,173.3227429532,163.6153730354,164.4793572432,181.9439624913,178.4610102453,0
KGZ_S,Q1,d1,2018,165.827231048,176.7891978123,166.8876804961,167.7689443881,185.5828417411,182.0302304502,0
KGZ_S,Q1,d1,2019,169.143775669,180.3249817686,170.225434106,171.1243232759,189.2944985759,185.6708350592,0
KGZ_S,Q1,d1,2020,172.5266511824,183.9314814039,173.6299427881,174.5468097414,193.0803885474,189.3842517604,0
KGZ_S,Q1,d1,2021,175.977184206,187.610111032,177.1025416439,178.0377459362,196.9419963184,193.1719367956,0
KGZ_S,Q1,d1,2022,179.4967278902,191.3623132526,180.6445924767,181.5985008549,200.8808362448,197.0353755315,0
KGZ_S,Q1,d1,2023,183.086662448,195.1895595177,184.2574843263,185.230470872,204.8984529696,200.9760830421,0
KGZ_S,Q1,d1,2024,186.7483956969,199.0933507081,187.9426340128,188.9350802895,208.996422029,204.9956047029,0
KGZ_S,Q1,d1,2025,190.4833636109,203.0752177222,191.7014866931,192.7137818953,213.1763504696,209.095516797,0
KGZ_S,Q1,d1,2026,194.2930308831,207.1367220767,195.5355164269,196.5680575332,217.439877479,213.2774271329,0
KGZ_S,Q1,d1,2027,198.1788915007,211.2794565182,199.4462267555,200.4994186838,221.7886750286,217.5429756756,0
KGZ_S,Q1,d1,2028,202.1424693307,215.5050456486,203.4351512906,204.5094070575,226.2244485292,221.8938351891,0
KGZ_S,Q1,d1,2029,206.1853187174,219.8151465615,207.5038543164,208.5995951987,230.7489374997,226.3317118929,0
KGZ_S,Q1,d1,2030,210.3090250917,224.2114494928,211.6539314027,212.7715871026,235.3639162497,230.8583461308,0
KGZ_S,Q2,d1,2017,110.1928208703,121.4746023109,112.9133502368,110.8798511058,134.8925407889,132.7165139245,0
KGZ_S,Q2,d1,2018,112.3966772877,123.9040943571,115.1716172416,113.097448128,137.5903916046,135.370844203,0
KGZ_S,Q2,d1,2019,114.6446108334,126.3821762442,117.4750495864,115.3593970905,140.3421994367,138.0782610871,0
KGZ_S,Q2,d1,2020,116.9375030501,128.9098197691,119.8245505781,117.6665850323,143.1490434255,140.8398263088,0
KGZ_S,Q2,d1,2021,119.2762531111,131.4880161645,122.2210415897,120.019916733,146.012024294,143.656622835,0
KGZ_S,Q2,d1,2022,121.6617781733,134.1177764878,124.6654624215,122.4203150676,148.9322647799,146.5297552917,0
KGZ_S,Q2,d1,2023,124.0950137368,136.8001320175,127.1587716699,124.868721369,151.9109100755,149.4603503975,0
KGZ_S,Q2,d1,2024,126.5769140115,139.5361346579,129.7019471033,127.3660957964,154.949128277,152.4495574055,0
KGZ_S,Q2,d1,2025,129.1084522918,142.326857351,132.2959860454,129.9134177123,158.0481108425,155.4985485536,0
KGZ_S,Q2,d1,2026,131.6906213376,145.1733944981,134.9419057663,132.5116860665,161.2090730593,158.6085195247,0
KGZ_S,Q2,d1,2027,134.3244337643,148.076862388,137.6407438816,135.1619197879,164.4332545205,161.7806899151,0
KGZ_S,Q2,d1,2028,137.0109224396,151.0383996358,140.3935587592,137.8651581836,167.7219196109,165.0163037134,0
KGZ_S,Q2,d1,2029,139.7511408884,154.0591676285,143.2014299344,140.6224613473,171.0763580032,168.3166297877,0
KGZ_S,Q2,d1,2030,142.5461637062,157.1403509811,146.0654585331,143.4349105742,174.4978851632,171.6829623835,0
KGZ_S,Q3,d1,2017,44.6241958074,63.5751954822,66.4232417499,64.9249077223,77.5799078142,69.64425407,0
KGZ_S,Q3,d1,2018,45.5166797235,64.8466993918,67.7517065849,66.2234058768,79.1315059705,71.0371391514,0
KGZ_S,Q3,d1,2019,46.427013318,66.1436333796,69.1067407166,67.5478739943,80.7141360899,72.4578819344,0
KGZ_S,Q3,d1,2020,47.3555535844,67.4665060472,70.4888755309,68.8988314742,82.3284188117,73.9070395731,0
KGZ_S,Q3,d1,2021,48.302664656,68.8158361682,71.8986530415,70.2768081037,83.9749871879,75.3851803646,0
KGZ_S,Q3,d1,2022,49.2687179492,70.1921528915,73.3366261024,71.6823442658,85.6544869317,76.8928839719,0
KGZ_S,Q3,d1,2023,50.2540923082,71.5959959494,74.8033586244,73.1159911511,87.3675766703,78.4307416513,0
KGZ_S,Q3,d1,2024,51.2591741543,73.0279158684,76.2994257969,74.5783109741,89.1149282037,79.9993564843,0
KGZ_S,Q3,d1,2025,52.2843576374,74.4884741857,77.8254143128,76.0698771936,90.8972267678,81.599343614,0
KGZ_S,Q3,d1,2026,53.3300447901,75.9782436694,79.3819225991,77.5912747375,92.7151713031,83.2313304863,0
KGZ_S,Q3,d1,2027,54.396645686,77.4978085428,80.9695610511,79.1431002322,94.5694747292,84.895957096,0
KGZ_S,Q3,d1,2028,55.4845785997,79.0477647137,82.5889522721,80.7259622369,96.4608642238,86.593876238,0
KGZ_S,Q3,d1,2029,56.5942701717,80.628720008,84.2407313175,82.3404814816,98.3900815083,88.3257537627,0
KGZ_S,Q3,d1,2030,57.7261555751,82.2412944081,85.9255459439,83.9872911112,100.3578831384,90.092268838,0
KGZ_S,Q4,d1,2017,92.9394636743,114.5080743348,106.6969682258,107.3477845183,136.5123387313,121.5215769685,0
KGZ_S,Q4,d1,2018,94.7982529478,116.7982358215,108.8309075903,109.4947402086,139.2425855059,123.9520085079,0
KGZ_S,Q4,d1,2019,96.6942180068,119.134200538,111.0075257422,111.6846350128,142.027437216,126.4310486781,0
KGZ_S,Q4,d1,2020,98.6281023669,121.5168845487,113.227676257,113.9183277131,144.8679859604,128.9596696516,0
KGZ_S,Q4,d1,2021,100.6006644142,123.9472222397,115.4922297821,116.1966942673,147.7653456796,131.5388630447,0
KGZ_S,Q4,d1,2022,102.6126777025,126.4261666845,117.8020743778,118.5206281527,150.7206525932,134.1696403055,0
KGZ_S,Q4,d1,2023,104.6649312566,128.9546900182,120.1581158653,120.8910407157,153.735065645,136.8530331117,0
KGZ_S,Q4,d1,2024,106.7582298817,131.5337838185,122.5612781826,123.30886153,156.8097669579,139.5900937739,0
KGZ_S,Q4,d1,2025,108.8933944793,134.1644594949,125.0125037463,125.7750387606,159.9459622971,142.3818956494,0
KGZ_S,Q4,d1,2026,111.0712623689,136.8477486848,127.5127538212,128.2905395358,163.144881543,145.2295335624,0
KGZ_S,Q4,d1,2027,113.2926876163,139.5847036585,130.0630088976,130.8563503266,166.4077791739,148.1341242336,0
KGZ_S,Q4,d1,2028,115.5585413686,142.3763977317,132.6642690756,133.4734773331,169.7359347574,151.0968067183,0
KGZ_S,Q4,d1,2029,117.869712196,145.2239256863,135.3175544571,136.1429468797,173.1306534525,154.1187428526,0
KGZ_S,Q4,d1,2030,120.2271064399,148.1284042,138.0239055463,138.8658058173,176.5932665216,157.2011177097,0
KGZ_S,Q5,d1,2017,179.7756880429,175.9210701868,196.621276239,168.7349199238,70.0458365685,163.1541606863,180.0060604554
KGZ_S,Q5,d1,2018,183.3712018037,179.4394915905,200.5537017638,172.1096183223,71.4467532999,166.4172439,183.6061816645
KGZ_S,Q5,d1,2019,187.0386258398,183.0282814223,204.5647757991,175.5518106888,72.8756883659,169.745588778,187.2783052978
KGZ_S,Q5,d1,2020,190.7793983566,186.6888470508,208.6560713151,179.0628469025,74.3332021332,173.1405005536,191.0238714038
KGZ_S,Q5,d1,2021,194.5949863237,190.4226239918,212.8291927414,182.6441038406,75.8198661759,176.6033105646,194.8443488319
KGZ_S,Q5,d1,2022,198.4868860502,194.2310764716,217.0857765962,186.2969859174,77.3362634994,180.1353767759,198.7412358085
KGZ_S,Q5,d1,2023,202.4566237712,198.1156980011,221.4274921281,190.0229256358,78.8829887694,183.7380843115,202.7160605247
KGZ_S,Q5,d1,2024,206.5057562466,202.0780119611,225.8560419707,193.8233841485,80.4606485448,187.4128459977,206.7703817352
KGZ_S,Q5,d1,2025,210.6358713715,206.1195722003,230.3731628101,197.6998518314,82.0698615157,191.1611029176,210.9057893699
KGZ_S,Q5,d1,2026,214.848588799,210.2419636443,234.9806260663,201.6538488681,83.711258746,194.984324976,215.1239051573
KGZ_S,Q5,d1,2027,219.145560575,214.4468029172,239.6802385876,205.6869258454,85.3854839209,198.8840114755,219.4263832604
KGZ_S,Q5,d1,2028,223.5284717865,218.7357389756,244.4738433594,209.8006643623,87.0931935993,202.861691705,223.8149109256
KGZ_S,Q5,d1,2029,227.9990412222,223.1104537551,249.3633202266,213.9966776496,88.8350574713,206.9189255391,228.2912091441
KGZ_S,Q5,d1,2030,232.5590220466,227.5726628302,254.3505866311,218.2766112026,90.6117586207,211.0573040499,232.857033327
NEPS_AFG,Q1,d1,2017,435.1871301458,443.7215548453,506.8173099525,502.7627714728,623.5025185145,613.4576562261,0
NEPS_AFG,Q1,d1,2018,469.7159160259,478.9274823563,547.0294053097,542.6531700672,672.9726968955,662.1308512519,0
NEPS_AFG,Q1,d1,2019,498.9565094739,508.7415110593,581.082891468,576.4342283363,714.8663614705,703.3495929855,0
NEPS_AFG,Q1,d1,2020,544.3727503611,555.0484067043,633.9744763523,628.9026805414,779.9352447465,767.3701918482,0
NEPS_AFG,Q1,d1,2021,570.8137125215,582.0079007442,664.7675223465,659.4493821677,817.817813777,804.6424583094,0
NEPS_AFG,Q1,d1,2022,618.0963742672,630.217819498,719.8327340068,714.0740721348,885.5607607493,871.2940406871,0
NEPS_AFG,Q1,d1,2023,649.8255288597,662.5692123459,756.7843891999,750.7301140863,931.0198435859,916.0207604406,0
NEPS_AFG,Q1,d1,2024,687.4650161703,700.946845038,800.6191958506,794.2142422838,984.9467947941,969.0789279912,0
NEPS_AFG,Q1,d1,2025,741.2801509203,755.8173446722,863.2921012271,856.3857644173,1062.0489647033,1044.9389526711,0
NEPS_AFG,Q1,d1,2026,778.2974979449,793.5606363281,906.402365619,899.1511466941,1115.0845613461,1097.1201257167,0
NEPS_AFG,Q1,d1,2027,824.6469492613,840.8190435275,960.3807638913,952.6977177802,1181.4904764702,1162.456216337,0
NEPS_AFG,Q1,d1,2028,883.4392063004,900.7642714516,1028.8500073374,1020.6192072787,1265.7234829028,1245.3321970566,0
NEPS_AFG,Q1,d1,2029,932.8993590474,951.1943838321,1086.4511169031,1077.7595079679,1336.5861708541,1315.0532602016,0
NEPS_AFG,Q1,d1,2030,970.2277762151,989.2548460061,1129.9236524244,1120.884263205,1390.0674447796,1367.6729304998,0
NEPS_AFG,Q2,d1,2017,361.1696469448,367.450858196,420.6168248581,417.2518902592,524.9297974229,536.1462460858,0
NEPS_AFG,Q2,d1,2018,389.8257089969,396.6052865447,453.9895679312,450.3576513877,566.5789807781,578.6853692563,0
NEPS_AFG,Q2,d1,2019,414.0930047888,421.2946222633,482.2511701732,478.3931608119,601.8494603762,614.7094915808,0
NEPS_AFG,Q2,d1,2020,451.7847620825,459.6418883796,526.1468502514,521.9376754493,656.6312691137,670.6618517871,0
NEPS_AFG,Q2,d1,2021,473.7285933836,481.9673515295,551.7025544064,547.2889339712,688.5247878992,703.2368560167,0
NEPS_AFG,Q2,d1,2022,512.9693270045,521.8905326916,597.4021665425,592.6229492102,745.5579038451,761.4886282862,0
NEPS_AFG,Q2,d1,2023,539.3019245659,548.6810884714,628.0690115286,623.0444594364,783.8301263877,800.5786333618,0
NEPS_AFG,Q2,d1,2024,570.5396138299,580.4620418965,664.4483080317,659.1327215675,829.2314884236,846.9501099711,0
NEPS_AFG,Q2,d1,2025,615.2017645958,625.9009257192,716.4616823708,710.7299889119,894.1441795988,913.249824462,0
NEPS_AFG,Q2,d1,2026,645.9231284174,657.156574129,752.2396681879,746.2217508424,938.7951058985,958.8548303836,0
NEPS_AFG,Q2,d1,2027,684.3893738747,696.2917977682,797.0373142951,790.6610157807,994.7025682402,1015.9568966214,0
NEPS_AFG,Q2,d1,2028,733.1821281796,745.9331217132,853.8611741222,847.0302847292,1065.6187453045,1088.3883766144,0
NEPS_AFG,Q2,d1,2029,774.2300008488,787.6948704288,901.6653736593,894.4520506701,1125.2783863268,1149.3227962911,0
NEPS_AFG,Q2,d1,2030,805.2095273916,819.2131713462,937.7440148194,930.2420627009,1170.3045304946,1195.3110375565,0
NEPS_AFG,Q3,d1,2017,335.3339316999,341.1658261642,390.5542687135,387.2182928492,487.8675589199,497.5663259991,0
NEPS_AFG,Q3,d1,2018,361.9401264237,368.2347373181,421.5417768101,417.9411166563,526.5761357892,537.0444262034,0
NEPS_AFG,Q3,d1,2019,384.4714985322,391.1579593763,447.7834503334,443.9586431237,559.3563720569,570.476330881,0
NEPS_AFG,Q3,d1,2020,419.4670339348,426.7621127858,488.5417943163,484.368843807,610.2703560471,622.4024806993,0
NEPS_AFG,Q3,d1,2021,439.8411470116,447.490558264,512.2709671831,507.8953305062,639.9120590551,652.6334583333,0
NEPS_AFG,Q3,d1,2022,476.274855102,484.5578960603,554.7043116038,549.9662243683,692.9183985518,706.693559514,0
NEPS_AFG,Q3,d1,2023,500.7237907942,509.4320306341,583.1793190439,578.1980084074,728.4884421614,742.9707326748,0
NEPS_AFG,Q3,d1,2024,529.7269399977,538.9395824324,616.9584945366,611.6886541792,770.6842782081,786.0054184832,0
NEPS_AFG,Q3,d1,2025,571.1942524952,581.1280655821,665.2543404891,659.5719741669,831.0138619773,847.5343494323,0
NEPS_AFG,Q3,d1,2026,599.7180108028,610.1478892515,698.4751825026,692.5090555458,872.5122461885,889.8577181198,0
NEPS_AFG,Q3,d1,2027,635.4326325492,646.4836348544,740.0710267044,733.7496028185,924.4724079319,942.8508436194,0
NEPS_AFG,Q3,d1,2028,680.7350722142,692.5739430353,792.8335404905,786.0614379497,990.381606385,1010.0703115349,0
NEPS_AFG,Q3,d1,2029,718.8466484403,731.3483292827,837.2210520884,830.069807187,1045.8290273059,1066.6200226385,0
NEPS_AFG,Q3,d1,2030,747.6101021958,760.6120170166,870.7210608415,863.2836707623,1087.6761374348,1109.2990498864,0
NEPS_AFG,Q4,d1,2017,420.2885481447,427.5979141994,489.4664768766,485.5507450616,610.854163142,623.9066025253,0
NEPS_AFG,Q4,d1,2018,453.6352449596,461.5245535676,528.3019157138,524.0755003881,659.3207908108,673.4088418965,0
NEPS_AFG,Q4,d1,2019,481.8747900101,490.2552211407,561.189584639,556.7000679619,700.3646016295,715.3296572199,0
NEPS_AFG,Q4,d1,2020,525.7362110459,534.8794494988,612.2704321186,607.3722686617,764.1134992841,780.4407108072,0
NEPS_AFG,Q4,d1,2021,551.2719698681,560.8593084745,642.0092816787,636.8732074253,801.227583535,818.3478310464,0
NEPS_AFG,Q4,d1,2022,596.9359150561,607.317409231,695.1893420684,689.6278273319,867.5962989014,886.1346813566,0
NEPS_AFG,Q4,d1,2023,627.5788256428,638.4932400018,730.8759615405,725.0289538482,912.1332000025,931.6232256436,0
NEPS_AFG,Q4,d1,2024,663.9297293779,675.4763333671,773.2100885613,767.0244078528,964.9661905245,985.5851262194,0
NEPS_AFG,Q4,d1,2025,715.9025090985,728.3529875176,833.7373941364,827.0674949833,1040.5042678822,1062.7372650592,0
NEPS_AFG,Q4,d1,2026,751.6525714496,764.7247900835,875.3717835205,868.3688092523,1092.4639858336,1115.8072333941,0
NEPS_AFG,Q4,d1,2027,796.4152545615,810.2659546408,927.5022374552,920.0822195555,1157.522792344,1182.2561853428,0
NEPS_AFG,Q4,d1,2028,853.1947653545,868.0329351867,993.627444124,985.678424571,1240.0470502667,1266.54378211,0
NEPS_AFG,Q4,d1,2029,900.9616553866,916.6305537412,1049.2565862422,1040.8625335522,1309.4722196302,1337.4523952634,0
NEPS_AFG,Q4,d1,2030,937.0121384298,953.3080017068,1091.2408444446,1082.5109176891,1361.8685738669,1390.9683297187,0
NEPS_AFG,Q5,d1,2017,693.3566569268,724.7887230514,556.2515828843,843.5630383712,448.725174441,814.6408770556,660.7079665995
NEPS_AFG,Q5,d1,2018,748.3692294206,782.2951907131,600.3859114763,910.4933437745,484.3281010765,879.2764291308,713.1301140566
NEPS_AFG,Q5,d1,2019,794.956452974,830.9943615257,637.7609284821,967.1730618637,514.4783272362,934.0128425998,757.5236443357
NEPS_AFG,Q5,d1,2020,867.31533211,906.6334991708,695.8114868103,1055.2075176194,561.3074019098,1019.0289741582,826.4752977478
NEPS_AFG,Q5,d1,2021,909.4420768125,950.6699834163,729.6080447411,1106.4604541895,588.5709042883,1068.5246671887,866.6183836384
NEPS_AFG,Q5,d1,2022,984.7746085158,1029.4175787728,790.0442424526,1198.1127642913,637.3244614827,1157.0346123727,938.4036666427
NEPS_AFG,Q5,d1,2023,1035.3267021587,1082.2613598673,830.6001119695,1259.6162881754,670.0406643369,1216.4294440094,986.5753697115
NEPS_AFG,Q5,d1,2024,1095.2953622646,1144.9485903814,878.7105062004,1332.5763508222,708.8510618404,1286.888018794,1043.7202331557
NEPS_AFG,Q5,d1,2025,1181.0356779532,1234.575787728,947.4964417536,1436.8911511355,764.3403078577,1387.626311668,1125.4232197331
NEPS_AFG,Q5,d1,2026,1240.0131205367,1296.2268656716,994.8116228567,1508.6452623336,802.5092111876,1456.9202819107,1181.6235399799
NEPS_AFG,Q5,d1,2027,1313.8588259564,1373.4202321725,1054.0550008766,1598.4886452623,850.3005271216,1543.6833202819,1251.9920081882
NEPS_AFG,Q5,d1,2028,1407.5288818242,1471.3366500829,1129.2026414521,1712.4510571652,910.9217265279,1653.738449491,1341.2513403449
NEPS_AFG,Q5,d1,2029,1486.330674856,1553.7107794362,1192.4220851109,1808.3241973375,961.92051333,1746.3245105717,1416.3425245403
NEPS_AFG,Q5,d1,2030,1545.8037262006,1615.879933665,1240.1348727778,1880.68128426,1000.4101637467,1816.2007830854,1473.0151163858
NEPS_TAJ,Q1,d1,2017,118.6873991307,121.0149695033,138.2229027143,137.1171194926,170.046141413,167.3066335162,0
NEPS_TAJ,Q1,d1,2018,128.1043407343,130.6165860972,149.1898378117,147.9963191092,183.5380082442,180.5811412505,0
NEPS_TAJ,Q1,d1,2019,136.0790480383,138.7476848343,158.4771522185,157.2093350008,194.9635531283,191.8226162688,0
NEPS_TAJ,Q1,d1,2020,148.465295553,151.3768381921,172.9021299142,171.5189128749,212.7096122036,209.282779595,0
NEPS_TAJ,Q1,d1,2021,155.6764670513,158.7294274757,181.3002333672,179.8498315003,223.0412219392,219.4479431753,0
NEPS_TAJ,Q1,d1,2022,168.5717384365,171.8775871358,196.3180183655,194.7474742186,241.5165711134,237.6256474601,0
NEPS_TAJ,Q1,d1,2023,177.2251442345,180.7006942761,206.3957425091,204.744576569,253.9145027962,249.8238437565,0
NEPS_TAJ,Q1,d1,2024,187.4904589555,191.167321374,218.3506897774,216.6038842592,268.6218531257,264.2942530885,0
NEPS_TAJ,Q1,d1,2025,202.1673138874,206.1320030924,235.4433003347,233.559753932,289.6497176464,284.9833507285,0
NEPS_TAJ,Q1,d1,2026,212.262953985,216.4256280895,247.2006451688,245.2230400075,304.1139712762,299.2145797409,0
NEPS_TAJ,Q1,d1,2027,224.9037134349,229.3142845984,261.9220265158,259.8266503037,322.224675401,317.0335135464,0
NEPS_TAJ,Q1,d1,2028,240.9379653546,245.6629831232,280.5954565466,278.3506928942,345.197313519,339.6360537427,0
NEPS_TAJ,Q1,d1,2029,254.427097922,259.416650136,296.3048500645,293.934411264,364.523501142,358.6508891459,0
NEPS_TAJ,Q1,d1,2030,264.6075753314,269.7967761835,308.1609961157,305.6957081468,379.1093031217,373.0017083181,0
NEPS_TAJ,Q2,d1,2017,98.5008128031,100.2138704171,114.7136795067,113.7959700707,143.1626720244,146.2217034779,0
NEPS_TAJ,Q2,d1,2018,106.3161024537,108.1650781485,123.8153367085,122.8248140148,154.5215402122,157.8232825244,0
NEPS_TAJ,Q2,d1,2019,112.9344558515,114.8985333445,131.5230464109,130.4708620396,164.1407619208,167.6480431584,0
NEPS_TAJ,Q2,d1,2020,123.2140260225,125.356878649,143.4945955231,142.3466387589,179.0812552128,182.9077777601,0
NEPS_TAJ,Q2,d1,2021,129.1987072864,131.4456413262,150.4643330199,149.2606183558,187.7794876089,191.7918698227,0
NEPS_TAJ,Q2,d1,2022,139.9007255467,142.3337816432,162.9278636025,161.6244406937,203.3339737759,207.6787168053,0
NEPS_TAJ,Q2,d1,2023,147.0823430634,149.6402968558,171.2915485987,169.9212162099,213.7718526512,218.3396272805,0
NEPS_TAJ,Q2,d1,2024,155.6017128627,158.3078296081,181.2131749177,179.7634695184,226.1540422973,230.9863936285,0
NEPS_TAJ,Q2,d1,2025,167.7822994352,170.7002524689,195.3986406466,193.8354515214,243.857503527,249.0681339442,0
NEPS_TAJ,Q2,d1,2026,176.1608532047,179.224520217,205.1562731422,203.515022957,256.0350288814,261.5058628319,0
NEPS_TAJ,Q2,d1,2027,186.6516474204,189.8977630277,217.3738129896,215.6348224856,271.282518611,277.079153624,0
NEPS_TAJ,Q2,d1,2028,199.9587622308,203.4363059218,232.8712293061,231.0082594716,290.623294174,296.8331936221,0
NEPS_TAJ,Q2,d1,2029,211.1536365951,214.8258737533,245.9087382707,243.9414683646,306.8941053619,313.4516717158,0
NEPS_TAJ,Q2,d1,2030,219.6025983795,223.4217740035,255.748367678,253.7023807366,319.1739628622,325.9939193336,0
NEPS_TAJ,Q3,d1,2017,91.4547086454,93.0452253175,106.5148005582,105.6049889589,133.0547887964,135.6999070907,0
NEPS_TAJ,Q3,d1,2018,98.7109435701,100.4276556322,114.96593913,113.9839409063,143.6116733971,146.4666616918,0
NEPS_TAJ,Q3,d1,2019,104.8558632361,106.6794434663,122.1227591818,121.0796299428,152.5517378337,155.5844538766,0
NEPS_TAJ,Q3,d1,2020,114.400100164,116.3896671234,133.2386711772,132.1005937656,166.437369831,169.7461310998,0
NEPS_TAJ,Q3,d1,2021,119.9566764577,122.0428795265,139.7102637772,138.5169083199,174.5214706514,177.9909431818,0
NEPS_TAJ,Q3,d1,2022,129.8931423005,132.152153471,151.2829940738,149.9907884641,188.9777450596,192.7346071402,0
NEPS_TAJ,Q3,d1,2023,136.561033853,138.9360083547,159.0489051938,157.6903659293,198.678666044,202.6283816386,0
NEPS_TAJ,Q3,d1,2024,144.4709836357,146.9835224816,168.2614076009,166.8241784125,210.1866213295,214.3651141318,0
NEPS_TAJ,Q3,d1,2025,155.7802506805,158.4894724315,181.4330019516,179.8832656819,226.6401441756,231.1457316634,0
NEPS_TAJ,Q3,d1,2026,163.5594574917,166.4039697959,190.4932315916,188.8661060579,237.9578853241,242.6884685781,0
NEPS_TAJ,Q3,d1,2027,173.2998088771,176.3137185967,201.8375527376,200.1135280414,252.1288385269,257.1411391689,0
NEPS_TAJ,Q3,d1,2028,185.6550196948,188.883802646,216.2273292247,214.3803921681,270.1040744686,275.4737213277,0
NEPS_TAJ,Q3,d1,2029,196.0490859383,199.4586352589,228.3330142059,226.3826746874,285.2260983561,290.8963698105,0
NEPS_TAJ,Q3,d1,2030,203.8936642352,207.4396410045,237.4693802295,235.441001117,296.6389465731,302.5361045145,0
NEPS_TAJ,Q4,d1,2017,114.624149494,116.6176129635,133.49085733,132.4229304713,166.5965899478,170.1563461433,0
NEPS_TAJ,Q4,d1,2018,123.7187031708,125.8703327912,144.0823406492,142.929681924,179.8147611302,183.6569568809,0
NEPS_TAJ,Q4,d1,2019,131.4203972755,133.705969402,153.0517049016,151.8272912623,191.0085277171,195.0899065145,0
NEPS_TAJ,Q4,d1,2020,143.3826030125,145.8762134997,166.9828451233,165.6469823623,208.3945907138,212.8474665838,0
NEPS_TAJ,Q4,d1,2021,150.3469008731,152.961629584,175.0934404578,173.6926929342,218.5166136914,223.1857721036,0
NEPS_TAJ,Q4,d1,2022,162.8007041062,165.6320206994,189.5970932914,188.0803165451,236.6171724277,241.6730949154,0
NEPS_TAJ,Q4,d1,2023,171.1578615389,174.1345200005,199.3298076929,197.7351692313,248.7636000007,254.0790615392,0
NEPS_TAJ,Q4,d1,2024,181.0717443758,184.220818191,210.8754786985,209.1884748689,263.1725974158,268.7959435144,0
NEPS_TAJ,Q4,d1,2025,195.246138845,198.6417238684,227.3829256736,225.5638622682,283.7738912406,289.8374359252,0
NEPS_TAJ,Q4,d1,2026,204.9961558499,208.5613063864,238.737759142,236.8278570688,297.9447234092,304.3110636529,0
NEPS_TAJ,Q4,d1,2027,217.204160335,220.981623993,252.9551556696,250.9315144242,315.6880342756,322.4335050935,0
NEPS_TAJ,Q4,d1,2028,232.6894814603,236.7362550509,270.9893029429,268.8213885194,338.1946500727,345.4210314846,0
NEPS_TAJ,Q4,d1,2029,245.7168151054,249.9901510203,286.160887157,283.8716000597,357.1287871719,364.7597441627,0
NEPS_TAJ,Q4,d1,2030,255.5487650263,259.9930913746,297.611139394,295.2302502788,371.4187019637,379.3549990142,0
NEPS_TAJ,Q5,d1,2017,189.0972700709,197.6696517413,151.7049771503,230.0626468285,122.3795930294,222.1747846515,180.1930817999
NEPS_TAJ,Q5,d1,2018,204.1006989329,213.3532338308,163.7416122208,248.3163664839,132.0894821118,239.8026624902,194.4900311064
NEPS_TAJ,Q5,d1,2019,216.8063053565,226.6348258706,173.9347986769,263.7744714174,140.3122710644,254.7307752545,206.5973575461
NEPS_TAJ,Q5,d1,2020,236.5405451209,247.263681592,189.7667691301,287.7838684417,153.0838368845,277.9169929522,225.4023539312
NEPS_TAJ,Q5,d1,2021,248.0296573125,259.2736318408,198.9840122021,301.7619420517,160.5193375332,291.4158183242,236.350468265
NEPS_TAJ,Q5,d1,2022,268.5748932316,280.7502487562,215.466611578,326.7580266249,173.8157622226,315.5548942835,255.9282727207
NEPS_TAJ,Q5,d1,2023,282.3618278615,295.1621890547,226.5273032644,343.5317149569,182.738363001,331.7534847298,269.0660099213
NEPS_TAJ,Q5,d1,2024,298.7169169813,312.2587064677,239.6483198728,363.4299138606,193.3230168656,350.9694596711,284.6509726788
NEPS_TAJ,Q5,d1,2025,322.1006394418,336.7024875622,258.4081204783,391.8794048551,208.4564475976,378.4435395458,306.9336053817
NEPS_TAJ,Q5,d1,2026,338.18539651,353.5164179104,271.3122607791,411.4487079092,218.8661485057,397.3418950666,322.2609654491
NEPS_TAJ,Q5,d1,2027,358.3251343517,374.5691542289,287.4695456936,435.9514487079,231.9001437604,421.0045418951,341.4523658695
NEPS_TAJ,Q5,d1,2028,383.8715132248,401.2736318408,307.9643567597,467.0321064996,248.433198144,451.0195771339,365.7958200941
NEPS_TAJ,Q5,d1,2029,405.3629113243,423.7393034826,325.2060232121,493.1793265466,262.3419581809,476.270321065,386.2752339655
NEPS_TAJ,Q5,d1,2030,421.5828344184,440.6945273632,338.2186016667,512.9130775255,272.8391355673,495.327486296,401.731395378
NEPS_TKM,Q1,d1,2017,49.1704939256,50.1347730799,57.2637739816,56.8056637898,70.4476871568,69.312748171,0
NEPS_TKM,Q1,d1,2018,53.0717983042,54.1125856688,61.807218522,61.3127607738,76.037174844,74.8121870895,0
NEPS_TKM,Q1,d1,2019,56.3756056159,57.4811837171,65.6548202048,65.1295816432,80.7706148674,79.4693695971,0
NEPS_TKM,Q1,d1,2020,61.5070510148,62.7132615367,71.630882393,71.0578353339,88.1225536272,86.7028658322,0
NEPS_TKM,Q1,d1,2021,64.4945363498,65.7593342399,75.1100966807,74.5092159073,92.4027919462,90.9141478869,0
