Variable,country,zone,generator,fuel,year,TEST
Spinning Reserve: GWh,,Djibouti,Battery_5MW_DJI,Battery,2026,16.61
Spinning Reserve: GWh,,Djibouti,BoulaosM01,Diesel,2026,3.5
Spinning Reserve: GWh,,Djibouti,BoulaosM02,Diesel,2026,3.49
Spinning Reserve: GWh,,Djibouti,BoulaosM03,Diesel,2026,3.49
Spinning Reserve: GWh,,Djibouti,BoulaosM04,Diesel,2026,3.5
Spinning Reserve: GWh,,Djibouti,BoulaosM05,Diesel,2026,3.5
Spinning Reserve: GWh,,Djibouti,BoulaosM06,Diesel,2026,3.5
Spinning Reserve: GWh,,Djibouti,ICE_Aggregate_DJI,Diesel,2026,14.43
Spinning Reserve: GWh,,Djibouti,MaraboutG12,Diesel,2026,10.43
Spinning Reserve: GWh,,Djibouti,MaraboutG17,Diesel,2026,10.13
Spinning Reserve: GWh,,Djibouti,MaraboutG18,Diesel,2026,9.95
Spinning Reserve: GWh,,Djibouti,MaraboutG21,Diesel,2026,15.48
Spinning Reserve: GWh,,Djibouti,MaraboutG22,Diesel,2026,20.61
Spinning Reserve: GWh,,Djibouti,MaraboutG23,Diesel,2026,11.67
Spinning Reserve: GWh,,Djibouti,MaraboutG25,Diesel,2026,20.75
Spinning Reserve: GWh,,Djibouti,MaraboutG31,Diesel,2026,6.46
Spinning Reserve: GWh,,Djibouti,MaraboutG32,Diesel,2026,7.0
Spinning Reserve: GWh,,Djibouti,Obock,Diesel,2026,6.9
Spinning Reserve: GWh,,Djibouti,South,Diesel,2026,6.98
Spinning Reserve: GWh,,Djibouti,Tadjourah,Diesel,2026,5.08
Spinning Reserve: GWh,,Drc_E,Lubero,ROR,2026,20.63
Spinning Reserve: GWh,,Drc_E,LungudiII,ROR,2026,6.45
Spinning Reserve: GWh,,Drc_E,Matebe,ROR,2026,19.34
Spinning Reserve: GWh,,Drc_E,Ruzizi_II_DRCMutwanga,ROR,2026,17.99
Spinning Reserve: GWh,,Drc_E,Ruzizi_I_DRC,ROR,2026,17.51
Spinning Reserve: GWh,,Drc_E,VIRUNGATalyiaNord1TalyiaNord2Ivugha,ROR,2026,62.99
Spinning Reserve: GWh,,Egypt,Abu-Qir-New-1_ST,Gas,2026,0.13
Spinning Reserve: GWh,,Egypt,Abu-Qir-New-2_ST,Gas,2026,0.26
Spinning Reserve: GWh,,Egypt,Ain-Sokhna-1_ST,Gas,2026,0.13
Spinning Reserve: GWh,,Egypt,Ain-Sokhna-2_ST,Gas,2026,0.13
Spinning Reserve: GWh,,Egypt,Banha_CCGT,Gas,2026,128.73
Spinning Reserve: GWh,,Egypt,Beni-Suef-1_CCGT,Gas,2026,498.61
Spinning Reserve: GWh,,Egypt,Beni-Suef-2_CCGT,Gas,2026,486.85
Spinning Reserve: GWh,,Egypt,Beni-Suef-3_CCGT,Gas,2026,433.21
Spinning Reserve: GWh,,Egypt,Beni-Suef-4_CCGT,Gas,2026,563.51
Spinning Reserve: GWh,,Egypt,Burullus-1_CCGT,Gas,2026,366.33
Spinning Reserve: GWh,,Egypt,Burullus-2_CCGT,Gas,2026,628.68
Spinning Reserve: GWh,,Egypt,Burullus-3_CCGT,Gas,2026,305.26
Spinning Reserve: GWh,,Egypt,Burullus-4_CCGT,Gas,2026,717.47
Spinning Reserve: GWh,,Egypt,Cairo-North-1_CCGT,Gas,2026,119.46
Spinning Reserve: GWh,,Egypt,Cairo-North-2_CCGT,Gas,2026,138.8
Spinning Reserve: GWh,,Egypt,Cairo-West-Ext-1_ST,Gas,2026,0.82
Spinning Reserve: GWh,,Egypt,Cairo-West-Ext-2_ST,Gas,2026,0.54
Spinning Reserve: GWh,,Egypt,El-Atf_CCGT,Gas,2026,117.79
Spinning Reserve: GWh,,Egypt,El-Tibeen_ST,Gas,2026,74.48
Spinning Reserve: GWh,,Egypt,Esna_HY,ROR,2026,165.74
Spinning Reserve: GWh,,Egypt,Giza-1_CCGT,Gas,2026,102.82
Spinning Reserve: GWh,,Egypt,Giza-2_CCGT,Gas,2026,101.48
Spinning Reserve: GWh,,Egypt,Giza-3_CCGT,Gas,2026,99.82
Spinning Reserve: GWh,,Egypt,High-Dam_HY,Reservoir,2026,1246.67
Spinning Reserve: GWh,,Egypt,Kuriemat-1_CCGT,Gas,2026,80.25
Spinning Reserve: GWh,,Egypt,Kuriemat-2_CCGT,Gas,2026,82.72
Spinning Reserve: GWh,,Egypt,New-Capital-1_CCGT,Gas,2026,177.77
Spinning Reserve: GWh,,Egypt,New-Capital-2_CCGT,Gas,2026,796.44
Spinning Reserve: GWh,,Egypt,New-Capital-3_CCGT,Gas,2026,96.36
Spinning Reserve: GWh,,Egypt,New-Capital-4_CCGT,Gas,2026,780.96
Spinning Reserve: GWh,,Egypt,Nubaria-1_CCGT,Gas,2026,56.7
Spinning Reserve: GWh,,Egypt,Nubaria-2_CCGT,Gas,2026,82.95
Spinning Reserve: GWh,,Egypt,Nubaria-3_CCGT,Gas,2026,40.65
Spinning Reserve: GWh,,Egypt,Port-Said-East_ST,Gas,2026,4.37
Spinning Reserve: GWh,,Egypt,Sidi-Kirir-1-2_ST,Gas,2026,0.13
Spinning Reserve: GWh,,Egypt,Sidi-Kirir-3-4_ST,Gas,2026,0.82
Spinning Reserve: GWh,,Egypt,Sidi-Kirir_CCGT,Gas,2026,36.9
Spinning Reserve: GWh,,Egypt,Suez-Gulf_ST,Gas,2026,3.66
Spinning Reserve: GWh,,Egypt,Suez_ST,Gas,2026,0.13
Spinning Reserve: GWh,,Egypt,Talkha-2_CCGT,Gas,2026,26.32
Spinning Reserve: GWh,,Egypt,West-Assiut-1_CCGT,Gas,2026,86.92
Spinning Reserve: GWh,,Egypt,West-Assiut-2_CCGT,Gas,2026,39.45
Spinning Reserve: GWh,,Egypt,West-Damietta-Ext_CCGT,Gas,2026,18.82
Spinning Reserve: GWh,,Egypt,West-Damietta_CCGT,Gas,2026,23.48
Spinning Reserve: GWh,,Ethiopia,Aba_Samuel,ROR,2026,6.73
Spinning Reserve: GWh,,Ethiopia,Awash_II,ROR,2026,45.79
Spinning Reserve: GWh,,Ethiopia,Awash_III,ROR,2026,55.91
Spinning Reserve: GWh,,Ethiopia,Beles_HEP,Reservoir,2026,261.83
Spinning Reserve: GWh,,Ethiopia,GERD_2_HEP,Reservoir,2026,1381.8
Spinning Reserve: GWh,,Ethiopia,Gibe_II,ROR,2026,688.02
Spinning Reserve: GWh,,Ethiopia,Gibe_III,Reservoir,2026,1305.67
Spinning Reserve: GWh,,Ethiopia,Tekeze_I,Reservoir,2026,4.44
Spinning Reserve: GWh,,Kenya,Baringo_Silali__-_Korosi_I,Geothermal,2026,13.14
Spinning Reserve: GWh,,Kenya,Baringo_Silali__-_Paka_I,Geothermal,2026,23.47
Spinning Reserve: GWh,,Kenya,ExistingSmallHydro,ROR,2026,32.57
Spinning Reserve: GWh,,Kenya,Gitaru,ROR,2026,342.7
Spinning Reserve: GWh,,Kenya,Gulf_Energy_,Diesel,2026,31.15
Spinning Reserve: GWh,,Kenya,Iberafrica_I_&II,Diesel,2026,53.71
Spinning Reserve: GWh,,Kenya,Kamburu,ROR,2026,180.03
Spinning Reserve: GWh,,Kenya,Kiambere,ROR,2026,159.68
Spinning Reserve: GWh,,Kenya,Kindaruma,ROR,2026,92.0
Spinning Reserve: GWh,,Kenya,Kipevu_III_Diesel,Diesel,2026,46.47
Spinning Reserve: GWh,,Kenya,Kipevu_I_Diesel,Diesel,2026,24.25
Spinning Reserve: GWh,,Kenya,Masinga,ROR,2026,69.16
Spinning Reserve: GWh,,Kenya,Menengai_I_Quantum,Geothermal,2026,5.13
Spinning Reserve: GWh,,Kenya,Menengai_I_Sosian,Geothermal,2026,7.8
Spinning Reserve: GWh,,Kenya,Muhoroni,Diesel,2026,22.27
Spinning Reserve: GWh,,Kenya,Olkaria_1_B_(Rehabilitated),Geothermal,2026,16.69
Spinning Reserve: GWh,,Kenya,Olkaria_1_Unit_6,Geothermal,2026,26.15
Spinning Reserve: GWh,,Kenya,Olkaria_7,Geothermal,2026,53.85
Spinning Reserve: GWh,,Kenya,Olkaria_8,Geothermal,2026,56.1
Spinning Reserve: GWh,,Kenya,Olkaria_Brine,Geothermal,2026,38.8
Spinning Reserve: GWh,,Kenya,Olkaria_II,Geothermal,2026,36.88
Spinning Reserve: GWh,,Kenya,Olkaria_IV,Geothermal,2026,50.75
Spinning Reserve: GWh,,Kenya,Olkaria_I_,Geothermal,2026,14.46
Spinning Reserve: GWh,,Kenya,Olkaria_I_units_4_&_5,Geothermal,2026,53.52
Spinning Reserve: GWh,,Kenya,Olkaria_Mobile_Wellheads___Eburru,Geothermal,2026,33.52
Spinning Reserve: GWh,,Kenya,Olkaria_Topping,Geothermal,2026,9.02
Spinning Reserve: GWh,,Kenya,Olkaria_VI,Geothermal,2026,54.36
Spinning Reserve: GWh,,Kenya,Olkaria_V_,Geothermal,2026,62.34
Spinning Reserve: GWh,,Kenya,Orpower_4_(I),Geothermal,2026,21.81
Spinning Reserve: GWh,,Kenya,Orpower_4_(II),Geothermal,2026,11.3
Spinning Reserve: GWh,,Kenya,Orpower_4_(III),Geothermal,2026,3.2
Spinning Reserve: GWh,,Kenya,Orpower_4_(IV),Geothermal,2026,11.76
Spinning Reserve: GWh,,Kenya,Rabai_Power,Diesel,2026,38.77
Spinning Reserve: GWh,,Kenya,Sangoro,ROR,2026,34.78
Spinning Reserve: GWh,,Kenya,Sondu,ROR,2026,104.48
Spinning Reserve: GWh,,Kenya,Tana,ROR,2026,34.94
Spinning Reserve: GWh,,Kenya,Thika_Power,Diesel,2026,34.84
Spinning Reserve: GWh,,Kenya,Triumph_Diesel,Diesel,2026,33.44
Spinning Reserve: GWh,,Kenya,Tsavo,Diesel,2026,56.87
Spinning Reserve: GWh,,Kenya,Turkwel,ROR,2026,99.57
Spinning Reserve: GWh,,Libya,CC_EX_GAS_ALC_07_LIB,Gas,2026,1075.47
Spinning Reserve: GWh,,Libya,CC_EX_GAS_ALC_10_LIB,Gas,2026,342.42
Spinning Reserve: GWh,,Libya,CC_EX_GAS_ALC_11_LIB,Gas,2026,446.52
Spinning Reserve: GWh,,Libya,CC_EX_GAS_ALC_15_LIB,Gas,2026,218.86
Spinning Reserve: GWh,,Libya,GT_EX_GAS_ALC_10_LIB,Gas,2026,1598.83
Spinning Reserve: GWh,,Libya,GT_EX_GAS_ALC_15_LIB,Gas,2026,291.54
Spinning Reserve: GWh,,Libya,GT_EX_GAS_ALC_16_LIB,Gas,2026,1935.1
Spinning Reserve: GWh,,Libya,GT_EX_GAS_ALC_17_LIB,Gas,2026,848.29
Spinning Reserve: GWh,,Rwanda,Agatobwe,ROR,2026,0.11
Spinning Reserve: GWh,,Rwanda,Cyimbili,ROR,2026,0.01
Spinning Reserve: GWh,,Rwanda,Gaseke,ROR,2026,0.21
Spinning Reserve: GWh,,Rwanda,Gashashi,ROR,2026,0.11
Spinning Reserve: GWh,,Rwanda,Giciye_I,ROR,2026,1.76
Spinning Reserve: GWh,,Rwanda,Giciye_II,ROR,2026,1.61
Spinning Reserve: GWh,,Rwanda,Giciye_III,ROR,2026,3.42
Spinning Reserve: GWh,,Rwanda,Gihira,ROR,2026,0.67
Spinning Reserve: GWh,,Rwanda,Gisenyi,ROR,2026,0.63
Spinning Reserve: GWh,,Rwanda,Gishoma,Peat,2026,22.67
Spinning Reserve: GWh,,Rwanda,Hakan,Peat,2026,116.77
Spinning Reserve: GWh,,Rwanda,Jabana_1,Diesel,2026,11.93
Spinning Reserve: GWh,,Rwanda,Jabana_2,Diesel,2026,34.07
Spinning Reserve: GWh,,Rwanda,Janja,ROR,2026,0.08
Spinning Reserve: GWh,,Rwanda,KP1,Methane,2026,6.31
Spinning Reserve: GWh,,Rwanda,Kavumu-Mwange,ROR,2026,0.13
Spinning Reserve: GWh,,Rwanda,Keya,ROR,2026,0.93
Spinning Reserve: GWh,,Rwanda,Kigasa,ROR,2026,0.12
Spinning Reserve: GWh,,Rwanda,Kivuwatt_Phase_I,Methane,2026,45.88
Spinning Reserve: GWh,,Rwanda,Mazimeru,ROR,2026,0.19
Spinning Reserve: GWh,,Rwanda,Methane_generic,Methane,2026,164.16
Spinning Reserve: GWh,,Rwanda,Mukungwa_I,Reservoir,2026,24.27
Spinning Reserve: GWh,,Rwanda,Mukungwa_II,ROR,2026,1.15
Spinning Reserve: GWh,,Rwanda,Murunda,ROR,2026,0.03
Spinning Reserve: GWh,,Rwanda,Musarara,ROR,2026,0.14
Spinning Reserve: GWh,,Rwanda,Mutobo,ROR,2026,0.08
Spinning Reserve: GWh,,Rwanda,Nkora,ROR,2026,0.25
Spinning Reserve: GWh,,Rwanda,Nshili_I,ROR,2026,0.14
Spinning Reserve: GWh,,Rwanda,Ntaruka,Reservoir,2026,24.71
Spinning Reserve: GWh,,Rwanda,Ntaruka_A,ROR,2026,0.71
Spinning Reserve: GWh,,Rwanda,Nyabahanga_I,ROR,2026,0.07
Spinning Reserve: GWh,,Rwanda,Nyabarongo_I,Reservoir,2026,70.71
Spinning Reserve: GWh,,Rwanda,Nyamyotsi_I,ROR,2026,0.04
Spinning Reserve: GWh,,Rwanda,Nyamyotsi_II,ROR,2026,0.04
Spinning Reserve: GWh,,Rwanda,Nyirabuhombohombo,ROR,2026,0.22
Spinning Reserve: GWh,,Rwanda,Nyirantaruko,ROR,2026,0.78
Spinning Reserve: GWh,,Rwanda,Rubagabaga,ROR,2026,0.16
Spinning Reserve: GWh,,Rwanda,Rugezi,ROR,2026,0.52
Spinning Reserve: GWh,,Rwanda,Rukarara_I,ROR,2026,5.16
Spinning Reserve: GWh,,Rwanda,Rukarara_II,ROR,2026,0.89
Spinning Reserve: GWh,,Rwanda,Rukarara_V_Mushishito,ROR,2026,1.65
Spinning Reserve: GWh,,Rwanda,Rwaza_Muko,ROR,2026,0.99
Spinning Reserve: GWh,,Rwanda,SPLK,Methane,2026,86.81
Spinning Reserve: GWh,,SouthSudan,Bor,Diesel,2026,1.29
Spinning Reserve: GWh,,SouthSudan,Juba,Diesel,2026,97.68
Spinning Reserve: GWh,,SouthSudan,Malakal,Diesel,2026,2.83
Spinning Reserve: GWh,,SouthSudan,Rumbek,Diesel,2026,1.48
Spinning Reserve: GWh,,SouthSudan,Wau,Diesel,2026,0.7
Spinning Reserve: GWh,,SouthSudan,Yei,Diesel,2026,1.75
Spinning Reserve: GWh,,Sudan,CC_LF_03_SUD,Diesel,2026,297.32
Spinning Reserve: GWh,,Sudan,DG_DS_20_SUD,Gas,2026,13.86
Spinning Reserve: GWh,,Sudan,DG_HF_04_SUD,Diesel,2026,252.98
Spinning Reserve: GWh,,Sudan,DG_HF_10_SUD,Diesel,2026,83.9
Spinning Reserve: GWh,,Sudan,GT_DS_16_SUD,Gas,2026,134.45
Spinning Reserve: GWh,,Sudan,HYD_STOHY_16_SUD,Reservoir,2026,645.11
Spinning Reserve: GWh,,Sudan,HYD_STOHY_25_SUD,Reservoir,2026,644.31
Spinning Reserve: GWh,,Sudan,HYD_STOHY_79_SUD,Reservoir,2026,318.59
Spinning Reserve: GWh,,Sudan,HYD_STOHY_Nile_09_SUD,Reservoir,2026,1933.08
Spinning Reserve: GWh,,Sudan,SC_CO_09_SUD,Coal,2026,244.94
Spinning Reserve: GWh,,Sudan,SC_CO_25_SUD,Coal,2026,4.16
Spinning Reserve: GWh,,Sudan,ST_HF_15_SUD,Diesel,2026,235.04
Spinning Reserve: GWh,,Tanzania,Diesel_TZA,Diesel,2026,12.7
Spinning Reserve: GWh,,Tanzania,FuelOil_TZA,Diesel,2026,16.63
Spinning Reserve: GWh,,Tanzania,Hale,ROR,2026,5.5
Spinning Reserve: GWh,,Tanzania,JNHPP_1,Reservoir,2026,2226.42
Spinning Reserve: GWh,,Tanzania,JNHPP_2,Reservoir,2026,175.56
Spinning Reserve: GWh,,Tanzania,Kidatu,Reservoir,2026,59.77
Spinning Reserve: GWh,,Tanzania,Kihansi,ROR,2026,214.58
Spinning Reserve: GWh,,Tanzania,Kinyerezi_I,Gas,2026,65.07
Spinning Reserve: GWh,,Tanzania,Kinyerezi_II,Gas,2026,77.62
Spinning Reserve: GWh,,Tanzania,Kinyerezi_I_Ext,Gas,2026,164.4
Spinning Reserve: GWh,,Tanzania,Mtera,Reservoir,2026,9.1
Spinning Reserve: GWh,,Tanzania,Mtwara,Gas,2026,4.74
Spinning Reserve: GWh,,Tanzania,New_Pangani_Falls,ROR,2026,47.64
Spinning Reserve: GWh,,Tanzania,Nyumba_Ya_Mungu,Reservoir,2026,0.08
Spinning Reserve: GWh,,Tanzania,SmallHydro_2026,Reservoir,2026,0.3
Spinning Reserve: GWh,,Tanzania,SmallHydro_TZA,ROR,2026,44.1
Spinning Reserve: GWh,,Tanzania,Somanga,Gas,2026,0.91
Spinning Reserve: GWh,,Tanzania,Songas,Gas,2026,183.26
Spinning Reserve: GWh,,Tanzania,TPC_Bio,Biomass,2026,0.12
Spinning Reserve: GWh,,Tanzania,Tanwat_Bio,Biomass,2026,0.02
Spinning Reserve: GWh,,Tanzania,Tegeta,Gas,2026,9.61
Spinning Reserve: GWh,,Tanzania,Ubongo_I,Gas,2026,31.09
Spinning Reserve: GWh,,Tanzania,Ubungo_II,Gas,2026,42.18
Spinning Reserve: GWh,,Tanzania,Ubungo_III,Gas,2026,35.08
Spinning Reserve: GWh,,Uganda,Achwa1_HPP,ROR,2026,15.78
Spinning Reserve: GWh,,Uganda,Achwa2_HPP,ROR,2026,12.55
Spinning Reserve: GWh,,Uganda,Bugoye_HPP,ROR,2026,17.62
Spinning Reserve: GWh,,Uganda,Bujagali_HPP,ROR,2026,413.45
Spinning Reserve: GWh,,Uganda,Hydromax_HPP,ROR,2026,2.64
Spinning Reserve: GWh,,Uganda,Ishasha_HPP,ROR,2026,6.97
Spinning Reserve: GWh,,Uganda,Isimba_HPP,ROR,2026,446.71
Spinning Reserve: GWh,,Uganda,Kakaka_HPP,ROR,2026,8.39
Spinning Reserve: GWh,,Uganda,Karum_HPP,ROR,2026,862.01
Spinning Reserve: GWh,,Uganda,Kyambura_HPP,ROR,2026,10.06
Spinning Reserve: GWh,,Uganda,Lubilia_HPP,ROR,2026,7.91
Spinning Reserve: GWh,,Uganda,Mahoma_HPP,ROR,2026,3.85
Spinning Reserve: GWh,,Uganda,Mpanga_HPP,ROR,2026,27.07
Spinning Reserve: GWh,,Uganda,MubukuIII_HPP,ROR,2026,18.64
Spinning Reserve: GWh,,Uganda,Muvumbe_HPP,ROR,2026,14.75
Spinning Reserve: GWh,,Uganda,Ndugutu_HPP,ROR,2026,7.68
Spinning Reserve: GWh,,Uganda,Nkusi_HPP,ROR,2026,11.53
Spinning Reserve: GWh,,Uganda,Nyamagasani1_HPP,ROR,2026,18.62
Spinning Reserve: GWh,,Uganda,NyamwambaII_HPP,ROR,2026,9.59
Spinning Reserve: GWh,,Uganda,Nyamwamba_HPP,ROR,2026,12.19
Spinning Reserve: GWh,,Uganda,Rwimi_HPP,ROR,2026,10.3
Spinning Reserve: GWh,,Uganda,Sindila_HPP,ROR,2026,5.49
Spinning Reserve: GWh,,Uganda,Siti_II_HPP,ROR,2026,15.84
Spinning Reserve: GWh,,Uganda,Siti_I_HPP,ROR,2026,7.38
Spinning Reserve: GWh,,Uganda,Waki_HPP,ROR,2026,8.63
Fixed O&M: $m,Burundi,Burundi,Buhiga,ROR,2026,0.02
Fixed O&M: $m,Burundi,Burundi,CTH_10,Diesel,2026,0.08
Fixed O&M: $m,Burundi,Burundi,CTH_30,Diesel,2026,0.16
Fixed O&M: $m,Burundi,Burundi,CTH_5,Diesel,2026,0.14
Fixed O&M: $m,Burundi,Burundi,Gikonge,ROR,2026,0.04
Fixed O&M: $m,Burundi,Burundi,Kayenzi,ROR,2026,0.03
Fixed O&M: $m,Burundi,Burundi,Kirasa-karonge,ROR,2026,0.64
Fixed O&M: $m,Burundi,Burundi,Mubuga,PV,2026,0.13
Fixed O&M: $m,Burundi,Burundi,Mugere,ROR,2026,0.32
Fixed O&M: $m,Burundi,Burundi,Nyemanga,ROR,2026,0.12
Fixed O&M: $m,Burundi,Burundi,RUZB_007,Reservoir,2026,0.75
Fixed O&M: $m,Burundi,Burundi,Rusumo_Falls,Reservoir,2026,1.35
Fixed O&M: $m,Burundi,Burundi,Ruvyironza,Reservoir,2026,0.05
Fixed O&M: $m,Burundi,Burundi,Ruzizi_I,ROR,2026,0.16
Fixed O&M: $m,Burundi,Burundi,Ruzizi_II,ROR,2026,0.48
Fixed O&M: $m,Burundi,Burundi,Rwegura,Reservoir,2026,0.9
Fixed O&M: $m,DRC,Drc_E,Lubero,ROR,2026,0.19
Fixed O&M: $m,DRC,Drc_E,LungudiII,ROR,2026,0.06
Fixed O&M: $m,DRC,Drc_E,Matebe,ROR,2026,0.18
Fixed O&M: $m,DRC,Drc_E,Ruzizi_II_DRCMutwanga,ROR,2026,0.45
Fixed O&M: $m,DRC,Drc_E,Ruzizi_I_DRC,ROR,2026,0.34
Fixed O&M: $m,DRC,Drc_E,VIRUNGATalyiaNord1TalyiaNord2Ivugha,ROR,2026,0.45
Fixed O&M: $m,Djibouti,Djibouti,Battery_5MW_DJI,Battery,2026,0.2
Fixed O&M: $m,Djibouti,Djibouti,BoulaosM01,Diesel,2026,0.02
Fixed O&M: $m,Djibouti,Djibouti,BoulaosM02,Diesel,2026,0.02
Fixed O&M: $m,Djibouti,Djibouti,BoulaosM03,Diesel,2026,0.02
Fixed O&M: $m,Djibouti,Djibouti,BoulaosM04,Diesel,2026,0.02
Fixed O&M: $m,Djibouti,Djibouti,BoulaosM05,Diesel,2026,0.02
Fixed O&M: $m,Djibouti,Djibouti,BoulaosM06,Diesel,2026,0.02
Fixed O&M: $m,Djibouti,Djibouti,ICE_Aggregate_DJI,Diesel,2026,0.07
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG12,Diesel,2026,0.05
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG17,Diesel,2026,0.05
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG18,Diesel,2026,0.05
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG21,Diesel,2026,0.07
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG22,Diesel,2026,0.1
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG23,Diesel,2026,0.06
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG25,Diesel,2026,0.1
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG31,Diesel,2026,0.03
Fixed O&M: $m,Djibouti,Djibouti,MaraboutG32,Diesel,2026,0.03
Fixed O&M: $m,Djibouti,Djibouti,Obock,Diesel,2026,0.03
Fixed O&M: $m,Djibouti,Djibouti,South,Diesel,2026,0.03
Fixed O&M: $m,Djibouti,Djibouti,Tadjourah,Diesel,2026,0.02
Fixed O&M: $m,Egypt,Egypt,6Oct-1_GT,Gas,2026,7.65
Fixed O&M: $m,Egypt,Egypt,6Oct-2_GT,Gas,2026,7.65
Fixed O&M: $m,Egypt,Egypt,6Oct-Ext-1_CCGT,Gas,2026,18.36
Fixed O&M: $m,Egypt,Egypt,6Oct-Ext-2_CCGT,Gas,2026,9.76
Fixed O&M: $m,Egypt,Egypt,ACWA-POWER_PV,PV,2026,2.86
Fixed O&M: $m,Egypt,Egypt,ACWA-Power_WI,Onshore Wind,2026,47.12
Fixed O&M: $m,Egypt,Egypt,AMYA-POWER_PV,PV,2026,7.14
Fixed O&M: $m,Egypt,Egypt,AMYA-POWER_WI,Onshore Wind,2026,21.42
Fixed O&M: $m,Egypt,Egypt,Abu-Qir-New-1_ST,Gas,2026,7.15
Fixed O&M: $m,Egypt,Egypt,Abu-Qir-New-2_ST,Gas,2026,7.15
Fixed O&M: $m,Egypt,Egypt,Ain-Sokhna-1_ST,Gas,2026,7.15
Fixed O&M: $m,Egypt,Egypt,Ain-Sokhna-2_ST,Gas,2026,7.15
Fixed O&M: $m,Egypt,Egypt,Arish_ST,Gas,2026,0.73
Fixed O&M: $m,Egypt,Egypt,Assiut_HY,ROR,2026,1.8
Fixed O&M: $m,Egypt,Egypt,Aswan-Dam-2_HY,Reservoir,2026,15.15
Fixed O&M: $m,Egypt,Egypt,Aswan-Dam_HY,Reservoir,2026,15.71
Fixed O&M: $m,Egypt,Egypt,Ataga-Ext-1_GT,Gas,2026,8.16
Fixed O&M: $m,Egypt,Egypt,Ataga-Ext-2_GT,Gas,2026,8.16
Fixed O&M: $m,Egypt,Egypt,Banha_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Bany-Ghaleb_GT,Gas,2026,1.27
Fixed O&M: $m,Egypt,Egypt,Benban_PV,PV,2026,20.92
Fixed O&M: $m,Egypt,Egypt,Beni-Suef-1_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Beni-Suef-2_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Beni-Suef-3_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Beni-Suef-4_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Burullus-1_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Burullus-2_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Burullus-3_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Burullus-4_CCGT,Gas,2026,36.72
Fixed O&M: $m,Egypt,Egypt,Cairo-North-1_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Cairo-North-2_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Cairo-West-Ext-1_ST,Gas,2026,7.48
Fixed O&M: $m,Egypt,Egypt,Cairo-West-Ext-2_ST,Gas,2026,7.48
Fixed O&M: $m,Egypt,Egypt,EL-Basateen_GT,Gas,2026,1.27
Fixed O&M: $m,Egypt,Egypt,East-Cario_GT,Gas,2026,1.27
Fixed O&M: $m,Egypt,Egypt,El-Atf_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,El-Masaeed_GT,Gas,2026,0.76
Fixed O&M: $m,Egypt,Egypt,El-Tibeen_ST,Gas,2026,7.7
Fixed O&M: $m,Egypt,Egypt,Engie-Orasco-Toyota_WI,Onshore Wind,2026,21.42
Fixed O&M: $m,Egypt,Egypt,Esna_HY,ROR,2026,4.82
Fixed O&M: $m,Egypt,Egypt,Gabal-El-Zeit_WI,Onshore Wind,2026,24.85
Fixed O&M: $m,Egypt,Egypt,Gerga_GT,Gas,2026,1.27
Fixed O&M: $m,Egypt,Egypt,Giza-1_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Giza-2_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Giza-3_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Heliopoles_GT,Gas,2026,1.27
Fixed O&M: $m,Egypt,Egypt,High-Dam_HY,Reservoir,2026,117.81
Fixed O&M: $m,Egypt,Egypt,Hurgha-da-Ext_GT,Gas,2026,7.34
Fixed O&M: $m,Egypt,Egypt,Kom-Ombo_PV,PV,2026,0.31
Fixed O&M: $m,Egypt,Egypt,Kuriemat-1_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Kuriemat-1_ST,Gas,2026,6.9
Fixed O&M: $m,Egypt,Egypt,Kuriemat-2_CCGT,Gas,2026,22.95
Fixed O&M: $m,Egypt,Egypt,Kuriemat-2_ST,Gas,2026,6.9
Fixed O&M: $m,Egypt,Egypt,Kuriemat_CSP,Solar,2026,3.06
Fixed O&M: $m,Egypt,Egypt,Masdar_WI,Onshore Wind,2026,8.57
