zone,tech,fuel,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Rwanda,PV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.518900242,0.504879814,0.490562261,0.476650728,0.463126561,0.45
Rwanda,ReservoirHydro,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RPV,Solar,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.509605242,0.504879805,0.49056226,0.476650728,0.463033704,0.45
Rwanda,ST,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,ST,Uranium,0.923782009,0.91899259,0.914203171,0.909413752,0.904624333,0.899834914,0.894491924,0.889578846,0.884425189,0.878373248,0.872549837,0.866434224,0.860188828,0.854869439,0.849300032,0.842550924,0.837034361,0.831198704,0.824717528,0.818082838,0.812286247,0.806530728,0.80081599,0.795141744,0.789507704,0.783913585,0.778359103,0.772843977,0.76736793,0.761930683
Rwanda,ST,Biomass,0.923109244,0.917647059,0.912184874,0.906722689,0.901260504,0.895798319,0.890336134,0.884873949,0.879411765,0.87394958,0.868146009,0.862342437,0.856538866,0.850735295,0.844931723,0.839128152,0.83332458,0.827521009,0.821717437,0.819327731,0.814056938,0.808820052,0.803616856,0.798447131,0.793310665,0.788207241,0.783136647,0.778098675,0.77309311,0.768119748
Rwanda,ST,Geothermal,0.922380952,0.916190477,0.91,0.903809524,0.897619048,0.891428571,0.885238095,0.879047619,0.872857143,0.866666666,0.862244898,0.857823129,0.853401361,0.848979592,0.844557824,0.840136055,0.835714286,0.831292517,0.826870748,0.825396826,0.821379509,0.817381745,0.81340344,0.809444497,0.805504823,0.801584323,0.797682905,0.793800476,0.789936943,0.786092215
Rwanda,Storage,Battery,0.890652274,0.852733119,0.814813964,0.77689481,0.738975655,0.7010565,0.663137345,0.62521819,0.587299035,0.54937988,0.532211759,0.515043638,0.497875516,0.480707395,0.463539274,0.446371153,0.429203032,0.412034911,0.39486679,0.377698668,0.3638084,0.350428963,0.337541568,0.325128121,0.313171191,0.30165399,0.290560346,0.279874683,0.269581996,0.259667834
Rwanda,Storage,Pumped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Methane,Methane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,ST,Peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,ROR,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,BiomassPlant,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
